"Symbol","Neutrophils","Monocytes_CD14+CD16-","Macrophage","T_cells_(CD4+)","NK_cells"
"TMPRSS11D",66.8,70.75,46.36363636,54.18181818,54.83333333
"TMPRSS11E",25.4,23.9375,20.27272727,23,20.91666667
"TMPRSS12",11.2,11.5625,7.727272727,10.13636364,8.416666667
"TMPRSS13",80,76.25,48.45454545,78.81818182,71.08333333
"TMPRSS2",17,16.4375,14.81818182,14.27272727,13.41666667
"TMPRSS3",19.6,15.9375,11.90909091,24.18181818,17.83333333
"TMPRSS4",51.4,46.4375,36.36363636,37.95454545,28.91666667
"TMPRSS5",92.2,70.875,50.45454545,57.72727273,61.58333333
"TMPRSS6",93.6,112.75,98.09090909,97.27272727,128.4166667
"TMPRSS8",44.6,43.0625,43.81818182,33.63636364,106.5833333
"TMSB10",3168.4,14558.4375,16746,12339.77273,12736.58333
"TMSB15A",15.6,16.0625,13.90909091,13.95454545,13.5
"TMSB15B",38.8,53.1875,43.45454545,79.13636364,187.3333333
"TMSB4Y",131.4,195.8125,144.7272727,107.9090909,158.5
"TMTC1",71,119.9375,193.2727273,23.18181818,17
"TMTC2",31.8,115.25,39.81818182,23.13636364,25.16666667
"TMTC3",19.6,20.6875,21.90909091,19.36363636,21
"TMTC4",16.8,25.4375,22.09090909,17.59090909,30.08333333
"TMUB1",115.8,127,123.9090909,211.3181818,290.75
"TMUB2",390.8,206.0625,171,182.1818182,230.5
"TMX1",245,968.375,614.7272727,394.8636364,167.5
"TMX2",174.8,657.5,1384.454545,661.0909091,372
"TMX3",10.2,12.375,12.36363636,12.18181818,94.08333333
"TMX4",1779.8,278.1875,480.6363636,378.1363636,625.5
"TNAP",18.6,17.4375,14,15.86363636,17.83333333
"TNC",19.6,18.25,52.18181818,14.54545455,13.75
"TNF",122.8,134.5,88.36363636,83.18181818,84.91666667
"TNFAIP1",96.8,86.9375,94.27272727,86.68181818,70.58333333
"TNFAIP2",4370.4,2059.9375,752.2727273,84.45454545,67.33333333
"TNFAIP3",2097.6,1345.5625,719.4545455,2833.363636,6616.25
"TNFAIP6",2984,193.3125,176,20.77272727,25.33333333
"TNFAIP8",847.6,1585.4375,1477.181818,3294.863636,338.8333333
"TNFAIP8L1",49.8,131.75,403.5454545,185.3181818,148.5
"TNFAIP8L2",418,626.8125,424.3636364,245.5454545,54.25
"TNFRSF10A",67.8,96.625,112,271.5454545,86.5
"TNFRSF10B",126.8,161.4375,141.0909091,87.90909091,50.5
"TNFRSF10C",1834.6,87.3125,32.72727273,34.18181818,28
"TNFRSF10D",35.2,150.625,149.1818182,230.5454545,38.83333333
"TNFRSF11A",24.8,25,94.18181818,24.18181818,236.0833333
"TNFRSF11B",14.2,14.4375,12.27272727,13.36363636,13.91666667
"TNFRSF12A",186.2,134.125,310.8181818,73.5,74.5
"TNFRSF13B",103.4,106.5625,80.27272727,76.36363636,66.83333333
"TNFRSF13C",83.8,92.75,63.90909091,84.68181818,59.66666667
"TNFRSF14",459.4,454.0625,449.6363636,795.3181818,1035.5
"TNFRSF17",14,13,12.36363636,14.27272727,13.25
"TNFRSF18",23.8,35.875,33.72727273,60.18181818,388.5
"TNFRSF19",12.6,11.6875,11.45454545,11.31818182,10.16666667
"TNFRSF1A",2621,1245.375,709.9090909,316.6363636,104.4166667
"TNFRSF1B",4273.6,3471.6875,1923.909091,687,1505.75
"TNFRSF21",32.8,39.5625,1192.181818,35.68181818,96.83333333
"TNFRSF25",78,71.5,73.54545455,794.7272727,137.0833333
"TNFRSF4",36,29.625,24.36363636,25.81818182,38.33333333
"TNFRSF8",118.2,109.5625,52.90909091,37.86363636,42.66666667
"TNFRSF9",30.4,18.9375,24.72727273,12.95454545,15.58333333
"TNFSF10",4387,3339,287.8181818,1612.5,352.25
"TNFSF11",15.4,18.25,14.81818182,16.63636364,13.66666667
"TNFSF12",149.4,212.25,141.3636364,192,163.1666667
"TNFSF13",27.2,32.5625,30.81818182,17.36363636,24.41666667
"TNFSF13B",3332.2,3042.75,1489.090909,335.6363636,101.0833333
"TNFSF14",433.2,132,473.1818182,86.59090909,66.75
"TNFSF15",21,32.625,239.1818182,20.40909091,23
"TNFSF18",25.4,28.4375,27.45454545,25.95454545,23.41666667
"TNFSF4",57,39.1875,58.36363636,45.77272727,33.58333333
"TNFSF8",59.4,130.25,50.36363636,287.8181818,25
"TNFSF9",43,48.0625,56,34.31818182,103.5
"TNIK",116.8,32.625,177.9090909,452.9090909,640.75
"TNIP1",1347.6,786.0625,756,885.1363636,1075.916667
"TNIP2",313.6,273.9375,318,404.1363636,564.5
"TNIP3",13.8,13.5,13.09090909,14.36363636,15.16666667
"TNK1",70.6,102.875,74.63636364,148.6363636,47
"TNK2",365.6,345.125,164.1818182,351.3636364,367.6666667
"TNKS",27.4,31.25,23.90909091,24.54545455,20.91666667
"TNKS1BP1",33.2,31.6875,66.18181818,35.95454545,23.5
"TNKS2",194.8,108.3125,133.0909091,104.9090909,108.8333333
"TNMD",14.6,12.875,13.18181818,12.13636364,11.25
"TNN",15,16.125,13.45454545,13.40909091,14.58333333
"TNNC1",22.8,20,17.27272727,20.27272727,16
"TNNC2",57.2,50.0625,40.81818182,39.31818182,43.66666667
"TNNI1",43.2,36.25,36,31.81818182,26.25
"TNNI2",198.6,124.5625,288.7272727,40.95454545,53.83333333
"TNNI3",34.6,35.5,41.72727273,27.86363636,32.33333333
"TNNI3K",14.2,16.6875,13,14.59090909,14
"TNNT1",97,197.875,124.6363636,42.59090909,60.08333333
"TNNT2",69.8,61.5625,50.81818182,54.95454545,46.83333333
"TNNT3",99,109,87.18181818,92.90909091,94.83333333
"TNP1",81,65.875,76.27272727,60.72727273,50.08333333
"TNP2",27.8,29,26.90909091,27.18181818,26.41666667
"TNPO1",707.4,395.6875,1444.090909,634,1034
"TNPO2",169,152.5625,170.7272727,291.2727273,252
"TNPO3",153.8,170.625,188.4545455,179.0454545,227.5
"TNR",71.6,69.5625,38.54545455,55,70.41666667
"TNRC18",300.4,278.875,294.0909091,219.9545455,313.75
"TNRC6A",80.6,160.6875,252.4545455,572.8636364,364
"TNRC6B",177.4,70.625,164.6363636,341.6363636,73.58333333
"TNRC6C",44.4,32.8125,31.90909091,84.72727273,62.08333333
"TNS1",27.6,38.875,1145.818182,19.95454545,22.66666667
"TNS3",21.4,601.75,3933.545455,23.68181818,37.83333333
"TNS4",98,114.3125,108.0909091,121.2727273,95.16666667
"TNXB",122,87.375,93,69.18181818,129
"TOB1",683.8,508.75,1364.818182,990.0454545,426.9166667
"TOB2",173.6,269.8125,171.4545455,375.6818182,345.5833333
"TOE1",145,285.875,189.4545455,305.5909091,604.75
"TOLLIP",85.2,96.75,209.9090909,56.86363636,47
"TOM1",293.2,211.625,270.5454545,137.7272727,105.9166667
"TOM1L1",10.8,11.4375,25.81818182,10.72727273,8.75
"TOM1L2",155.2,145.3125,111.2727273,199.1818182,100.6666667
"TOMM20",292.6,1374.8125,1240.454545,1328.772727,3253
"TOMM22",124.4,99.4375,89.36363636,59.63636364,196.0833333
"TOMM34",126.6,206.5625,222.9090909,208.3181818,241
"TOMM40",194.4,252.5625,523.1818182,195.1818182,159.5
"TOMM40L",89.2,144.9375,250.0909091,90.40909091,212.6666667
"TOMM5",57.6,598.375,1038.636364,679.3636364,198.5833333
"TOMM70A",31.4,122.25,285.7272727,234.3181818,104.3333333
"TOP1",2032,867.8125,1010,674.5,1240.166667
"TOP1MT",28,30.0625,21.18181818,24.81818182,19.16666667
"TOP1P2",9.6,9.0625,9.636363636,8.636363636,8.916666667
"TOP2A",17.2,14.6875,215.0909091,26.68181818,17.75
"TOP2B",577.2,749.0625,853.2727273,1492.318182,1253.5
"TOP3A",142.2,139.3125,95.45454545,96.81818182,105.4166667
"TOPBP1",365.2,283.75,444.7272727,472.7272727,740.25
"TOPORS",1290.8,174.25,257.7272727,245.5454545,1193
"TOR1A",412.2,475.625,515.4545455,259.0909091,392.1666667
"TOR1AIP1",689,449.5,316.0909091,229.1363636,321.25
"TOR1AIP2",41,26.9375,25.81818182,27,46.33333333
"TOR1B",526,293.5,361.2727273,221.2272727,183.5
"TOR2A",190.6,325.3125,206.2727273,122.6818182,255.25
"TOR3A",46.8,237.3125,303.7272727,122.7272727,207.8333333
"TOX",18.4,12.8125,20.63636364,90.72727273,578.9166667
"TOX2",34.6,14.375,11.36363636,29.63636364,51.5
"TOX3",8.8,7.6875,7.090909091,7.090909091,7.75
"TOX4",923.6,499.875,527.3636364,438.5,310.25
"TP53",46,356.25,199.9090909,364.5,49
"TP53AIP1",38.4,55.625,43.09090909,61.04545455,40.75
"TP53BP1",119,63.875,35.63636364,52.22727273,84.91666667
"TP53BP2",389,388.75,421,397.2272727,1288.166667
"TP53I11",236.6,116.6875,157.0909091,55.18181818,71.66666667
"TP53I13",97.2,122.25,116.5454545,162.3181818,198.3333333
"TP53I3",48.6,197.4375,415.6363636,37.40909091,30.41666667
"TP53INP1",3537.4,747.6875,529.1818182,1094.681818,1122.333333
"TP53INP2",2009.2,132.3125,465.6363636,71.36363636,727.4166667
"TP53RK",35.2,90.1875,221,137.9090909,188.6666667
"TP53TG1",71.2,181.4375,161.6363636,245.3636364,331.5833333
"TP53TG5",97.4,89.0625,87.18181818,75.40909091,85.25
"TP63",26.4,33.125,26.36363636,29.63636364,20.08333333
"TP73",37.8,29.25,29.18181818,23.86363636,28.5
"TPBG",50.4,71.5625,126.0909091,71.77272727,32.25
"TPCN1",132.2,240.3125,304.3636364,157.6818182,136.1666667
"TPCN2",212.2,256,420.1818182,81.81818182,60.58333333
"TPD52",55.6,24.8125,216.7272727,433.0909091,612.5
"TPD52L1",21,21.25,54.63636364,18.45454545,27.91666667
"TPD52L2",1643.8,735.5,939.4545455,396,427.9166667
"TPD52L3",57,61.5,43.72727273,43.45454545,27.75
"TPH1",12.4,13.4375,12.09090909,11.72727273,11.08333333
"TPH2",11.6,12.4375,10.36363636,11.13636364,10.25
"TPI1",1814.6,4474.5,4126.181818,1818,1815.166667
"TPK1",126.4,218.6875,384.4545455,86.22727273,74
"TPM1",61.8,88,98.36363636,86.31818182,46
"TPM2",34,29,70.27272727,165.7272727,137.0833333
"TPM3",126.8,66.8125,62.27272727,43.77272727,430.25
"TPM4",561.4,289,596.3636364,160.1363636,198.6666667
"TPMT",103,186.1875,221.2727273,113.8181818,142
"TPO",19.8,18.6875,20.63636364,15.86363636,18.83333333
"TPP1",729.8,2079.625,2594.727273,595.2727273,327
"TPP2",141.4,358.8125,369.4545455,674.2727273,1091.166667
"TPPP",25,22.375,17,31.36363636,23.33333333
"TPPP2",32,24.0625,22.81818182,20.45454545,18.5
"TPPP3",56.6,188.0625,33.18181818,30.59090909,36.41666667
"TPR",2107.4,618.9375,551,1116.454545,1186.333333
"TPRA1",73,114.25,291.2727273,95.5,71
"TPRG1",24.4,20,94.36363636,23.13636364,18.91666667
"TPRG1L",1079.4,335.1875,543.5454545,656.5454545,657.5833333
"TPRKB",143.6,531.9375,502.5454545,397.7727273,645.4166667
"TPRXL",60,73.25,58.63636364,69.90909091,52.58333333
"TPSAB1",67.4,61,159.5454545,48.86363636,54
"TPSB2",65.2,63.125,144.8181818,46.77272727,63.41666667
"TPSD1",56,53.8125,57.45454545,44.81818182,41.66666667
"TPSG1",129.2,116.0625,101.2727273,99.54545455,117.25
"TPST1",464.8,47.1875,84.18181818,43.77272727,64.25
"TPST2",808.8,636.875,839.2727273,438.3181818,1363.833333
"TPT1",13140.6,18338.25,14772.72727,18144.54545,20582.58333
"TPTE",11,9.625,8.545454545,9.090909091,8.833333333
"TPTE2P1",10.6,9.5,8.909090909,8.590909091,10.5
"TPX2",22.4,26.6875,157.3636364,39.18181818,16.66666667
"TRA@",11.6,9.1875,11,130.5454545,10.75
"TRA2A",457.8,308.625,166.5454545,1037.409091,2383.75
"TRA2B",343.4,1073.0625,843.8181818,1328.818182,3705.666667
"TRABD",223,186.125,116.5454545,126.0909091,187.6666667
"TRAC",405,136.875,296.3636364,7316.227273,117.75
"TRADD",566,428.3125,394,1236.090909,210.25
"TRAF1",66.6,70.5625,120.0909091,390.4545455,138.9166667
"TRAF2",70.4,66.4375,76.27272727,79.18181818,70.08333333
"TRAF3",95.8,176.9375,429.8181818,247.4090909,143.1666667
"TRAF3IP1",31.8,28.25,33.27272727,30.31818182,42.91666667
"TRAF3IP2",11.8,12.3125,11.45454545,12.22727273,12
"TRAF3IP3",222.4,48.0625,14,311.2727273,97.16666667
"TRAF4",102,71.75,72.63636364,81.86363636,355.25
"TRAF5",12.2,11.5625,10.09090909,11,10.91666667
"TRAF6",337.2,210.875,205.1818182,152.5,277.9166667
"TRAF7",156,232.625,251.0909091,146.2272727,125.5
"TRAFD1",794.6,517.75,301.9090909,299.0909091,311.3333333
"TRAIP",53.2,50.8125,52.09090909,43.36363636,42.75
"TRAJ17",16.2,14.5625,14.45454545,34.40909091,12.16666667
"TRAK1",297.2,483.5625,398.0909091,344,320.6666667
"TRAK2",259.4,151.5625,535.2727273,408,292
"TRAM1",714.6,2420.75,3375.636364,2995.454545,3758.583333
"TRAM1L1",45.6,48.25,33.18181818,37,30.66666667
"TRAM2",65.4,125.375,121.0909091,109.8636364,245.9166667
"TRANK1",1386.6,135.8125,137.4545455,355.0454545,120.25
"TRAP1",93.8,198.1875,468.4545455,341.9090909,203.5
"TRAPPC1",464.4,962.5625,884.7272727,731.3181818,113.6666667
"TRAPPC10",114.2,87.4375,115.3636364,159.9090909,538.0833333
"TRAPPC2",10.2,10.4375,10,11.13636364,9.333333333
"TRAPPC2L",80.4,100.625,88.09090909,95.13636364,68
"TRAPPC3",315,517.9375,880.7272727,346.3636364,214.8333333
"TRAPPC4",402.8,469,789.6363636,594.2727273,666.0833333
"TRAPPC5",430.2,812.8125,593.7272727,318.0909091,353.5
"TRAPPC6A",129.6,452.75,478.6363636,687.5909091,695.0833333
"TRAPPC6B",135.6,159.0625,209.9090909,261.0909091,90.58333333
"TRAPPC9",147.6,138.3125,136,142.1818182,105.5
"TRAT1",32.2,11.3125,15.81818182,1952.454545,13
"TRAV8-3",33,26.625,23.18181818,109.0909091,23
"TRBV10-2",33,28.4375,32.36363636,64.45454545,26.83333333
"TRBV24-1",39.8,35.5,38.63636364,101.0909091,29.75
"TRBV27",73.8,41.5625,19.90909091,29.09090909,21.83333333
"TRBV7-3",70,48.375,43.63636364,161.9090909,41.08333333
"TRBV7-8",37,31.75,28.36363636,273.4090909,28
"TRD@",58,56.0625,43,108.5,1333.833333
"TRDMT1",72,88.8125,115.4545455,117.7727273,69.58333333
"TRDN",13.6,9.9375,9.181818182,8.681818182,9.583333333
"TREH",29.2,26.125,26.90909091,20.90909091,33.41666667
"TREM1",9067.6,1235.5625,181.1818182,40.18181818,33.08333333
"TREM2",89.8,98.4375,4002.272727,69.22727273,113.1666667
"TREML1",90.2,73.8125,126.2727273,52.13636364,49.58333333
"TREML2",769.8,63.4375,46,43,38.58333333
"TREML2P",35.4,34.875,23.45454545,29.45454545,22.75
"TREML3",104.6,27.8125,20.54545455,17.40909091,19.41666667
"TREML4",157.8,63.1875,41.36363636,46.13636364,29.58333333
"TRERF1",201.8,57.4375,72.90909091,70.5,285.3333333
"TREX1",645.6,1178.9375,767.0909091,637.6363636,702.4166667
"TREX2",21.6,20.8125,21.81818182,17.40909091,25.16666667
"TRGV5",104.2,97.875,54.63636364,102.3636364,63
"TRH",49.6,68.5625,49.54545455,53.18181818,40.58333333
"TRHDE",11.8,10.375,10.45454545,8.954545455,12.16666667
"TRHR",27.2,29.125,21.09090909,24.22727273,18.33333333
"TRIAP1",61.2,678.5625,568.9090909,515,1745.75
"TRIB1",24.6,19.25,14.09090909,14.13636364,11
"TRIB2",67.4,45.125,34.09090909,2119.818182,858.6666667
"TRIB3",150.8,130.5,108.3636364,138.5909091,143.0833333
"TRIL",32.8,33.4375,19.63636364,25.68181818,23.83333333
"TRIM10",63.2,49.6875,45.36363636,46.31818182,56.5
"TRIM11",153.6,119.9375,92.81818182,169.4090909,315.1666667
"TRIM13",126.2,170.1875,255.7272727,233.2727273,665.8333333
"TRIM14",76.8,386.375,643.1818182,922.6818182,282.5833333
"TRIM15",85.6,86.9375,76.45454545,60.40909091,61.91666667
"TRIM16",47.4,107.6875,64.09090909,94.72727273,41.75
"TRIM16L",160.6,193.0625,129.0909091,176.7272727,124.3333333
"TRIM17",85.4,53.5,46.90909091,40.31818182,35.75
"TRIM2",12,15,15.09090909,39.40909091,12.5
"TRIM21",1376.6,569.6875,344.0909091,315.6818182,274.0833333
"TRIM22",3134.6,2357.1875,1002.272727,2931.863636,1956.833333
"TRIM23",80,27.1875,46.90909091,38.31818182,35.91666667
"TRIM24",253.6,174.4375,247.5454545,141.8636364,177.0833333
"TRIM25",2738.2,577.1875,969.9090909,488.1363636,538.5833333
"TRIM26",277.6,315.5,265.3636364,334.5,320
"TRIM27",768,439.6875,492.2727273,343.5,81.25
"TRIM28",321.6,549.1875,630.6363636,1375.454545,349.9166667
"TRIM29",32.4,49.6875,34.81818182,40.22727273,30.08333333
"TRIM3",36.4,47.8125,43.45454545,41.77272727,32.41666667
"TRIM31",35.6,28.375,32.09090909,24.63636364,25.08333333
"TRIM32",34.2,30,33.36363636,38.86363636,20.08333333
"TRIM33",1570.2,628.375,875.3636364,824.6818182,1996.25
"TRIM35",57,88.625,155.8181818,226.3181818,88.41666667
"TRIM36",18,26.3125,92.63636364,15.5,16.75
"TRIM37",123.6,172.3125,296.2727273,339.4545455,354.6666667
"TRIM38",1228.6,625,664.1818182,616.5,240.25
"TRIM39",508.8,129.3125,139.3636364,241.1363636,322.4166667
"TRIM4",485.6,361.75,200.1818182,283.3181818,144.3333333
"TRIM40",27,18.3125,16.36363636,18.81818182,13.33333333
"TRIM41",186.6,168.8125,163.0909091,267.3181818,206.75
"TRIM42",21,19.625,17.45454545,18,16.41666667
"TRIM44",109.6,744.875,541.8181818,905.8181818,966.9166667
"TRIM45",58,54.625,46.72727273,50.45454545,41.58333333
"TRIM46",80.6,72.5,59.72727273,133.2272727,70.16666667
"TRIM47",66.2,61.3125,267,118.3181818,79.83333333
"TRIM48",18,21,15.27272727,17.54545455,14.25
"TRIM49",10.8,10.125,8.454545455,9.272727273,8.583333333
"TRIM5",20,19.4375,14.36363636,20.59090909,13.41666667
"TRIM50",43.8,46.8125,38.81818182,38.59090909,41.41666667
"TRIM52",75.4,68.125,68.45454545,237.3636364,354.3333333
"TRIM54",58.8,42.5625,98.09090909,26.31818182,30.33333333
"TRIM55",9,9.5625,7.909090909,7.863636364,7.916666667
"TRIM56",361.4,179.1875,192.8181818,451,473.3333333
"TRIM58",31.2,14.5625,11.45454545,9.090909091,11.75
"TRIM59",14.6,27.5,46.27272727,148.1818182,286
"TRIM6",47.6,18.75,66.90909091,13.04545455,16.41666667
"TRIM61",21.8,22.9375,20.72727273,40.90909091,38.66666667
"TRIM62",133.4,101.625,82,136.8181818,151.9166667
"TRIM63",31.4,27.25,21.72727273,22.04545455,22.75
"TRIM65",129.4,135.5625,169.4545455,164.8636364,140.8333333
"TRIM66",72.6,68.625,53.54545455,109.8636364,94.83333333
"TRIM68",50.8,127.9375,170.7272727,257.0909091,129.4166667
"TRIM69",507.2,322.375,579.6363636,373.5454545,67.33333333
"TRIM7",38.4,103.5625,51.90909091,59.5,61.91666667
"TRIM72",59,64.5625,55.36363636,49.77272727,41.5
"TRIM73",53.2,117.9375,74.72727273,916.8636364,410.25
"TRIM78P",38.8,47.3125,27.27272727,31.68181818,19.33333333
"TRIM8",1173,861.3125,670.9090909,430.8636364,456.5
"TRIM9",11.8,10.6875,11.09090909,9.5,9.5
"TRIML1",30.6,27.5625,23.45454545,25.04545455,16.91666667
"TRIML2",33.8,33.375,36.27272727,28.59090909,38.91666667
"TRIO",24,127.8125,177,27.09090909,173.8333333
"TRIOBP",858.2,604.0625,730.9090909,286.8181818,374.5
"TRIP10",61,66.375,141.1818182,55.04545455,40.83333333
"TRIP11",53.8,78.125,145.3636364,84.5,44.75
"TRIP12",1582.8,984.3125,1425.090909,883.0454545,778.8333333
"TRIP13",39.8,42.6875,106.6363636,36.59090909,33.58333333
"TRIP4",521.6,387.75,613.2727273,355.7727273,235.75
"TRIP6",64.2,78.8125,390.9090909,82.95454545,52.41666667
"TRIT1",39.2,256.375,164.3636364,190.5454545,152
"TRMT1",79.2,389.125,356.6363636,363.4545455,198.9166667
"TRMT11",18.6,71.8125,147.3636364,372.9090909,365.5833333
"TRMT112",1548,2100.0625,1913.818182,2456.5,1455.416667
"TRMT12",219.8,218.5625,208.5454545,217.9090909,175.5833333
"TRMT2A",104.4,159.3125,179.4545455,160.8636364,148.4166667
"TRMT2B",55.2,61.5625,58.90909091,84.04545455,90
"TRMT5",1925.8,2148.6875,2330.909091,2221.681818,2257.916667
"TRMT6",36.2,143.125,100.1818182,162.6363636,69.41666667
"TRMT61A",41,74,72.27272727,73.77272727,84.16666667
"TRMT61B",26.4,171.4375,157.3636364,277.1818182,714.75
"TRMU",78.6,91.875,109.0909091,141.2727273,124.8333333
"TRNAU1AP",17.8,14.3125,12.18181818,11.77272727,15.58333333
"TRNP1",28.4,42.125,27.18181818,22.45454545,18.75
"TRNT1",55.4,80.0625,91.36363636,96.09090909,35.91666667
"TRO",39.8,30,28.45454545,33.36363636,30.25
"TROAP",92.4,87,73.18181818,70.90909091,57.08333333
"TROVE2",1045.2,727.5625,764.4545455,1143.272727,1894.083333
"TRPA1",20.2,24.75,21.18181818,21.13636364,21.33333333
"TRPC1",9.6,9.875,8.545454545,53.45454545,11.41666667
"TRPC2",45.6,46.375,40.36363636,32.68181818,45.66666667
"TRPC3",8.4,8.9375,9.090909091,8.909090909,11.75
"TRPC4",34.2,32.0625,28.18181818,26,24.83333333
"TRPC4AP",303.4,168.9375,224.2727273,192.0909091,164.5
"TRPC5",10.2,9.25,8.818181818,9.863636364,9.916666667
"TRPC6",19.2,19.5,16.54545455,18.22727273,13.83333333
"TRPC7",9.8,10.9375,9.909090909,9.772727273,10.66666667
"TRPM1",12.2,9.6875,10,9.318181818,12.58333333
"TRPM2",89.8,147.9375,134.6363636,60.54545455,127.9166667
"TRPM3",37.4,42.6875,35,41.86363636,30.08333333
"TRPM4",44.8,59.25,47.72727273,23.68181818,34.16666667
"TRPM5",43,37.5,36.09090909,29.63636364,27.41666667
"TRPM6",199.8,48.6875,31.81818182,33.27272727,24.75
"TRPM7",76.4,78.625,104.5454545,92.77272727,68.75
"TRPM8",50,45.75,37.90909091,31.27272727,39.83333333
"TRPS1",136,389.3125,434.7272727,192.9090909,93.75
"TRPT1",135.8,203.3125,150.3636364,224.2272727,158.3333333
"TRPV1",29.8,32.5625,96.09090909,46.59090909,30.75
"TRPV2",201.8,367.75,2903.545455,646.3181818,357.5833333
"TRPV3",75,61.875,51.63636364,53.81818182,27.41666667
"TRPV4",87,66.9375,75.81818182,48.22727273,63.75
"TRPV5",63.8,48.375,35.45454545,40.09090909,47.16666667
"TRPV6",49,51.9375,45.09090909,56,35.16666667
"TRRAP",82.4,165.1875,250.8181818,518.3181818,340.25
"TRUB1",22.2,19.8125,19.72727273,18.90909091,17.58333333
"TRUB2",44.8,133.5,192.7272727,137.0454545,161.25
"TRY6",87.2,103.25,64.72727273,72.90909091,70.16666667
"TRYX3",26,31.375,23.90909091,23.36363636,38.83333333
"TSC1",223.2,229.125,320,349,427.5833333
"TSC2",218.2,150.5,159.4545455,276.5909091,163.8333333
"TSC22D1",22.4,45,47.36363636,65.59090909,183.25
"TSC22D2",27,28.6875,20.18181818,19.54545455,18.58333333
"TSC22D3",10209.4,3911,416.9090909,5078.590909,7226
"TSC22D4",219.6,42.1875,40.45454545,114.4545455,204.5833333
"TSEN15",58,167,319.9090909,380.9090909,623.25
"TSEN2",31.6,57.6875,99.63636364,146.2272727,41.5
"TSEN34",1928.6,568.75,355.2727273,240.1363636,313.5
"TSEN54",250,309.75,227.2727273,752.1363636,1521.333333
"TSFM",26,27.3125,25.90909091,36.04545455,16.58333333
"TSG101",1591.6,856.9375,1019.454545,444,690.1666667
"TSGA10",16.8,20.0625,18.45454545,41.63636364,18.91666667
"TSGA10IP",45.4,66.3125,57.18181818,45.68181818,56.33333333
"TSGA13",29.4,34.75,33,31.68181818,23.41666667
"TSGA14",15.4,18.1875,30.81818182,65.40909091,34.5
"TSHB",32,31.5625,21.81818182,26.5,20.16666667
"TSHR",32.8,37.375,25.72727273,31.40909091,22.66666667
"TSHZ1",78.6,188.5625,317.2727273,577.8181818,909.0833333
"TSHZ2",50.6,62.1875,38.72727273,58.68181818,26.58333333
"TSHZ3",228,199.25,80.27272727,32.54545455,47.66666667
"TSKS",34.6,38.8125,31.27272727,30.31818182,31.5
"TSKU",147.4,187.625,223.6363636,138.2272727,64.25
"TSLP",9.4,8.1875,8.181818182,7.636363636,7.583333333
"TSN",147.8,385.125,304.3636364,257.5909091,872.6666667
"TSNARE1",93,83.4375,81.81818182,99.72727273,89.41666667
"TSNAX",612,746.4375,749.9090909,694.0909091,435
"TSNAXIP1",59.2,72,62.36363636,67.18181818,61.33333333
"T-SP1",17.2,18.875,16.81818182,18,16.75
"TSPAN1",92.6,114.9375,74.36363636,96,67.25
"TSPAN10",110.8,90.25,109.7272727,68.13636364,52.33333333
"TSPAN11",53.8,66.625,48.63636364,56.90909091,65.5
"TSPAN12",32,28.875,31.27272727,26.54545455,24.41666667
"TSPAN13",134.2,17.9375,148.1818182,52.95454545,43.41666667
"TSPAN14",616,727.4375,557,787.8636364,460.5
"TSPAN15",33.2,32.375,48.90909091,31.72727273,22.58333333
"TSPAN16",145.6,102.5,87.36363636,67.68181818,90.16666667
"TSPAN17",137,234.375,496.8181818,251.0909091,303.5833333
"TSPAN18",92.8,69.75,51.72727273,514.5454545,46.08333333
"TSPAN2",119.8,14.3125,8.636363636,25.45454545,14.41666667
"TSPAN3",59.6,338.0625,1957.909091,217.3636364,327.8333333
"TSPAN31",119.6,344,343,217.3181818,88.33333333
"TSPAN32",197.4,334.6875,303.3636364,307.9545455,580.4166667
"TSPAN33",181.4,220.4375,536.3636364,146.8181818,149.9166667
"TSPAN4",30,246.75,389.2727273,34.13636364,66.91666667
"TSPAN5",48.2,33.875,46.18181818,164.8181818,162.5
"TSPAN6",17,20.8125,21.36363636,38.40909091,12.83333333
"TSPAN7",22.6,25.375,19.72727273,23.77272727,21.91666667
"TSPAN8",29.4,23.5,17.45454545,18.36363636,15.83333333
"TSPAN9",108.2,97.3125,88,87.81818182,104.25
"TSPO",1485.2,5455.5625,3673.090909,1301.409091,1212.5
"TSPO2",40.4,47.4375,41.90909091,37.72727273,47.91666667
"TSPY1",43.8,54.0625,43.36363636,42.40909091,34.25
"TSPYL1",595.8,714.4375,790.0909091,1334.863636,2125.25
"TSPYL2",373.4,263.9375,180.9090909,621.4545455,878
"TSPYL3",32.6,31.8125,29.09090909,26.31818182,30.41666667
"TSPYL4",112.8,148.125,165.9090909,766.3636364,1620
"TSPYL5",33,37.4375,114.0909091,43.59090909,146.1666667
"TSPYL6",12.2,10.125,8.727272727,8.818181818,9.833333333
"TSR1",575.8,455.9375,203.4545455,370.5,456.5833333
"TSR2",182.2,229.8125,314.2727273,326.4090909,376.5833333
"TSSC1",108.2,197.5,274.1818182,222.9545455,205.3333333
"TSSC4",150.6,135,114.6363636,146.1818182,245.9166667
"TSSK1B",20.6,18.4375,18.90909091,17.27272727,20.83333333
"TSSK3",156.4,208.5625,138.9090909,173.7727273,137.6666667
"TSSK4",28.2,27.5625,18.81818182,27.22727273,19.75
"TSSK6",57.2,47.0625,45.09090909,31.59090909,48
"TST",443.6,299.75,382.8181818,41.86363636,65.08333333
"TSTA3",252.8,280.375,275.0909091,362.5454545,421
