naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,myeloid_dendritic_cell,plasma_cell,plasmacytoid_dendritic_cell
ascites7873R1,0.263600267111066,0,0.124707031780171,0,0.198911038191326,0,0,0.00649941670616007,0,0.269858254369677,0,0,0.0571961773480831,0,0,0,0.0451227452097541,0,0,0.0341050692837625
ascites7873R2,0.240339809070451,0,0.164941901148389,0,0.168618801865706,0,0,0.00425201030070013,0,0.317659897838792,0,0,0.0527060953844406,0,0,0,0.0261677828344829,0,0,0.0253137015570383
ascites7882R1,0.26309567824882,0,0.127221487578511,0,0.182158466055686,0,0,0.0145544745597386,0,0.208567546738893,0,0,0.11954138547998,0,0,0,0.0398381675922545,0,0,0.0450227937461176
ascites7882R2,0.269648020458299,0,0.127619742130573,0,0.178485134900635,0,0.00283893587089361,0.00966771388575249,0.00203881167005864,0.189653802429433,0,0,0.127156073226515,0,0,0,0.0400023590413464,0,0,0.0528894063864941
ascites7892R1,0.26092363370525,0,0.0628070777338358,0,0.228791802960294,0,0.026131987204855,0.0657761981361825,0,0.150488306474373,0,0,0.123451573614664,0,0,0,0.0341690437657731,0,0,0.0474603764047715
ascites7892R2,0.273957610798036,0,0.0806730609817334,0,0.199829776223618,0,0.03687753062599,0.0316867541091036,0,0.161532639333644,0,0,0.120782559128283,0,0,0,0.0451343660449324,0,0,0.0495257027546574
