Mixture	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells	P-value	Correlation	RMSE
ascites7873R1	0.518239847410196	0	0.184621216806541	0.0375317001099462	0	0.216563008367935	0	0	0.0430442273053829	9999	0.569859574100506	0.905491655462905
ascites7873R2	0.565053127914214	0	0.141826194142157	0.0400355391649993	0	0.209148227401501	0	0	0.0439369113771292	9999	0.573576469613301	0.903342906126452
ascites7882R1	0.478722038214372	0	0.163388356872811	0.0316140406379085	0.000257851332641426	0.269257300836303	0	0	0.0567604121059631	9999	0.555106768485963	0.919152720070581
ascites7882R2	0.482848683562628	0	0.153667023467617	0.0319237211801452	0	0.270986540169443	0	0	0.0605740316201657	9999	0.564388075991344	0.90961429709079
ascites7892R1	0.426769683163334	0	0.154634588050448	0.0301872634861059	0.0296232131938911	0.326030397006761	0	0	0.0327548550994597	9999	0.580921241862938	0.891449104323189
ascites7892R2	0.426680636649093	0	0.147642348579593	0.0373323532939527	0	0.332458154040733	0	0	0.0558865074366284	9999	0.586985735436895	0.884246445671023
