Monocytes_CD14.CD16.	Dendritic_cells_.BDCA1..	Dendritic_cells_.BDCA3..	Dendritic_cells_.plasmacytoid..	T_cells_.CD4..	T_cells_.CD8..	NK_cells	Neutrophils	B_cells
ascites7873R1	0.203720962478936	0.118586363385266	0.112582851654486	0.0674085548095933	0.0604252048631255	0.162288601786243	0.0747289521755239	0.0667783675216873	0.133480141325138
ascites7873R2	0.215888464361773	0.118139958488791	0.105980688149468	0.0684464514350515	0.0658290883686631	0.15641294277272	0.0732093751701442	0.0670040786487466	0.129088952604642
ascites7882R1	0.160896287771767	0.122165183672025	0.11887851467565	0.0742399129069512	0.0728866822230715	0.167576419366418	0.0815171503517498	0.0603586542060354	0.141481194826332
ascites7882R2	0.164285211633256	0.118107100796646	0.117825832361745	0.0741263727297324	0.0744081179024435	0.170982269409154	0.0809065354523608	0.0605894094809376	0.138769150233725
ascites7892R1	0.133918606222075	0.107926659711437	0.122639407115177	0.0758598319847237	0.0825195759436558	0.182099739735243	0.0860276449931186	0.0718247424134011	0.137183791881169
ascites7892R2	0.146469689136191	0.112475503079102	0.11903126139752	0.0743895638612235	0.07756399296161	0.181078671441704	0.0827733430569587	0.0705007980390022	0.135717177026688
