CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
ascites7873R1	0.0830613951727125	0.123060103450156	0.236135341975661	0.068998881258008	0.0789986250645891	0.17114590615457	0.145864924991725	0.0927348219325787
ascites7873R2	0.0775274172522788	0.124789236706572	0.23999137454649	0.0722463961080014	0.0801422195708869	0.170562762371694	0.140130629895376	0.0946099635487014
ascites7882R1	0.0800987077881783	0.150840120668618	0.188964790320636	0.0782091573948333	0.0739802221781206	0.185149676280081	0.137726784755806	0.105030540613728
ascites7882R2	0.0785308854469367	0.141310416118705	0.1912660499162	0.0809382376085724	0.0732930029614404	0.187634367286019	0.137783229364464	0.109243811297663
ascites7892R1	0.0809003079570097	0.135867264757028	0.168267979110893	0.0754900099155971	0.0841294558986958	0.201461339329426	0.14724925854738	0.106634384483971
ascites7892R2	0.0765316967100311	0.13738106213868	0.183760940147766	0.0756359049083666	0.082420267055142	0.192382536086083	0.145675804176445	0.106211788777486
