Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
ascites7873R1	0	0.0388488383982141	0.226632742144185	0	0.13740088595162	0	0.0100001237472763	0.0611890101958859	0.0133238436322263	0.200075433207926	0	0	0.123217261724823	0	0.0147713055018	0.006488127854204	0.0331050980024692	0.12065866704831	0.00821055617317572	0.00607810641788348	9999	0.389002441566597	0.926409236951732
ascites7873R2	0	0.00695654395740949	0.214989660223934	0	0.107935202135408	0	0.0092789273596121	0.0631536402834383	0.020520424452758	0.321094468236239	0	0.00917528242519132	0.148976288494682	0	0.00825038342061477	0.014695079408556	0.0213230055803321	0.0397548051229748	0.0133354362467162	0.000560852652133502	9999	0.4291479474068	0.906125360265619
ascites7882R1	0	0.0465900544996784	0.0762475302101687	0.00285752507888761	0.0128487585585866	0	0.0232051359161505	0.0441914586775936	0.016582732620374	0.314888143349901	0	0.014379352771672	0.316752890562304	0	0	0.0234821467255419	0.0235255453632234	0.0691071783553182	0.0113234955768366	0.00401805173376317	9999	0.339866158685617	0.945953641285548
ascites7882R2	0	0.0203890908692862	0.116835187956316	0.0137838394008135	0.0521715714860963	0	0.0209663450832853	0.0240856876022697	0.0131756043219599	0.285022135624587	0	0	0.267236315044109	0	0.0088623943656283	0.0344078246949181	0.0273645157060426	0.103025095095053	0.00973274353028027	0.00294164921935576	9999	0.356692084748745	0.93852219512009
ascites7892R1	0	0.02996881860549	0.0167720129127693	0	0.174898886544218	0	0.0507848384805042	0.141488618321813	0.0371236776536255	0.216192621022532	0	0.00337638054046251	0.204276883884226	0	0	0	0.00465494525841243	0.0884341447828112	0.0111454115169847	0.0208827604761516	9999	0.428570358421143	0.903383919157617
ascites7892R2	0	0.00456128746305541	0.101805645025866	0	0.0852021169756001	0	0.0707616523228838	0.106622126107691	0.0247428750551615	0.204712055977919	0.00384293020632647	0.0134817389891465	0.274896634970358	0	0.00529002042631575	0.00799981410027809	0.0213240947458891	0.04683197348588	0.0122707409611128	0.0156542931865161	9999	0.369884866831225	0.929525010692182
