Monocytes_CD14.CD16.,Dendritic_cells_.BDCA1..,Dendritic_cells_.BDCA3..,Dendritic_cells_.plasmacytoid..,T_cells_.CD4..,T_cells_.CD8..,NK_cells,Neutrophils,B_cells
ascites7873R1,0.181743672593077,0,0.013863835206314,0.0930714625639305,0,0.0466807742830897,0.0563355770305027,0.263275987212737,0.345028691110349
ascites7873R2,0.207247848853964,0,0,0.0679409692285241,0,0.0387659651702316,0.0458213419541684,0.26916106790813,0.371062806884982
ascites7882R1,0.242407171412242,0,0.09528603789559,0.0353347684330995,0,0.0996604324248012,0.0604817439858551,0.15544563356043,0.311384212287982
ascites7882R2,0.246027830467061,0,0.085963846131529,0.0328038695885873,0,0.0993621716618454,0.0602032029637925,0.146451909363881,0.329187169823304
ascites7892R1,0.25146332021881,0,0.0824241646451352,0.0489844037699934,0,0.1011639758514,0.094865340874267,0.150468023834464,0.27063077080593
ascites7892R2,0.255152905082459,0,0.0444644291522232,0.0431742278069447,0,0.111021754949577,0.0768980480243898,0.152796762828493,0.316491872155913
