Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
HD30PBMC0	0	0.147955390054448	0.38581244558779	0	0.0396877660781392	0	0.417020825038522	0.00952357324110121	9999	0.326547615606738	1.09077128558533
HD30PBMC1	0	0.143249579709193	0.394065267034015	0	0.0691445819908741	0	0.372977654973287	0.0205629162926307	9999	0.317973581871905	1.08563273485062
HD30PBMC3	0	0.14218243666547	0.359411318546922	0	0.0326049248833218	0	0.454081883835929	0.011719436068357	9999	0.331046290456913	1.09835486809746
HD30PBMC7	0	0.0852185418842236	0.331513555213551	0	0.0325188864761319	0	0.472625126531804	0.0781238898942889	9999	0.330187433845595	1.10496536764372
HD31PBMC0	0	0.128318636136779	0.399062438148444	0	0.0489925606707809	0	0.383577570867742	0.040048794176255	9999	0.329148271838455	1.07952889887125
HD31PBMC1	0	0.127034320673109	0.398379073218741	0	0.0348179949592266	0	0.400019003981482	0.0397496071674421	9999	0.331983623156221	1.08163719136667
HD31PBMC3	0	0.128516818234955	0.394765920922281	0	0.0188337248429461	0	0.422325963301512	0.0355575726983058	9999	0.326299517976699	1.09253741410058
HD31PBMC7	0	0.133625616824284	0.385201006211319	0	0.0254407333906228	0	0.429857619436417	0.0258750241373569	9999	0.32731655167664	1.09381264663968
