naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
ascites7873R1	0.0150599469297421	0.00427747844252502	0.157736153007631	0.0542679153248244	0.0230424472311574	0.0172168107385908	0.0150059835935359	0.04472809213538	0.00647653768174892	0.525839229671313	0.0100021258960027	0.0181155716885474	0.0165770868832028	0.0034330500786352	0.00594011561953161	0.0215758018817119	0.0012926161445734	0.0089543161063772	0.0145137696726056	0.035944951272363
ascites7873R2	0.0213599824519594	0.00373066324868186	0.137416006895262	0.0663485107002167	0.022778283580744	0.0116516811144751	0.0189467699869091	0.0543156004511828	0.00690228810283408	0.512672426410582	0.00895250516790998	0.0179432870326371	0.0148068723494261	0.00395050735846849	0.00780766262105571	0.0288550683163282	0.00135448670005724	0.0068377993973511	0.0187077458198357	0.034661852294083
ascites7882R1	0.0232047807534346	0.0052077586309	0.0705571154432684	0.0767512825067247	0.0218546865483847	0.0129156231120146	0.017993930089172	0.05044476430208	0.0102837812974536	0.463624375652767	0.00945788815686887	0.0247826787968855	0.0180248444642931	0.00424183101606871	0.0146470373523646	0.0305650820677679	0.0026192202699157	0.0113754954659464	0.0569018464282795	0.0745459776454098
ascites7882R2	0.0274260782010695	0.00402009518812395	0.0976797566491096	0.0761401382580597	0.0241683475520616	0.0139729958760051	0.0154863851132418	0.0588578148169685	0.0120273441036982	0.449921086173621	0.00664608098645747	0.0254474837195468	0.0181383083808953	0.0035676161032891	0.00581141029397043	0.0333804771014792	0.00150956154156175	0.00950623798356674	0.0496270350973277	0.0666657468599472
ascites7892R1	0.0276263979247635	0.0060036857062733	0.111912069054457	0.0589643475587124	0.0210188430732158	0.0152304855178257	0.0267062179936781	0.0703348438602582	0.0180364798767267	0.354438051222343	0.0140364371186975	0.0268984505694376	0.0448101981461492	0.00516726663058126	0.00868102865839665	0.0401708599747957	0.00177266990271325	0.0161346892892015	0.0491327785325761	0.0829241993891979
ascites7892R2	0.03037813855062	0.00417400393721972	0.145425926926066	0.0546842140315979	0.0240839934897452	0.0158206738823296	0.0193482039971101	0.0655714607786216	0.0139771408508197	0.37037022555325	0.0273435035529398	0.0166400356324019	0.0481370886816541	0.00401528223220893	0.00712114049134046	0.0376885565359894	0.0026807653131257	0.0109579596837648	0.0352853723347041	0.0662963135444902
