Mixture	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells	P-value	Correlation	RMSE
HD30PBMC0	0.429397885203261	0	0	0	0.478085246180188	0	0.039091168075766	0	0.0534257005407843	9999	0.706019979936375	0.752782398710542
HD30PBMC1	0.48236143033155	0	0	0	0.425420207870345	0	0.039208963894428	0	0.053009397903677	9999	0.698670539499159	0.762532996792036
HD30PBMC3	0.390502358201978	0	0	0	0.512070001071018	0	0.0285125719370893	0	0.0689150687899145	9999	0.713322041778922	0.742851156365224
HD30PBMC7	0.360594839193106	0	0	0	0.520134268545217	0	0.0315659530344747	0	0.0877049392272022	9999	0.710214166279504	0.74627794914576
HD31PBMC0	0.448444215668286	0	0	0	0.462317662036052	0	0.0178297560581558	0	0.0714083662375059	9999	0.708896754960578	0.748708737580152
HD31PBMC1	0.434624388932656	0	0	0	0.484433054787633	0	0.0128461450068567	0	0.0680964112728545	9999	0.714585598935942	0.741416633434794
HD31PBMC3	0.429960015054016	0	0	0	0.509342602017024	0	0.000343606296597734	0	0.0603537766323625	9999	0.702230102502139	0.757536635995277
HD31PBMC7	0.410998177629586	0	0	0	0.523159737278647	0	0.00562569455131901	0	0.060216390540448	9999	0.70255679915357	0.757042386201462
