Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
ascites7873R1	0	0.340046414634446	0.109035378211911	0.0609988904333414	0.00417783523567511	0.416563631671653	0.069177849812973	0	9999	0.665652024467841	0.7730188592081
ascites7873R2	0	0.354383859388762	0.149249286368577	0.0903398255807001	0.00470344029177984	0.374706778310639	0.0266168100595424	0	9999	0.671414474791073	0.781294513149366
ascites7882R1	0	0.452879981493668	0.0869475908088952	0.0473681468885408	0	0.37345398330541	0.0393502975034855	0	9999	0.653748640532018	0.796264979159774
ascites7882R2	0	0.432967986835738	0.0843180788992676	0.0490513498677553	0	0.399908175712946	0.0337544086842936	0	9999	0.667766582314096	0.790873473022962
ascites7892R1	0	0.32598521522076	0.118925166171969	0.0615686446788852	0	0.432475748806064	0.0610452251223213	0	9999	0.709532403980525	0.748446509113333
ascites7892R2	0	0.408804444442945	0.104328476447993	0.0527200128279931	0.00287725287493356	0.398913421136964	0.0323563922691715	0	9999	0.684626422868572	0.779415252947388
