Monocytes_CD14.CD16.,Dendritic_cells_.BDCA1..,Dendritic_cells_.BDCA3..,Dendritic_cells_.plasmacytoid..,T_cells_.CD4..,T_cells_.CD8..,NK_cells,Neutrophils,B_cells
HD30PBMC0,0.359976659920482,0,0,0,0.298285241855185,0,0.0692480968518922,0.089115615690558,0.183374385681883
HD30PBMC1,0.440244493717064,0,0,0,0.268667459956079,0,0.0392109086468968,0.105314231361908,0.146562906318053
HD30PBMC3,0.26922419048251,0,0,0,0.337645722017806,0,0.074769474349107,0.0807551181391113,0.237605495011466
HD30PBMC7,0.220514077391317,0,0,0,0.380621079757208,0,0.0721293344116645,0.0858645158816003,0.24087099255821
HD31PBMC0,0.33306306513921,0,0,0,0.272577257817952,0,0.0510094669714167,0.094694188627008,0.248656021444414
HD31PBMC1,0.29893035623483,0,0,0,0.295933278009653,0,0.0573479920500635,0.0884209778073923,0.259367395898061
HD31PBMC3,0.310988124511571,0,0,0,0.329361125968552,0,0.0262963305315906,0.0990649413414968,0.23428947764679
HD31PBMC7,0.297915254211174,0,0,0,0.349832836537207,0,0.0394907357230374,0.0851102268957885,0.227650946632793
