B.cells.naive,B.cells.memory,Monocytes,NK.cells.resting,NK.cells.activated,Neutrophils,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.CD8,Macrophages.M0,Macrophages.M1,Macrophages.M2,Mast.cells.resting,Mast.cells.activated,Plasma.cells,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,Dendritic.cells.resting,Dendritic.cells.activated,Eosinophils
HD30PBMC0,0,0,0.535873220470685,0.304315108819154,0,0,0.0458567784368964,0.0112418155264712,0,0.102713076746794,0,0,0,0,0,0,0,0,0,0,0,0
HD30PBMC1,0,0,0.602393501935296,0.28230403576067,0,0,0.0283510919779827,0,0,0.086951370326051,0,0,0,0,0,0,0,0,0,0,0,0
HD30PBMC3,0,0,0.492309596520854,0.271281220274658,0,0,0.0859469245282713,0.0434452543784852,0,0.107017004297733,0,0,0,0,0,0,0,0,0,0,0,0
HD30PBMC7,0,0.0072875222163099,0.455874707702624,0.277472830473142,0,0,0.0922291840625697,0.0519619197507091,0,0.115173835794645,0,0,0,0,0,0,0,0,0,0,0,0
HD31PBMC0,0,0.00947907404185786,0.661990177497917,0.0252430258675973,0,0,0,0.123577854557035,0,0.179709868035593,0,0,0,0,0,0,0,0,0,0,0,0
HD31PBMC1,0,0.0176483706127314,0.649133785746828,0,0,0,0,0.170481341907631,0,0.162736501732809,0,0,0,0,0,0,0,0,0,0,0,0
HD31PBMC3,0,0,0.640126574786084,0.0169720215079283,0,0,0.0164705604381259,0.145056141573673,0,0.181374701694188,0,0,0,0,0,0,0,0,0,0,0,0
HD31PBMC7,0,0.000152456289467563,0.603797879524942,0.057912888690645,0,0,0,0.158577879588098,0,0.17708257095043,0,0,0,0,0,0,0,0.00247632495641743,0,0,0,0
