Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
ascites7873R1	0.0102615958644206	0	0.328744023894957	0	0	0.0883785729408602	0	0.143111522915986	0.0739279978419426	0	0	0	0.201457651953601	0.0722020326371594	0	0.00128030261670715	0	0	0.0163249957666757	0	0.0178455577478455	0.0464657458198451	9999	0.551178192107183	0.839490856529293
ascites7873R2	0.014510112024517	0	0.417115253498018	0.0180893886574874	0	0.0705304231679448	0	0.132619251146504	0.0563973110405832	0	0	0	0.170322783904066	0.0538901743950635	0	0.00279772788737786	0	0	0	0.00373438476535254	0.00835665092239744	0.0516365385906883	9999	0.548381588603241	0.838407294768704
ascites7882R1	0.0200895940760015	0	0.416580359563766	0.0268303609472011	0	0.0158600667689038	0	0.195876329873022	0.0588209127505345	0.00723795685257141	0.0602398555464312	0	0.0813464397615386	0.0431847334143634	0	0.00417850330352125	0	0	0	0.00164196637724868	0.0275310188850779	0.0405819018798184	9999	0.352522055137758	0.940639770078375
ascites7882R2	0	0	0.50297278034295	0.0535870958335974	0	0.0339108969490479	0	0.175715715592471	0.0939766006805868	0	0.00599478061004034	0	0.0290504197382827	0.0398257722103621	0	0.0103580010653303	0	0	0	0.00193805622348241	0.00975178322367969	0.0429180975301697	9999	0.418460975775873	0.911134988209022
ascites7892R1	0.030645275138385	0	0.442957491142827	0.0274180454711613	0	0.0792634148328609	0.00974251420690927	0.183761107200652	0.0780423709380467	0.0320363873333949	0	0	0.00848334441007719	0.0159013136384888	0	0.000291916631256122	0	0	0.0226978466533191	0	0.0264834980535497	0.0422754743490716	9999	0.407622524255673	0.916479434939783
ascites7892R2	0.0369433664500531	0	0.411196154923712	0.0482156439498745	0	0.0589548025197484	0	0.237258622649063	0.0725326498474496	0.0270560993909353	0.0106906886066962	0	0.0108046118734431	0.00743873658988339	0	0.000526663773670802	0	0	0	0	0.0368753871793362	0.0415065722461347	9999	0.390756294984784	0.923304605514122
