"AGENE","CD56NK","CD4MemoryT","CD19B","CD14"
"AC068831.15",0,0,0,0
"AC068831.3",0,0.0001166181,0,0
"AC068831.6",0,0,0.0002384927,0
"AC069155.1",0.0001212856,0,0,0
"AC069277.2",0.0002425713,0.0001166181,0,0
"AC069278.4",0,0.0001166181,0.0002384927,0.000408998
"AC069363.1",0.0115221346,0.0001166181,0,0.000408998
"AC069513.4",0.0013341419,0.0006997085,0.0008347245,0.0016359918
"AC069547.1",0,0.0001166181,0,0
"AC072062.1",0.0002425713,0,0.0005962318,0
"AC073046.25",0.0001212856,0.0001166181,0,0.000408998
"AC073072.5",0,0,0.0066777963,0
"AC073115.6",0.0001212856,0,0,0
"AC073115.7",0.0004851425,0.0003498542,0.0001192464,0
"AC073133.1",0,0,0.0001192464,0
"AC073254.1",0.0001212856,0.0003498542,0.0001192464,0
"AC073283.7",0,0.0004664723,0.0008347245,0.0020449898
"AC073333.8",0.0001212856,0.0001166181,0,0
"AC073342.12",0,0,0,0
"AC073343.1",0.0001212856,0,0,0
"AC073343.13",0.0002425713,0,0,0
"AC073641.2",0.0001212856,0,0.0001192464,0
"AC073657.1",0,0,0.0001192464,0
"AC073934.6",0.0008489994,0.0006997085,0.0002384927,0.0008179959
"AC074091.13",0,0.0001166181,0,0
"AC074117.10",0.0020618557,0.0004664723,0.0015502027,0.0016359918
"AC074138.3",0.0063068526,0.0040816327,0.0063200572,0.0008179959
"AC074183.4",0,0,0.0003577391,0.0008179959
"AC074212.5",0.0012128563,0,0.0001192464,0
"AC074212.6",0.0002425713,0,0,0
"AC074289.1",0,0.0009329446,0.0119246363,0.0065439673
"AC074366.3",0,0.0001166181,0,0
"AC074389.5",0,0.0001166181,0,0
"AC074389.9",0.0195269861,0.0003498542,0.0005962318,0.0016359918
"AC078883.3",0.0083687083,0.0055976676,0.0159790126,0.0020449898
"AC078883.4",0.0002425713,0,0,0
"AC078941.1",0.0002425713,0.0001166181,0,0
"AC079145.4",0.0001212856,0,0,0
"AC079210.1",0.000970285,0.0004664723,0.0003577391,0
"AC079305.10",0.0249848393,0.0223906706,0.0063200572,0.0216768916
"AC079305.11",0,0.0001166181,0,0
"AC079305.8",0.0004851425,0.0002332362,0,0.000408998
"AC079341.1",0,0,0,0
"AC079354.2",0.0001212856,0.0002332362,0.0001192464,0
"AC079354.5",0.0001212856,0.0001166181,0.0001192464,0
"AC079602.1",0,0.0002332362,0,0
"AC079610.2",0,0,0,0
"AC079630.4",0,0,0.0007154782,0
"AC079742.4",0.0001212856,0,0,0
"AC079767.4",0.0001212856,0,0.1438111138,0.000408998
"AC079779.7",0.0001212856,0,0,0
"AC079807.2",0.0031534263,0.0010495627,0.0005962318,0.0012269939
"AC079807.4",0,0,0,0
"AC079922.3",0.0294724075,0.0195918367,0.0040543763,0.0134969325
"AC083843.1",0,0,0,0
"AC083843.2",0.0025469982,0.0011661808,0.0015502027,0.0020449898
"AC083843.3",0,0,0.0003577391,0
"AC083949.1",0.0004851425,0.0012827988,0.0025041736,0
"AC084018.1",0.0141904184,0.0254227405,0.0129978536,0.0110429448
"AC084082.3",0.0004851425,0.0001166181,0,0
"AC084219.3",0.0003638569,0.0003498542,0.0001192464,0.000408998
"AC084219.4",0.0006064281,0.0003498542,0.0002384927,0
"AC084809.2",0,0.0003498542,0.0001192464,0
"AC084809.3",0.0001212856,0.0001166181,0,0
"AC087294.2",0,0.0001166181,0.0002384927,0.000408998
"AC090186.1",0.0020618557,0.0005830904,0.0019079418,0
"AC090505.6",0.0001212856,0,0,0
"AC090587.5",0.0007277138,0.0010495627,0.0002384927,0.000408998
"AC090616.2",0.0002425713,0,0,0.0012269939
"AC090617.1",0.0001212856,0,0,0.000408998
"AC090627.1",0.0001212856,0.0001166181,0,0
"AC091493.2",0,0,0.0008347245,0
"AC091633.3",0.0010915706,0.0002332362,0,0
"AC091729.9",0.0059429958,0.0072303207,0.0070355354,0.0049079755
"AC091814.2",0,0,0,0.000408998
"AC091814.3",0.0002425713,0,0,0
"AC092159.2",0.0001212856,0.0003498542,0.0001192464,0
"AC092171.2",0,0,0,0
"AC092295.4",0.0002425713,0,0,0
"AC092295.7",0.0055791389,0.0032653061,0.0051275936,0.0044989775
"AC092301.3",0.0001212856,0,0.0003577391,0
"AC092535.3",0,0,0.0001192464,0
"AC092580.3",0,0.0001166181,0,0
"AC092580.4",0.1043056398,0.0270553936,0,0
"AC092594.1",0.0003638569,0,0.0003577391,0
"AC092614.2",0,0,0.0003577391,0
"AC092620.3",0.0003638569,0,0.0002384927,0.0008179959
"AC092667.2",0.0001212856,0.0001166181,0,0
"AC092687.5",0,0,0,0
"AC092811.1",0.0001212856,0,0,0
"AC092835.2",0.0008489994,0,0.0004769855,0.000408998
"AC092839.3",0,0,0,0
"AC092850.1",0,0,0,0
"AC093157.1",0.0004851425,0.0003498542,0.0002384927,0.000408998
"AC093159.1",0.0002425713,0.0001166181,0.0001192464,0
"AC093323.3",0.0522741055,0.0359183673,0.0162175054,0.0040899796
"AC093375.1",0,0.0002332362,0,0
"AC093388.3",0.0082474227,0.0029154519,0.0041736227,0.0020449898
"AC093391.2",0.0014554275,0.0017492711,0.0017886954,0.0036809816
"AC093495.4",0.0240145543,0.0006997085,0.0009539709,0.0028629857
"AC093585.6",0.0001212856,0,0,0
"AC093609.1",0.0181928441,0.0039650146,0.0001192464,0.0008179959
"AC093627.10",0.0054578532,0.001516035,0.0004769855,0.0057259714
"AC093627.9",0.0010915706,0.0013994169,0.0020271882,0.0008179959
"AC093642.3",0.0001212856,0.0010495627,0.0005962318,0
"AC093642.4",0.0001212856,0,0,0
"AC093673.5",0.0385688296,0.0229737609,0.0046506082,0.0339468303
"AC093677.1",0.0001212856,0,0,0.000408998
"AC093732.1",0,0,0,0.000408998
"AC093802.1",0,0,0.0001192464,0
"AC093818.1",0.0072771377,0.0050145773,0.0153827808,0.0016359918
"AC093901.1",0.0012128563,0.0006997085,0.0002384927,0
"AC096558.1",0,0.0001166181,0,0
"AC096559.1",0.0001212856,0,0.0003577391,0
"AC096649.2",0.0002425713,0.0001166181,0,0
"AC096677.1",0.0001212856,0,0,0
"AC096772.6",0.0014554275,0.0012827988,0.0009539709,0
"AC097381.1",0,0,0,0
"AC097461.4",0.0001212856,0,0,0
"AC097467.2",0,0,0,0
"AC097495.2",0,0.0002332362,0,0.0008179959
"AC097495.3",0,0,0,0.000408998
"AC097500.2",0.0038811401,0.0023323615,0.0079895063,0
"AC097662.2",0.0003638569,0,0.0002384927,0
"AC097713.4",0,0.0006997085,0,0
"AC097721.2",0.0001212856,0,0.0008347245,0
"AC097724.3",0.0007277138,0.0002332362,0.0004769855,0.0008179959
"AC098820.4",0.0001212856,0.0001166181,0.0001192464,0
"AC099850.1",0.0013341419,0.0011661808,0.0003577391,0.0008179959
"AC100830.3",0.0002425713,0.0003498542,0.0002384927,0.000408998
"AC100830.4",0.0002425713,0,0,0
"AC100830.5",0.0001212856,0,0,0
"AC103563.8",0,0.0029154519,0,0
"AC103563.9",0,0,0,0
"AC103801.2",0,0,0.0002384927,0
"AC104024.1",0,0,0.0001192464,0
"AC104076.3",0.0001212856,0.0001166181,0,0
"AC104134.2",0.0001212856,0,0,0
"AC104135.2",0.0001212856,0,0,0
"AC104135.3",0,0,0,0.000408998
"AC104532.4",0.0001212856,0.0003498542,0.0001192464,0
"AC104534.3",0,0,0,0.000408998
"AC104653.1",0.0087325652,0.0047813411,0.0067970427,0.0016359918
"AC104654.2",0,0,0.0001192464,0
"AC104655.2",0,0.0001166181,0,0
"AC104655.3",0.0001212856,0,0.0077510136,0
"AC104667.3",0.0003638569,0,0,0
"AC104695.3",0.000970285,0.0001166181,0,0
"AC104699.1",0,0,0.0002384927,0
"AC104809.3",0,0,0,0
"AC104820.2",0.0127349909,0.0097959184,0,0
"AC105020.1",0,0.0001166181,0,0
"AC105053.4",0.0007277138,0.0002332362,0.0003577391,0
"AC105339.1",0,0,0,0
"AC105402.4",0,0,0,0
"AC105760.2",0.0012128563,0.0009329446,0.0007154782,0.000408998
"AC105760.3",0,0,0.0001192464,0
"AC106053.1",0.0001212856,0.0001166181,0,0
"AC107081.5",0.0001212856,0.0003498542,0.0001192464,0
"AC107218.3",0,0.0001166181,0,0
"AC108004.2",0,0.0001166181,0,0
"AC108004.3",0.0003638569,0,0,0
"AC108025.2",0.0001212856,0,0,0
"AC108488.4",0.0048514251,0.0003498542,0.0029811591,0.0032719836
"AC108868.5",0,0,0,0.000408998
"AC108868.6",0.0002425713,0,0,0
"AC109333.10",0.0001212856,0.0012827988,0.0003577391,0.000408998
"AC109642.1",0,0,0,0
"AC109826.1",0.0101879927,0.0124781341,0,0.0016359918
"AC109828.1",0,0.0001166181,0.0001192464,0
"AC110771.1",0.0008489994,0.0008163265,0.0003577391,0
"AC112693.2",0.0001212856,0,0,0
"AC112715.2",0,0,0,0
"AC112721.1",0,0.0002332362,0,0
"AC112721.2",0,0,0,0
"AC113189.5",0.0122498484,0.0109620991,0.0094204627,0.0069529652
"AC114546.1",0,0.0002332362,0.0001192464,0
"AC114730.8",0.0001212856,0.0001166181,0.0001192464,0.0008179959
"AC115618.1",0.011400849,0.0055976676,0.0042928691,0.0053169734
"AC116035.1",0,0,0,0
"AC116366.5",0.0013341419,0,0,0.0008179959
"AC116366.6",0.0058217101,0.0012827988,0.0015502027,0.0069529652
"AC116614.1",0,0.0005830904,0.0011924636,0
"AC117395.1",0,0,0,0
"AC117834.1",0,0,0,0.000408998
"AC119673.1",0,0,0,0
"AC120194.1",0.0024257126,0.0025655977,0.0003577391,0.000408998
"AC123023.1",0,0,0.0025041736,0
"AC123768.4",0.0023044269,0.0010495627,0.0007154782,0.000408998
"AC124057.5",0,0,0,0
"AC124890.1",0.0003638569,0.0001166181,0.0001192464,0
"AC124944.3",0.0001212856,0.0001166181,0,0.000408998
"AC127496.1",0.0001212856,0.0001166181,0.0001192464,0
"AC128709.3",0,0,0,0
"AC129492.6",0.000970285,0.0008163265,0.0009539709,0
"AC130469.2",0,0,0,0
"AC131056.3",0.006185567,0.0001166181,0,0
"AC131097.3",0.0003638569,0.0004664723,0.0008347245,0.0008179959
"AC131971.1",0.0001212856,0,0,0
"AC132186.1",0.0002425713,0.0001166181,0.0001192464,0.000408998
"AC132192.1",0.0041237113,0.0011661808,0.0019079418,0.0053169734
"AC132872.2",0.0339599757,0.0003498542,0.0002384927,0.0024539877
"AC133528.2",0.0008489994,0.0022157434,0.0008347245,0
"AC135178.1",0.0004851425,0,0.0001192464,0.000408998
"AC135983.2",0,0,0.0001192464,0
"AC137932.1",0.0003638569,0.0004664723,0.0003577391,0
"AC137932.5",0,0.0001166181,0.0001192464,0.000408998
"AC137934.1",0.0010915706,0.0009329446,0.0011924636,0
"AC138035.2",0,0,0,0
"AC138517.1",0,0,0,0
"AC138655.1",0,0.0001166181,0,0
"AC138655.4",0.0001212856,0,0,0
"AC139100.2",0.0001212856,0.0001166181,0.0014309564,0.000408998
"AC140481.2",0.0036385688,0,0,0
"AC142528.1",0.005215282,0.0081632653,0.0042928691,0.0012269939
"AC144449.1",0.0003638569,0,0,0
"AC144652.1",0.0065494239,0.0029154519,0.0014309564,0.0024539877
"AC144831.1",0.0010915706,0,0,0.0008179959
"AC145212.1",0.0007277138,0.0002332362,0.0010732173,0
"AC145343.2",0.0001212856,0,0.0001192464,0
"AC147651.3",0.0001212856,0,0.0001192464,0.0028629857
"AC147651.4",0.0069132808,0.004548105,0.0014309564,0.0028629857
"AC159540.1",0.0033959976,0.0075801749,0.0016694491,0
"AC195454.1",0.0001212856,0.0006997085,0.0001192464,0
"AC226118.1",0,0,0.0002384927,0
"ACAA1",0.0863553669,0.0679883382,0.0529453852,0.0605316973
"ACAA2",0.1375379018,0.0360349854,0.0176484617,0.0155419223
"ACACA",0.0072771377,0.0053644315,0.0073932745,0.0024539877
"ACACB",0.0013341419,0.00303207,0.0023849273,0.0016359918
"ACAD10",0.0044875682,0.0057142857,0.0050083472,0.0049079755
"ACAD11",0.0014554275,0.0006997085,0.0005962318,0.0008179959
"ACAD8",0.0152819891,0.010728863,0.0069162891,0.0032719836
"ACAD9",0.0138265616,0.0109620991,0.0070355354,0.0073619632
"ACADM",0.0620982414,0.0366180758,0.056165037,0.0061349693
"ACADS",0.0397816859,0.0251895044,0.0081087527,0.0126789366
"ACADSB",0.0189205579,0.0097959184,0.0072740281,0.0028629857
"ACADVL",0.1198302001,0.0669387755,0.0457906034,0.0781186094
"ACAP1",0.4326258338,0.5172011662,0.2790364894,0.0413087935
"ACAP2",0.0725288053,0.0380174927,0.0565227761,0.0523517382
"ACAP3",0.010430564,0.0171428571,0.0102551872,0.026993865
"ACAT1",0.040388114,0.0403498542,0.0237300262,0.0069529652
"ACAT2",0.050818678,0.049212828,0.0208681135,0.0077709611
"ACBD3",0.0242571255,0.0074635569,0.0217028381,0.0065439673
"ACBD4",0.0115221346,0.0144606414,0.0170522299,0.0065439673
"ACBD5",0.024742268,0.004664723,0.0044121154,0.0069529652
"ACBD6",0.0576106731,0.0372011662,0.0392320534,0.0159509202
"ACBD7",0,0.0001166181,0,0
"ACCS",0.0027895694,0.00303207,0.0056045791,0.0077709611
"ACD",0.0623408126,0.0469970845,0.034819938,0.0151329243
"ACE",0,0.0026822157,0.0002384927,0
"ACER1",0.0002425713,0.0006997085,0,0
"ACER2",0,0,0,0
"ACER3",0.0067919951,0.0034985423,0.0047698545,0.0073619632
"ACHE",0,0,0,0
"ACIN1",0.0591873863,0.0250728863,0.0355354162,0.0335378323
"ACKR2",0.0003638569,0,0.0002384927,0.000408998
"ACKR3",0.0001212856,0.0002332362,0,0.000408998
"ACKR4",0.0001212856,0.0001166181,0,0
"ACLY",0.018556701,0.0141107872,0.0087049845,0.0134969325
"ACN9",0.0536082474,0.0514285714,0.0265919389,0.0077709611
"ACO1",0.0059429958,0.0026822157,0.0025041736,0.0024539877
"ACO2",0.0677986659,0.053877551,0.0648700215,0.0249488753
"ACOT1",0,0.0001166181,0.0001192464,0
"ACOT11",0.0001212856,0.0004664723,0,0.0012269939
"ACOT12",0,0,0,0
"ACOT13",0.0504548211,0.0328862974,0.0141903172,0.0175869121
"ACOT2",0.0154032747,0.0097959184,0.0066777963,0.0016359918
"ACOT4",0.0092177077,0.0040816327,0.0003577391,0
"ACOT7",0.0304426925,0.0078134111,0.0014309564,0.0008179959
"ACOT8",0.0548211037,0.044548105,0.0319580253,0.0237218814
"ACOT9",0.0206185567,0.0139941691,0.0090627236,0.0188139059
"ACOX1",0.0075197089,0.0052478134,0.0041736227,0.0061349693
"ACOX2",0,0,0,0.0012269939
"ACOX3",0.0065494239,0.0060641399,0.0054853327,0.0028629857
"ACOXL",0.0002425713,0.0004664723,0,0
"ACP1",0.2867192238,0.1626822157,0.156689721,0.0625766871
"ACP2",0.0095815646,0.0072303207,0.0021464345,0.0106339468
"ACP5",0.0211036992,0.0264723032,0.0494872406,0.0237218814
"ACP6",0.0055791389,0.0121282799,0.0022656809,0.0020449898
"ACPL2",0.0050939964,0.0033819242,0.0002384927,0.0008179959
"ACPP",0,0,0,0.0081799591
"ACRBP",0.0004851425,0.0004664723,0.0015502027,0.0065439673
"ACRC",0.0026682838,0.001516035,0.0010732173,0
"ACSBG1",0.0002425713,0.0001166181,0.0002384927,0.0008179959
"ACSF2",0.006185567,0.0043148688,0.0077510136,0.0036809816
"ACSF3",0.0269254093,0.0257725948,0.025637968,0.0208588957
"ACSL1",0.0023044269,0.0013994169,0.0010732173,0.0032719836
"ACSL3",0.02801698,0.0081632653,0.0100166945,0.0020449898
"ACSL4",0.0076409945,0.003148688,0.0035773909,0.0024539877
"ACSL5",0.0234081261,0.0121282799,0.0115668972,0.0053169734
"ACSL6",0.0002425713,0.0148104956,0,0
"ACSM1",0.0006064281,0.0004664723,0.0007154782,0.0020449898
"ACSM2B",0,0,0,0
"ACSM3",0.0057004245,0.0052478134,0.0021464345,0.0008179959
"ACSM5",0,0,0,0.000408998
"ACSS1",0.0536082474,0.0267055394,0.0360124016,0.0167689162
"ACSS2",0.0021831413,0.009212828,0.0033388982,0.0233128834
"ACTA1",0,0,0,0
"ACTA2",0.0127349909,0.0073469388,0.0004769855,0.0057259714
"ACTA2-AS1",0.0002425713,0,0,0
"ACTB",11.5813220133,7.4744023324,3.6143572621,4.0016359918
"ACTG1",3.3724681625,2.1220991254,0.7147626997,0.8711656442
"ACTG2",0,0,0,0
"ACTL10",0.0080048514,0.0054810496,0.0023849273,0.0016359918
"ACTL6A",0.0221952699,0.0201749271,0.0079895063,0.0024539877
"ACTL7B",0.0001212856,0,0,0
"ACTN1",0.0030321407,0.0288046647,0.0003577391,0.0212678937
"ACTN1-AS1",0,0.0001166181,0,0.000408998
"ACTN4",0.1195876289,0.0408163265,0.0188409254,0.0437627812
"ACTR10",0.1090357793,0.055393586,0.038755068,0.009406953
"ACTR1A",0.0759248029,0.0389504373,0.0237300262,0.0433537832
"ACTR1B",0.076531231,0.0813994169,0.0586692106,0.0139059305
"ACTR2",0.1546391753,0.0732361516,0.0862151204,0.0400817996
"ACTR3",0.4808975136,0.2074635569,0.1711185309,0.0278118609
"ACTR3B",0.0048514251,0.004664723,0.0056045791,0.0008179959
"ACTR3C",0.0033959976,0.0018658892,0.0020271882,0
"ACTR5",0.007155852,0.0051311953,0.0045313618,0.0049079755
"ACTR6",0.0368708308,0.0205247813,0.0137133317,0
"ACTR8",0.0141904184,0.0066472303,0.0056045791,0.0036809816
"ACTRT3",0.0004851425,0,0.0002384927,0
"ACVR1",0.0008489994,0.0114285714,0.0011924636,0.000408998
"ACVR1B",0.0007277138,0.0023323615,0.0007154782,0.0032719836
"ACVR1C",0,0.0009329446,0,0
"ACVR2A",0.0048514251,0.0023323615,0.0005962318,0.0012269939
"ACVR2B",0.0001212856,0.0016326531,0.0002384927,0
"ACVR2B-AS1",0,0,0,0
"ACVRL1",0,0,0,0.0036809816
"ACY1",0.0032747119,0.0016326531,0.0015502027,0.0036809816
"ACY3",0.00194057,0.0006997085,0.0032196518,0
"ACYP1",0.0845360825,0.0838483965,0.0437634152,0.0069529652
"ACYP2",0.0667070952,0.044664723,0.0453136179,0.0302658487
"AD000090.2",0.0040024257,0.0034985423,0.0077510136,0.0032719836
"AD000671.6",0.0002425713,0.0001166181,0.0001192464,0.0008179959
"ADA",0.1251667677,0.0654227405,0.0021464345,0.0040899796
"ADAD2",0.0002425713,0.0001166181,0,0.0012269939
"ADAL",0.0171012735,0.009212828,0.0077510136,0.0024539877
"ADAM10",0.0423286841,0.0129446064,0.0114476508,0.0081799591
"ADAM11",0,0,0,0
"ADAM12",0.0040024257,0.0013994169,0.0002384927,0
"ADAM15",0.0144329897,0.0114285714,0.0028619127,0.0625766871
"ADAM17",0.0105518496,0.0051311953,0.00787026,0.009406953
"ADAM19",0,0.0073469388,0.0199141426,0.0032719836
"ADAM20",0.0001212856,0,0,0
"ADAM20P1",0.0001212856,0.0001166181,0.0003577391,0
"ADAM21",0,0,0,0
"ADAM22",0.0010915706,0.0004664723,0.0001192464,0
"ADAM23",0,0.0023323615,0.0002384927,0
"ADAM28",0.0099454215,0,0.105771524,0.0028629857
"ADAM29",0,0.0001166181,0.0001192464,0
"ADAM8",0.1672528805,0.0618075802,0.0389935607,0.0756646217
"ADAM9",0.0018192844,0.0008163265,0.0009539709,0.0024539877
"ADAMDEC1",0,0,0.0001192464,0
"ADAMTS1",0.0118859915,0.0001166181,0,0
"ADAMTS10",0.0178289873,0.003148688,0,0
"ADAMTS12",0,0,0,0
"ADAMTS13",0.0001212856,0.0001166181,0.0003577391,0
"ADAMTS17",0.0004851425,0.0009329446,0,0
"ADAMTS2",0.0001212856,0,0,0.000408998
"ADAMTS4",0.0001212856,0.0003498542,0.0001192464,0
"ADAMTS5",0,0,0,0.000408998
"ADAMTS6",0.0015767132,0.0008163265,0.00787026,0
"ADAMTS7",0.0002425713,0,0,0
"ADAMTSL4",0.0001212856,0,0,0.0257668712
"ADAMTSL4-AS1",0.0014554275,0.0005830904,0.0003577391,0.000408998
"ADAMTSL5",0.0001212856,0.0025655977,0,0
"ADAP1",0.0300788357,0.0044314869,0.00131171,0.0433537832
"ADAP2",0.0003638569,0,0.0071547818,0.0310838446
"ADAR",0.0976349303,0.0614577259,0.0581922251,0.0474437628
"ADARB1",0.0090964221,0.013877551,0.0281421417,0.0008179959
"ADARB2",0.0001212856,0,0,0
"ADAT1",0.0070345664,0.0055976676,0.0042928691,0.0024539877
"ADAT2",0.0070345664,0.004548105,0.0050083472,0.0016359918
"ADAT3",0.0043662826,0.00303207,0.0028619127,0.0024539877
"ADC",0.0018192844,0.0047813411,0.0002384927,0.0008179959
"ADCK1",0.0027895694,0.0017492711,0.00393513,0.0036809816
"ADCK2",0.0143117041,0.0170262391,0.010851419,0.0049079755
"ADCK3",0.02801698,0.0205247813,0.0245647508,0.0220858896
"ADCK4",0.0195269861,0.0137609329,0.0119246363,0.0077709611
"ADCK5",0.0118859915,0.0125947522,0.0135940854,0.0110429448
"ADCY1",0,0,0,0
"ADCY10",0,0,0,0
"ADCY3",0.0003638569,0.0065306122,0.0072740281,0.0028629857
"ADCY4",0.0006064281,0.0011661808,0,0.000408998
"ADCY5",0,0,0,0
"ADCY6",0,0,0,0.000408998
"ADCY7",0.0520315343,0.0205247813,0.0114476508,0.0229038855
"ADCY9",0.0018192844,0.0020991254,0.0004769855,0.0020449898
"ADD1",0.1023650697,0.0457142857,0.0729787741,0.0331288344
"ADD2",0,0,0.0072740281,0
"ADD3",0.1556094603,0.0887463557,0.0841879323,0.0036809816
"ADH5",0.149181322,0.0668221574,0.0410207489,0.0208588957
"ADHFE1",0.0243784112,0.0052478134,0.0004769855,0.0020449898
"ADI1",0.0907216495,0.1300291545,0.0572382542,0.081390593
"ADIG",0.0001212856,0,0,0
"ADIPOR1",0.061249242,0.0560932945,0.0418554734,0.0220858896
"ADIPOR2",0.0259551243,0.0064139942,0.0085857381,0.009406953
"ADIRF",0,0.0024489796,0,0.0008179959
"ADK",0.0264402668,0.0363848397,0.1203195803,0.0077709611
"ADM",0.0003638569,0.0008163265,0.0001192464,0.0139059305
"ADM2",0.0008489994,0.0009329446,0.0002384927,0.000408998
"ADM5",0.0001212856,0.0011661808,0.0011924636,0.0016359918
"ADNP",0.0111582777,0.0079300292,0.0047698545,0.0053169734
"ADNP2",0.0041237113,0.004548105,0.0016694491,0.0044989775
"ADO",0.0112795634,0.0051311953,0.00787026,0.0032719836
"ADORA1",0,0,0,0.0028629857
"ADORA2A",0.0001212856,0.0019825073,0.0009539709,0.000408998
"ADORA2A-AS1",0,0.0002332362,0.0017886954,0.000408998
"ADORA2B",0,0,0,0.0008179959
"ADORA3",0,0.0001166181,0,0.0020449898
"ADPGK",0.0563978169,0.0420991254,0.053541617,0.0466257669
"ADPGK-AS1",0.0037598545,0.00303207,0.0034581445,0.0102249489
"ADPRH",0.0032747119,0.0005830904,0.0025041736,0.0053169734
"ADPRHL1",0.0003638569,0.0008163265,0.0001192464,0
"ADPRHL2",0.0312916919,0.0240233236,0.0197948963,0.018404908
"ADPRM",0.0145542753,0.0268221574,0.0376818507,0.0032719836
"ADRA2B",0,0,0.0001192464,0
"ADRB1",0.0001212856,0,0,0.0008179959
"ADRB2",0.0796846574,0.0145772595,0.0067970427,0.0028629857
"ADRBK1",0.0402668284,0.0594752187,0.0461483425,0.1435582822
"ADRBK2",0.0002425713,0.0002332362,0.0164559981,0.026993865
"ADRM1",0.19805943,0.1616326531,0.1099451467,0.0854805726
"ADSL",0.0525166768,0.1018075802,0.0389935607,0.0331288344
"ADSS",0.0948453608,0.0454810496,0.030884808,0.0069529652
"ADSSL1",0.0010915706,0.0026822157,0.0002384927,0.0016359918
"ADTRP",0,0.0253061224,0,0
"AE000658.31",0,0,0,0
"AE000662.92",0.007155852,0.0023323615,0,0
"AE000662.93",0.0007277138,0.0013994169,0.0010732173,0
"AEBP1",0.00194057,0.0008163265,0.0051275936,0
"AEBP2",0.0109157065,0.0039650146,0.0053660863,0.0020449898
"AEN",0.0077622802,0.0167930029,0.0163367517,0.0028629857
"AES",0.8886597938,1.0418658892,0.3226806582,0.0764826176
"AF001548.5",0.0025469982,0.0029154519,0.0025041736,0.0016359918
"AF001548.6",0,0,0,0
"AF011889.2",0.0002425713,0.0002332362,0,0
"AF038458.5",0,0.0002332362,0,0
"AF067845.1",0,0.0001166181,0,0
"AF127577.12",0,0.0001166181,0,0
"AF127577.8",0,0,0,0
"AF127936.5",0,0,0.0002384927,0
"AF127936.7",0.0012128563,0,0.0001192464,0.000408998
"AF129408.17",0.0010915706,0.0006997085,0.0002384927,0
"AF131215.5",0.0006064281,0.0002332362,0.0009539709,0
"AF131215.6",0,0,0.0001192464,0
"AF131215.8",0.0001212856,0.0001166181,0.0002384927,0
"AF131216.6",0,0,0,0
"AF131217.1",0.0089751364,0.0001166181,0,0
"AF146191.4",0.0007277138,0.0002332362,0.0007154782,0
"AF178030.2",0,0,0,0
"AF186192.6",0.0001212856,0,0,0
"AF196970.3",0.0002425713,0,0.0003577391,0
"AF196972.9",0.0032747119,0.0009329446,0.0003577391,0
"AF213884.2",0.0183141298,0.0053644315,0.0035773909,0.0122699387
"AFAP1",0.0012128563,0.0043148688,0,0
"AFAP1-AS1",0,0,0,0
"AFAP1L1",0,0,0.0001192464,0
"AFAP1L2",0.0010915706,0.0009329446,0.0009539709,0
"AFF1",0.0128562765,0.0062973761,0.0110899118,0.0028629857
"AFF2",0,0,0,0
"AFF3",0.0021831413,0.0022157434,0.1130455521,0.0016359918
"AFF4",0.0663432383,0.0302040816,0.0524683997,0.0400817996
"AFG3L2",0.0337174045,0.0211078717,0.0186024326,0.0241308793
"AFMID",0.000970285,0.0008163265,0.0020271882,0.0081799591
"AFTPH",0.0265615525,0.010845481,0.0294538517,0.0085889571
"AGA",0.0268041237,0.0270553936,0.0153827808,0.0032719836
"AGAP1",0.0058217101,0.0016326531,0,0
"AGAP10",0,0,0,0
"AGAP2",0.0138265616,0.0132944606,0.0038158836,0.0016359918
"AGAP2-AS1",0.0001212856,0,0.0002384927,0
"AGAP3",0.0030321407,0.0032653061,0.0002384927,0.0388548057
"AGAP4",0.0008489994,0.0011661808,0.0007154782,0
"AGAP5",0.0006064281,0.0013994169,0.0004769855,0
"AGAP6",0.0046088539,0.0029154519,0.0042928691,0.0028629857
"AGAP7",0.0001212856,0,0,0
"AGAP8",0.0004851425,0.0004664723,0.00131171,0.000408998
"AGAP9",0.0003638569,0,0,0
"AGBL2",0.0024257126,0.0004664723,0.0022656809,0.000408998
"AGBL3",0.0023044269,0.0013994169,0.0002384927,0
"AGBL4",0,0.0001166181,0,0
"AGBL5",0.0048514251,0.0037317784,0.0032196518,0.000408998
"AGBL5-AS1",0.0003638569,0,0.0001192464,0
"AGER",0.0054578532,0.0096793003,0.0054853327,0.0106339468
"AGFG1",0.0134627047,0.0050145773,0.0054853327,0.0040899796
"AGFG2",0.0090964221,0.0207580175,0.0019079418,0
"AGGF1",0.0459672529,0.0174927114,0.0238492726,0.0122699387
"AGK",0.0380836871,0.0079300292,0.0050083472,0.0016359918
"AGL",0.0201334142,0.009212828,0.0114476508,0.0012269939
"AGMAT",0.0008489994,0.0118950437,0.0045313618,0
"AGO1",0.0084899939,0.0051311953,0.0047698545,0.0044989775
"AGO2",0.006185567,0.0071137026,0.0038158836,0.0049079755
"AGO3",0.0172225591,0.012244898,0.0131170999,0.0053169734
"AGO4",0.0066707095,0.0043148688,0.0033388982,0.0077709611
