"AABleh","cytotoxic.CD56.dim.NK.cell","memory.CD4.pos.AB.T.cell","memory.B.cell","CD14.pos.CD16.neg.classical.monocyte"
"UTP15",6.3095714286,6.7543571429,7.7228571429,4.8524857143
"LSM14B",8.8727857143,9.8762857143,10.099,10.6170857143
"TRAPPC11",11.8809285714,10.5161428572,11.1891428571,19.2799428571
"KIAA1147",13.9162857143,15.2896428572,25.0085714286,4.0861142857
"TMEM147-AS1",1.3497142857,1.5962142858,3.5131428571,0.9904285714
"LSM14A",61.3416428572,60.6771428572,48.8057142857,35.7888857143
"GPCPD1",18.1678571428,17.8277142857,30.0295714286,63.9728285714
"LOC653653",0.3603571429,0.31,0.594,4.2653714286
"DPAGT1",5.3231428571,5.7687142857,4.6911428571,6.0748
"TET1",1.2171428572,0.6537857143,0.3211428571,0.0494571429
"SEPHS2",14.7987142858,7.5768571429,12.6935714286,6.1188285714
"SEPHS1",8.325,6.7761428572,4.9417142857,5.3908857143
"TET2",11.331,5.4861428572,10.7994285714,49.2188285714
"UBE2D3",138.328428571,168.211285714,127.164571429,198.764514286
"C12orf10",15.1744285714,25.3582857143,21.7462857143,18.7349714286
"RPS4X",394.916,715.0755714285,580.748285714,307.449657143
"ATXN2L",17.8371428571,21.7156428572,27.6588571429,26.0008571429
"BUD13",6.8120714286,5.154,5.8325714286,4.1687714286
"DLST",20.5108571428,21.7926428571,21.5745714286,21.1002285714
"TMEM52B",0,0,0,0.2714285714
"YOD1",4.9565,4.4342142857,3.2168571429,6.2638285714
"ISY1",15.2867857142,11.2094285714,6.1821428571,11.9032285714
"LEXM",2.2465714286,0.0421428572,0.0917142857,0.0014857143
"F2RL1",0,1.226,0,3.8954857143
"TNFSF4",0.6827857143,0.6854285714,0.5585714286,0.5099428571
"XAB2",12.9139285715,16.3865,13.289,9.4065428572
"MRVI1-AS1",0,0.0167857143,1.2437142857,0.1860857143
"ST6GAL1",47.8691428572,40.4574285714,111.844,9.7692
"PCBD2",2.2999285715,2.9025,3.077,3.2543714286
"PRDX6",26.1991428572,29.3694285714,26.3568571429,32.9727142857
"PRDX5",92.3764285714,46.2808571429,52.1804285714,50.4676
"PCBD1",4.9172857143,5.5840714286,7.1,4.4383714286
"PRDX3",14.8254285715,16.1382857143,14.0187142857,60.9787428571
"PRDX2",38.3914285714,78.2157142858,47.6257142857,14.0999428571
"PRDX1",23.6210714286,86.3655714286,71.9922857143,64.5114
"IPO11-LRRC70",8.1462142857,4.9999285715,4.3908571429,3.5145428572
"AP3S2",9.888,10.7797857143,8.1408571429,27.2592857143
"LINC00641",2.1816428572,5.0052142857,5.2271428571,9.464
"AP3S1",22.0833571429,29.6952857143,33.0631428571,32.1673428571
"UPF3A",17.1971428571,15.2912857143,23.3967142857,10.0098857143
"LINC00649",1.9445714286,10.2272142858,0.3544285714,0.3639428571
"OTUB1",33.224,32.0135714286,29.1348571429,24.257
"OTUB2",0.0606428572,0.2232857143,0.1791428571,0.218
"NPTN",19.3961428572,14.7268571429,14.7814285714,47.8754571429
"AXIN2",0.1167142857,13.2687857143,0.602,0.0643142857
"AXIN1",54.2024285714,19.593,13.6331428571,8.8470285714
"MMRN2",0.074,0.3041428572,0.069,0.1498571429
"MMRN1",0.4295714286,0.5362857143,0,0.3802
"CAMP",0,0,0.2227142857,0.4839428572
"LOC146880",1.3045,1.6642857143,0.8495714286,6.9372
"ZNF252P",5.3854285715,5.3756428572,6.9982857143,6.0466571429
"RRS1",4.1914285715,14.8122857143,4.2978571429,3.7100857143
"NRDE2",4.3212857143,4.0163571429,5.7531428571,6.706
"ZNF559-ZNF177",0.0567142857,0.0932857143,0.2737142857,0.0743142857
"TRIM54",0.0734285715,0.0084285715,0,0.0006285714
"RDH11",16.7678571428,17.8682857143,9.8325714286,16.7460285714
"RDH13",3.6614285714,2.7518571429,3.316,1.6912285714
"CROCC",8.4954285715,11.021,7.3577142857,5.1710571428
"NBPF15",3.9491428572,30.6271428572,24.8152857143,9.0832571428
"APOE",0.0616428572,0.1051428572,0.2527142857,0.1823714286
"STK11",20.0821428572,32.0270714286,30.618,22.6722
"NBPF12",5.2334285714,10.5107142857,11.9577142857,9.1242571429
"NBPF11",3.7411428572,3.2834285715,8.8894285714,4.3169142857
"NBPF10",1.737,1.5496428572,20.8688571429,15.5553714286
"VASP",112.473857143,40.6204285714,69.7877142857,139.981142857
"PAPOLG",9.3935,6.7791428572,6.8077142857,4.9252
"PAPOLA",63.3884285714,70.14,78.1162857143,70.9056571429
"LYPLAL1",5.5660714286,6.1254285714,9.7982857143,7.9857714286
"LACC1",0.393,0.7526428572,0.594,3.7882857143
"ZSCAN25",6.5333571429,8.0195,5.687,3.7741142857
"FGD5-AS1",29.358,33.5827857143,25.0921428571,34.6063142857
"KATNB1",8.8452857143,7.7352142858,3.8354285714,5.9017714286
"SCGB3A1",0,5.4821428572,0,0.1241714286
"SCGB3A2",0,0,0,0.4252857143
"VEZT",8.4899285715,14.0218571429,13.2385714286,11.4741142857
"TSEN54",82.8903571429,41.9021428572,6.4702857143,2.6750571429
"DCAF1",6.7040714286,6.0642142857,6.3875714286,3.9473142857
"DCAF7",20.3395714286,10.0810714286,9.3132857143,14.3375714286
"DCAF6",9.3900714286,9.4944285715,10.9637142857,12.1063142857
"DISC1-IT1",0.0667142857,0.0481428572,0.069,0.4870571429
"DCAF4",2.2658571429,4.1073571429,12.563,1.2342571429
"DCAF8",42.4645714286,44.5715714286,66.8601428571,48.4814
"ZSCAN32",6.7790714286,4.7720714286,5.3777142857,3.254
"ZSCAN30",2.8502857143,2.7551428572,4.3698571429,1.3893428572
"CD38",25.5529285714,0.3883571429,0.749,2.1699142857
"ZFY",4.4947142857,0,0,2.5030571429
"ZFX",21.8194285714,23.7337142857,20.9224285714,24.198
"GLUD1P3",1.3503571429,1.211,1.4914285714,1.3821428572
"ZFR",32.2218571428,33.0715714286,36.3588571429,28.6774
"IFI27",0.1601428572,0.9265714286,0.2527142857,0.2353428571
"CD33",0,0,0,72.7202285714
"CD34",0.0107142857,0,0,0.0369142857
"CD36",0.045,0.1427857143,0.0442857143,329.527657143
"CD37",46.4528571429,55.7415714286,319.637714286,85.0347428571
"POLR3F",3.8645714286,3.9236428572,2.8578571429,3.4586285714
"JOSD1",31.7202857142,44.713,22.8345714286,12.6837714286
"POLR3D",3.6911428571,3.8509285714,4.4102857143,2.4707714286
"POLR3E",12.6985,26.5737857143,21.97,7.9007142857
"POLR3B",2.0159285714,1.7274285715,1.9634285714,1.6922
"POLR3C",11.8571428572,11.7858571429,15.1221428571,12.8826857143
"NSMCE1",24.3615714286,40.1000714286,21.0802857143,15.2176571429
"APCDD1",0,0,0,0.8558285714
"TXNDC5",3.1102857143,2.4741428572,8.1542857143,6.1290285714
"POLR3K",3.1228571429,2.9318571429,6.6368571429,1.8222857143
"POLR3H",4.7658571429,5.2877142857,8.1987142857,3.1549142857
"TOPORS",8.5571428572,13.4669285714,10.4648571429,8.1898857143
"JOSD2",9.6858571429,8.4874285715,4.1568571429,9.9467428571
"DNMT1",45.2907142857,49.9362142857,11.4237142857,18.8496285715
"FAM46A",5.4514285715,0.9327142858,1.298,11.5347714286
"FAM46C",21.1442857143,35.6895714286,63.9868571429,0.3396571428
"PSD3",0.0095714286,0.2453571429,1.0981428571,0.4462285714
"TPST1",1.5124285714,0.7207142857,1.2437142857,1.5908857143
"CYP51A1",12.4398571428,5.5542142857,7.9822857143,6.6374285714
"TUT1",3.0902142857,4.2734285714,5.3102857143,1.9793142857
"CDNF",0.7059285714,0.4227857143,0.8882857143,0.1871428572
"ASRGL1",0.3042857143,0.1795,0.311,7.187
"WDR61",20.4897142857,27.0461428572,24.181,19.7531428571
"WDR66",0.1783571429,0.1039285715,0.0814285714,0.1040285714
"C1orf220",0.2232142857,0.037,1.7968571429,0.0244857143
"PRMT9",3.4514285714,3.0054285715,2.1764285714,2.4216857143
"RNF207",0.117,2.3205714286,0.419,0.2156285714
"C1orf226",0.0267142857,0,0,0.0521428571
"HMGCL",8.8117142857,6.4088571429,6.7328571429,7.4258285714
"C1orf228",0.3003571429,30.257,5.2941428571,21.7546285714
"SLC25A1",9.2701428572,10.2364285715,15.9254285714,6.702
"PRMT1",43.6044285715,50.103,82.1945714286,22.2414571428
"PRMT6",6.1256428572,4.0465714286,5.4981428571,1.6872571429
"PRMT7",16.9535714285,20.3137857143,21.7194285714,7.4274285714
"R3HDM2",9.1887857143,9.5313571429,11.158,12.6148571428
"PRMT5",7.3482857143,12.5229285715,24.353,7.5815142857
"TRIOBP",9.3760714286,5.4898571429,8.1037142857,24.274
"LOC101927057",0.18,0.1095,0.0814285714,0.5039714286
"LOC101927056",0.4138571429,0.9637142857,0.749,0.0398
"TMEM176A",0,0.02,0,61.8039428572
"HMGCR",11.5330714286,6.6115,4.9957142857,13.8442285714
"TMEM176B",0.0160714286,0,0.0568571429,147.182514286
"RPIA",8.9647857143,5.4310714286,6.2405714286,3.5082
"MAN1B1-AS1",0.9005714286,0.9128571429,0.6437142857,0.5601714286
"ZNF702P",1.2068571429,0.823,0.1908571429,0.7182571429
"ORMDL2",14.5664285714,8.9104285715,6.3017142857,10.4916857143
"CEBPZOS",10.0457857142,10.6981428572,10.443,6.4156857143
"ORMDL1",26.5845714285,41.5185,28.8457142857,42.2717714286
"KIF5B",25.8356428571,32.571,20.5214285714,37.7335428571
"KIF5C",0.2063571429,8.2538571429,1.2014285714,0.0499714286
"TRIM52",11.0865,9.2464285715,7.5081428571,4.8628285714
"GLT1D1",0.1620714286,0,0,22.1961714286
"CD3D",10.6913571429,252.5051428575,0,0.8800285714
"CD3E",30.9665,117.773714286,0.0442857143,0.7194571429
"CD3G",4.3377142858,76.5384285714,0,0.3735142857
"PMS2CL",8.8715,11.0687857143,10.707,5.1003142857
"ACADS",8.2038571429,5.0715714286,3.1451428571,4.2241428572
"KIAA0141",23.4468571428,21.9065,28.694,38.6270285714
"HSPG2",0.0325714286,0.2475714286,1.3084285714,0.1337714286
"KAT2B",33.6438571429,47.8338571429,18.6374285714,11.7348571429
"KAT2A",3.8773571429,6.1007142857,21.774,4.1965714286
"CD209",0,0,0,0.5347714286
"FOXJ3",13.9932142857,18.4077857143,12.3621428571,11.3864857143
"LAIR1",60.6117142857,10.1626428572,11.4485714286,32.2271142857
"IFNGR1",43.5681428572,14.1059285714,26.262,134.3112
"IFNGR2",0.1674285714,4.7713571429,88.8758571429,97.2709714286
"LAIR2",29.4867857143,2.5937142857,0,0.0285714286
"CD200",0.0325714286,0.2187142857,1.5334285714,0.0232857143
"SEC16A",15.9972857143,12.7841428572,11.976,17.1033428571
"CMIP",6.3481428572,2.5414285715,6.1908571429,18.8281142857
"HSPE1-MOB4",0.4936428572,0.3232857143,0.3004285714,0.2345714286
"ACADM",15,14.3343571429,41.8325714286,10.5201428572
"SUCO",12.2157857143,14.2315714286,12.2637142857,14.2704571428
"IARS2",29.7859285715,36.6216428572,31.5542857143,18.8397142857
"USP49",0.8265,0.469,0.4794285714,1.0881714286
"ECSCR",0,0.0862142857,0,0.0116
"USP45",1.9550714286,2.5193571429,7.0792857143,1.5079428571
"USP44",0.3642857143,0.7246428572,2.1381428571,0.0768571429
"USP47",58.1565,47.6362857143,37.728,26.3344
"PYCRL",1.4311428572,1.0065714286,4.1202857143,0.3773428571
"USP41",1.8945,1.5778571429,1.1348571429,0.3269714286
"USP40",2.4534285715,3.4133571429,7.3224285714,4.6762
"PPARGC1B",0.21,0.6374285714,1.8837142857,3.4687142857
"USP42",2.6274285714,2.2415,1.581,2.2347142857
"VPS39",20.0942142857,18.8630714286,33.1551428571,26.5592857143
"HCP5",53.2298571429,24.5017142857,44.0634285714,24.2723428571
"ENOSF1",5.9995714286,9.6613571429,2.6731428571,2.2661714286
"MADCAM1",0.1774285715,0.0787142857,0,0.0196857143
"LOC102724023",24.2808571428,25.2328571429,31.6048571429,15.9890285714
"UMPS",5.7206428572,4.9064285715,2.7977142857,3.1846571429
"SMAP1",12.0637142857,17.58,5.081,11.9983714286
"RAD50",6.5197857143,5.2582142857,7.6294285714,6.5813714286
"CDK11A",31.931,32.1807857143,16.405,24.0130571429
"CDK11B",12.6291428572,11.4955714286,7.856,8.1196
"SCRN3",4.1180714286,4.1755714286,3.5131428571,4.5327714286
"SCRN2",15.98,15.4537857143,14.798,6.1301142857
"GGTA1P",0,0.0320714286,0.0442857143,8.076
"PAXIP1",3.3025714286,2.7880714286,2.84,3.0028571429
"NPFF",0.1452857143,0.3370714286,0.1557142857,0.2978571429
"PPP1R11",19.259,20.2334285714,14.0621428571,18.7155428571
"ATOX1",18.1237857142,9.1932142857,11.158,19.0603142857
"ACAD8",8.2882857143,7.4142857143,5.3898571429,6.9314571429
"ACAD9",9.7376428572,8.4337142857,11.9358571429,8.9761142857
"UEVLD",7.0203571429,2.3554285715,2.199,5.4669142857
"NEU1",9.2881428572,3.9627142857,4.5421428571,15.5661142857
"TPRG1L",13.2888571428,14.6335,10.586,5.6219142857
"RBCK1",41.4384285714,31.6584285715,41.528,26.7198857143
"NEU3",3.429,2.751,3.3351428571,7.3724857143
"MIR6511B1",14.1888571429,21.3478571429,18.3135714286,7.7381428572
"USP8",16.431,12.3562857143,15.2451428571,32.6742285714
"FAM199X",19.328,10.9354285715,7.8214285714,6.9237142857
"WSB1",34.3032857143,21.8309285714,28.668,93.5968571429
"RPS7",581.845285714,679.124142857,610.630285714,448.154628571
"ADAMTS10",19.8685714286,3.0531428572,0.0294285714,0.6318571429
"RPS5",348.778142857,570.8194285715,669.476857143,217.284685714
"DHDH",0.0497142857,0.3579285714,0.069,0.0242285714
"RPS2",710.222,1049.0954285715,861.894857143,868.241942857
"ADAMTS17",0.8752142857,2.3167142857,0,0.1472285714
"PPP1R18",75.4935714286,30.5331428572,35.0122857143,57.1740571429
"VDAC3",56.0801428571,48.4671428572,37.7485714286,35.0857714286
"VDAC2",35.8418571429,45.9932857143,45.4865714286,52.8722571428
"VDAC1",42.5764285714,39.4932857143,24.0871428571,39.9410285714
"RPS9",539.389285714,795.31,744.536571429,870.1428
"RPS8",596.386428571,993.141714288,1265.64742857,757.791257143
"SLC7A7",0.1718571429,0.0126428572,24.6478571429,131.811485714
"SLC52A2",21.3171428571,14.4705714286,11.782,8.4056
"DEF6",82.832,70.8129285715,43.84,38.8764571429
"DHX58",7.575,14.492,11.991,9.1852285714
"DHX57",4.0057142858,4.6465714286,9.1291428571,16.2168285714
"LINC01465",1.0189285715,1.5983571429,1.3597142857,4.5639428571
"DEF8",8.1142142857,10.5298571429,21.8488571429,40.8590285714
"ZW10",4.4536428572,3.306,3.282,3.7484857143
"HPF1",8.894,9.4226428572,5.6151428571,5.0346285714
"NAPA-AS1",0.4557142857,0.7732857143,1.0981428571,0.3480571428
"ARPP19",37.269,36.3402857143,36.8145714286,24.0541142857
"PPBP",0.9815,11.6342142857,1.7834285714,41.1106
"TMEM203",16.4095,15.7941428572,19.1205714286,8.3011714286
"TMEM204",9.8514285715,22.2131428572,0.2012857143,0.221
"TMEM205",13.0224285714,13.6144285715,24.5911428571,39.2020857143
"TMEM206",3.3264285715,2.6677857143,4.252,5.6020285714
"UQCR11",0,0,0.105,0.9664857143
"TMEM208",21.2260714286,21.5556428572,19.4544285714,12.7916285714
"SLC6A12",0.1122857143,0.03,0,3.4856857143
"SLC6A16",1.4824285715,0.855,2.1571428571,0.3113142857
"ZSCAN29",12.1997142857,4.5777857143,12.5475714286,7.0312571429
"GALT",17.8626428571,52.115,17.4842857143,13.4613428571
"HMGCS1",9.4685,5.9775714286,8.5112857143,7.4757428571
"KIAA1324",0.6795714286,6.8922857143,0.0814285714,0.1156571429
"KIAA1328",3.3573571429,4.3202142857,6.0502857143,2.7271714286
"DDIT4L",0,0.0477857143,0,0.0687428571
"RPL13AP5",23.3088571429,97.9312857143,96.0962857143,17.1268571428
"SORD",0.5204285715,0.7658571429,1.7738571429,3.2714857143
"GALE",6.0033571429,3.4065,2.3394285714,4.7208571429
"IGSF23",0,0,0,0.0958
"IGSF22",0.1547142858,1.5077857143,2.4697142857,0.0100857143
"LOC100049716",4.7127142858,1.5215714286,2.3272857143,4.1734
"GALC",23.2223571429,8.984,3.18,18.5307714286
"GALM",3.4727857143,17.2241428572,2.2635714286,1.41
"MIR5004",1.2941428572,2.8207857143,1.5597142857,0.5864285714
"MIR5006",7.4523571429,7.3254285715,6.0862857143,3.3852285715
"CYP4F22",0.4265714286,0.1250714286,0,0.1401428572
"NUP50",26.4646428572,32.2452857143,17.0565714286,31.4591714286
"RPSA",641.676142857,835.193857143,699.791428571,249.468571429
"C14orf93",2.9575,2.8311428572,2.3771428571,3.2114857143
"NUP58",7.9747142857,9.9257142857,7.2177142857,24.8709142857
"ZSCAN21",3.0512857143,1.5632142857,1.8168571429,1.8302571429
"SCARNA13",2628.923,1724.46628571,2405.19885714,1407.58451429
"SCARNA12",1529.54071429,1285.478857145,1817.49571429,520.6868
"ADRB2",28.725,1.5131428571,4.7922857143,3.7516285715
"SCARNA10",7574.97557143,5192.908857145,4521.494,4908.29114286
"SCARNA16",2958.65571429,3379.35214286,4427.93885714,4320.19925714
"SCARNA15",0,3.2558571429,0,0
"SCARNA14",148.759857143,161.0284285715,286.145142857,157.563028571
"SCARNA18",1993.00857143,847.2728571425,1522.67057143,2050.2668
"CSNK2B",57.3228571428,47.376,54.12,56.6474857143
"MCM3AP",40.9918571429,33.6689285715,41.05,31.7798
"FCGR3A",456.875,0.0152857143,0.3004285714,16.6862
"FCGR3B",6.0125,0,0.0568571429,1.2389428571
"PPP1R26",1.3878571429,0.4815714286,1.148,2.1286285714
"ALDH1A1",0,0,0,46.3068571428
"ALDH1A2",0,0,0,3.1185428572
"PRICKLE1",0,0.0426428572,4.206,0.5744571429
"PATJ",1.8435,22.3028571429,8.9291428571,0.2388571429
"LINC01473",0.3264285714,0.8927142857,2.9764285714,0.3174285714
"TRHDE",0,0,0,0.0452571429
"CCNJL",11.043,0.02,0,0.0171428571
"PCYOX1",5.0172857143,4.8095,2.1642857143,3.7625142857
"RPL24",468.298571429,638.354285714,513.532571429,339.895542857
"RPL27",700.722285714,823.0317142855,750.524285714,736.855028571
"RPL26",1292.31357143,1458.342285715,1215.95885714,2025.3996
"RPL21",1171.896,1439.344857145,1139.11514286,905.546914286
"SLC35B3",4.1504285714,2.8399285714,3.4564285714,3.4832285714
"RPL23",512.840428571,743.1487142855,662.565428571,848.524285714
"RPL22",113.116714286,279.164142857,288.546857143,137.931085714
"ATG3",20.973,21.4447142857,16.8192857143,68.7478
"SLC16A11",0.7324285714,0.1546428572,1.1807142857,0.0155714286
"ATG7",10.0037857143,8.9262857143,14.9588571429,78.3579428572
"LOC100132249",0.6565714286,0.3161428572,0.759,0.1723714286
"ATG5",14.8305714286,19.6192142857,15.8425714286,11.0766857143
"ZNF350",8.4427142857,11.2465714286,11.4485714286,6.6671714286
"PYCARD-AS1",1.3426428572,0.6402857143,2.4807142857,1.1013142857
"UBE2O",7.0385,7.6947857143,12.3345714286,5.2471428571
"SPINK2",0.1013571429,1.4987857143,0.2331428571,0.0112285714
"EYA3",4.216,2.7222857143,2.365,5.0264857143
"SLC35B4",2.0696428572,2.2714285715,1.4211428571,2.7442
"MPND",10.833,4.6062142858,4.5537142857,5.5527714286
"CALHM1",0.1167142857,0.0101428572,0.1557142857,0.0033428571
"USE1",6.9094285714,9.8661428572,14.296,6.8266571428
"CALHM2",17.3250714286,7.1139285715,3.7518571429,15.4187428572
"TDRD7",5.5587142857,4.4715,6.066,8.9992571428
"ZNF891",0.3873571429,0.7708571429,0.9171428571,0.2137714286
"ZUFSP",5.2388571429,4.5302142857,3.823,5.9124571429
"HLA-DQB1-AS1",0.0667142857,0,0.538,0.7134571428
"MZF1",3.9742857143,4.8434285714,8.7505714286,4.1766285714
"ZNF358",2.4974285714,0.8705714286,1.9351428571,2.3764571429
"SNORA11C",0,0,0,1.6357714286
"SNORA11B",504.204571429,350.1985714285,599.398285714,286.1644
"OAZ2",8.5141428572,7.0622142857,11.3427142857,41.0689428571
"OAZ3",0.2401428571,0.1777857143,0.1791428571,0.0664
"OAZ1",339.980428571,315.134142857,371.989714286,1119.6348
"TPPP",0.1062142857,1.4260714286,0.0917142857,0.0350857143
"FAM26F",8.2148571429,6.3477142857,44.2645714286,46.1883714286
"ZNF429",5.1681428572,4.2100714286,4.7188571429,5.1332571429
"HAVCR1",1.0737142857,0.4808571429,0,0.1643714286
"HAVCR2",46.7037142857,0.7103571429,0.2645714286,18.8667142857
"FXYD6",0,0,0,10.7208857143
"FXYD7",0.2907857143,2.7497142857,0.7292857143,0.0418285714
"TBC1D31",45.322,7.2832857143,3.9658571429,4.7569142857
"FXYD5",69.617,177.76,81.2688571429,102.042514286
"FXYD2",0.0095714286,1.1057142857,0.2114285714,0.4739428571
"MTBP",2.3092142857,1.8015714286,2.8727142857,0.7675428572
"FXYD1",0.0851428572,1.3235714286,1.2631428571,0.0758
"PPTC7",8.0232857143,6.0150714286,6.7715714286,10.0702
"MAFK",5.4495714286,8.5384285715,6.0092857143,8.1867428571
"FBP1",2.7318571429,0.2382857143,0.166,20.3821428571
"CREBL2",8.1864285714,34.0813571429,10.0554285714,15.2237142857
"MAFB",0.0212857143,0.0185714286,0,38.902
"PLIN5",0,0.0597142857,0.105,0.7475142857
"PLIN2",12.0239285714,23.2332857143,7.8214285714,64.2977142857
"PLIN3",6.662,7.3097857143,13.4708571429,26.8516857143
"MAFF",12.7987142857,4.3042142858,1.3084285714,28.2721714286
"MAFG",0.79,1.1081428572,2.3394285714,9.1498
"FASTK",29.6141428572,38.9028571429,42.8565714286,14.6508
"SMAP2",37.25,87.205,134.334571429,114.3124
"TGFBRAP1",6.0732857143,5.7792857143,6.1908571429,6.5217714286
"KDM4B",6.9097857143,3.7752142857,38.1614285714,10.3423428571
"RBPJ",6.7164285715,15.1625714286,9.2117142857,51.8026
"KDM4A",12.5531428572,7.1658571429,9.9572857143,10.0892285714
"SNRNP35",12.7435,11.5852857143,14.7814285714,8.1055428571
"MED14",6.5715,4.5626428572,8.5932857143,9.2562
"URI1",43.7572857143,51.1844285715,28.8785714286,16.0512285714
"MED15",20.3657142858,23.2947142857,11.7522857143,20.5742
"ZNF689",2.993,3.6808571429,2.9862857143,2.8493714286
"CCR10",0.0678571429,2.3035714286,0.311,0.0331714286
"MED17",9.9465,12.4149285714,15.3474285714,8.0423714286
"WDR55",7.944,6.8108571429,5.6978571429,6.5825428572
"RBP1",0,0,0.0568571429,0.0122
"LOC100289361",1.0685714286,0.5022857143,0.594,0.7913714286
"TWF2",43.2911428571,32.0821428572,23.6817142857,41.6816571429
"RBP7",0,0.0253571429,0,49.5926285714
"WDR53",3.372,8.3148571429,3.6462857143,2.2670857143
"TOB1-AS1",0.6177857143,1.663,1.9145714286,1.1145428572
"KRAS",9.7975714286,8.1624285715,8.1265714286,12.9315142857
"ACYP1",4.8192142858,8.4879285714,9.7578571429,1.4181428572
"ACYP2",6.1385,4.6964285715,12.7252857143,3.8764571428
"ACSL3",11.9142857143,6.4521428572,8.8465714286,11.5034
"ARPC1A",12.8007142857,12.2161428572,19.9108571429,19.3538285714
"ACSL1",2.9065714286,1.7723571429,4.2348571429,110.701171429
"ACSL6",0.1749285715,13.5592142857,0.0294285714,0.0959428572
"ACSL4",9.2644285714,9.1512857143,8.8465714286,40.0896285714
"ACSL5",26.6508571429,19.0142142857,14.1922857143,11.9293142857
"EGFL7",0.0332142857,0,0,0.3200857143
"CHTF8",16.9727142857,11.9825714286,15.0217142857,10.6184285714
"ARPC1B",186.962714286,212.106,191.400285714,339.039257143
"ZNF890P",0.3312857143,1.5175714286,0.1197142857,0.1411714286
"CYTIP",123.180428571,173.295857143,76.7705714286,131.3204
"EEF1D",452.957428571,572.666428571,495.729714286,255.834057143
"EGFL8",1.6803571429,0.9064285715,0.2012857143,0.5363714286
"KLRC1",78.6852857142,0,0,0.0261714286
"TRIM39",4.7096428572,5.396,7.0505714286,5.7042857143
"IL20RB",0.6352142857,0.4648571429,0.5275714286,0.4249714286
"ANXA2R",21.6931428572,22.7167857143,7.7897142857,1.9393142857
"RPL9",838.615285714,1276.356857145,918.479714286,722.976285714
"RPL6",607.226,669.709142857,546.369142857,636.0016
"RPL7",801.837857143,962.485142857,731.366571429,867.821257143
"HP",0,0,0,11.5987428571
"RPL5",430.324142857,677.6748571425,574.571428571,437.1856
"TMEM120B",1.2705714286,1.0964285715,0.7834285714,0.4839428571
"KLRC3",21.6587142858,0,0,0.0365142857
"G6PC3",7.4604285714,3.2595,5.2941428571,9.5726571429
"TMEM120A",5.208,5.3542857143,4.6101428571,8.6951428571
"FEN1",9.8917857143,5.4298571429,5.9431428571,1.6009428572
"ADAM8",105.474428571,41.6503571429,36.4594285714,49.784
"SNX12",13.7467857143,13.4368571429,10.0097142857,8.4940285714
"CTIF",0.9882142857,0.3716428572,1.4311428571,4.7854285714
"KREMEN1",0,0,0,0.382
"ADAM9",1.184,1.2443571429,0.7135714286,25.7182285714
"LUC7L",28.3341428571,37.6659285715,41.6371428571,22.6183428571
"NEK11",0.4639285715,1.6097142857,0.9488571429,0.4857714286
"C14orf37",0.5711428572,0.2852142857,1.8168571429,0.2819428571
"CYGB",0.0324285714,0.0269285715,0.3004285714,0.0009142857
"NEBL",0,0.0865,0,9.233
"SCD",2.1165714286,0.2276428572,0.594,0.5116571428
"MNT",2.6426428571,4.3448571429,2.7271428571,11.0437714286
"LOC101928891",0.1464285715,0,0.1328571429,3.0682
"ZNF585A",6.9805,5.7197142857,5.8325714286,3.5510285714
"MT1H",0,0,0,0.0470285714
"SCX",0.184,0.2945714286,2.3771428571,0.1164857143
"ERMAP",1.2587142857,1.512,1.2914285714,6.6656857143
"TSC1",4.8465,5.0062142858,6.5588571429,8.3975428571
"FLYWCH2",8.3065714286,8.7453571429,10.099,5.5441714286
"TPP2",41.3852857143,39.7185,20.2865714286,35.6408857143
"FLYWCH1",6.4363571429,7.487,6.6974285714,4.9752285714
"RCN3",0.1685714286,0.7575,0.4651428571,8.4037428571
"RCN2",11.9221428571,7.7279285715,6.6852857143,2.9893428572
"STRIP1",18.2533571428,15.4302857143,24.376,13.0082571428
"FPGT-TNNI3K",0.1662857143,0.2075714286,0.8058571429,0.1250571429
"MN1",0.061,0.0320714286,0.0294285714,0.5352857143
"RHOQ",14.3961428572,3.5995714286,27.9071428571,71.9502285714
"DNAJC30",2.2367142858,2.1064285714,2.7731428571,0.848
"SLC25A51",11.0756428572,12.1879285715,7.7228571429,7.5880285714
"RHOU",0.1620714286,1.6375714286,0.0294285714,10.6153428571
"ANKRD27",7.5794285714,6.8702857143,6.3875714286,8.0318571428
"ANKRD26",1.7225714286,2.4680714286,2.7271428571,1.6064857143
"RHOH",19.4892857143,88.7772857143,93.364,2.5460285714
"ANKRD23",1.373,1.9027857143,1.23,0.3924571428
"ANKRD22",0.0552857143,0.0368571429,0,1.0452571429
"ACO1",2.3250714286,1.2939285715,1.298,2.9785714286
"RHOB",4.9762857143,0.9378571429,62.6248571429,54.7649714286
"PTGES",0,0,0,0.7100285714
"ACO2",24.7066428572,23.6747142857,33.5545714286,24.6889714286
"LINC00926",0.7936428572,0.3198571429,193.214285714,1.1606285714
"RHOF",52.3678571429,31.1960714286,17.0565714286,7.8492285714
"ANKRD29",0.0497142857,0.2497142857,0,0.0444
"ANKRD28",11.4756428571,26.6292857143,10.113,8.4886
"TMEM67",0.6715,2.2157857143,1.7345714286,0.3596285714
"FCGR1CP",0,0,0,2.1312285714
"TMEM65",2.7030714286,5.6216428572,2.3394285714,4.2283142857
"TMEM64",9.131,3.9548571429,5.2467142857,1.8142285714
"TMEM62",9.0970714286,5.8556428572,20.6602857143,9.3050285714
