"AABleh","cytotoxic.CD56.dim.NK.cell","memory.CD4.pos.AB.T.cell","memory.B.cell","CD14.pos.CD16.neg.classical.monocyte"
"CDC73",10.7924285714,13.0513571429,7.4451428571,10.6282571429
"BRWD1-IT2",0.9644285715,0.2653571429,0.1908571429,0.8724571429
"R3HDM1",5.5603571429,9.2335714286,7.3025714286,5.8652571429
"SEMG1",0,0,0,0
"LMBRD2",3.2548571429,3.6772142857,3.4827142857,2.9159142857
"LMBRD1",14.9867142858,19.8937857143,38.5614285714,25.7375714286
"TAS2R19",1.1342857143,1.5618571429,2.695,0.9294857143
"SRFBP1",4.1045714286,5.3510714286,5.1594285714,3.8915428571
"TAS2R10",0.2568571429,0.1970714286,0.419,0.0179428572
"BCAT2",3.9883571429,5.2285,10.1695714286,3.7158
"BCAT1",0.1234285714,0.1024285714,0.4794285714,4.6494571429
"TAS2R13",0.5852142857,0.4081428572,1.148,0.2658571429
"LINC00441",1.8819285714,0.889,1.5955714286,2.2283142857
"AAED1",5.3568571429,6.1542857143,7.7654285714,7.0317714286
"MACROD2",0.1404285715,0,0.9488571429,0.0335142857
"MACROD1",1.4461428571,1.8788571429,1.6781428571,0.6805142857
"ZBTB33",10.5009285715,9.5201428572,6.8748571429,6.2495142857
"AKAP5",8.9330714286,0.0875714286,0.538,0.0093714286
"AKAP6",0.0095714286,0.4639285715,1.3084285714,0.0044285714
"AKAP7",10.381,10.5657142858,4.7717142857,3.4596
"GTF2F1",18.4031428572,23.4312857143,20.2022857143,16.5577428571
"AKAP1",3.8522857143,13.0249285715,9.1291428571,3.9379714285
"AKAP2",5.9915,4.0434285715,71.0308571429,0.3904857143
"AKAP3",0.4021428572,0.559,0.626,0.0908285714
"EIF2D",8.8297857143,17.6348571429,24.5765714286,9.6256571429
"AKAP8",10.4677142858,15.8918571429,15.3722857143,14.1035714286
"AKAP9",32.2935714286,28.7422857143,36.9748571429,37.8098571429
"EIF2A",42.6567857143,87.3187142858,49.3277142857,63.1802285714
"LOC101929988",0.3614285714,0.1401428572,0.166,0.1659428571
"PSTK",2.4352857143,2.2618571429,1.8935714286,1.7448857143
"TUBE1",3.9375714286,8.5817142858,5.0588571429,1.8062571429
"PHPT1",28.9097142857,22.6733571429,19.0082857143,19.3256285714
"SMC1A",17.0678571429,11.1495714286,13.6331428571,14.5175714286
"RLF",6.3705,7.6104285714,6.6125714286,9.6242571429
"NFU1",17.9794285714,19.2379285715,18.1102857143,7.6331142857
"RAB7B",0,0,0,0.0348857143
"MIR3142HG",0.1068571429,0.1640714286,0.0442857143,0.8182571428
"LOC283194",0.0095714286,0,5.7385714286,0.0435428572
"TMEM170A",9.0947142858,12.4357857143,9.6614285714,9.8777142857
"VAT1L",0,0,0,0
"KRR1",18.0138571429,21.7115714286,22.0725714286,8.0468571429
"FAM64A",0.3837142857,0.0101428572,0,0.0286857143
"TMEM132A",0.0658571429,0.0613571429,1.0222857143,0.4339714286
"PEG10",0.226,0.1427857143,3.958,0.0033142857
"OVGP1",0.3895,1.5685714286,2.8888571429,0.6483714286
"STRN",10.6027142858,7.5879285715,5.518,8.4904857143
"PPP3CB-AS1",8.0792857143,11.4192857143,10.8567142857,7.0561142857
"CETN3",3.8515714286,3.1682142857,4.2682857143,1.9052
"CETN2",5.4465714286,4.6754285714,4.1882857143,4.2717428571
"NAIF1",5.4671428572,6.43,4.3078571429,2.8242
"CCL28",3.9871428571,2.7531428571,2.0238571429,0.0812571429
"H3F3C",0.1988571429,0.1377857143,0.4865714286,0.0484
"H3F3A",288.365857143,220.4982857145,305.952,457.479542857
"CCL20",0,0.9552857143,0,115.932114286
"CCL22",0,0,0.069,0.0026857143
"CCL24",0,0,0,0.1415428571
"ALPK1",0.1350714286,3.1091428572,6.4948571429,13.2179142857
"ALPK3",0.0667857143,0.0612857143,0.0568571429,0.0635428572
"MAU2",13.2872857143,11.6551428572,18.3591428571,18.8830571428
"POC1B-GALNT4",0.5147142858,0.6788571429,0.602,0.5314571429
"UCK1",8.4131428571,7.536,8.2874285714,7.1217714286
"C8orf46",0.9937142857,0.489,0.0442857143,0.6144
"C8orf44",1.0434285715,2.6090714286,1.4997142857,2.2137428571
"PHRF1",8.9863571429,7.504,8.8094285714,7.0600857143
"PRPF39",10.2390714285,14.5974285714,13.4708571429,7.4581714286
"TP53I3",0.2911428571,0.0461428572,1.1622857143,6.8417142857
"TMEM97",1.8776428572,1.1927142858,0.9171428571,0.5064571429
"CUX1",7.055,5.1455,7.9548571429,32.2223142857
"SNORA14A",428.914714286,409.832857143,484.993142857,126.312057143
"ZNF823",1.5099285715,1.0903571429,0.6894285714,0.9528857143
"BRF2",3.4571428572,4.8171428572,3.0194285714,1.4384
"CYSTM1",0.8608571429,2.4121428572,1.8457142857,5.8843428571
"BRF1",11.2257857143,8.6961428572,10.0097142857,9.7757142857
"DNAJC8",56.3860714285,49.563,46.4497142857,32.0969142857
"CSNK1A1",72.1075714285,74.8751428572,56.7814285714,85.2020571428
"CAMSAP2",0.0552857143,1.555,0.2114285714,1.9030571429
"DNAJC5",17.5029285714,21.5563571429,13.2205714286,29.3741142857
"DNAJC6",0.0733571429,0.8010714286,0.1557142857,0.1324285714
"CAMSAP1",6.758,6.5881428572,5.116,7.0348
"DZANK1",0.7305,0.626,1.2014285714,0.3601714286
"DNAJC2",8.1580714286,11.2841428572,11.1748571429,11.3574571429
"DNAJC3",20.1457142857,18.3114285715,5.3102857143,24.4742
"CCDC94",12.594,13.3688571429,17.7488571429,10.2766571428
"ZNF701",4.0464285715,2.4257857143,3.3351428571,1.8063142857
"RRP12",2.5796428572,4.2821428572,6.4417142857,23.9158857143
"GOSR1",10.5648571429,11.4985,11.7162857143,9.6566857143
"RRP15",2.5815714286,4.0730714286,3.8011428571,2.2202857143
"RALBP1",18.6787142857,14.5111428572,11.2154285714,12.9257714286
"NRN1",0,0.0988571429,0.166,0.1715428571
"MAP3K6",4.3392857143,3.0615,1.7222857143,5.5531428571
"RAP1B",291.089571429,111.6524285715,59.9951428571,136.972857143
"RAP1A",22.7817142857,24.6832857143,10.3871428571,46.5682
"PPP1R8",20.9792857142,15.715,14.584,8.0597428572
"ZNF831",18.1035714285,11.7177857143,0.5827142857,0.0966
"ZNF830",14.445,12.1594285714,17.8228571429,4.9677142857
"SNORA68",5238.16085714,6361.47385714,7066.67971429,6427.25805714
"MAP3K4",11.1808571428,28.9301428572,16.0902857143,12.4805714286
"ZNF837",0.727,0.9654285715,1.6682857143,0.1545142857
"ZNF836",7.1238571429,5.7087142857,4.9057142857,2.1621428571
"SNORA64",22670.4172857,19813.02442855,25794.0582857,20749.8524571
"SNORA65",1598.099,993.02457143,1567.23142857,475.323542857
"SNORA66",198.211285714,295.7082857145,386.004285714,47.792
"SLC23A2",4.3327142857,2.9394285715,14.2254285714,9.1790285714
"SNORA60",352.169142857,349.577428571,523.813428571,62.1694857143
"LOC105373383",1.3048571429,1.2356428572,0.6525714286,0.4887142857
"SNORA62",369.556,454.26,638.354285714,126.981942857
"SNORA63",95482.997,78712.9017143,83745.9477143,74377.8167429
"LRIF1",7.6642142857,3.6978571429,7.1385714286,1.9121428571
"ZNF410",26.2701428571,23.4922142857,25.79,20.2118285714
"FAM91A1",10.6900714286,8.3171428572,21.1641428571,40.3706571429
"IPO13",4.3162142857,3.1482142857,2.84,3.3307142857
"SHISA5",102.093,91.1157142857,65.1731428571,44.2266857143
"ACAT1",7.571,17.4874285715,12.9114285714,8.8584857143
"ACAT2",9.869,11.7760714286,7.1748571429,5.9143142857
"ZNF573",3.5568571429,3.6034285715,3.854,1.0170285714
"CD200R1",0.218,11.467,2.3394285714,1.8184
"LIMD1",5.0857142857,2.2608571429,10.4851428571,6.5339714286
"NUGGC",1.3047142857,2.2719285714,0.6437142857,0.0095428571
"ATOH8",0,0.0152857143,0.0294285714,2.1063428571
"PEX1",9.0002857143,12.7082142857,10.6342857143,5.5408857143
"MIR1248",247.503285714,341.174857143,341.196571429,158.264114286
"PRRG1",0,0,0,0.4019714286
"MECP2",19.1302857143,26.1122857143,26.7568571429,18.5929428572
"TBPL1",21.6337857143,14.6377857143,11.922,8.4994
"LOC100996720",3.0870714286,16.0162857143,4.3698571429,0.8564571429
"SUGCT",0.1447857143,0.3985714286,0.7214285714,0.0591142857
"ZNF579",0.7356428572,0.6378571429,0.8194285714,0.4650857143
"TRIM8",12.0110714286,9.2119285715,13.271,32.5026285714
"IL2RA",0.1073571429,16.4169285714,8.0701428571,0.2361142857
"IL2RB",135.864571429,5.8122857143,0.0917142857,0.1438857143
"RAB33A",3.6013571429,1.6116428572,1.7554285714,0.2998
"SLC17A9",1.9735,0.0987857143,3.7625714286,2.4212285714
"TPCN2",1.7735,2.5354285715,6.5297142857,14.1162857143
"IL2RG",113.355214286,88.442,46.8344285714,12.6316285714
"SLC17A5",2.7622857143,3.461,1.5877142857,4.6644285714
"TAS2R4",0.1520714286,0.0973571429,0.3725714286,0.0614857143
"TAS2R5",0.1902857143,0.2984285715,0.4865714286,0.1933428571
"TAS2R3",0.1565714286,0.1437142858,0.311,0.0840857143
"SPAG16",2.8082857143,4.3405714286,3.316,0.2369714285
"SETDB1",13.9720714286,11.6502142857,22.6101428571,18.7261428572
"UBFD1",8.3130714286,4.9072857143,5.1444285714,3.1918285714
"C16orf58",9.2857142857,13.1294285715,15.46,6.5136857143
"SRBD1",33.9097142857,13.6949285714,11.1748571429,10.7576285714
"RARRES3",219.041285714,122.3145714285,27.2828571429,17.0774285714
"C16orf52",4.4775714286,5.4112857143,5.346,3.4159428571
"CDK5RAP3",47.0853571429,65.5447142857,118.001428571,92.9859142857
"CMTR1",17.1964285714,19.9127857143,23.3451428571,13.5926
"CDK5RAP1",13.5928571429,15.77,18.1394285714,13.7489714286
"C16orf54",46.9038571429,61.3787142857,24.2835714286,24.1300285714
"SYCE1L",1.69,1.8677142858,0.97,0.2001714286
"NUDT16L1",14.1,19.4214285714,16.531,7.1238571429
"MIR6132",3.6484285714,1.7458571429,3.4374285714,2.5498571428
"AP5B1",4.5500714286,4.0870714286,4.9834285714,21.4071428571
"CCDC144B",2.5250714286,3.3464285715,1.5465714286,23.8944857143
"CHMP4A",81.6374285714,73.0725714286,57.394,26.9042857143
"CHMP4B",21.5157142858,21.8670714286,30.8702857143,46.6909142857
"CCDC144A",1.2998571429,0.381,0.6981428571,11.8674285714
"BAX",44.0967142857,36.7347857143,39.2642857143,35.4781428571
"BAD",17.7502142857,21.5526428572,17.4345714286,12.0177428571
"CTSK",0.9447857143,1.6608571429,0.9587142857,5.7734285714
"PRKCDBP",0,0.0261428572,0,0.9761714286
"COBLL1",0.107,0.03,86.1751428571,0.1264571429
"MZF1-AS1",0.8574285714,0.7313571429,0.829,0.4480571429
"SLC37A3",6.4430714286,13.4887857143,2.3155714286,6.3328285714
"CDK18",0.2667142857,0.1236428572,0.4288571429,0.8648571429
"CDK19",6.6186428572,3.5484285715,5.6562857143,10.6578857143
"TOB1",3.4980714286,44.0521428572,1.8071428571,6.3020571429
"PMPCB",21.9784285714,35.5952857143,32.3731428571,21.1784857143
"PMPCA",14.9661428572,16.8887142857,20.4267142857,11.6368571429
"TOB2",6.0785,4.5930714286,6.1582857143,4.8063428571
"CDK12",16.9375714286,18.5527142857,24.2408571429,20.6891428571
"CDK13",30.9074285714,20.6747857143,31.152,17.0904857143
"CDK10",21.3915714286,32.4124285714,35.1677142857,15.6328285714
"SMCO4",2.0889285714,2.8631428572,0.9851428571,31.7601714286
"CDK16",7.6788571429,8.4087857143,12.9907142857,13.6250285714
"CDK17",50.6032142857,30.9932142857,23.97,15.0204285714
"CDK14",0.0771428571,0.0659285714,34.2897142857,3.9726285714
"ST5",1.5277142857,0.0875,0.6345714286,0.0936571428
"NEO1",3.9712857143,4.0030714286,0.898,0.0522285714
"GZF1",4.2212142857,3.3522142857,5.237,18.3832571429
"ATP6V1B2",16.0271428572,11.0465714286,10.9011428571,102.819428571
"AASDH",4.1641428572,4.2583571429,4.4631428571,3.3315142857
"PIP5KL1",0.2265,0.4163571429,0.1791428571,0.1514
"TMEM40",0.0095714286,0.1145,0.1328571429,0.4541714286
"KCNAB1",0.0107142857,0.0417142857,0,0.0186285714
"ZNF304",2.7078571429,1.8372857143,1.7222857143,0.8714857143
"ZNF302",8.1537857143,6.8312857143,8.2324285714,3.3913142857
"BFSP1",2.0235714286,0.5850714286,0,0.0120571429
"P2RY8",49.1304285714,69.7439285715,54.8651428571,12.9236285714
"FAM216A",1.885,3.4701428571,6.2162857143,2.7815714286
"KCNAB3",0.6657142857,0.5172857143,0.5827142857,1.0897714286
"STS",1.211,0.4247142858,1.0785714286,2.7454285714
"MMP25",0.3762142858,0.2276428572,0.0294285714,4.5391714286
"SEC61G",61.7547142857,84.2594285714,40.7374285714,36.8361428571
"KCNAB2",54.0922857143,34.9406428572,14.0621428571,50.5706857143
"P2RY6",0,0,0,0.5693714286
"ZC3H13",13.3774285715,12.6504285715,7.7755714286,9.9360857143
"TFG",8.3428571429,11.2688571429,10.5191428571,16.2209142857
"FAM86C2P",0.2762857143,0.494,0.344,0.1081714286
"TOMM34",2.4128571429,2.3472142858,3.2062857143,2.2191142857
"RPL36A",419.386,787.82,645.555142857,598.701771429
"RND1",0.7787142857,0.4175714286,0.7751428571,0.2335714286
"RND3",0,0,0,0
"NCL",143.179571429,137.4141428575,150.161142857,71.9754857143
"SPATA24",1.0952142857,2.0342857143,1.7008571429,0.7635142857
"CTNNBIP1",8.9035714286,2.6265,3.4458571429,7.9592571429
"PPP3CA",22.2287857143,15.4397142857,34.0695714286,15.4540285714
"PPP3CB",13.1421428571,11.839,9.9825714286,10.434
"PPP3CC",57.6195714286,44.7571428572,52.0234285714,6.7005714286
"TCAIM",5.6956428572,3.243,2.274,7.8069142857
"SESTD1",1.1817142857,0.503,8.1811428571,22.6986285714
"UBTF",43.5917857142,44.6110714286,61.5762857143,15.1392285714
"OMA1",48.4058571429,40.1089285714,32.6015714286,12.1655142857
"LRRC41",13.7495714286,9.9792142858,10.7212857143,10.4318571429
"LRRC40",5.5881428571,4.2046428572,4.0867142857,5.9714285714
"LRRC43",3.5286428571,0,0,0.0368
"LRRC42",2.6534285715,1.8512142857,2.365,2.2798857143
"LRRC45",8.0789285714,7.9836428572,5.0714285714,3.2693142857
"MMP23B",23.5762857143,0.4373571429,0.2331428571,0.5115428571
"LRRC47",12.2470714286,11.5480714286,8.9925714286,11.2414571429
"LOC101929066",0.2244285714,0.142,0.069,0.9299714286
"B3GNT5",0.0497142858,0.0634285715,0,7.7648857143
"B3GNT7",29.9988571429,0.0185714286,2.3848571429,0.0093428571
"B3GNT2",15.7915714286,11.4315714286,9.997,9.4732285714
"TSFM",5.4185714286,5.8357857143,3.7044285714,4.2147714286
"GPATCH2",4.0643571429,5.3691428572,3.8698571429,5.1292857143
"B3GNT8",0.3135,0.1437142858,0.069,2.1736857143
"B3GNT9",0.1722142858,3.6918571429,0.344,0.2413428571
"ADRA2B",0.0160714286,0.038,0.0442857143,9.6827428571
"RPL19",903.215857143,1132.76742857,964.440571429,1128.38525714
"PWWP2B",5.9607142858,2.8197857143,15.0602857143,4.3415142857
"PWWP2A",8.8618571429,7.7904285714,8.8094285714,9.7404571428
"LOC102723692",0.6836428572,0.3720714286,5.362,0
"BIK",0.1924285714,1.2745714286,0.3004285714,0.3914
"ADGRE4P",0,1.2101428572,0,0.3132
"CTSW",414.175714286,36.6631428572,0.3544285714,0.6138
"RITA1",8.1492142857,4.2757142857,4.0458571429,2.9919714286
"GINM1",4.9774285715,4.7258571429,14.2584285714,11.3684
"LGALS17A",0,0.0957142857,0,0.0008571429
"TBCCD1",7.2222857143,6.9858571429,6.6125714286,3.7333714286
"DAAM1",4.707,6.2580714286,8.6684285714,4.2238857143
"DAAM2",0,0,0,0
"HLA-DRB1",14.9178571428,9.9828571429,345.679428571,458.632742857
"HLA-DRB6",0.1068571429,0.2652142857,6.2908571429,7.69
"XAF1",25.2305714286,14.583,10.7448571429,23.8299142857
"HLA-DRB5",2.3145714286,1.2569285715,101.96,133.751714286
"CCDC152",0.9620714286,1.2902142857,0.8385714286,0.0738
"CCDC153",0.1457142857,0.1024285714,0.1791428571,0.6471714286
"CCDC150",0.6688571429,0.1365714286,0.4554285714,0.5283142857
"GUK1",144.288857143,138.6777142855,91.2377142857,66.4784
"CCDC157",1.2979285714,1.3345,0.6668571429,0.6437428571
"CCDC154",0.2985,0.7555714286,2.1128571429,1.0180571429
"YIF1A",10.3780714286,13.2521428572,19.2437142857,10.5445714286
"CCDC159",7.1842857143,6.4401428572,7.0331428571,28.4789142857
"WRAP73",7.4210714286,7.3770714286,10.7448571429,8.5718857143
"TIMM50",13.6815714286,13.7852142858,18.0337142857,9.8108285714
"LINC01252",0.1894285715,0.1188571429,0.3628571429,0.0742285714
"MTCH2",11.5589285715,6.9330714286,7.394,13.7844857143
"FN1",0.0325714286,0.0101428572,0.2737142857,0.2703714286
"LINC01526",0,0,0,0.0210857143
"L3MBTL4-AS1",0,0,0,0
"NBN",22.3764285714,16.1071428572,21.486,67.4798571428
"TIAL1",15.561,16.6584285715,17.8598571429,20.2386
"ME1",0.0389285714,0.074,0,0.6907714286
"MEP1A",0,0,0,0.0129142857
"TASP1",4.9611428572,5.479,4.9417142857,2.3547428571
"SNF8",36.9545714285,29.7674285714,30.4665714286,35.9079428571
"PCED1A",13.3867142857,15.3697857143,16.5932857143,8.7705714286
"PCED1B",3.6846428571,15.0046428572,5.4017142857,0.2521428572
"FUBP3",11.5671428571,12.3687142858,9.9825714286,9.9667714286
"FUBP1",75.7072857143,91.4060000002,88.092,52.3694857143
"COLQ",13.3132142857,2.2377857143,0.538,0.4150571429
"CEP104",6.7985714286,5.0333571429,8.7625714286,6.5846
"SSH1",8.3207142858,2.5215714286,2.0238571429,6.9962285714
"MARCO",0,0,0,10.8132857143
"SAP30",1.5198571429,3.7498571429,0.538,14.6346857143
"TRIM5",10.2906428572,6.4452142857,7.8398571429,7.4330857143
"GNAI2",178.370857143,128.472714286,135.788,213.817657143
"TCP11L2",24.5551428572,74.9142857143,63.1908571429,28.8654857143
"NES",0,0,0,0.0014857143
"CNTROB",8.1086428572,5.3677857143,9.0162857143,7.0672
"PALMD",0,0,0,0.0009142857
"DRC7",0,0,0.069,0.1049142857
"ANGPT1",0,0.0284285715,0.0917142857,1.1182
"ZFYVE21",2.8767142857,2.0396428572,2.9862857143,4.7733142857
"SEPT10",0.0267857143,2.1319285715,0.166,3.3716571429
"C1orf53",0.2913571429,0.0565,0,0.8482285714
"C1orf52",6.3377142858,6.674,5.3898571429,11.2372285714
"C1orf50",6.4052142857,7.7427857143,4.8334285714,3.7039714286
"C1orf56",1.0155,0.2382857143,0.446,0.2418285714
"C1orf54",0.5747857143,1.9340714286,0.6981428571,3.9360857143
"CEP295NL",0.0212857143,0.0284285715,0.2645714286,3.6769714286
"MARC1",0.0107142857,0,0,26.4122
"MARC2",0.1915714286,0,0.2834285714,0.1919714286
"ICMT",9.9378571429,6.7534285714,2.8578571429,5.1717714286
"TRIM7",0.0912857143,0.3290714286,0.2834285714,3.5181714286
"MIR1914",9.8407142857,13.3606428572,28.5088571429,7.2480285714
"RGP1",5.3165,5.5385714286,4.9417142857,3.2924
"FCF1",7.9862857143,8.5340714286,5.8325714286,9.6894285714
"LINC00694",0.1964285715,0.0217142857,0,2.7301142857
"ATP6V0A2",6.9941428572,6.7679285715,7.0225714286,5.7520857143
"TBC1D1",28.5314285715,16.8010714286,47.9402857143,40.6883714286
"SLC22A15",1.314,0.2338571429,3.166,12.0843428571
"RNU105B",0.9304285715,0,0,1.5918857143
"GUCA1B",0.2232142857,0.231,0.4794285714,0.2972571428
"MRPS36",8.535,7.4395,8.6817142857,8.2397142857
"KRT73",1.746,1.3432142858,0,0.0206571429
"KRT72",1.5317142858,1.4825714286,0,0.0146857143
"C17orf107",3.1528571429,1.6310714286,7.581,1.7831714286
"ATM",208.897714286,137.349714286,144.047428571,54.5132571428
"KRT79",0.0384285715,0,0,0
"TBC1D5",33.5094285715,25.1977142858,56.2525714286,35.4839428571
"SMPD4",8.4006428572,7.549,9.0162857143,6.7932285714
"ATR",16.6687857143,10.2856428572,18.055,11.9109714286
"HAAO",0,0.0217142857,1.1622857143,6.0082857143
"MIR611",50.2968571429,71.8532142858,55.3618571429,46.6923428572
"SMPD2",5.3217142858,5.4717142857,10.3577142857,4.7010571429
"BRIP1",0.8127857143,0.5794285714,0.311,0.7115142857
"ZSWIM8-AS1",0.2852142857,0.8373571429,0.6345714286,1.4596285714
"CBSL",0.0171428572,0,0,0.0002857143
"ITGBL1",0,0,0,0
"ZNF571",3.0455714286,2.0711428571,2.199,0.2404
"ATP5A1",165.097142857,182.2964285715,183.44,128.472
"LINC00346",0.032,0,0,2.1950571428
"TTC28",0.8645714286,0.2718571429,0.105,0.1499142857
"AAMP",38.4875714285,28.8777142857,42.8834285714,35.4861714286
"HYPK",8.1094285715,9.0478571429,7.9822857143,9.0192571429
"LRRFIP1",39.2004285714,62.7317857143,43.4812857143,101.757257143
"TTC24",0.7054285714,0.0297142857,0.8882857143,0.0805428572
"TTC26",0.3587142857,0.3642857143,0.538,0.0868285714
"DOT1L",3.1348571429,1.4967142858,2.7731428571,4.1090857143
"PATL2",18.8290714286,8.2432857143,17.4568571429,6.0388
"TTC22",6.5724285715,1.8243571429,1.1622857143,0.0191142857
"PATL1",3.6719285714,4.1459285715,4.7325714286,8.5875142857
"ZNF615",3.6695,2.4333571429,3.3045714286,2.3808
"CARS",16.1509285715,17.8346428572,12.034,14.6006857143
"PODXL2",0.8137142857,0.9008571429,1.2742857143,0.1031714286
"U2SURP",36.2167142857,40.1450714286,38.4562857143,39.9267428571
"IL6R",0.0501428572,36.4692857143,0.5497142857,36.7338
"ENO1",187.644285714,227.0665714285,166.621714286,261.371714286
"ENO2",2.3201428572,12.6465,8.3877142857,0.3027142857
"ENO3",3.5258571429,3.8481428572,3.7625714286,1.9283428571
"LOC728175",0.0715,0.045,0.069,0.0797714286
"CARF",3.1221428572,2.9717857143,4.4102857143,1.8616
"NPAT",17.1147142857,19.7014285715,12.7554285714,4.7951714286
"TAOK2",13.3895,11.1173571429,9.8911428571,6.3866857143
"TAOK3",55.7149285714,31.1048571429,45.0385714286,46.6840571429
"AGPAT4-IT1",1.3333571429,0.9578571429,0.1791428571,1.6588857143
"MCEMP1",0.0107142857,0,0.0442857143,12.8371714286
"CNOT6L",64.9361428572,57.5261428572,24.0351428571,16.9229714286
"LLGL2",53.7728571429,13.4142857143,7.2177142857,1.7541142857
"SLC22A18",3.6597142857,2.7457857143,1.5334285714,8.9802571428
"LLGL1",6.1008571429,4.3591428572,1.7554285714,2.3332571429
"ACOX2",0,0,0,0.4808571428
"ACOX3",4.0013571429,4.3322857143,6.205,4.2816
"CFI",0,0,0,0.0034
"BOLA2B",50.1168571429,60.0381428572,83.7931428571,21.0086
"NSMCE2",12.4695,17.1735714286,15.6905714286,13.3228285714
"NSMCE3",29.8452857143,48.1502142857,37.4777142857,7.0803428571
"CBX3P2",1.7656428572,3.0758571429,1.8302857143,0.9112285714
"CFD",0.3803571429,0.3289285715,0.9488571429,73.4822285714
"OBSCN",2.0158571429,7.8712142858,5.7757142857,0.5180857143
"PFDN1",20.082,27.9812857143,22.1947142857,19.3163428572
"PTK2",0.7048571429,0.9790714286,19.3851428571,5.1441142857
"PTK7",0.5068571429,0.1471428572,0,0.0527428571
"PTK6",0.0565714286,0.1002857143,0.2645714286,0.4261714286
"RABGAP1",7.5766428571,6.9707857143,11.9577142857,10.2838571428
"SRRD",3.9457857143,3.5891428572,3.775,2.9048857143
"SEL1L",20.2079285714,14.1047142858,12.2274285714,28.8416285714
"PRKAA1",30.4605714286,29.6774285714,18.375,20.2889142857
"ITGB3BP",11.3692857143,8.3614285715,13.5628571429,5.9154857143
"PFDN2",15.542,20.0767142857,19.1205714286,12.6692285714
"RCSD1",67.7547857143,67.9565714286,132.237142857,80.8376
"MCL1",132.964857143,236.3455714285,107.462571429,550.120914286
"SORBS1",0.3468571429,0.1625714286,0.2331428571,0.0461714286
"POMP",27.9759285714,19.9235714286,15.4988571429,21.1671142857
"SORBS3",0.8772857143,5.3621428572,2.0652857143,2.6876285714
"SORBS2",1.466,0.0269285715,0.0568571429,0.0177714286
"GAL3ST4",0.0160714286,0.7740714286,0.0917142857,0.0473714286
"SYNJ2BP",2.4300714286,3.5374285715,2.9154285714,3.0838857143
"IL18RAP",147.053714286,2.0487142858,0.1557142857,0.2127714286
"ATG16L1",19.078,23.5495714286,10.1411428571,7.8826571429
"ATG16L2",24.2539285714,21.9426428572,43.7174285714,109.749542857
"RFX3-AS1",2.1398571429,1.4064285714,0.7214285714,0.1830571429
"C4orf50",0.1136428572,0.1900714286,0.0294285714,0.0013142857
"ARHGDIB",405.322571429,347.758142857,321.467142857,363.211142857
"ANOS1",0,0,0,0.0593714285
"C3orf35",1.1085714286,0.964,1.8168571429,1.1148857143
"ARHGDIA",91.27,88.4967857144,72.4671428571,86.3580571428
"NANP",1.2240714286,0.7502857143,0.5275714286,1.4957428571
"NANS",5.4622857143,8.5942857143,7.0105714286,25.5488857143
"C3orf38",14.9492857142,15.6125714286,18.3398571429,11.5518
"MATN1",0.2,0.2265,1.5465714286,0.0176571429
"KCTD21-AS1",0.6443571429,1.4039285715,1.1348571429,0.4484
"MATN2",0.0267857143,1.1958571429,0.0442857143,0.2383714286
"ENDOG",4.8637142857,3.6310714286,4.7717142857,2.9717714286
"STIL",0.7571428572,0.4547857143,0.3937142857,1.0288
"TANC2",7.8010714286,4.0370714286,1.3668571429,6.3588285714
"CES1",0.7188571429,0.3633571429,0,15.9467142857
"TCEB3-AS1",1.1248571429,0.919,1.5717142857,0.7579714286
"CES2",8.8397142857,12.4302142857,10.8567142857,11.5441142857
"EBF1",0.0550714286,0.0261428572,17.871,0.0657714286
"C15orf65",0.0511428572,0,0.2737142857,0.1496571429
"HBA1",1.1505714286,0.0671428572,0.166,0.3465428571
"FFAR3",0.0095714286,0.3295,0.0442857143,0.754
"KDM8",2.4962142857,3.8745714286,1.6514285714,1.3736
"FFAR1",0.0095714286,0,0.7135714286,0.0196
"BDH2",8.4082857143,6.8326428572,4.0458571429,2.9557714286
"ENDOV",1.8665,1.6778571429,2.4697142857,3.6691714286
"MDP1",5.4190714286,4.7167857143,3.5705714286,5.2371142857
"BDH1",4.0464285715,4.6487142857,8.5232857143,1.261
"DDX23",46.8864285714,35.6792857143,39.0705714286,22.1475714286
"DDX21",18.8783571428,34.6331428572,30.0295714286,50.4358857143
"DDX20",4.3433571429,6.3064285714,7.5402857143,2.7237428571
"DDX27",18.1298571429,20.7874285715,30.5851428571,12.9355142857
"ZNF157",0.185,0.2975714286,0.1908571429,0.008
"ZNF154",2.779,0.6944285715,5.237,0.1737714286
"DDX24",74.76,110.5124285715,93.1248571429,38.7454
"HLA-DMB",4.6674285715,1.4600714286,245.639714286,165.324057143
"DDX28",13.4885714285,11.2955714286,10.3577142857,5.3795142857
"UNC13D",77.1542857143,52.6178571429,29.5682857143,34.3734285714
"TSNAX",20.409,21.0508571429,12.7252857143,19.0786857143
"ZNF90",0.6668571429,0.9010714286,1.5194285714,0.3906857143
"RPL32P3",5.2197142857,5.0892857143,7.1612857143,3.8623428571
"ZNF92",10.4014285715,13.3644285714,35.5534285714,6.0918
"ZNF93",1.3801428572,1.7037857143,2.7848571429,1.5955428572
"FLVCR2",0.5157142857,0.4977142857,0.2905714286,12.1213428571
"FKBP14",1.2458571429,0.9152142857,1.0981428571,1.2220285714
"FKBP15",8.4738571429,5.4267857143,5.116,41.0592285714
"UBE2J1",12.5435,14.4462857143,28.2081428571,42.5352
