Fri Mar  6 18:40:07 PST 2020
[1] "/u/home/b/bnadel/TimingSpace/Inputs/Mixes/GTEX2kSamples.tsv"                 
[2] "/u/home/b/bnadel/TimingSpace/Inputs/RefMats/LM22.tsv"                        
[3] "/u/home/b/bnadel/TimingSpace/Predictions/Cibersort_GTEX2kSamples.tsvLM22.tsv"
[1] "character"
                              B cells naive B cells memory    Monocytes
GTEX-1117F-0226-SM-5GZZ7       3.662275e-02   0.000000e+00 0.0075922463
GTEX-1117F-0426-SM-5EGHI       8.541618e-02   0.000000e+00 0.0699236027
GTEX-1117F-0526-SM-5EGHJ       2.566989e-01   0.000000e+00 0.0463537866
GTEX-1117F-0626-SM-5N9CS       7.220210e-02   0.000000e+00 0.0127937778
GTEX-1117F-0726-SM-5GIEN       2.180529e-01   0.000000e+00 0.0478881810
GTEX-1117F-1326-SM-5EGHH       1.098815e-01   0.000000e+00 0.0410838276
GTEX-1117F-2426-SM-5EGGH       1.035319e-01   0.000000e+00 0.0182309642
GTEX-1117F-2526-SM-5GZY6       0.000000e+00   0.000000e+00 0.0124576189
GTEX-1117F-2826-SM-5GZXL       8.373499e-02   0.000000e+00 0.1033935063
GTEX-1117F-2926-SM-5GZYI       5.311237e-03   0.000000e+00 0.0000000000
GTEX-1117F-3026-SM-5GZYU       1.044186e-01   0.000000e+00 0.0052443946
GTEX-1117F-3226-SM-5N9CT       3.085851e-02   7.732950e-03 0.0325840629
GTEX-111CU-0126-SM-5GZWZ       1.452813e-02   0.000000e+00 0.1782305078
GTEX-111CU-0226-SM-5GZXC       4.853615e-02   0.000000e+00 0.1618363490
GTEX-111CU-0326-SM-5GZXO       2.992773e-02   0.000000e+00 0.2748215805
GTEX-111CU-0426-SM-5GZY1       1.543281e-01   2.222079e-01 0.1108487270
GTEX-111CU-0526-SM-5EGHK       1.078449e-01   0.000000e+00 0.0938304556
GTEX-111CU-0626-SM-5EGHL       5.473141e-02   0.000000e+00 0.1142922692
GTEX-111CU-0726-SM-5GZYD       1.525573e-02   4.360786e-02 0.0278581964
GTEX-111CU-0826-SM-5EGIJ       0.000000e+00   5.662375e-03 0.0780349130
GTEX-111CU-0926-SM-5EGIK       1.882309e-01   0.000000e+00 0.0092730332
GTEX-111CU-1026-SM-5EGIL       6.794461e-02   0.000000e+00 0.1492208062
GTEX-111CU-1126-SM-5EGIM       3.333916e-02   0.000000e+00 0.0000000000
GTEX-111CU-1226-SM-5EGIN       0.000000e+00   6.255358e-03 0.0987817207
GTEX-111CU-1326-SM-5NQ8L       7.696555e-02   0.000000e+00 0.2749438265
GTEX-111CU-1426-SM-5GZYP       2.625813e-02   0.000000e+00 0.0111793020
GTEX-111CU-1526-SM-5N9FS       3.684199e-02   0.000000e+00 0.0893097675
GTEX-111CU-1726-SM-5EGHM       3.058720e-01   0.000000e+00 0.0240613610
GTEX-111CU-1826-SM-5GZYN       2.987800e-02   0.000000e+00 0.1622300044
GTEX-111CU-2026-SM-5GZZC       4.579493e-02   0.000000e+00 0.1044226061
GTEX-111CU-2226-SM-5N9G5       7.182047e-02   0.000000e+00 0.1207462323
GTEX-111FC-0126-SM-5N9DL       1.094274e-03   1.895270e-03 0.0239099315
GTEX-111FC-0226-SM-5N9B8       2.910829e-03   6.464742e-03 0.0309921315
GTEX-111FC-0326-SM-5GZZ1       5.249510e-02   0.000000e+00 0.0283112002
GTEX-111FC-0426-SM-5N9CV       7.549480e-03   0.000000e+00 0.0444814228
GTEX-111FC-0526-SM-5GZZ8       0.000000e+00   2.173409e-02 0.0521712494
GTEX-111FC-0626-SM-5N9CU       0.000000e+00   2.568642e-03 0.1031788048
GTEX-111FC-0826-SM-5GZWO       2.830423e-02   0.000000e+00 0.0311917712
GTEX-111FC-1026-SM-5GZX1       2.165745e-02   2.262962e-03 0.0771160460
GTEX-111FC-1126-SM-5GZWU       1.947446e-02   1.978830e-02 0.0490795776
GTEX-111FC-1326-SM-5N9D9       0.000000e+00   4.528481e-01 0.0319964650
GTEX-111FC-1926-SM-5GZYC       3.342332e-01   0.000000e+00 0.0164623673
GTEX-111FC-2026-SM-5GZYO       6.169659e-02   0.000000e+00 0.0311020347
GTEX-111FC-2526-SM-5GZXU       3.483786e-02   0.000000e+00 0.0000000000
GTEX-111FC-2926-SM-5GZY7       9.371616e-02   0.000000e+00 0.0279208517
GTEX-111FC-3126-SM-5GZZ2       7.248240e-03   1.232256e-01 0.2186130898
GTEX-111FC-3326-SM-5GZYV       2.201899e-01   0.000000e+00 0.0847093756
GTEX-111VG-0008-SM-5Q5BG       0.000000e+00   5.423357e-02 0.0000000000
GTEX-111VG-0326-SM-5GZX7       4.872458e-02   0.000000e+00 0.0277616072
GTEX-111VG-0526-SM-5N9BW       1.806055e-01   0.000000e+00 0.0266684209
GTEX-111VG-0726-SM-5GIDC       0.000000e+00   1.386356e-02 0.0117892888
GTEX-111VG-1626-SM-5EGIO       0.000000e+00   1.392347e-02 0.0296295860
GTEX-111VG-1926-SM-5GIDO       2.164951e-01   0.000000e+00 0.0799809003
GTEX-111VG-2226-SM-5N9DU       1.023974e-02   1.208087e-03 0.0000000000
GTEX-111VG-2326-SM-5N9BK       7.154510e-03   4.708020e-03 0.0000000000
GTEX-111VG-2426-SM-5GZXD       8.040625e-04   3.598301e-03 0.0062570642
GTEX-111VG-2526-SM-5GZXP       0.000000e+00   5.909612e-02 0.0498120457
GTEX-111VG-2626-SM-5GZY2       6.489849e-02   0.000000e+00 0.0266415952
GTEX-111YS-0006-SM-5NQBE       1.840617e-02   0.000000e+00 0.1053702139
GTEX-111YS-0008-SM-5Q5BH       1.460652e-02   0.000000e+00 0.0041971925
