Fri Mar  6 17:50:46 PST 2020
[1] "/u/home/b/bnadel/TimingSpace/Inputs/Mixes/GTEX500Samples.tsv"                 
[2] "/u/home/b/bnadel/TimingSpace/Inputs/RefMats/LM22.tsv"                         
[3] "/u/home/b/bnadel/TimingSpace/Predictions/Cibersort_GTEX500Samples.tsvLM22.tsv"
[1] "character"
                              B cells naive B cells memory   Monocytes
GTEX-1117F-0226-SM-5GZZ7       0.0373538701   0.0000000000 0.007564899
GTEX-1117F-0426-SM-5EGHI       0.0347528757   0.0000000000 0.044717273
GTEX-1117F-0526-SM-5EGHJ       0.2569234512   0.0000000000 0.047139153
GTEX-1117F-0626-SM-5N9CS       0.0728047103   0.0000000000 0.012893505
GTEX-1117F-0726-SM-5GIEN       0.2207711716   0.0000000000 0.047250512
GTEX-1117F-1326-SM-5EGHH       0.1144737241   0.0000000000 0.038199407
GTEX-1117F-2426-SM-5EGGH       0.1072161243   0.0000000000 0.019307002
GTEX-1117F-2526-SM-5GZY6       0.0000000000   0.0000000000 0.012768732
GTEX-1117F-2826-SM-5GZXL       0.0910497021   0.0000000000 0.104112455
GTEX-1117F-2926-SM-5GZYI       0.0055116161   0.0000000000 0.000000000
GTEX-1117F-3026-SM-5GZYU       0.1099034480   0.0000000000 0.024155486
GTEX-1117F-3226-SM-5N9CT       0.0326222692   0.0067618477 0.032233215
GTEX-111CU-0126-SM-5GZWZ       0.0153009024   0.0000000000 0.177919571
GTEX-111CU-0226-SM-5GZXC       0.0480043213   0.0000000000 0.163409339
GTEX-111CU-0326-SM-5GZXO       0.0300563350   0.0000000000 0.268673154
GTEX-111CU-0426-SM-5GZY1       0.1536043373   0.2236263743 0.107792808
GTEX-111CU-0526-SM-5EGHK       0.1092253932   0.0000000000 0.094209482
GTEX-111CU-0626-SM-5EGHL       0.0543170816   0.0000000000 0.116654336
GTEX-111CU-0726-SM-5GZYD       0.0121595622   0.0466704707 0.027441901
GTEX-111CU-0826-SM-5EGIJ       0.0000000000   0.0062852091 0.079930736
GTEX-111CU-0926-SM-5EGIK       0.1955589519   0.0000000000 0.009194733
GTEX-111CU-1026-SM-5EGIL       0.0667206235   0.0000000000 0.144474893
GTEX-111CU-1126-SM-5EGIM       0.0337902073   0.0000000000 0.000000000
GTEX-111CU-1226-SM-5EGIN       0.0000000000   0.0065806998 0.099074654
GTEX-111CU-1326-SM-5NQ8L       0.0766505012   0.0000000000 0.274953337
GTEX-111CU-1426-SM-5GZYP       0.0420252080   0.0000000000 0.010392406
GTEX-111CU-1526-SM-5N9FS       0.0465065449   0.0000000000 0.086128610
GTEX-111CU-1726-SM-5EGHM       0.3136265278   0.0000000000 0.023549635
GTEX-111CU-1826-SM-5GZYN       0.0307444223   0.0000000000 0.167979148
GTEX-111CU-2026-SM-5GZZC       0.0471434621   0.0000000000 0.103671339
GTEX-111CU-2226-SM-5N9G5       0.0710656401   0.0000000000 0.121452105
GTEX-111FC-0126-SM-5N9DL       0.0008523947   0.0018661378 0.022607425
GTEX-111FC-0226-SM-5N9B8       0.0031793470   0.0063111029 0.028566744
GTEX-111FC-0326-SM-5GZZ1       0.0522870621   0.0000000000 0.028579013
GTEX-111FC-0426-SM-5N9CV       0.0000000000   0.0103877860 0.044611692
GTEX-111FC-0526-SM-5GZZ8       0.0000000000   0.0189149896 0.049785406
GTEX-111FC-0626-SM-5N9CU       0.0000000000   0.0025336421 0.102894332
