Thu Mar 12 18:03:37 PDT 2020
[1] "/u/home/b/bnadel/TimingSpace/Inputs/Mixes/GTEX200Samples.tsv"                 
[2] "/u/home/b/bnadel/TimingSpace/Inputs/RefMats/LM22.tsv"                         
[3] "/u/home/b/bnadel/TimingSpace/Predictions/Cibersort_GTEX200Samples.tsvLM22.tsv"
[1] "character"
                         B cells naive B cells memory    Monocytes
GTEX-1117F-0226-SM-5GZZ7  3.640827e-02    0.000000000 0.0074625023
GTEX-1117F-0426-SM-5EGHI  8.719229e-02    0.000000000 0.0633908335
GTEX-1117F-0526-SM-5EGHJ  2.540456e-01    0.000000000 0.0475702285
GTEX-1117F-0626-SM-5N9CS  7.132873e-02    0.000000000 0.0126522536
GTEX-1117F-0726-SM-5GIEN  1.158974e-01    0.024613005 0.0221310567
GTEX-1117F-1326-SM-5EGHH  1.407191e-01    0.000000000 0.0395984253
GTEX-1117F-2426-SM-5EGGH  1.075668e-01    0.000000000 0.0189850211
GTEX-1117F-2526-SM-5GZY6  0.000000e+00    0.000000000 0.0125560432
GTEX-1117F-2826-SM-5GZXL  9.051677e-02    0.000000000 0.1014886965
GTEX-1117F-2926-SM-5GZYI  7.684282e-03    0.000000000 0.0003348762
GTEX-1117F-3026-SM-5GZYU  9.017206e-02    0.000000000 0.0148635243
GTEX-1117F-3226-SM-5N9CT  2.897103e-02    0.009811553 0.0298383630
GTEX-111CU-0126-SM-5GZWZ  1.565700e-02    0.000000000 0.1761967816
GTEX-111CU-0226-SM-5GZXC  4.814240e-02    0.000000000 0.1611427855
GTEX-111CU-0326-SM-5GZXO  3.029273e-02    0.000000000 0.2683459398
GTEX-111CU-0426-SM-5GZY1  1.552843e-01    0.218552299 0.1073308955
GTEX-111CU-0526-SM-5EGHK  1.123496e-01    0.000000000 0.0945730500
GTEX-111CU-0626-SM-5EGHL  5.457376e-02    0.000000000 0.1134389151
GTEX-111CU-0726-SM-5GZYD  1.477677e-02    0.042457613 0.0286216612
GTEX-111CU-0826-SM-5EGIJ  0.000000e+00    0.005889910 0.0822447409
GTEX-111CU-0926-SM-5EGIK  1.903644e-01    0.000000000 0.0093939426
GTEX-111CU-1026-SM-5EGIL  6.721650e-02    0.000000000 0.1484159867
GTEX-111CU-1126-SM-5EGIM  3.314919e-02    0.000000000 0.0000000000
GTEX-111CU-1226-SM-5EGIN  0.000000e+00    0.006571310 0.0982629381
GTEX-111CU-1326-SM-5NQ8L  7.569490e-02    0.000000000 0.2727559608
GTEX-111CU-1426-SM-5GZYP  4.537801e-02    0.000000000 0.0114380809
GTEX-111CU-1526-SM-5N9FS  3.745077e-02    0.000000000 0.0894980207
GTEX-111CU-1726-SM-5EGHM  2.988010e-01    0.000000000 0.0251988114
GTEX-111CU-1826-SM-5GZYN  3.029843e-02    0.000000000 0.1639344927
GTEX-111CU-2026-SM-5GZZC  5.508530e-02    0.000000000 0.1105333614
GTEX-111CU-2226-SM-5N9G5  7.143407e-02    0.000000000 0.1199604394
GTEX-111FC-0126-SM-5N9DL  9.343818e-05    0.002952791 0.0247833775
GTEX-111FC-0226-SM-5N9B8  3.256115e-03    0.006260650 0.0309516157
