Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
SERPINA12	0	0	0	0.045700171	0	0	0	0
HNF4G	0	0	0	0.022126671	0	0.023468174	0	0
SOHLH2	0	0	0	0	0	0.045338053	0	0
ATP4A	0	0	0	0	0	0	0	0.04532127
LHX5	0	0	0	0.045131976	0	0	0	0
ZP2	0.044587364	0	0	0	0	0	0	0
PCDH19	0.009955712	0	0.009241538	0.009217546	0.006332798	0.009778618	0	0
CADPS	0.018485957	0	0	0.025902891	0	0	0	0
PACRG-AS1	0	0	0.044347687	0	0	0	0	0
MIP	0	0	0	0	0	0	0	0.044339288
APLNR	0	0.044297326	0	0	0	0	0	0
TRH	0	0	0	0	0	0	0	0.044243417
DIRAS2	0	0	0.044195127	0	0	0	0	0
C5orf47	0	0	0.044034696	0	0	0	0	0
CD164L2	0	0	0	0	0.044008369	0	0	0
LRRC31	0.043941753	0	0	0	0	0	0	0
FBXO47	0.043839308	0	0	0	0	0	0	0
MAGEB3	0.043818912	0	0	0	0	0	0	0
ASXL3	0	0	0	0.023268203	0.007999362	0.012341795	0	0
OCSTAMP	0	0	0	0	0	0	0	0.043398959
RBMY1B	0	0	0	0	0.011287645	0.01699256	0	0.015066446
HOXC8	0	0	0	0	0	0.043319663	0	0
BPIFB4	0	0	0.043271087	0	0	0	0	0
C10orf90	0	0	0	0	0.043149249	0	0	0
CCDC27	0	0	0	0.043121459	0	0	0	0
MASP1	0	0.043118494	0	0	0	0	0	0
PRR30	0	0	0	0	0	0	0	0.04294357
PCDH18	0	0	0	0.016586945	0	0	0	0.026335855
TCP10L2	0	0	0	0.042909108	0	0	0	0
CRHR1	0	0	0	0.042748169	0	0	0	0
LRP4	0	0	0	0.011133083	0	0	0	0.031252863
S100A7A	0	0	0.042352024	0	0	0	0	0
IRX4	0	0	0.042265905	0	0	0	0	0
SLITRK2	0.025474222	0	0	0	0.016273572	0	0	0
KRT71	0	0	0	0.041586593	0	0	0	0
UROC1	0	0	0	0	0	0	0.04150589	0
KIF4B	0.022898848	0.018562132	0	0	0	0	0	0
SIM1	0	0	0.019780344	0	0	0	0	0.021332283
BCHE	0.041100416	0	0	0	0	0	0	0
SFRP1	0.021888306	0	0	0	0	0	0	0.019048709
RGSL1	0	0	0	0	0	0	0	0.040925271
CAMK1G	0.040673949	0	0	0	0	0	0	0
BTNL3	0	0	0	0	0.040487884	0	0	0
IRX3	0	0	0	0.040439343	0	0	0	0
KCNT2	0	0	0.028556933	0	0.011814844	0	0	0
KRT85	0.040325242	0	0	0	0	0	0	0
RBPJL	0.04032385	0	0	0	0	0	0	0
NXF2	0	0	0.040296401	0	0	0	0	0
CT45A1	0	0	0.012807734	0	0.009041749	0	0.018180666	0
CT45A3	0	0	0.012807734	0	0.009041749	0	0.018180666	0
CT45A6	0	0	0.012807734	0	0.009041749	0	0.018180666	0
SOX21	0.039999366	0	0	0	0	0	0	0
FAM155A	0	0	0.023583344	0	0.01623375	0	0	0
RBM46	0.039796331	0	0	0	0	0	0	0
ASCL1	0	0	0	0	0	0.039762407	0	0
CNTNAP4	0	0	0	0.039611891	0	0	0	0
RHOV	0	0	0	0	0.039234312	0	0	0
HTR2C	0.020905694	0	0	0	0	0	0	0.018193431
DLX1	0	0.039085545	0	0	0	0	0	0
ERICH6B	0	0	0.038536176	0	0	0	0	0
SLC18A3	0	0	0	0.038457824	0	0	0	0
HOXD3	0	0	0	0	0	0	0	0.038212371
ZSWIM2	0	0	0.038115768	0	0	0	0	0
LINC00552	0	0	0	0	0	0.03808962	0	0
MYADML2	0	0	0	0.037905689	0	0	0	0
ANKRD33	0	0	0	0	0	0	0.037879523	0
CLEC14A	0	0.037675968	0	0	0	0	0	0
PCDHA3	0	0	0	0.037562438	0	0	0	0
KRT78	0	0	0	0	0.037390596	0	0	0
GRM1	0	0	0.013070273	0	0	0.024281975	0	0
DCAF8L1	0	0	0	0	0	0	0.03735099	0
SPINK5	0	0	0	0.037305145	0	0	0	0
NHLH2	0	0	0	0.037161161	0	0	0	0
SLC22A2	0	0	0.03709577	0	0	0	0	0
B3GALT5	0	0	0.037048544	0	0	0	0	0
PCDHB13	0	0	0	0	0	0	0.03703637	0
DMRTA1	0	0.036871051	0	0	0	0	0	0
HOXD10	0	0	0	0	0.036813882	0	0	0
FCAMR	0	0	0	0	0.036745902	0	0	0
CDSN	0	0	0.036476039	0	0	0	0	0
LBP	0	0	0	0	0.036365236	0	0	0
PCDHA1	0	0	0.036188977	0	0	0	0	0
KRT4	0	0	0.036084222	0	0	0	0	0
IGF2	0	0	0.021253276	0	0.01461907	0	0	0
AGT	0	0	0	0	0	0	0	0.035008945
ABCG8	0	0	0	0.034737951	0	0	0	0
OR9Q1	0	0.034711121	0	0	0	0	0	0
CYP4Z1	0	0	0	0	0.034594448	0	0	0
PRR18	0	0	0.034258365	0	0	0	0	0
VAT1L	0	0	0	0	0	0	0.034149997	0
TSKU	0	0	0	0.034093307	0	0	0	0
GPR78	0	0	0	0	0.033964364	0	0	0
IL1A	0.033950835	0	0	0	0	0	0	0
DACT2	0.0337923	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0.014130955	0	0	0.019268492
HOXD1	0	0	0	0	0.033391438	0	0	0
CDH6	0	0	0	0	0	0	0	0.033340622
SERPINB13	0	0	0	0	0	0.033252821	0	0
OMD	0	0.033187603	0	0	0	0	0	0
TSPAN12	0	0	0	0	0.0331162	0	0	0
WIF1	0	0	0	0	0.032698775	0	0	0
FAM43B	0	0.03264186	0	0	0	0	0	0
VSX2	0	0	0	0	0	0.032596172	0	0
LAD1	0	0	0.032559835	0	0	0	0	0
UNC5C	0	0	0	0	0.032414601	0	0	0
NPNT	0	0	0	0	0	0.032390561	0	0
PCDH8	0	0	0	0	0	0	0.032068692	0
C2CD4C	0.031707942	0	0	0	0	0	0	0
FGF12	0	0	0	0.031653119	0	0	0	0
LRRC4C	0	0	0	0	0	0	0.031623937	0
CSRNP3	0	0	0.031480109	0	0	0	0	0
LHX9	0	0	0	0	0.031474304	0	0	0
SHROOM2	0	0	0	0	0.013273248	0	0	0.018105087
PCSK9	0	0	0.03122129	0	0	0	0	0
ERBB4	0	0.030805409	0	0	0	0	0	0
C2orf72	0	0	0	0.03080256	0	0	0	0
AQP12B	0	0	0	0	0	0.016161246	0	0.014334729
TNN	0	0	0.017995348	0	0.012365351	0	0	0
FAM19A4	0	0	0	0	0.03032288	0	0	0
PCDHB10	0.03028878	0	0	0	0	0	0	0
PHYHIP	0	0	0	0	0	0.030190146	0	0
LRCH2	0	0	0	0	0.012721175	0	0	0.017356389
CYP26C1	0	0	0	0	0	0	0	0.029710197
CNGA2	0	0	0	0	0	0.029505947	0	0
GCNT3	0	0	0	0	0.029267005	0	0	0
GUCY1A2	0	0	0	0	0	0	0	0.029264
GPR37	0	0	0	0	0	0	0	0.029243174
CSMD2	0	0	0	0	0	0	0.029187693	0
CNPY1	0	0	0	0	0.029081562	0	0	0
PRTG	0	0.006720351	0	0	0.015207094	0	0	0.00693319
ADGRF4	0	0	0	0	0.028690056	0	0	0
CEACAM7	0	0	0	0	0.028322467	0	0	0
HTR4	0	0.028071651	0	0	0	0	0	0
TGM7	0	0	0	0	0.028016615	0	0	0
CNTN2	0	0	0	0	0.016631853	0	0	0.011366886
IRX6	0	0	0	0	0.027963889	0	0	0
SLC5A8	0	0	0.027900046	0	0	0	0	0
KCNS3	0	0	0	0	0.027794766	0	0	0
SLC6A15	0	0	0	0	0	0	0	0.027755773
LYPD6	0	0	0	0	0	0.027743723	0	0
UBQLN3	0	0	0	0	0.027589175	0	0	0
TDRD5	0	0	0	0	0	0.027479734	0	0
HS3ST4	0	0	0	0	0	0	0	0.027359955
POU4F2	0	0.027269486	0	0	0	0	0	0
HCN1	0	0	0	0	0.011508163	0	0	0.015707643
LRFN5	0.026322405	0	0	0	0	0	0	0
ADGRL2	0	0.026226374	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0.02611005	0	0
KIRREL	0	0	0	0	0	0	0	0.025959932
LHX6	0	0.025567608	0	0	0	0	0	0
EDNRA	0	0	0	0	0	0	0	0.025530839
PIWIL1	0	0	0	0	0	0	0	0.025200641
SCARA3	0	0	0.025123179	0	0	0	0	0
FOXF1	0	0	0	0	0.025084153	0	0	0
LINC00284	0	0	0	0	0.025063182	0	0	0
PDX1	0	0	0	0	0.024958325	0	0	0
LRIG3	0	0	0	0.02484645	0	0	0	0
FOXG1	0	0	0	0	0.024844042	0	0	0
TMPRSS15	0.024841938	0	0	0	0	0	0	0
SORCS1	0	0	0.024774074	0	0	0	0	0
RFX6	0	0	0	0	0	0	0	0.024565378
SALL3	0	0	0	0	0	0	0	0.024528612
PLPPR5	0.024485134	0	0	0	0	0	0	0
TMEM215	0	0	0	0	0	0	0.023585635	0
SOX1	0	0	0	0	0	0.023367412	0	0
KCNA4	0	0.02292475	0	0	0	0	0	0
STXBP5L	0	0	0	0.009533469	0.013101087	0	0	0
DSPP	0.022543884	0	0	0	0	0	0	0
KCNC2	0	0	0	0	0.022044831	0	0	0
PTPN5	0	0	0	0	0.021931374	0	0	0
CCER1	0	0	0	0	0.021473655	0	0	0
PRRX1	0	0	0	0	0	0	0	0.021310061
ZNF804B	0.02123609	0	0	0	0	0	0	0
FIGN	0	0	0	0	0	0.021090755	0	0
PCDH10	0	0.020974703	0	0	0	0	0	0
FER1L6	0	0	0	0	0	0	0.020906516	0
GABRR1	0	0	0	0	0.020380904	0	0	0
NR2F1	0	0	0	0	0.019845426	0	0	0
ITIH6	0.019550154	0	0	0	0	0	0	0
PABPC4L	0	0	0	0	0	0.019302728	0	0
ADAMTS12	0	0	0.019218951	0	0	0	0	0
ZNF423	0	0	0	0.018681918	0	0	0	0
SPATA31A6	0.018482017	0	0	0	0	0	0	0
BPESC1	0	0	0	0	0.018149924	0	0	0
RTL9	0.017854484	0	0	0	0	0	0	0
RIMS4	0	0	0	0.017489309	0	0	0	0
NXF4	0	0	0	0	0.017382818	0	0	0
KCNB1	0	0	0	0	0.016696517	0	0	0
PTPRQ	0	0	0	0	0	0	0.01666271	0
COL3A1	0	0	0	0.016325839	0	0	0	0
SLITRK1	0	0	0	0	0	0	0	0.01627938
EYA4	0	0	0	0.016090635	0	0	0	0
GRM5	0	0	0	0	0	0	0.016004302	0
PKP1	0	0.01590678	0	0	0	0	0	0
CACNA1S	0	0	0	0	0	0.015368228	0	0
TOPAZ1	0	0.015314613	0	0	0	0	0	0
CYP26B1	0	0	0	0	0.014480753	0	0	0
ROS1	0.014371245	0	0	0	0	0	0	0
MYH8	0	0	0	0	0	0	0	0.013918201
POTEG	0	0	0	0	0	0	0	0.013495623
OPCML	0	0	0	0	0	0	0	0.013332862
HAPLN1	0	0	0	0	0.013275958	0	0	0
GRIN2A	0.006584072	0	0	0	0	0.006467884	0	0
DSCAM	0	0	0.012913415	0	0	0	0	0
COL11A1	0	0.012830056	0	0	0	0	0	0
CNTN3	0	0	0	0	0.012393627	0	0	0
NR2F2	0	0	0	0	0.012114401	0	0	0
ONECUT2	0	0	0.005470138	0	0	0.005788647	0	0
HS6ST3	0	0.010378168	0	0	0	0	0	0
COL6A5	0	0	0.010011965	0	0	0	0	0
KAAG1	0	0	0	0.009740729	0	0	0	0
TEX15	0	0	0.008772955	0	0	0	0	0
FAXC	0	0	0	0	0	0	0	0.008524594
TENM3	0	0	0.00819663	0	0	0	0	0
EPHA5	0	0	0	0	0.008112457	0	0	0
UGT1A10	0.000723136	0.00037796	0.000886159	0.000544261	0.000373574	0.000662492	0.001156188	0.000623072
SPATA31A5	0.002316347	0	0	0	0	0	0	0
SPATA31A3	0.001112968	0	0	0	0	0	0	0
HIST1H4J	0.000279838	0	0.000233257	0.000105639	0	0	0	0.000128202
CGB8	0	6.75E-07	0	0	0	0	4.41E-06	0
AADAC	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0
ACADL	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0
ACTBL2	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0
ACTRT1	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0
ADAM18	0	0	0	0	0	0	0	0
ADAM2	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0
ADAMTS15	0	0	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0
ADCY8	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0
ADGRA1	0	0	0	0	0	0	0	0
ADGRG7	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0
ADIG	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0
AFM	0	0	0	0	0	0	0	0
AFP	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0
AGXT	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0
AKAIN1	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0
ALX1	0	0	0	0	0	0	0	0
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER2	0	0	0	0	0	0	0	0
AMTN	0	0	0	0	0	0	0	0
ANO1	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	0	0	0	0
ANXA13	0	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOC1P1	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0
APOL5	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0
AQP5	0	0	0	0	0	0	0	0
ARHGAP36	0	0	0	0	0	0	0	0
ARHGEF38	0	0	0	0	0	0	0	0
ARSH	0	0	0	0	0	0	0	0
ART1	0	0	0	0	0	0	0	0
ART4	0	0	0	0	0	0	0	0
ART5	0	0	0	0	0	0	0	0
ASB10	0	0	0	0	0	0	0	0
ASB15	0	0	0	0	0	0	0	0
ASB17	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0
ASB4	0	0	0	0	0	0	0	0
ASB5	0	0	0	0	0	0	0	0
ASIC2	0	0	0	0	0	0	0	0
ASIC5	0	0	0	0	0	0	0	0
ASPA	0	0	0	0	0	0	0	0
ASTN1	0	0	0	0	0	0	0	0
ASZ1	0	0	0	0	0	0	0	0
ATOH1	0	0	0	0	0	0	0	0
ATP12A	0	0	0	0	0	0	0	0
ATP6V0A4	0	0	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0	0	0
B4GALNT1	0	0	0	0	0	0	0	0
B4GALNT2	0	0	0	0	0	0	0	0
BANF2	0	0	0	0	0	0	0	0
BARHL2	0	0	0	0	0	0	0	0
BARX1	0	0	0	0	0	0	0	0
BBOX1	0	0	0	0	0	0	0	0
BCAR4	0	0	0	0	0	0	0	0
BCO1	0	0	0	0	0	0	0	0
BHLHE22	0	0	0	0	0	0	0	0
BHLHE23	0	0	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0	0	0
BLID	0	0	0	0	0	0	0	0
BMP10	0	0	0	0	0	0	0	0
BMP15	0	0	0	0	0	0	0	0
BMP5	0	0	0	0	0	0	0	0
BNC1	0	0	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0	0	0
BPY2	0	0	0	0	0	0	0	0
BRINP1	0	0	0	0	0	0	0	0
BRINP2	0	0	0	0	0	0	0	0
BRINP3	0	0	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0	0	0
BSX	0	0	0	0	0	0	0	0
BTBD16	0	0	0	0	0	0	0	0
C10orf113	0	0	0	0	0	0	0	0
C10orf120	0	0	0	0	0	0	0	0
C10orf53	0	0	0	0	0	0	0	0
C10orf62	0	0	0	0	0	0	0	0
C10orf99	0	0	0	0	0	0	0	0
C14orf177	0	0	0	0	0	0	0	0
C14orf180	0	0	0	0	0	0	0	0
C14orf39	0	0	0	0	0	0	0	0
C16orf78	0	0	0	0	0	0	0	0
C16orf92	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	0	0
C1orf168	0	0	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0	0	0
C1orf64	0	0	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0
C1QL2	0	0	0	0	0	0	0	0
C1QL4	0	0	0	0	0	0	0	0
C1QTNF8	0	0	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0	0	0
C20orf85	0	0	0	0	0	0	0	0
C22orf31	0	0	0	0	0	0	0	0
C2orf70	0	0	0	0	0	0	0	0
C2orf71	0	0	0	0	0	0	0	0
C2orf73	0	0	0	0	0	0	0	0
C2orf78	0	0	0	0	0	0	0	0
C2orf80	0	0	0	0	0	0	0	0
C3orf22	0	0	0	0	0	0	0	0
C3orf36	0	0	0	0	0	0	0	0
C3orf84	0	0	0	0	0	0	0	0
C4orf51	0	0	0	0	0	0	0	0
C5orf38	0	0	0	0	0	0	0	0
C5orf46	0	0	0	0	0	0	0	0
C5orf49	0	0	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0
C6orf118	0	0	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0	0	0
C7orf33	0	0	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0
C8orf22	0	0	0	0	0	0	0	0
C8orf4	0	0	0	0	0	0	0	0
C8orf74	0	0	0	0	0	0	0	0
C9orf135	0	0	0	0	0	0	0	0
C9orf50	0	0	0	0	0	0	0	0
CABP2	0	0	0	0	0	0	0	0
CABS1	0	0	0	0	0	0	0	0
CACNA2D1	0	0	0	0	0	0	0	0
CACNG5	0	0	0	0	0	0	0	0
CACNG7	0	0	0	0	0	0	0	0
CALB2	0	0	0	0	0	0	0	0
CALML3	0	0	0	0	0	0	0	0
CALML5	0	0	0	0	0	0	0	0
CAPZA3	0	0	0	0	0	0	0	0
CARD18	0	0	0	0	0	0	0	0
CARTPT	0	0	0	0	0	0	0	0
CASC10	0	0	0	0	0	0	0	0
CASP14	0	0	0	0	0	0	0	0
CAV3	0	0	0	0	0	0	0	0
CBLN1	0	0	0	0	0	0	0	0
CBLN2	0	0	0	0	0	0	0	0
CBLN4	0	0	0	0	0	0	0	0
CCDC105	0	0	0	0	0	0	0	0
CCDC166	0	0	0	0	0	0	0	0
CCDC177	0	0	0	0	0	0	0	0
CCDC178	0	0	0	0	0	0	0	0
CCDC185	0	0	0	0	0	0	0	0
CCDC60	0	0	0	0	0	0	0	0
CCDC70	0	0	0	0	0	0	0	0
CCDC87	0	0	0	0	0	0	0	0
CCK	0	0	0	0	0	0	0	0
CCKAR	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0
CCL21	0	0	0	0	0	0	0	0
CCL26	0	0	0	0	0	0	0	0
CCL7	0	0	0	0	0	0	0	0
CDH10	0	0	0	0	0	0	0	0
CDH18	0	0	0	0	0	0	0	0
CDH8	0	0	0	0	0	0	0	0
CDK5R2	0	0	0	0	0	0	0	0
CDR1	0	0	0	0	0	0	0	0
CDX1	0	0	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0
CDY1	0	0	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0
CEACAM20	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0
CER1	0	0	0	0	0	0	0	0
CES5A	0	0	0	0	0	0	0	0
CETN1	0	0	0	0	0	0	0	0
CFAP221	0	0	0	0	0	0	0	0
CFAP47	0	0	0	0	0	0	0	0
CFHR1	0	0	0	0	0	0	0	0
CFHR2	0	0	0	0	0	0	0	0
CFHR4	0	0	0	0	0	0	0	0
CFHR5	0	0	0	0	0	0	0	0
CFTR	0	0	0	0	0	0	0	0
CGA	0	0	0	0	0	0	0	0
CGB1	0	0	0	0	0	0	0	0
CHAT	0	0	0	0	0	0	0	0
CHRM1	0	0	0	0	0	0	0	0
CHRNA1	0	0	0	0	0	0	0	0
CHRNA4	0	0	0	0	0	0	0	0
CIB4	0	0	0	0	0	0	0	0
CIDEA	0	0	0	0	0	0	0	0
CLCA2	0	0	0	0	0	0	0	0
CLDN1	0	0	0	0	0	0	0	0
CLDN14	0	0	0	0	0	0	0	0
CLDN16	0	0	0	0	0	0	0	0
CLDN17	0	0	0	0	0	0	0	0
CLDN22	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0	0	0
CLEC3A	0	0	0	0	0	0	0	0
CLPS	0	0	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0	0	0
CLRN2	0	0	0	0	0	0	0	0
CLVS2	0	0	0	0	0	0	0	0
CNBD1	0	0	0	0	0	0	0	0
CNGA3	0	0	0	0	0	0	0	0
CNTFR	0	0	0	0	0	0	0	0
CNTN1	0	0	0	0	0	0	0	0
CNTN5	0	0	0	0	0	0	0	0
COL18A1-AS1	0	0	0	0	0	0	0	0
COL22A1	0	0	0	0	0	0	0	0
COL2A1	0	0	0	0	0	0	0	0
COLEC10	0	0	0	0	0	0	0	0
CPA2	0	0	0	0	0	0	0	0
CPB1	0	0	0	0	0	0	0	0
CPN1	0	0	0	0	0	0	0	0
CPS1-IT1	0	0	0	0	0	0	0	0
CPXCR1	0	0	0	0	0	0	0	0
CPZ	0	0	0	0	0	0	0	0
CRABP1	0	0	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0	0	0
CRH	0	0	0	0	0	0	0	0
CRISP1	0	0	0	0	0	0	0	0
CRP	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0	0	0
CSAG1	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	0	0	0	0
CSN3	0	0	0	0	0	0	0	0
CST11	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	0
CST4	0	0	0	0	0	0	0	0
CST8	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0
CT62	0	0	0	0	0	0	0	0
CT83	0	0	0	0	0	0	0	0
CTAGE15	0	0	0	0	0	0	0	0
CTRB1	0	0	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0	0	0
CTSL3P	0	0	0	0	0	0	0	0
CTXN3	0	0	0	0	0	0	0	0
CWH43	0	0	0	0	0	0	0	0
CXorf66	0	0	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0	0	0
CYMP	0	0	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0
CYP2A13	0	0	0	0	0	0	0	0
CYP2C19	0	0	0	0	0	0	0	0
CYP2C9	0	0	0	0	0	0	0	0
CYP39A1	0	0	0	0	0	0	0	0
CYP4F8	0	0	0	0	0	0	0	0
DAZ2	0	0	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0	0	0
DBX2	0	0	0	0	0	0	0	0
DCAF12L1	0	0	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0	0	0
DCAF4L2	0	0	0	0	0	0	0	0
DCLK1	0	0	0	0	0	0	0	0
DDX53	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	0	0
DEFA6	0	0	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0	0	0
DEFB125	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0
DHRS7C	0	0	0	0	0	0	0	0
DIO3	0	0	0	0	0	0	0	0
DLX2	0	0	0	0	0	0	0	0
DLX5	0	0	0	0	0	0	0	0
DMP1	0	0	0	0	0	0	0	0
DMRT3	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0
DNAH5	0	0	0	0	0	0	0	0
DOK5	0	0	0	0	0	0	0	0
DPPA5	0	0	0	0	0	0	0	0
DPRX	0	0	0	0	0	0	0	0
DPT	0	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0	0
DRGX	0	0	0	0	0	0	0	0
DSCR4	0	0	0	0	0	0	0	0
DSG1	0	0	0	0	0	0	0	0
DSG4	0	0	0	0	0	0	0	0
DUPD1	0	0	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0	0	0
DUSP26	0	0	0	0	0	0	0	0
DUSP27	0	0	0	0	0	0	0	0
EDDM3A	0	0	0	0	0	0	0	0
EDDM3B	0	0	0	0	0	0	0	0
EDN2	0	0	0	0	0	0	0	0
EFEMP1	0	0	0	0	0	0	0	0
EFNA2	0	0	0	0	0	0	0	0
ELAVL2	0	0	0	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0	0	0
EMILIN3	0	0	0	0	0	0	0	0
EPB41L4B	0	0	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0	0
EQTN	0	0	0	0	0	0	0	0
ESX1	0	0	0	0	0	0	0	0
