"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"ACOXL",17.960644,17.156164,16.801801,17.181025
"ACP1",63.027721,66.650896,62.631396,57.350329
"ACP2",43.138624,49.098049,47.251876,63.107136
"ACP5",64.786401,43.811161,47.375689,67.535524
"ACP6",42.667024,45.4276,58.308496,39.037504
"ACPL2",26.801329,39.853969,40.551424,31.494544
"ACPP",20.421361,21.279769,19.465744,43.138624
"ACPT",45.630025,44.702596,45.104656,44.849809
"ACR",21.846276,21.5296,22.420225,23.068809
"ACRBP",32.433025,26.925721,28.987456,44.302336
"ACRC",49.730704,47.087044,47.706649,34.351321
"ACRV1",21.771556,24.157225,24.137569,26.501904
"ACSBG1",15.547249,14.010049,14.645929,16.459249
"ACSBG2",20.593444,22.553001,23.319241,21.548164
"ACSF2",50.5521,36.204289,39.828721,40.271716
"ACSF3",36.012001,32.684089,34.987225,34.4569
"ACSL1",61.277584,55.711296,50.722884,110.523169
"ACSL3",55.442916,62.220544,57.532225,59.861169
"ACSL4",33.419961,34.210801,31.9225,45.319824
"ACSL5",69.505569,70.744921,66.357316,72.4201
"ACSL6",15.233409,17.205904,26.894596,16.793604
"ACSM1",20.8849,18.558864,19.678096,19.927296
"ACSM2A",12.243001,10.666756,12.773476,11.135569
"ACSM3",22.052416,19.254544,21.752896,18.249984
"ACSM5",21.594609,21.077281,21.473956,22.905796
"ACSS1",45.441081,41.062464,41.280625,38.167684
"ACSS2",44.502241,41.062464,54.863649,64.304361
"ACSS3",15.936064,17.322244,15.992001,16.597476
"ACTA1",19.686969,17.073424,18.224361,20.376196
"ACTA2",20.115225,24.039409,23.902321,21.473956
"ACTB",149.035264,162.690025,152.547201,179.104689
"ACTC1",26.666896,30.173049,29.149201,33.200644
"ACTG1",155.176849,172.843609,163.021824,169.026001
"ACTG2",23.775376,22.867524,24.930049,26.020201
"ACTL6A",57.972996,62.932489,65.2864,44.0896
"ACTL6B",22.391824,21.298225,22.259524,23.931664
"ACTL7A",22.686169,24.581764,23.04,25.441936
"ACTL7B",20.106256,18.096516,19.998784,20.848356
"ACTL8",34.164025,31.036041,34.292736,37.711881
"ACTL9",15.888196,15.374241,15.984004,16.216729
"ACTN1",28.665316,40.398736,56.520324,71.690089
"ACTN2",20.106256,19.201924,19.945156,20.921476
"ACTN3",24.631369,26.296384,25.847056,27.092025
"ACTN4",63.504961,77.880625,62.425801,75.933796
"ACTR10",97.535376,100.180081,98.069409,98.8036
"ACTR1A",58.171129,60.699681,56.190016,69.189124
"ACTR1B",67.223601,67.881121,70.795396,64.1601
"ACTR2",66.520336,68.856804,58.247424,72.488196
"ACTR3",95.082001,100.741369,91.9681,100.942209
"ACTR3B",33.212169,29.3764,30.735936,25.060036
"ACTR3BP2",18.688329,19.847025,20.061441,20.214016
"ACTR3C",26.347689,24.344356,23.961025,22.231225
"ACTR5",51.179716,47.265625,46.199209,39.866596
"ACTR6",35.748441,40.284409,40.768225,31.236921
"ACTR8",47.775744,47.403225,47.004736,42.981136
"ACTRT2",22.982436,23.193856,24.059025,25.482304
"ACVR1",34.023889,42.653961,63.313849,70.660836
"ACVR1B",25.472209,26.604964,27.478564,34.644996
"ACVR1C",15.077689,16.297369,28.783225,15.976009
"ACVR2A",31.2481,35.034561,40.513225,45.684081
"ACVR2B",27.258841,29.311396,33.7561,28.686736
"ACVRL1",27.636049,26.6256,27.237961,30.658369
"ACY1",32.512804,24.226084,28.536964,31.877316
"ACY3",28.366276,24.8004,25.260676,26.873856
"ACYP1",60.000516,64.016001,63.2025,32.478601
"ACYP2",57.501889,46.185616,47.844889,44.6224
"ADA",49.168144,76.247824,64.176121,74.960964
"ADAD1",16.703569,16.966161,16.524225,16.933225
"ADAD2",39.225169,35.605089,36.772096,38.514436
"ADAL",29.975625,33.802596,31.618129,26.967249
"ADAM1",40.755456,36.675136,41.835024,23.580736
"ADAM10",55.145476,69.422224,58.936329,78.393316
"ADAM11",32.924644,29.571844,32.239684,34.245904
"ADAM12",19.000881,19.175641,22.287841,20.412324
"ADAM15",39.8161,43.256929,43.191184,51.337225
"ADAM17",56.7009,52.085089,47.831056,66.928761
"ADAM18",14.7456,15.3664,14.6689,14.907321
"ADAM19",55.234624,33.558849,41.796225,43.864129
"ADAM2",10.614564,10.3684,10.355524,10.588516
"ADAM20",20.811844,21.086464,21.077281,21.548164
"ADAM21",20.5209,23.406244,21.409129,21.464689
"ADAM22",15.912121,17.2225,16.752649,16.329681
"ADAM23",18.386944,16.966161,20.511841,17.081689
"ADAM28",62.758084,28.665316,19.166884,31.741956
"ADAM29",18.783556,16.329681,16.265089,15.816529
"ADAM30",14.722569,14.100025,14.7456,15.382084
"ADAM32",12.759184,11.964681,12.524521,12.559936
"ADAM33",48.874081,46.676224,47.844889,43.441281
"ADAM3A",11.075584,10.208025,10.712529,10.634121
"ADAM5P",14.868736,15.1321,15.737089,16.224784
"ADAM6",18.688329,19.053225,19.245769,19.527561
"ADAM7",13.697401,13.9129,13.980121,14.2884
"ADAM8",41.847961,52.867441,42.445225,51.365889
"ADAM9",22.024249,28.291761,22.024249,48.986001
"ADAMDEC1",19.598329,16.2409,15.241216,41.589601
"ADAMTS1",17.673616,40.972801,18.515809,18.8356
"ADAMTS10",36.9664,29.931841,35.581225,37.797904
"ADAMTS12",24.314761,26.388769,25.674489,26.409321
"ADAMTS13",33.884041,31.483321,31.899904,32.581264
"ADAMTS14",32.936121,33.016516,32.752729,36.421225
"ADAMTS15",20.675209,19.333609,20.511841,20.848356
"ADAMTS16",28.227969,25.613721,25.331089,29.888089
"ADAMTS17",16.184529,17.918289,18.948609,16.378209
"ADAMTS18",19.465744,20.394256,20.484676,20.757136
"ADAMTS19",13.075456,12.837889,12.830724,13.060996
"ADAMTS2",22.363441,23.639044,24.423364,26.030404
"ADAMTS20",11.723776,11.566801,11.404129,11.464996
"ADAMTS3",12.3904,12.645136,11.840481,12.418576
"ADAMTS4",29.073664,31.080625,30.074256,32.341969
"ADAMTS5",14.3641,15.0544,15.139881,19.386409
"ADAMTS6",23.213124,16.378209,18.037009,16.265089
"ADAMTS7",28.611801,24.443136,27.029601,29.16
"ADAMTS8",20.566225,19.439281,20.4304,21.196816
"ADAMTS9",19.412836,20.584369,20.007729,20.557156
"ADAMTSL1",18.156121,17.547721,17.380561,18.292729
"ADAMTSL2",25.080064,20.295025,22.800625,23.863225
"ADAMTSL3",21.678336,21.9024,21.114025,21.977344
"ADAMTSL4",22.306729,24.561936,24.443136,38.278969
"ADAMTSL5",33.616804,30.669444,33.108516,33.953929
"ADAP1",49.914225,61.9369,50.594769,73.564929
"ADAP2",44.916804,32.867289,31.730689,73.667889
"ADAR",130.119649,125.843524,129.413376,119.159056
"ADARB1",38.850289,31.775769,36.385024,32.764176
"ADARB2",20.475625,20.720704,21.141604,21.049744
"ADAT1",54.76,55.160329,54.007801,44.729344
"ADAT2",30.935844,30.129121,32.787076,20.784481
"ADAT3",36.288576,35.605089,38.663524,40.246336
"ADC",34.234201,35.628961,37.834801,37.527876
"ADCK1",49.182169,42.016324,46.6489,45.914176
"ADCK2",42.068196,40.564161,42.471289,40.998409
"ADCK3",49.098049,40.360609,45.373696,42.406144
"ADCK4",34.164025,32.137561,33.512521,34.503876
"ADCK5",37.687321,30.824704,34.703881,33.895684
"ADCY1",25.512601,25.755625,25.826724,26.440164
"ADCY10",14.417209,14.047504,14.077504,14.409616
"ADCY2",20.358144,22.043025,21.585316,21.734244
"ADCY3",46.063369,35.058241,38.576521,38.266596
"ADCY4",38.875225,35.892081,41.293476,42.549529
"ADCY5",26.471025,27.468081,27.342441,27.804529
"ADCY6",31.348801,36.168196,34.527376,38.130625
"ADCY7",55.621764,71.199844,58.2169,63.648484
"ADCY8",22.137025,18.800896,20.894041,23.068809
"ADCY9",27.920656,35.844169,32.547025,37.222201
"ADCYAP1",15.992001,17.214201,17.230801,17.205904
"ADCYAP1R1",21.696964,23.503104,23.126481,24.078649
"ADD1",71.4025,65.173329,63.313849,58.782889
"ADD2",30.735936,26.327161,28.8369,28.504921
"ADD3",104.591529,113.742225,116.726416,86.415616
"ADH1A",14.730244,15.116544,14.402025,15.649936
"ADH1B",12.716356,13.010449,12.552849,12.866569
"ADH1C",14.799409,14.776336,14.447601,15.800625
"ADH4",16.410601,15.872256,15.936064,15.437041
"ADH5",71.115489,79.21,79.9236,62.805625
"ADH6",17.918289,18.326961,18.003049,19.027044
"ADH7",15.705369,16.859236,16.232841,16.6464
"ADHFE1",47.444544,57.820816,54.257956,51.194025
"ADI1",80.263681,79.869969,85.914361,89.737729
"ADIG",34.999056,36.529936,35.414401,34.774609
"ADIPOQ",12.802084,13.3225,11.957764,12.7449
"ADIPOR1",65.512836,71.995225,70.425664,91.126116
"ADIPOR2",76.667536,82.210489,77.158656,83.887281
"ADK",54.863649,41.525136,47.679025,43.850884
"ADM",36.433296,33.674809,31.618129,94.128804
"ADM2",44.876601,42.237001,45.819361,47.844889
"ADNP",81.631225,77.316849,80.425024,68.409441
"ADNP2",66.716224,74.684164,70.442449,63.648484
"ADO",71.757841,83.466496,69.588964,70.090384
"ADORA1",32.798529,30.880249,32.194276,34.374769
"ADORA2B",19.193161,22.014864,22.5625,45.603009
"ADORA3",19.963024,21.455424,21.771556,34.140649
"ADPGK",69.272329,59.814756,58.997761,76.510009
"ADPRH",31.933801,28.206721,24.591681,38.663524
"ADPRHL1",27.573001,28.143025,27.741289,29.16
"ADPRHL2",79.192201,73.530625,79.816356,70.946929
"ADRA1A",16.072081,15.618304,15.642025,16.136289
"ADRA1B",15.4449,14.273284,14.930496,15.217801
"ADRA1D",18.071001,16.842816,17.9776,19.018321
"ADRA2A",15.792676,17.623204,17.589636,18.861649
"ADRA2B",34.468641,31.685641,33.223696,35.617024
"ADRA2C",39.929761,33.1776,37.124649,40.436881
"ADRB1",15.389929,17.943696,14.714896,16.908544
"ADRB2",47.623801,77.053284,35.964009,55.279225
"ADRB3",22.781529,21.827584,23.088025,24.860196
"ADRBK1",53.640976,54.257956,54.9081,60.171049
"ADRBK2",65.367225,28.504921,34.963569,65.480464
"ADRM1",72.454144,80.496784,71.723961,79.049881
"ADSL",87.871876,84.548025,98.644624,79.495056
"ADSS",34.904464,40.691641,36.857041,40.589641
"ADSSL1",27.604516,30.151081,32.398864,32.001649
"AEBP1",56.160036,39.250225,40.972801,37.417689
"AEBP2",40.742689,44.049769,42.810849,34.304449
"AEN",60.9961,51.796809,55.026724,47.665216
"AES",78.570496,70.073641,75.030244,58.446025
"AFAP1",10.549504,14.737921,17.867529,12.411529
"AFAP1-AS",19.027044,18.464209,19.351201,20.620681
"AFAP1L1",22.137025,22.6576,22.5625,23.155344
"AFAP1L2",19.686969,29.964676,19.140625,16.933225
"AFF1",47.927929,46.744569,46.881409,44.930209
"AFF2",20.647936,19.289664,19.9809,20.566225
"AFF3",41.177889,17.156164,19.740249,20.088324
"AFF4",36.060025,31.236921,28.793956,30.085225
"AFG3L1P",46.949904,43.243776,42.458256,36.869184
"AFG3L2",81.162081,80.425024,84.254041,73.170916
"AFM",12.574116,13.860729,13.010449,13.410244
"AFMID",36.3609,31.753225,32.478601,35.736484
"AFP",21.3444,20.985561,20.539024,22.287841
"AFTPH",105.083001,85.414564,90.307009,93.219025
"AGA",55.323844,56.010256,58.033924,52.229529
"AGAP1",17.363889,30.0304,20.675209,18.679684
"AGAP11",20.647936,20.115225,20.151121,20.875761
"AGAP2",30.063289,29.626249,30.25,28.238596
"AGAP3",36.8449,40.525956,40.208281,51.897616
"AGAP4",31.102929,32.592681,34.3396,26.440164
"AGBL1",16.475481,15.649936,16.329681,16.826404
"AGBL2",28.965924,18.5761,24.621444,14.546596
"AGBL3",12.823561,11.309769,11.505664,9.853321
"AGBL4",17.833729,15.745024,17.247409,17.156164
"AGBL5",30.625156,27.468081,29.106025,27.436644
"AGER",35.343025,27.793984,31.979025,32.970564
"AGFG1",49.378729,46.662561,47.900241,56.836521
"AGFG2",28.227969,28.965924,31.013761,27.762361
"AGGF1",45.2929,50.225569,49.392784,46.063369
"AGK",34.939921,54.257956,41.190724,33.419961
"AGL",72.9316,79.869969,75.968656,43.731769
"AGMAT",24.990001,24.295041,27.594009,22.486564
"AGPAT1",51.251281,58.8289,57.093136,61.889689
"AGPAT2",51.179716,46.607929,48.5809,60.590656
"AGPAT3",45.495025,43.335889,52.577001,54.184321
"AGPAT4",29.789764,41.139396,31.259281,40.246336
"AGPAT5",55.860676,40.717161,41.254929,36.784225
"AGPAT6",44.729344,38.750625,41.705764,42.837025
"AGPAT9",18.258529,33.709636,41.538025,70.694464
"AGPHD1",20.178064,22.458121,28.483569,22.505536
"AGPS",38.241856,54.745201,47.416996,51.523684
"AGR2",20.811844,21.576025,22.146436,22.5625
"AGR3",10.936249,10.719076,10.536516,10.778089
"AGRN",40.030929,35.224225,37.920964,41.757444
"AGRP",23.609881,22.838841,24.117921,25.150225
"AGT",23.843689,25.9081,26.296384,25.633969
"AGTPBP1",47.844889,59.197636,52.8529,57.638464
"AGTR1",14.205361,14.6689,14.273284,14.707225
"AGTR2",14.311089,14.768649,14.493249,15.116544
"AGTRAP",42.263001,67.683529,46.840336,85.359121
"AGXT",18.766224,18.905104,18.957316,19.758025
"AGXT2",20.593444,23.990404,23.775376,23.078416
"AGXT2L1",12.25,12.25,11.778624,11.881809
"AGXT2L2",55.845729,50.993881,53.626329,51.151104
"AHCTF1",45.751696,44.156025,44.675856,37.810201
"AHCY",66.129424,57.729604,60.388441,62.8849
"AHCYL1",56.806369,55.115776,53.071225,61.371556
"AHCYL2",34.316164,34.562641,39.476089,37.994896
"AHDC1",28.804689,29.062881,28.4089,27.657081
"AHI1",24.860196,26.6256,22.905796,19.456921
"AHNAK",40.717161,40.896025,39.125025,47.485881
"AHNAK2",23.290276,18.766224,20.593444,21.5296
"AHR",37.429924,52.359696,55.845729,81.613156
"AHRR",23.961025,33.0625,36.168196,41.049649
"AHSA1",91.450969,90.402064,87.104889,80.838081
"AHSA2",55.681444,49.9849,53.699584,41.100921
"AHSG",17.631601,17.156164,17.313921,17.799961
"AHSP",26.811684,26.1121,26.956864,31.36
"AICDA",29.019769,14.002564,16.0801,15.547249
"AIDA",99.460729,86.062729,90.497169,77.810041
"AIF1",38.415204,43.0336,47.224384,95.355225
"AIF1L",28.026436,29.975625,29.844369,30.228004
"AIFM1",58.125376,58.446025,62.821476,55.532304
"AIFM2",42.745444,43.441281,38.526849,37.650496
"AIFM3",26.925721,26.501904,26.275876,32.160241
"AIG1",22.099401,19.971961,24.167056,19.873764
"AIM1",104.223681,83.192641,100.440484,91.987281
"AIM1L",25.260676,25.180324,25.310961,24.970009
"AIM2",83.028544,28.174864,45.508516,44.4889
"AIMP1",55.532304,52.287361,56.610576,48.553024
"AIMP2",60.403984,58.583716,59.197636,59.336209
"AIP",72.965764,67.4041,73.822464,64.6416
"AIPL1",25.270729,22.8484,24.393721,26.142769
"AIRE",29.127609,27.604516,29.899024,30.184036
"AJAP1",17.098225,16.662724,17.505856,17.825284
"AK1",45.198729,48.3025,50.069776,37.478884
"AK2",52.649536,55.3536,53.846244,53.787556
"AK3",64.192144,73.068304,68.757264,48.664576
"AK4",21.930489,30.846916,29.441476,38.850289
"AK5",20.124196,32.809984,34.2225,21.762225
"AK7",21.418384,22.972849,23.011209,23.367556
"AKAP1",42.549529,37.736449,44.156025,35.940025
"AKAP10",50.779876,45.265984,46.717225,45.077796
"AKAP11",70.509609,58.110129,63.8401,47.734281
"AKAP12",20.675209,18.688329,19.607184,20.958084
"AKAP13",50.069776,50.424201,45.144961,50.2681
"AKAP14",11.035684,10.653696,10.439361,10.732176
"AKAP17A",52.925625,52.012944,51.796809,50.282281
"AKAP3",22.982436,22.877089,24.117921,22.714756
"AKAP4",16.687225,15.256836,16.434916,16.378209
"AKAP5",19.731364,33.200644,16.957924,15.397776
"AKAP6",19.740249,18.481401,19.342404,19.044496
"AKAP7",41.899729,48.818169,48.1636,38.278969
"AKAP8",72.982849,69.5556,69.0561,62.663056
"AKAP8L",41.847961,38.427601,39.050001,37.478884
"AKAP9",38.875225,34.880836,35.605089,29.746116
"AKD1",27.552001,24.740676,22.934521,19.651489
"AKIRIN1",61.952641,69.956496,65.577604,68.475625
"AKIRIN2",55.815841,53.553124,47.527236,68.923204
"AKNA",42.810849,44.555625,41.615401,39.664804
"AKNAD1",11.042329,10.595025,10.634121,10.982596
"AKR1A1",62.346816,57.380625,58.293225,62.157456
"AKR1B1",91.126116,92.006464,92.256025,80.892036
"AKR1B10",18.905104,20.034576,20.403289,20.043529
"AKR1C1",25.371369,32.092225,28.206721,29.953729
"AKR1C2",20.169081,33.396841,25.310961,27.510025
"AKR1C3",15.405625,87.086224,34.951744,29.822521
"AKR1C4",12.645136,12.236004,12.4609,12.709225
"AKR1D1",10.452289,9.678321,10.259209,9.884736
"AKR1E2",23.357889,22.071204,26.368225,25.938649
"AKR7A2",66.487716,71.487025,70.610409,62.520649
"AKR7A3",42.928704,45.819361,46.144849,45.603009
"AKT1",55.845729,59.29,56.205009,62.678889
"AKT1S1",23.755876,20.939776,23.145721,28.590409
"AKT2",42.185025,37.6996,38.142976,35.676729
"AKT3",29.9209,36.2404,37.613689,29.986576
"AKTIP",47.114496,58.568409,66.015625,41.177889
"ALAD",46.689889,46.226401,49.4209,45.995524
"ALAS1",58.644964,71.876484,71.791729,75.742209
"ALAS2",19.740249,19.412836,19.289664,20.985561
"ALB",11.336689,10.614564,10.699441,10.588516
"ALCAM",71.284249,36.421225,42.915601,77.211369
"ALDH16A1",59.613841,46.867716,51.724864,53.085796
"ALDH18A1",60.5284,59.737441,62.315236,34.703881
"ALDH1A1",16.867449,15.578809,15.163236,56.070144
"ALDH1A2",24.117921,25.110121,25.847056,31.573161
"ALDH1A3",15.729156,18.181696,16.908544,18.096516
"ALDH1B1",32.9476,32.7184,30.603024,32.478601
"ALDH1L1",31.315216,31.775769,31.1364,31.539456
"ALDH1L2",15.713296,13.995081,13.935289,15.023376
"ALDH2",60.933636,38.44,43.705321,113.656921
"ALDH3A1",27.175369,22.963264,26.193924,27.583504
"ALDH3A2",47.692836,53.831569,53.5824,57.320041
"ALDH3B1",41.964484,40.525956,41.229241,59.213025
"ALDH3B2",15.960025,15.792676,15.944049,16.353936
"ALDH4A1",35.6409,34.916281,35.224225,38.031889
"ALDH5A1",43.9569,30.338064,36.192256,20.061441
"ALDH6A1",31.348801,32.672656,37.613689,31.114084
"ALDH7A1",24.098281,20.241001,21.576025,20.875761
"ALDH8A1",18.601969,20.475625,26.481316,16.032016
"ALDH9A1",92.5444,98.2081,94.4784,88.1721
"ALDOA",90.307009,99.740169,101.626561,119.115396
"ALDOAP2",17.715681,15.936064,18.071001,17.783089
"ALDOB",17.114769,16.990884,16.933225,17.4724
"ALDOC",51.912025,53.772889,65.853225,46.539684
"ALG1",27.04,26.863489,26.347689,22.553001
"ALG10",19.105641,23.658496,18.722929,17.994564
"ALG10B",26.327161,29.16,26.471025,18.455616
"ALG12",44.009956,40.462321,43.414921,44.063044
"ALG13",66.879684,60.186564,58.125376,53.348416
"ALG14",31.192225,27.363361,27.6676,27.405225
"ALG2",49.350625,49.519369,50.893956,54.110736
"ALG3",50.737129,47.155689,54.420129,54.140164
"ALG5",34.633225,36.7236,35.569296,35.748441
"ALG6",66.324736,70.257924,69.0561,58.354321
"ALG8",69.538921,65.157184,71.216721,57.380625
"ALG9",41.951529,39.538944,43.890625,25.877569
"ALK",25.664356,27.092025,26.1121,28.472896
"ALKBH1",33.454656,34.070569,36.8449,35.712576
"ALKBH2",41.925625,34.762816,42.863209,32.012964
"ALKBH3",52.085089,58.384881,57.744801,45.643536
"ALKBH4",34.951744,35.4025,33.200644,35.557369
"ALKBH5",60.450625,60.637369,60.949249,62.489025
"ALKBH6",60.403984,64.979721,65.157184,45.9684
"ALKBH7",38.551681,34.586161,38.118276,39.853969
"ALKBH8",32.982049,35.856144,37.283236,24.7009
"ALLC",21.307456,22.146436,23.309584,22.867524
"ALMS1",59.814756,62.299449,61.121124,44.289025
"ALMS1P",33.362176,31.427236,32.821441,32.615521
"ALOX12",18.309841,20.421361,19.158129,30.4704
"ALOX12B",21.986721,19.598329,20.620681,21.9024
"ALOX12P2",34.269316,35.964009,34.363044,35.664784
"ALOX15",16.1604,15.697444,15.382084,16.378209
"ALOX15B",22.857961,22.982436,24.790441,29.474041
"ALOX5",59.938564,21.261321,26.7289,62.378404
"ALOX5AP",80.478841,101.929216,77.281681,102.373924
"ALOXE3",21.771556,22.071204,23.824161,23.639044
"ALPI",24.334489,20.4304,22.325625,23.609881
"ALPK1",42.1201,30.713764,36.978561,38.278969
"ALPK2",19.236996,16.834609,21.585316,21.390625
"ALPK3",19.456921,19.245769,19.053225,19.651489
"ALPL",20.593444,18.224361,19.193161,21.520321
"ALPP",22.353984,20.484676,21.6225,23.902321
"ALPPL2",35.307364,31.820881,34.445161,35.796289
"ALS2",23.020804,28.558336,24.245776,24.5025
"ALS2CL",32.924644,32.307856,40.462321,35.868121
"ALS2CR10",17.147881,18.309841,17.707264,18.974736
"ALS2CR11",10.9561,10.426441,10.8241,10.478169
"ALS2CR12",21.780889,20.502784,20.142144,19.166884
"ALS2CR4",21.511044,27.394756,26.030404,19.061956
"ALS2CR8",21.123216,19.678096,19.035769,15.046641
"ALX1",18.003049,18.939904,18.267076,19.483396
"ALX3",26.122321,23.532201,24.960016,26.863489
"ALX4",20.3401,18.992164,20.894041,21.022225
"AMAC1",17.497489,15.7609,17.673616,16.224784
"AMACR",20.6116,20.4304,20.385225,18.766224
"AMBN",21.114025,23.561316,23.299929,25.290841
"AMBP",22.250089,22.448644,22.429696,23.785129
"AMBRA1",29.986576,32.421636,31.550689,28.291761
"AMD1",79.423744,82.011136,76.230361,83.448225
"AMDHD1",19.289664,22.024249,21.298225,18.705625
"AMDHD2",43.480836,37.761025,40.896025,41.615401
"AMELX",14.394436,14.220441,13.8384,14.333796
"AMELY",15.610401,15.335056,15.233409,16.2409
"AMFR",57.471561,48.316401,43.322724,54.508689
"AMH",30.239001,26.790976,29.333056,28.313041
"AMHR2",32.798529,33.767721,35.796289,38.464804
"AMICA1",41.718681,41.757444,76.090729,91.5849
"AMIGO1",27.793984,29.658916,43.401744,25.411681
"AMIGO2",73.96,66.113161,73.239364,37.015056
"AMMECR1",36.747844,38.887696,41.3449,28.783225
"AMMECR1L",72.777961,74.597769,76.492516,61.591104
"AMN",32.695524,29.7025,30.991489,32.524209
"AMN1",54.552996,34.774609,41.383489,32.512804
"AMOT",18.515809,19.333609,18.515809,18.550249
"AMOTL1",26.020201,28.955161,26.801329,27.583504
"AMOTL2",17.799961,20.196036,18.679684,20.304036
"AMPD1",15.476356,15.912121,15.171025,15.729156
"AMPD2",62.916624,67.634176,70.8964,84.750436
"AMPD3",48.762289,31.945104,43.007364,57.410929
"AMPH",20.539024,22.9441,23.030401,26.884225
"AMT",57.259489,51.84,52.969284,46.471489
"AMZ1",34.833604,34.586161,34.916281,37.478884
"AMZ2",96.275344,99.960004,92.679129,75.394489
"AMZ2P1",50.608996,58.339044,46.022656,47.045881
"ANAPC1",64.064016,62.41,65.626201,47.706649
"ANAPC10",36.796356,40.335201,39.69,30.382144
"ANAPC11",47.004736,52.678564,50.580544,49.660209
"ANAPC13",39.790864,37.527876,42.055225,40.691641
"ANAPC16",108.243216,103.876864,109.139809,90.878089
"ANAPC2",45.670564,41.4736,45.2929,46.389721
"ANAPC4",80.8201,82.755409,82.283041,67.831696
"ANAPC5",68.442529,68.343289,65.302561,58.614336
"ANAPC7",59.367025,57.972996,56.791296,46.717225
"ANG",23.107249,21.473956,23.078416,40.96
"ANGEL1",39.664804,37.149025,38.167684,36.917776
"ANGEL2",46.689889,46.457856,45.995524,37.834801
"ANGPT1",14.055001,15.2881,14.356521,18.258529
"ANGPT2",16.192576,14.250625,15.000129,15.256836
"ANGPT4",24.482704,25.928464,26.904969,27.1441
"ANGPTL1",17.884441,13.957696,14.250625,14.714896
"ANGPTL2",25.310961,25.644096,25.867396,26.656569
"ANGPTL3",11.847364,11.135569,11.303044,11.689561
"ANGPTL4",34.187409,29.322225,33.051001,34.857216
"ANGPTL6",46.308025,33.097009,31.270464,34.117281
"ANGPTL7",18.412681,16.875664,17.9776,18.003049
"ANK1",33.189121,23.532201,30.547729,28.153636
"ANK2",15.7609,15.139881,14.845609,15.256836
"ANK3",27.867841,26.378496,49.196196,23.3289
"ANKAR",13.786369,13.329801,13.060996,12.945604
"ANKDD1A",31.0249,33.281361,30.118144,29.16
"ANKFN1",14.776336,14.032516,16.556761,14.311089
"ANKFY1",37.908649,35.378704,37.711881,38.539264
"ANKH",27.815076,29.724304,38.118276,27.604516
"ANKHD1",53.158681,52.070656,48.594841,47.306884
"ANKIB1",51.494976,54.641664,52.606009,45.050944
"ANKLE1",27.384289,16.072081,16.654561,18.8356
"ANKLE2",49.674304,41.628304,43.2964,43.099225
"ANKMY1",24.621444,21.799561,23.687689,21.939856
"ANKMY2",68.3929,79.370281,67.141636,56.911936
"ANKRA2",78.801129,80.1025,79.459396,56.220004
"ANKRD1",13.660416,13.505625,14.025025,14.077504
"ANKRD10",52.794756,46.963609,46.471489,43.441281
"ANKRD11",56.175025,58.736896,54.228496,53.100369
"ANKRD12",67.108864,69.973225,71.301136,59.799289
"ANKRD13A",85.525504,70.241161,69.705801,64.561225
"ANKRD13B",39.463524,31.192225,35.8801,37.9456
"ANKRD13C",33.500944,38.353249,34.5744,26.873856
"ANKRD13D",44.796249,48.191364,46.199209,49.070025
"ANKRD16",40.462321,32.501401,35.4025,30.459361
"ANKRD17",73.376356,72.471169,73.702225,65.658609
"ANKRD18A",13.778944,14.577124,15.729156,14.047504
"ANKRD19",37.344321,31.416025,30.858025,33.2929
"ANKRD2",28.068804,24.019801,28.005264,30.228004
"ANKRD22",21.114025,24.117921,26.347689,42.016324
"ANKRD24",25.8064,23.736384,24.393721,25.180324
"ANKRD26",24.840256,26.894596,23.941449,22.033636
"ANKRD27",70.845889,83.503044,74.149321,65.820769
"ANKRD28",51.9841,55.219761,51.969681,40.436881
"ANKRD29",12.3201,13.118884,12.145225,13.169641
"ANKRD30A",12.616704,12.752041,12.117361,12.545764
"ANKRD30B",11.148921,9.647236,10.297681,10.7584
"ANKRD30BP2",11.812969,11.135569,11.195716,11.471769
"ANKRD31",12.5316,12.852225,12.730624,12.859396
"ANKRD32",27.321529,33.246756,29.106025,20.448484
"ANKRD33",15.547249,15.476356,15.808576,16.908544
"ANKRD33B",53.056656,37.015056,39.275289,39.790864
"ANKRD34A",24.860196,26.481316,28.611801,26.101881
"ANKRD34C",14.915044,16.475481,14.945956,15.358561
"ANKRD35",27.133681,31.899904,27.804529,31.561924
"ANKRD36",48.011041,54.287424,43.573201,20.7936
"ANKRD36B",67.617729,69.822736,63.824121,28.761769
"ANKRD36BP2",26.512201,16.548624,21.818241,15.578809
"ANKRD37",32.878756,31.618129,28.355625,30.813601
"ANKRD39",39.025009,43.718544,41.422096,31.203396
"ANKRD40",33.339076,34.140649,33.802596,32.798529
"ANKRD42",23.444964,23.843689,23.8144,24.681024
"ANKRD43",15.374241,16.999129,16.257024,16.329681
"ANKRD44",53.5824,60.512841,52.113961,44.435556
"ANKRD45",12.837889,11.978521,12.222016,12.383361
"ANKRD46",48.525156,49.674304,53.1441,38.204761
"ANKRD49",85.803169,80.892036,79.7449,70.509609
"ANKRD5",20.693401,20.322064,23.541904,16.257024
"ANKRD50",18.966025,21.233664,20.025625,37.002889
"ANKRD52",49.589764,47.293129,46.9225,44.302336
"ANKRD53",29.311396,26.245129,28.5156,29.4849
"ANKRD54",45.873529,51.710481,50.580544,43.744996
"ANKRD55",16.900321,18.550249,35.129329,22.695696
