CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42205	0.07577	0.18604	0.31614
V2	0.16316	0.1347	0.09631	0.60583
V3	0.09399	0.52172	0.06203	0.32225
V4	0.6639	0.16493	0.04646	0.1247
V5	0.12967	0.41912	0.23335	0.21786
V6	0.10466	0.71213	0.06622	0.117
V7	0.15568	0.33692	0.11589	0.39151
V8	0.14628	0.08419	0.63604	0.13349
V9	0.21374	0.2489	0.08515	0.45221
V10	0.06797	0.08972	0.69454	0.14776
V11	0.19288	0.33687	0.36589	0.10435
V12	0.07093	0.49676	0.32084	0.11146
V13	0.23262	0.59801	0.05363	0.11575
V14	0.09928	0.74268	0.0556	0.10244
V15	0.13655	0.50436	0.14312	0.21597
V16	0.69442	0.10007	0.07054	0.13497
V17	0.11251	0.71071	0.0603	0.11648
V18	0.4339	0.34573	0.08719	0.13317
V19	0.16297	0.67399	0.05559	0.10744
V20	0.16782	0.41087	0.0672	0.3541
V21	0.1463	0.11398	0.6078	0.13191
V22	0.0792	0.13935	0.20336	0.57809
V23	0.30936	0.09999	0.47825	0.11239
V24	0.72949	0.08276	0.07916	0.10859
V25	0.27614	0.2552	0.15089	0.31777
V26	0.30875	0.36889	0.06613	0.25623
V27	0.13304	0.10267	0.07635	0.68793
V28	0.05997	0.09821	0.73469	0.10714
V29	0.34852	0.08865	0.43015	0.13268
V30	0.12661	0.23531	0.25011	0.38798
V31	0.19171	0.22163	0.26298	0.32368
V32	0.11942	0.08239	0.08529	0.71291
V33	0.08532	0.43237	0.30708	0.17523
V34	0.14593	0.0987	0.62237	0.13299
V35	0.16357	0.59837	0.116	0.12206
V36	0.06695	0.0996	0.39469	0.43875
V37	0.41371	0.12672	0.12996	0.32961
V38	0.33998	0.06801	0.18773	0.40428
V39	0.16577	0.4837	0.1495	0.20104
V40	0.11924	0.67382	0.1109	0.09604
V41	0.06085	0.55876	0.08732	0.29307
V42	0.20996	0.09245	0.21156	0.48603
V43	0.14372	0.32197	0.40778	0.12654
V44	0.06915	0.13013	0.56935	0.23137
V45	0.12121	0.49968	0.21276	0.16635
V46	0.60927	0.12714	0.15252	0.11108
V47	0.34677	0.22147	0.28776	0.144
V48	0.61367	0.21208	0.05151	0.12274
V49	0.55469	0.22611	0.04547	0.17373
V50	0.09743	0.68226	0.1178	0.10251
V51	0.25764	0.37456	0.24179	0.126
