Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.14471	0.77453	0	0	0.08076
V2	0.55217	0.39184	0	0	0	0.05598
V3	0	0.11594	0	0	0	0.88406
V4	0.24458	0.63419	0	0	0	0.12123
V5	0	0.16697	0	0.82855	0.00448	0
V6	0	0.12314	0.07308	0	0.02409	0.77969
V7	0	0.5569	0	0	0.41709	0.02601
V8	0.50269	0.33217	0	0	0	0.16515
V9	0	0.30106	0	0.08531	0	0.61362
V10	0.37345	0.30665	0	0.15503	0	0.16488
V11	0.08748	0.91252	0	0	0	0
V12	0	0.07521	0	0	0	0.92479
V13	0.06869	0.71231	0.219	0	0	0
V14	0	0.16413	0	0.83587	0	0
V15	0.44006	0.32321	0	0	0.04695	0.18978
V16	0	0.13941	0	0.4175	0.22259	0.2205
V17	0	0.08169	0	0	0	0.91831
V18	0.51985	0.40319	0	0	0	0.07695
V19	0.56875	0.30671	0.01143	0	0	0.11311
V20	0.50391	0.34156	0	0	0	0.15453
V21	0	0.08894	0	0	0	0.91106
V22	0	0.22633	0	0	0.56397	0.2097
V23	0	0.14827	0.35426	0	0.44406	0.05341
V24	0	0.17915	0	0.03519	0.59473	0.19093
V25	0.44925	0.49404	0	0	0	0.05671
V26	0.07518	0.22459	0	0	0.54126	0.15897
V27	0	0.05916	0	0	0	0.94084
V28	0	0.39141	0.10795	0.15116	0	0.34948
V29	0.1249	0.75342	0	0	0	0.12168
V30	0.03972	0.32579	0.05845	0	0.13037	0.44567
V31	0.50998	0.31009	0	0	0	0.17993
V32	0	0.1537	0.18181	0.61106	0	0.05343
V33	0.25425	0.58766	0.07646	0	0	0.08163
V34	0	0.10402	0.67977	0	0.17457	0.04164
V35	0	0.2036	0	0.75017	0.03692	0.00931
V36	0.13338	0.68711	0.05826	0	0.11655	0.0047
V37	0	0.09382	0.63282	0	0	0.27336
V38	0	0.05616	0	0	0	0.94384
V39	0.54483	0.30717	0	0	0	0.148
V40	1e-04	0.67046	0	0.12487	0.05547	0.1491
V41	0.32174	0.27754	0	0	0	0.40072
V42	0	0.18778	0.48458	0	0	0.32764
V43	0.19151	0.58732	0	0	0.10329	0.11787
V44	0.0815	0.9185	0	0	0	0
V45	0.24105	0.46481	0	0	0	0.29414
V46	0	0.10969	0	0.14955	0.27184	0.46892
V47	0	0.58207	0	0.09952	0.18629	0.13213
V48	0.06997	0.7882	0.14183	0	0	0
V49	0.10339	0.89661	0	0	0	0
V50	0	0.09506	0.18862	0	0.54747	0.16885
V51	0	0.10348	0	0	0.89652	0
V52	0.05797	0.72454	0.21043	0	0	0.00705
V53	0	0.17263	0	0	0.71542	0.11194
V54	0	0.23915	0.56079	0	0	0.20006
V55	0	0.15491	0	0	0.83144	0.01366
V56	0	0.14998	0.84798	0	0	0.00205
V57	0.05329	0.45323	0	0	0.02118	0.4723
V58	0	0.09907	0.79366	0	0	0.10727
V59	0	0.13878	0	0.86122	0	0
V60	0.3277	0.29823	0	0.22578	0	0.1483
V61	0	0.25951	0	0	0.01161	0.72888
V62	0.42786	0.27478	0	0	0	0.29736
V63	0	0.55757	0	0	0	0.44243
V64	0	0.22161	0	0	0.77839	0
V65	0.25645	0.31369	0	0	0	0.42986
V66	0.41701	0.29234	0.06483	0	0.10067	0.12515
V67	0	0.25755	0.28343	0.07063	0	0.38839
V68	0.56143	0.33002	0	0	0	0.10855
V69	0.10296	0.22599	0	0	0	0.67105
V70	0	0.15191	0.00296	0.84513	0	0
V71	0	0.37115	0	0	0.33765	0.2912
V72	0.43942	0.36646	0	0	0	0.19413
V73	0	0.14491	0	0.85509	0	0
V74	0	0.26671	0	0.73329	0	0
V75	0.07457	0.92543	0	0	0	0
V76	0	0.10683	0.86058	0	0	0.0326
V77	0	0.31122	0	0.56494	0	0.12384
V78	0.35714	0.32841	0	0	0	0.31445
V79	0	0.54546	0	0	0	0.45454
V80	0	0.57784	0	0	0	0.42216
V81	0.52138	0.37802	0	0	0	0.1006
V82	0.12097	0.87903	0	0	0	0
V83	0	0.31646	0	0.43917	0.03605	0.20832
V84	0	0.2766	0	0.46778	0	0.25562
V85	0.5809	0.32916	0	0	0	0.08994
V86	0	0.19108	0.06027	0.18844	0	0.56021
V87	0	0.13285	0	0.86715	0	0
V88	0	0.15301	0	0.408	0	0.43899
V89	0	0.21694	0.20488	0	0	0.57818
V90	0.18027	0.79707	0.02267	0	0	0
V91	0	0.13805	0	0.04069	0.76324	0.05801
V92	0	0.18573	0	0	0.79545	0.01882
