Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0	0.02429	0.03926	0.02458	0.14514	0	0.06032	0.00939	0.01519	0.68181
V2	0.53939	0.02605	0.08097	0.02568	0.00884	0.23542	0.07788	0.00529	0.00047	0
V3	0.0502	0.08682	0.09522	0.02904	0.32359	0.02472	0.13654	0.10895	0.13493	0.01
V4	0	0.09608	0.04031	0.0183	0.07193	0.07198	0.07752	0.04193	0.4427	0.13926
V5	0	0.12099	0.04395	0.10412	0.00345	0.06249	0.07163	0.01253	0.00949	0.57136
V6	0	0.10795	0.1407	0.03073	0.44963	0.03153	0.04759	0.04461	0.14681	0.00045
V7	0	0.50605	0	0.00426	0.2012	0.01653	0.09942	0.05758	0.11497	0
V8	0	0.53349	0.02783	0.00953	0	0.03933	0.06805	0.21198	0.10979	0
V9	0	0.00973	0.09221	0.12275	0.03231	0.04423	0.27142	0.33484	0.09252	0
V10	0	0.1141	0	0	0.50325	0.06531	0.06423	0.10105	0.15206	0
V11	0	0.5269	0.00012	0.00614	6e-05	0.06064	0.07046	0.19536	0.14032	0
V12	0	0.01648	0.18998	0.44571	0.01622	0	0.1498	0.01265	0.05194	0.11722
V13	0.02364	0.02005	0.14296	0.0533	0.07447	0.11072	0.4276	0.0271	0.12017	0
V14	0.02104	0.42649	0.13587	0.08745	0.02218	0.04986	0.16171	0.01381	0.08159	0
V15	0.17783	0.00036	0.18494	0.49327	0	0.00884	0.08142	0.00915	0.0442	0
V16	0	0.05096	0.22014	0.47876	0.00884	0.0338	0.06742	0.00447	0.1356	0
V17	0	0.1372	0.02123	0.03401	0.02519	0.07341	0.09768	0.02117	0.02269	0.56743
V18	0.03649	0.06312	0.09821	0.30471	0	0.00144	0.0595	0.0104	0.01918	0.40696
V19	0	0	0.01453	0.09952	0	0.06789	0.05906	0.01007	0	0.74892
V20	0	0.19762	0.02668	0.04677	0.04591	0.0189	0.51774	0.05326	0.03775	0.05536
V21	0.03904	0.41933	0.03509	0.02597	0.0073	0.29323	0.07853	0.02684	0.07466	0
V22	0	0	0.01875	0.01858	0	0.026	0.08993	0.23253	0.0565	0.55771
V23	0.2393	0.02692	0.47729	0.0836	0	0.01004	0.0363	0.00036	0.02813	0.09806
V24	0	0.58517	0.03634	0.01436	0.01572	0.01216	0.11595	0.06549	0.15481	0
V25	0	0.12059	0.03935	0.0447	0.07431	0.10994	0.08915	0.01924	0.16805	0.33466
V26	0	0.01672	0.07111	0.00654	0.00802	0.06092	0.13931	0.59992	0.09745	0
V27	0	0.07142	0	0.00455	0.32049	0.00148	0.0724	0.00928	0.07966	0.44072
V28	0.26202	0	0.02809	0.02668	0	0.01142	0.06378	0.02851	0	0.5795
V29	0	0.67934	0	0.01576	0.00217	0.10009	0.05535	0.02017	0.08386	0.04326
V30	0	0.01967	0.09977	0.05295	0.05983	0.23231	0.3113	0.02209	0.20208	0
V31	0	0.33701	0.16366	0.03164	0.03542	0.02611	0.07003	0.22316	0.11296	0
V32	0.3765	0.06355	0.07218	0.00976	0.21506	0.04162	0.07193	0.00844	0.14096	0
V33	0	0.00913	0.24492	0.44437	0.00977	0	0.239	0.00629	0.04651	0
V34	0	0.05902	0.00327	0.01496	0.18659	0.00073	0.0662	0.0257	0.07869	0.56484
V35	0	0.85001	0	0	0	0.01073	0.04465	0.01519	0.07942	0
V36	0	0.01412	0.06687	0.04501	0.08443	0.01625	0.71545	0.04605	0.01182	0
V37	0	0.50757	0.00126	0.02339	0.0353	0.0095	0.31482	0.03457	0.07358	0
V38	0.04873	0	0.11669	0.18349	0.05649	0.00528	0.54193	0.02156	0.02582	0
V39	0.00984	0.00511	0.11789	0.17658	0.08282	0.00678	0.52984	0.03286	0.03828	0
V40	0.09424	0.04114	0.58424	0.09305	0.06366	0.00474	0.03733	0	0.06657	0.01503
V41	0.50364	0.08059	0.1045	0.01558	0.01405	0.00908	0.04778	0.02003	0.20474	0
V42	0	0.62308	0	0	0.21092	0.00415	0.03368	0.00015	0.12111	0.00691
V43	0.0574	0.0507	0.12981	0.09919	0.17228	0.03979	0.2449	0.0326	0.17333	0
V44	0	0.01291	0.4686	0.07734	0	0.02894	0.07698	0.25181	0.08342	0
V45	0	0.02239	0.05704	0.03383	0.08303	0.01391	0.29707	0.03396	0.42021	0.03856
V46	0.12374	0.08943	0.10063	0.23816	0.00272	0.00098	0.05558	0.02137	0.03317	0.33422
V47	0	0	0.05034	0.04452	0.07652	0.01546	0.78089	0.02945	0.00089	0.00192
V48	0.0069	0.00393	0.01809	0.03094	0	0	0.06852	0.01383	0.03587	0.82191
V49	0.10821	0.02105	0.06434	0.00672	0.00244	0.05286	0.11389	0.54756	0.08293	0
V50	0.22327	0.18001	0.05619	0.02825	0.02092	0.37951	0.06744	0.00519	0.03922	0
V51	0.1224	0.02877	0.48855	0.07889	0.04747	0.01084	0.05303	0.04671	0.10366	0.01969
V52	0	0	0.19369	0.31018	0.02986	0.00395	0.40113	0.02019	0.04101	0
V53	0.35943	0.01315	0.14512	0.1121	0	0.01512	0.06102	0.11	0.03152	0.15256
V54	0	0.0456	0.0084	0.02747	0.17276	0.59524	0.09516	0.00373	0.05165	0
V55	0	0.0093	0.1791	0.60911	0.03636	0.00072	0.09323	0.00115	0.06747	0.00358
V56	0.10983	0.03537	0.45411	0.09876	0.05389	0.1264	0.04974	0	0.06095	0.01094
V57	0.00192	0.01259	0.48414	0.24863	0	0.01138	0.06171	0.02393	0.12594	0.02976
V58	0	0.17794	0.08469	0.15676	0.01941	0.40939	0.09554	0.00288	0.05338	0
V59	0	0.04412	0.05498	0.04557	0.07361	0.01492	0.73288	0.02666	0.00726	0
V60	0.66572	0.03365	0.08986	0.01248	0.04105	0.00222	0.03108	0.00582	0.11812	0
V61	0	0.00947	0.05116	0.05826	0.03959	0.70523	0.11157	0.0079	0.01683	0
V62	0	0	0.04662	0.0515	0.04268	0.00658	0.43542	0.03392	0.03211	0.35117
V63	0	0.23402	0.01369	0.02753	0.14084	0.4211	0.08423	0.00144	0.07714	0
V64	0.03008	0.0062	0.29102	0.25666	0	0.0268	0.0793	0.19997	0.07306	0.03691
V65	0.00674	0.02784	0.14352	0.3094	0.01328	0.01828	0.13795	0.18714	0.14734	0.00851
V66	0	0.12065	0	0	0.47198	0.02764	0.06938	0.01914	0.15336	0.13785
V67	0	0.1699	0.39623	0.11856	0.00998	0.04281	0.12531	0.01119	0.10627	0.01975
V68	0	0.04318	0.05003	0.01052	0.06686	0.03353	0.0977	0.25907	0.43911	0
V69	0.03162	0.02033	0.72305	0.12632	0	7e-05	0.03621	0	0.05113	0.01127
V70	0.63037	0.02177	0.15668	0.02777	0	0.02796	0.06198	0.0096	0.06387	0
V71	0	0.01834	0.04252	0.00728	0.01015	0.06279	0.13613	0.62321	0.09958	0
V72	0.17316	0.03044	0.10081	0.25188	0.12049	0.00215	0.05203	0.01175	0.06941	0.18788
V73	0	0.15821	0	0.00225	0.60227	0.01954	0.04718	0.00011	0.16052	0.00992
V74	0	0	0.06387	0.21434	0	0.02312	0.05778	0.01249	0	0.6284
V75	0	0.07365	0.22314	0.39756	0.02317	0.00786	0.0644	0.014	0.19622	0
V76	0	0.01625	0.02366	0.03591	0.03499	0.75523	0.11489	0.0081	0.01096	0
V77	0	0	0.09469	0.2844	0.03247	0.2183	0.3244	0.01377	0.03196	0
V78	0	0.42521	0.03324	0.03388	0.04442	0.01499	0.33062	0.01047	0.06589	0.04127
V79	0	0.0295	0.10246	0.26688	0.035	0.22068	0.0925	0.01588	0.23184	0.00525
V80	0.37194	0	0.05415	0.02939	0	0	0.07084	0.01325	0.02148	0.43895
V81	0	0.0377	0.04571	0.16014	0.13845	0.46859	0.0886	0.00331	0.05749	0
V82	0.00435	0.46672	0.08527	0.23804	0	0.01918	0.05116	0.05027	0.08502	0
V83	0	0.05082	0.15531	0.40818	0.00991	0.01564	0.08475	0.19354	0.08184	0
V84	0	0.02084	0.04456	0.06295	0.12088	0.44196	0.26152	0.01133	0.03598	0
V85	0.19099	0	0.40716	0.08176	0	0.00235	0.03841	0	0.0099	0.26943
V86	0.23743	0.00116	0.32454	0.35115	0	0.00409	0.04615	0	0.03549	0
V87	0	0.06378	0.06279	0.01926	0.11247	0.01379	0.07614	0.03413	0.61255	0.00508
V88	0	0.2892	0.13156	0.45081	0	0	0.05959	0	0.06884	0
V89	0	0	0.05236	0.06713	0.06997	0.01409	0.68651	0.09357	0.01636	0
V90	0.00359	0.05184	0.34279	0.07893	0	0.02067	0.05068	0.00458	0.01815	0.42877
V91	0.03866	0.01638	0.70667	0.11804	0	0.0025	0.03858	0	0.0589	0.02026
V92	0	1e-05	0.05036	0.04404	0.08056	0.01572	0.74007	0.02909	0.04016	0
V93	0	0.05938	0.09497	0.03249	0.08175	0.01454	0.27253	0.0425	0.40184	0
V94	0.7697	0.00392	0.11006	0.02171	0	0.02363	0.04514	0.02584	0	0
