Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01443	0	0.01322	0.00291	0.08226	0.00319	0.01301	0.00089	0	0.87009
V2	0.71221	0.0083	0.00054	0.00171	0.01362	0.23953	0.02292	0.00117	0	0
V3	0.11709	0.0017	0.06963	0.00621	0.45823	0.00748	0.07492	0.18478	0.0024	0.07758
V4	0	0.12531	0.00951	0.00279	0	0.1137	0.00878	0.03289	0.37535	0.33166
V5	0.00108	0.11608	0.00405	0.03495	0	0.07315	0.00995	0.00072	0	0.76001
V6	0	0	0.16432	0.0099	0.63484	0.03334	0.00229	0.08185	0	0.07346
V7	0	0.4819	0	0.00412	0.33483	0.00404	0.04832	0.09424	0	0.03255
V8	0	0.55227	0.03665	0.00178	0.05075	0.01533	0.00165	0.32942	0	0.01216
V9	0.00037	0	0.0484	0.06203	0.02304	0.00072	0.19689	0.64208	0.0073	0.01916
V10	0	0	0	0.0013	0.68726	0.05714	0.00772	0.16943	0	0.07715
V11	0.01002	0.55781	0	0.00078	0.04614	0.03782	0.00163	0.30959	0.01223	0.02399
V12	0.0248	0.02334	0.11438	0.36027	0.02517	0	0.13431	0.01446	0.00045	0.30282
V13	0.12136	0.01187	0.13644	0.00435	0.03647	0.13321	0.4642	0.01204	0.06035	0.01971
V14	0.0841	0.49451	0.13063	0.0277	0.0738	0.0492	0.1133	0.01973	0	0.00704
V15	0.45649	0	0.02029	0.39538	0.02832	0.02211	0.04003	0.01483	0.00622	0.01632
V16	0.0287	0.07735	0.17618	0.44618	0.0598	0.08132	0.00622	0	0.07843	0.04582
V17	0.01767	0.12877	0	0.00212	0	0.07651	0.03107	0.00875	0	0.73511
V18	0.09665	0.08183	0	0.16286	0	0.00754	0.00517	0.00076	0	0.64518
V19	0	0	0	0.02905	0	0.08215	0.00801	0.00883	0	0.87196
V20	0	0.27901	0	0.00362	0.00172	0	0.53181	0.06352	0	0.12031
V21	0.11027	0.44724	0.01961	0.00215	0.03339	0.32587	0.00965	0.03823	0	0.01358
V22	0	0	0	0	0	0.00509	0.00594	0.31626	0.01069	0.66202
V23	0.27862	0.027	0.51926	0.01447	0	0.02348	0.00368	0.00758	0.00168	0.12424
V24	0.02719	0.65393	0.03418	0.00201	0.07698	0	0.06575	0.10433	0.03213	0.00351
V25	0.02832	0.13463	0.00595	0.01223	0.00605	0.14212	0.02335	0.00051	0.07139	0.57544
V26	0	0	0.04361	0.002	0.00781	0.0028	0.0117	0.91854	0	0.01355
V27	0	0.00502	0	0.00121	0.35211	0	0.02207	0.00031	0	0.61928
V28	0.29665	0	0	0	0	0.01478	0.02132	0.03154	0	0.63572
V29	0.0114	0.68745	0	0.00411	0.05907	0.09685	0.00549	0.02841	0	0.10722
V30	0	0.01285	0.1284	0.01013	0.00599	0.36764	0.3164	0	0.13673	0.02186
V31	0	0.33429	0.18326	0.00546	0.08938	0.00796	0.00217	0.35847	0	0.01902
V32	0.56982	0	0	0.00173	0.27768	0.03454	0.02808	0.00104	0.03407	0.05305
V33	0.0683	0.01199	0.20517	0.37239	0.03575	0	0.2874	0	0.00217	0.01683
