Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.02311	0	0.088	0	0.38764	0	0	0	0	0.50125
V2	0.67085	0	0	0	0	0.30146	0.02769	0	0	0
V3	0.14124	0.01278	0.09812	0	0.50529	0.01706	0.0428	0.17652	0	0.00618
V4	0.01602	0.10549	0.0344	0	0.04425	0.06253	0.00581	0.00644	0.62343	0.10162
V5	0.00327	0.12446	0.08358	0.07803	0.1751	0.06632	0.00041	0	0	0.46882
V6	0.04762	0	0.20225	0	0.68452	0.01038	0	0.05523	0	0
V7	0.02824	0.41917	0.00944	0	0.43735	0.00239	0.02691	0.07649	0	0
V8	0.03256	0.46321	0.05198	0	0.12274	0	0	0.32793	0	0.00158
V9	0.0228	0.01764	0.04779	0.15347	0	0.02564	0.11005	0.61834	0	0.00427
V10	0.03686	0	0.0018	0	0.77078	0.04369	0	0.14687	0	0
V11	0.03805	0.47803	0.01403	0	0.13313	0.00771	0	0.31536	0	0.01369
V12	0.01048	0.05583	0.09605	0.60701	0.01824	0.03131	0.06924	0.01561	0	0.09622
V13	0.09707	0.08073	0.08835	0	0	0.22267	0.31594	0.02905	0.16492	0.00127
V14	0.09511	0.42319	0.16443	0.01863	0.11702	0.07012	0.09375	0.01774	0	0
V15	0.23767	0.01557	0	0.67472	0	0.04043	0.01933	0.01227	0	0
V16	0.01579	0.06937	0.10705	0.64676	0	0.05881	0.00484	0	0.09738	0
V17	0.02681	0.14007	0.04748	0	0.20497	0.0818	0.02267	0.00453	0	0.47167
V18	0.07026	0.09215	0.0415	0.38573	0.07697	0.00421	0	0	0	0.3292
V19	0	0.00136	0.07258	0.07649	0.13251	0.08486	0	0.00709	0	0.62511
V20	0.00452	0.3112	0.00144	0	0.00731	0.11535	0.3915	0.08453	0.01406	0.07009
V21	0.11885	0.38534	0	0	0.09751	0.3413	0.02008	0.03327	0	0.00364
V22	0.01255	0.00319	0.0485	0	0.09576	0	0	0.36836	0.01174	0.45989
V23	0.33078	0.00907	0.59611	0	0	0	0	0	0	0.06404
V24	0.04767	0.56094	0.04929	0	0.16	0	0.04793	0.09137	0.0428	0
V25	0.03091	0.11848	0.06263	0.00289	0.18498	0.124	0.01844	0	0.17362	0.28406
V26	0.03309	0	0.04147	0.00955	0	0	0	0.91588	0	0
V27	0.01969	0.00149	0.0363	0	0.61169	0	0	0	0	0.33083
V28	0.33114	0.00097	0.02556	0	0.08238	0.01483	0.01073	0.03901	0	0.49539
V29	0.03124	0.6021	0.01192	0	0.19852	0.08338	0.00343	0.01182	0	0.05759
V30	0.00867	0.05741	0.08171	0	0	0.34402	0.21046	0.00897	0.28876	0
V31	0.04578	0.26187	0.21167	0	0.12894	0	0	0.35173	0	0
V32	0.51523	0.00867	0	0	0.32358	0.04723	0.01761	0	0.08587	0.00181
V33	0.03193	0.05023	0.12916	0.57625	0	0.05703	0.14471	0.01068	0	0
V34	0.01341	0.02617	0.05138	0	0.44459	0	0	0.00589	0.01604	0.44253
V35	0.03535	0.73291	0.00439	0	0.21661	0	0.00212	0.00862	0	0
V36	0.02746	0.139	0	0	0	0.16772	0.55448	0.07136	0.03997	0
V37	0.01572	0.54309	0	0	0.1276	0.04607	0.21006	0.04804	0	0.00941
V38	0.11403	0.09086	0	0.18473	0	0.12839	0.41859	0.02957	0.03382	0
V39	0.07357	0.10225	0.01744	0.17957	0	0.12297	0.40772	0.05207	0.03772	0.00668
V40	0.16438	0	0.74026	0	0.09536	0	0	0	0	0
V41	0.64955	0.06242	0	0	0	0	0.00116	0.00024	0.28663	0
V42	0.02967	0.47146	0.00569	0	0.47615	0	0	0	0	0.01703
V43	0.14516	0.05894	0.11147	0.05328	0.19194	0.08493	0.15834	0.0379	0.15804	0
V44	0.06197	0	0.54137	0	0	0	0	0.39667	0	0
V45	0.00735	0.07427	0.0221	0	0	0.04871	0.1874	0	0.64697	0.01319
V46	0.18491	0.09403	0.04755	0.28225	0.1069	0	0	0.01195	0	0.27241
V47	0	0.12792	0	0	0	0.18106	0.60046	0.03666	0.0539	0
V48	0.01298	0.03193	0.06849	0	0.16309	0	0	0	0.10557	0.61795
V49	0.17882	0	0	0	0	0	0	0.82118	0	0
V50	0.32362	0.14904	0	0	0.03739	0.47757	0.01238	0	0	0
V51	0.20931	0	0.62026	0	0.05443	0	0	0.07296	0.04304	0
V52	0.00479	0.06627	0.12172	0.37866	0	0.09322	0.28557	0.03142	0.01834	0
V53	0.491	0.00315	0.10453	0.0714	0.01022	0	0	0.18567	0	0.13403
V54	0.00807	0	0	0	0.21539	0.74719	0.02935	0	0	0
V55	0.00526	0.04088	0	0.85096	0.03526	0.03638	0.02324	0.00302	0	0.00501
V56	0.19214	0	0.59078	0	0.06985	0.14723	0	0	0	0
V57	0.04941	0	0.62798	0.16935	0	0.01182	0.00409	0.0403	0.09705	0
V58	0.02431	0.16836	0.05023	0.16254	0.03462	0.52606	0.03389	0	0	0
V59	0.00271	0.17795	0	0	0	0.17116	0.56836	0.03553	0.04429	0
V60	0.78614	0.00496	0	0	0.046	0	0	0	0.16291	0
V61	0.00962	0	0.01318	0.02742	0	0.88815	0.0491	0.00497	0	0.00758
V62	0.01985	0.08497	0.03058	0	0.02965	0.08705	0.32646	0.03239	0.07408	0.31497
V63	0.01882	0.1806	0.01128	0	0.24644	0.51152	0.02078	0	0	0.01056
V64	0.08988	0	0.29101	0.26601	0	0	0	0.3351	0	0.018
V65	0.07236	0.03299	0.01853	0.43345	0	0.00701	0.02748	0.31975	0.0773	0.01113
V66	0.03145	0.01241	0.03	0	0.78867	0.02611	0.00063	0.00876	0	0.10197
V67	0.05047	0.1669	0.5605	0	0.02806	0.05496	0.06043	0.01932	0.05179	0.00758
V68	0.03632	0.02966	0.02242	0.00164	0	0	0	0.3821	0.52787	0
V69	0.07711	0	0.92289	0	0	0	0	0	0	0
V70	0.80493	0.00075	0.0276	0	0	0.03908	0.02052	0.00642	0.10071	0
V71	0.04605	0	0	0.01662	0	0	0	0.93367	0	0.00367
V72	0.25137	0.01023	0.02529	0.31326	0.2433	0.00174	0	0.00159	0	0.15323
V73	0.05977	0.00235	0.02084	0	0.90728	0.00976	0	0	0	0
V74	0.00985	0.00811	0.07245	0.25068	0.09837	0.03442	0	0.0074	0	0.51872
V75	0.02095	0.09019	0.149	0.52011	0.00077	0.01893	0.0027	0.00724	0.19009	0
V76	0	0.00446	0	0	0	0.93163	0.056	0.00564	0.00226	0
V77	0	0.04932	0	0.35802	0	0.35051	0.22292	0.01723	0.002	0
V78	0.0152	0.46984	0.04043	0	0.12753	0.0621	0.22581	0.00549	0	0.0536
V79	0.00803	0.04049	0.0153	0.35111	0	0.27961	0.02166	0	0.27506	0.00874
V80	0.47281	0.00979	0.00378	0	0.0631	0	0.01827	0	0.07358	0.35867
V81	0.00923	0.0048	0	0.18534	0.17227	0.60588	0.02248	0	0	0
V82	0.07408	0.42747	0.02333	0.28955	0.10974	0.0044	0	0.07143	0	0
V83	0.04095	0.04226	0.01759	0.57761	0	0	0	0.3216	0	0
V84	0.03124	0.03369	0.00155	0.02646	0.09739	0.62105	0.17427	0.01148	0	0.00288
V85	0.25965	0	0.52463	0	0.01526	0	0	0	0	0.20045
V86	0.30856	0	0.28344	0.38883	0	0.01917	0	0	0	0
V87	0.02131	0.07297	0.03344	0.0035	0.00883	0	0.00469	0	0.85526	0
V88	0.0133	0.29519	0.02396	0.6023	0.05139	0.00876	0.00509	0	0	0
V89	0	0.11192	0	0.01598	0	0.15026	0.52778	0.15966	0.0344	0
V90	0.04027	0.05368	0.4948	0	0.07801	0.00676	0	0	0	0.32647
V91	0.08972	0	0.91028	0	0	0	0	0	0	0
V92	0	0.13031	0	0	0	0.17008	0.56267	0.0329	0.10403	0
V93	0.01494	0.10185	0.07087	0	0	0.04086	0.16499	0.02017	0.58633	0
V94	0.91656	0	0	0	0	0.03153	0.00605	0.04586	0	0
V95	0.00454	0.08344	0	0	0	0.0941	0.36392	0.44525	0.00758	0.00117
V96	0.04468	0.11303	0.35174	0.43809	0	0.02501	0.00117	0.02071	0.00557	0
V97	0	0.12086	0	0	0	0.15742	0.55635	0.03424	0.05705	0.07409
V98	0.0188	0.23995	0.04221	0.04689	0.2892	0.01212	0.01929	0.11807	0.13514	0.07833
V99	0.60109	0.01596	0	0	0	0.01276	0.05201	0.00383	0.31436	0
V100	0.20637	0.02581	0.00887	0.25366	0.00202	0.33945	0.02578	0	0.13281	0.00523
V101	0	0.03661	0.03911	0	0.08912	0.11681	0.12303	0.0637	0	0.53161
V102	0.05584	0.19397	0	0	0.1301	0.34936	0.10151	0.15664	0	0.01257
V103	0.08358	0.051	0.0284	6e-05	0	0	0.00448	0	0.83248	0
V104	0.08663	0	0.8972	0	0	0	0	0	0.01617	0
V105	0.36331	0	0.06505	0	0	0.10656	0	0.46509	0	0
V106	0.04956	0.56006	0.22805	0	0.16222	1e-04	0	0	0	0
V107	0.29293	0.15899	0.00822	0	0.38086	0.01085	0	0.03786	0.11029	0
V108	0.00189	0	0.01891	0.1956	0.04242	0.44716	0.01439	0.03301	0	0.24661
V109	0.00314	0.02635	0	0.00225	0	0.8952	0.05714	0.00576	0.00867	0.00148
V110	0.04099	0	0.01632	0	0.88367	0	0	0.05903	0	0
V111	0	0.1484	0	0	0.02735	0.15882	0.55721	0.03582	0.05734	0.01507
V112	0	0.11749	0	0	0	0.12918	0.46259	0.02859	0.10819	0.15396
V113	0.02669	0.04461	0.0337	0	0	0.04909	0.0167	0.01821	0.72013	0.09088
V114	0.03016	0.05438	0.03689	0	0	0	0.00562	0	0.87296	0
V115	0.02455	0.72832	0.01791	0	0.22114	0	0.00538	0	0	0.00271
V116	0.45904	0.03761	0	0	0	0	0	0.50335	0	0
V117	0	0.12928	0	0	0	0.17311	0.60669	0.03748	0.05344	0
V118	0.01722	0	0	0	0	0.91135	0.05593	0.0155	0	0
V119	0.0047	0.04391	0	0.64605	0	0.20594	0.02741	0.00249	0.06949	0
V120	0.72896	0	0.17695	0	0	0.09409	0	0	0	0
V121	0.06486	0.13921	0.27343	0	0.00163	0.19586	0.23865	0.03538	0.01698	0.034
V122	0.0208	0.068	0.12558	0	0	0.07529	0.09553	0	0.61481	0
V123	0.0468	0	0.01348	0	0.41498	0	0	0.52474	0	0
V124	0.7209	0.00362	0	0	0	0	0	0.27547	0	0
V125	0.03497	0.11336	0.10498	0.02008	0.01524	0.08547	0	0.6259	0	0
V126	0.03967	0.04625	0.02073	0	0.8498	0	0	0.04355	0	0
V127	0.05358	0.02905	0.59666	0	0	0.0405	0.15249	0.0011	0.12662	0
V128	0.05776	0.11014	0.42816	0	0.36899	0.03495	0	0	0	0
V129	0.02961	0.09009	0.0636	0.2463	0.08248	0.00958	0.00274	0	0.4756	0
V130	0.05566	0	0.43947	0	0	0	0	0.50487	0	0
V131	0.07095	0.33516	0.50146	0.00434	0.07976	0.00204	0.0063	0	0	0
V132	0.10992	0.11172	0	0	0	0.12945	0.45952	0.15525	0.02874	0.0054
V133	0.01608	0.00661	0	0.22834	0	0.10332	0.01248	0.63317	0	0
V134	0.03894	0.05649	0.2756	0.00479	0.3211	0.03332	0.11895	0.01131	0.00272	0.13677
V135	0.03177	0.18691	0.17862	0	0.02457	0	0.009	0	0.56913	0
V136	0.01589	0.50443	0.03718	0.16117	0.17812	0	0	0	0	0.10322
V137	0.00019	0.08714	0	0	0	0.44895	0.34704	0.02356	0.09313	0
V138	0.01067	0.13469	0.01363	0	0	0.114	0.4159	0.02634	0.08655	0.19821
V139	0.63137	0.01702	0	0	0.04984	0.08009	0	0	0.22168	0
