CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42902	0.07389	0.17596	0.32113
V2	0.17421	0.13064	0.0886	0.60654
V3	0.10392	0.51445	0.06128	0.32035
V4	0.6704	0.1624	0.03744	0.12976
V5	0.13652	0.41838	0.22767	0.21743
V6	0.11064	0.70587	0.06857	0.11492
V7	0.16467	0.33285	0.11074	0.39174
V8	0.1532	0.08447	0.62981	0.13252
V9	0.22225	0.24467	0.07924	0.45384
V10	0.07607	0.09004	0.68815	0.14573
V11	0.19904	0.33893	0.35809	0.10394
V12	0.07789	0.49699	0.31597	0.10915
V13	0.23628	0.59459	0.05354	0.11558
V14	0.10432	0.73686	0.05872	0.10011
V15	0.14324	0.50149	0.13995	0.21533
V16	0.70187	0.0968	0.06062	0.1407
V17	0.11852	0.70415	0.06278	0.11455
V18	0.4382	0.34427	0.08202	0.13551
V19	0.16697	0.66973	0.05699	0.10631
V20	0.17567	0.40558	0.0645	0.35425
V21	0.15298	0.11402	0.6021	0.1309
V22	0.09284	0.13684	0.19359	0.57673
V23	0.31485	0.09981	0.47245	0.11288
V24	0.73794	0.07939	0.06863	0.11404
V25	0.28291	0.25331	0.14353	0.32025
V26	0.31378	0.36565	0.06217	0.2584
V27	0.14591	0.09804	0.06848	0.68756
V28	0.06716	0.0988	0.72973	0.1043
V29	0.3542	0.08842	0.42335	0.13402
V30	0.13638	0.23306	0.24254	0.38802
V31	0.19968	0.22025	0.25519	0.32489
V32	0.13253	0.07814	0.07675	0.71258
V33	0.09414	0.43114	0.30092	0.1738
V34	0.15271	0.09875	0.61656	0.13198
V35	0.16875	0.59535	0.11466	0.12124
V36	0.07897	0.09865	0.3844	0.43799
V37	0.42045	0.12431	0.12098	0.33426
V38	0.34785	0.06599	0.17747	0.40869
V39	0.17172	0.48162	0.14588	0.20078
V40	0.12455	0.67018	0.11116	0.09411
V41	0.06938	0.55261	0.08663	0.29139
V42	0.21974	0.09074	0.20081	0.4887
V43	0.15022	0.32224	0.40203	0.12552
V44	0.07835	0.12997	0.56182	0.22986
V45	0.12853	0.49758	0.20839	0.16549
V46	0.61603	0.12587	0.14286	0.11524
V47	0.35217	0.22192	0.28031	0.1456
V48	0.61908	0.20959	0.04433	0.127
V49	0.55992	0.22362	0.0382	0.17826
V50	0.10329	0.67836	0.1182	0.10014
V51	0.26289	0.37533	0.23543	0.12636
V52	0.08373	0.15499	0.63173	0.12956
V53	0.56228	0.1689	0.16197	0.10685
V54	0.33644	0.22321	0.31726	0.12309
V55	0.21037	0.17089	0.21899	0.39975
V56	0.11316	0.07543	0.11109	0.70033
