cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.61993	0.0114	0.21102	0.15765
V2	0.24908	0.11988	0.08681	0.54424
V3	0.08411	0.7033	0.02048	0.19212
V4	0.86347	0.12324	0.00014	0.01314
V5	0.14157	0.46834	0.29751	0.09258
V6	0.09678	0.86073	0.02845	0.01405
V7	0.20682	0.41279	0.11854	0.26185
V8	0.14202	0.0067	0.83305	0.01823
V9	0.33313	0.28458	0.05794	0.32434
V10	0.02296	0.00768	0.94074	0.02863
V11	0.22795	0.31699	0.45104	0.00402
V12	0.03525	0.55234	0.40345	0.00895
V13	0.29284	0.68487	0.00866	0.01362
V14	0.0848	0.90001	0.01065	0.00454
V15	0.15525	0.60453	0.14781	0.0924
V16	0.91376	0.04641	0.02325	0.01658
V17	0.10723	0.85977	0.01895	0.01406
V18	0.58973	0.33525	0.05248	0.02254
V19	0.18463	0.79703	0.0094	0.00895
V20	0.23068	0.51819	0.03044	0.2207
V21	0.14349	0.03657	0.8017	0.01825
V22	0.03426	0.11715	0.33673	0.51186
V23	0.39801	0.02814	0.56992	0.00393
V24	0.93225	0.0346	0.03305	9e-05
V25	0.41404	0.24778	0.16542	0.17276
V26	0.44879	0.40655	0.02652	0.11814
V27	0.17797	0.08337	0.0377	0.70095
V28	0.00144	0.02578	0.97233	0.00044
V29	0.44455	0.01915	0.51895	0.01735
V30	0.14224	0.23226	0.37272	0.25278
V31	0.25975	0.19184	0.36814	0.18027
V32	0.14274	0.04535	0.05769	0.75422
V33	0.06143	0.47864	0.40282	0.05711
V34	0.14247	0.02049	0.81886	0.01819
V35	0.18839	0.69662	0.09632	0.01867
V36	0.01381	0.031	0.65092	0.30427
V37	0.62518	0.07454	0.12656	0.17372
V38	0.52445	0.00552	0.23077	0.23926
V39	0.20088	0.56294	0.15651	0.07966
V40	0.11751	0.79497	0.08742	1e-04
V41	0.01403	0.75358	0.065	0.16739
V42	0.31591	0.0314	0.30165	0.35105
V43	0.14914	0.30314	0.52929	0.01843
V44	0.02324	0.05359	0.82766	0.09552
V45	0.1224	0.57289	0.25333	0.05139
V46	0.78852	0.07287	0.13472	0.0039
V47	0.45758	0.17186	0.34212	0.02844
V48	0.80271	0.17669	0.00753	0.01306
V49	0.75656	0.19566	8e-05	0.0477
V50	0.08387	0.81415	0.09766	0.00432
V51	0.3293	0.37204	0.2806	0.01806
V52	0.03401	0.08321	0.86413	0.01865
V53	0.72387	0.11569	0.16038	6e-05
V54	0.43178	0.16994	0.38536	0.01292
V55	0.29161	0.13346	0.322	0.25293
V56	0.08109	0.02872	0.15789	0.7323
V57	0.11836	0.84422	0.02842	0.00901
V58	0.7451	0.01321	0.05789	0.1838
V59	0.45482	0.39268	0.12411	0.02839
V60	0.18233	0.1545	0.42668	0.2365
V61	0.82429	0.11186	0.01565	0.0482
V62	0.87894	0.0381	0.07513	0.00783
V63	0.02482	0.8196	0.1415	0.01408
V64	0.01404	0.90273	0.00207	0.08116
V65	0.02379	0.01697	0.18054	0.77869
V66	0.25136	0.68298	0.02642	0.03924
V67	0.17336	0.28945	0.52856	0.00863
V68	0.25932	0.1975	0.04143	0.50175
V69	0.03448	0.27687	0.65976	0.02889
V70	0.57915	0.1422	0.20779	0.07085
V71	0.22191	0.06526	0.4811	0.23173
V72	0.62111	0.16035	0.11931	0.09923
V73	0.1837	0.60244	0.16319	0.05068
V74	0.06786	0.18634	0.74558	0.00023
V75	0.72587	0.00606	0.21638	0.0517
V76	0.0021	0.22423	0.29762	0.47605
V77	0.07016	0.40672	0.01656	0.50656
V78	0.39031	0.1211	0.25134	0.23725
V79	0.01113	0.07297	0.86546	0.05044
V80	0.37111	0.01082	0.56987	0.04821
V81	0.06774	0.12973	0.79819	0.00433
V82	0.00102	0.04541	0.94866	0.00492
V83	0.21694	0.22794	0.12207	0.43306
V84	0.49098	0.04739	0.2217	0.23994
V85	0.13947	0.30129	0.46276	0.09648
V86	0.05732	0.0296	0.88962	0.02346
V87	0.04985	0.84037	0.06923	0.04055
V88	0.24195	0.06038	0.37877	0.3189
V89	0.03679	0.02164	0.35063	0.59093
V90	0.03676	0.88499	0.06907	0.00917
V91	0.04849	0.71802	0.21462	0.01887
V92	0.48045	0.01771	0.42515	0.07668
V93	0.91811	0.02436	0.00012	0.05741
V94	0.03147	0.57547	0.03723	0.35583
V95	0.29732	0.42882	0.1883	0.08555
V96	0.13423	0.1512	0.05045	0.66412
V97	0.68524	0.0949	0.21609	0.00377
V98	0.69445	0.29679	3e-04	0.00846
V99	0.78718	0.04742	0.1615	0.0039
V100	0.09145	0.01433	0.88046	0.01376
V101	0.0303	0.06812	0.01306	0.88851
V102	0.92707	0.05746	0.00741	0.00807
V103	0.02231	0.0726	0.17724	0.72785
