CD56NK	CD4MemoryT	CD19B	CD14
V1	0.02294	0.53314	0.05217	0.39176
V2	0.0026	0.32829	0.00977	0.65934
V3	0.00257	0.45654	0.00657	0.53431
V4	0.04549	0.90562	0	0.04889
V5	0.00596	0.50044	0.10762	0.38598
V6	0.00692	0.88236	0.01442	0.0963
V7	0.00423	0.42163	0.02413	0.55001
V8	0.01323	0.32108	0.52755	0.13815
V9	0.00596	0.39185	0.01032	0.59187
V10	0.00215	0.11344	0.64594	0.23847
V11	0.018	0.67109	0.27832	0.03259
V12	0.00293	0.64608	0.27241	0.07858
V13	0.01964	0.90227	0.0015	0.07659
V14	0.00656	0.9572	0.0027	0.03355
V15	0.0061	0.56231	0.05396	0.37762
V16	0.04067	0.89588	0.00494	0.05851
V17	0.00772	0.88955	0.00835	0.09438
V18	0.0346	0.84751	0.0188	0.09909
V19	0.01341	0.92537	0.00209	0.05913
V20	0.00442	0.4741	0.0061	0.51538
V21	0.0129	0.35067	0.50041	0.13602
V22	0	0.26929	0.03741	0.6933
V23	0.03054	0.60833	0.33122	0.02991
V24	0.04832	0.94338	0.0083	0
V25	0.01363	0.49737	0.04412	0.44488
V26	0.01879	0.59437	0.00827	0.37857
V27	0.00128	0.31558	0.00372	0.67942
V28	2e-05	0.01374	0.98624	0
V29	0.02948	0.62583	0.24915	0.09554
V30	0.00419	0.32341	0.09363	0.57876
V31	0.0088	0.35227	0.11215	0.52677
V32	0.00093	0.24947	0.00739	0.74221
V33	0.0039	0.50004	0.19416	0.3019
V34	0.01303	0.33641	0.51335	0.13721
V35	0.01331	0.82256	0.04969	0.11444
V36	0	0.19002	0.15124	0.65875
V37	0.02146	0.54178	0.02809	0.40867
V38	0.01888	0.41611	0.05853	0.50648
V39	0.0092	0.58453	0.05767	0.34861
V40	0.01	0.93717	0.05283	0
V41	0	0.46179	0.0203	0.51791
V42	0.00613	0.31716	0.05294	0.62377
V43	0.01168	0.55462	0.30819	0.12551
V44	0.00109	0.20606	0.32378	0.46908
V45	0.00694	0.61291	0.11412	0.26602
V46	0.04528	0.89017	0.04674	0.01781
V47	0.02693	0.70274	0.14211	0.12823
V48	0.04104	0.91	0	0.04896
V49	0.03564	0.8059	0	0.15845
V50	0.00675	0.89946	0.05964	0.03415
V51	0.02157	0.74514	0.13177	0.10153
V52	0.00351	0.20948	0.62734	0.15967
V53	0.04042	0.89999	0.05959	0
V54	0.02888	0.71493	0.18326	0.07292
V55	0.00797	0.3511	0.08087	0.56006
V56	0.00022	0.29353	0.01311	0.69313
V57	0.00901	0.91349	0.01418	0.06332
V58	0.02435	0.57315	0.01265	0.38985
V59	0.02872	0.79006	0.05058	0.13064
V60	0.00619	0.27226	0.13517	0.58638
V61	0.04004	0.804	0.00313	0.15282
V62	0.04188	0.90622	0.02147	0.03044
V63	0.0015	0.80695	0.0874	0.10416
V64	2e-05	0.62599	0	0.37399
V65	0	0.13947	0.01978	0.84075
V66	0.01475	0.77562	0.0107	0.19893
V67	0.01444	0.58466	0.32874	0.07215
V68	0.0038	0.28048	0.00817	0.70754
V69	0.00286	0.3837	0.40114	0.2123
V70	0.02481	0.64982	0.06339	0.26198
V71	0.00774	0.24925	0.15713	0.58588
V72	0.0232	0.63288	0.03148	0.31244
V73	0.00985	0.66586	0.07214	0.25214
V74	0.00789	0.38496	0.60715	0
V75	0.03337	0.71605	0.0662	0.18438
V76	0	0.08451	0.05397	0.86152
V77	8e-04	0.27608	0.0047	0.71842
V78	0.01243	0.40484	0.06407	0.51866
V79	0.00076	0.16189	0.49733	0.34003
V80	0.02111	0.50818	0.23189	0.23882
V81	0.00769	0.3216	0.62727	0.04344
V82	0	0.05244	0.89533	0.05223
V83	0.00296	0.29014	0.01984	0.68706
V84	0.01691	0.41073	0.05685	0.51551
V85	0.00554	0.43212	0.15589	0.40644
V86	0.00573	0.20277	0.59602	0.19548
V87	0.00273	0.72608	0.03457	0.23662
V88	0.00408	0.3426	0.06483	0.5885
V89	0	0.21369	0.04019	0.74612
V90	0.00256	0.8844	0.042	0.07103
V91	0.00337	0.73543	0.1297	0.1315
V92	0.02203	0.53504	0.14422	0.29871
V93	0.04028	0.78742	0	0.1723
V94	1e-04	0.35946	0.00688	0.63356
V95	0.01304	0.59312	0.06454	0.3293
V96	0.0012	0.30721	0.00563	0.68597
V97	0.04203	0.84756	0.08936	0.02104
V98	0.03787	0.92383	0	0.0383
V99	0.04547	0.87974	0.05678	0.018
V100	0.00953	0.23687	0.63283	0.12078
V101	0	0.12531	0.00463	0.87006
V102	0.04216	0.92786	0	0.02998
V103	0	0.21109	0.01676	0.77215
V104	0.00257	0.9589	0.0031	0.03543
V105	0.00557	0.95185	0.00897	0.0336
V106	0.01028	0.64826	0.19048	0.15099
V107	0.01433	0.49612	0.31225	0.1773
V108	0.01385	0.92424	0.0619	0
