B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57892	0	0.20627	0.21481
V2	0.23694	0.1017	0.06934	0.59202
V3	0.11312	0.61346	0.03163	0.24179
V4	0.85997	0.11477	0.00351	0.02175
V5	0.15706	0.44463	0.29699	0.10132
V6	0.14043	0.79145	0.06811	0
V7	0.20201	0.36248	0.10558	0.32992
V8	0.18758	0.00112	0.80507	0.00623
V9	0.30487	0.24739	0.04232	0.40542
V10	0.08843	0.0067	0.87916	0.02571
V11	0.23991	0.31291	0.44717	0
V12	0.07768	0.51999	0.40233	0
V13	0.31222	0.65086	0.03691	0
V14	0.1322	0.82176	0.04604	0
V15	0.17081	0.56218	0.16326	0.10376
V16	0.85607	0.04511	0.06066	0.03816
V17	0.15076	0.79724	0.052	0
V18	0.58729	0.32212	0.07908	0.01151
V19	0.21172	0.74837	0.03991	0
V20	0.2205	0.46293	0.03209	0.28448
V21	0.18367	0.06316	0.75131	0.00186
V22	0.07744	0.10498	0.25247	0.56511
V23	0.39359	0.03892	0.56749	0
V24	0.87945	0.03108	0.08947	0
V25	0.3874	0.23414	0.15435	0.22411
V26	0.43705	0.37438	0.03446	0.15411
V27	0.20754	0.07793	0.02254	0.692
V28	0.04228	0.06406	0.89367	0
V29	0.45373	0.02627	0.51776	0.00225
V30	0.15485	0.2187	0.31381	0.31264
V31	0.2523	0.18943	0.33006	0.22821
V32	0.1941	0.03406	0.06464	0.70719
V33	0.09557	0.46119	0.39741	0.04583
V34	0.18411	0.04339	0.76877	0.00372
V35	0.21152	0.65546	0.13302	0
V36	0.06506	0.04725	0.52115	0.36653
V37	0.57523	0.06097	0.12942	0.23438
V38	0.47692	0	0.20386	0.31922
V39	0.21437	0.52816	0.17131	0.08617
V40	0.14601	0.7272	0.12679	0
V41	0.05192	0.65775	0.08978	0.20055
V42	0.29407	0.02129	0.25161	0.43304
V43	0.17651	0.30763	0.51587	0
V44	0.06922	0.08402	0.74229	0.10447
V45	0.14937	0.54222	0.26714	0.04127
V46	0.76686	0.06296	0.17019	0
V47	0.46431	0.17643	0.34918	0.01008
V48	0.80014	0.15691	0.03065	0.01229
V49	0.75298	0.1819	0	0.06512
V50	0.12164	0.73801	0.14035	0
V51	0.3416	0.36195	0.29646	0
V52	0.08615	0.11558	0.79215	0.00612
V53	0.70755	0.10245	0.19	0
V54	0.43478	0.17378	0.39144	0
V55	0.27107	0.12846	0.27824	0.32223
V56	0.14803	0.01188	0.14276	0.69733
V57	0.15694	0.77649	0.06657	0
V58	0.67011	0	0.07231	0.25758
V59	0.4618	0.37947	0.14664	0.01209
V60	0.18913	0.15438	0.36469	0.2918
V61	0.79956	0.0983	0.03046	0.07168
V62	0.83262	0.03404	0.12372	0.00962
V63	0.0717	0.74605	0.18225	0
V64	0.07102	0.83492	0.00732	0.08674
V65	0.10149	0	0.16578	0.73273
V66	0.26628	0.65045	0.05228	0.03098
V67	0.19239	0.29179	0.51581	0
V68	0.24513	0.16453	0.02161	0.56874
V69	0.07939	0.29061	0.62434	0.00566
V70	0.55248	0.14254	0.21854	0.08644
V71	0.22298	0.07013	0.416	0.29088
V72	0.59162	0.15098	0.12639	0.13101
V73	0.20204	0.56863	0.18623	0.0431
V74	0.10354	0.1972	0.69926	0
V75	0.70002	0	0.23233	0.06765
V76	0.03416	0.19243	0.23297	0.54044
V77	0.10575	0.31619	0.0041	0.57396
V78	0.35984	0.11356	0.22201	0.30459
V79	0.05919	0.10669	0.78739	0.04673
V80	0.38197	0.01724	0.55529	0.04551
V81	0.11023	0.14932	0.74045	0
V82	0.04024	0.0852	0.87456	0
V83	0.21065	0.19007	0.09698	0.5023
V84	0.448	0.03671	0.20065	0.31464
V85	0.15718	0.29985	0.43433	0.10863
V86	0.10975	0.06165	0.81219	0.0164
V87	0.09286	0.76282	0.11227	0.03205
V88	0.23359	0.05781	0.31336	0.39524
V89	0.09929	0.01887	0.25782	0.62402
V90	0.0891	0.79081	0.12009	0
V91	0.08827	0.66861	0.24312	0
V92	0.47894	0.01503	0.41541	0.09062
V93	0.88942	0.01937	0	0.0912
V94	0.07317	0.45773	0.04637	0.42272
V95	0.30148	0.40769	0.19453	0.09629
V96	0.17152	0.1285	0.03036	0.66962
V97	0.66405	0.09065	0.24531	0
V98	0.71591	0.28409	0	0
V99	0.76588	0.03831	0.1958	0
V100	0.13981	0.03728	0.82072	0.00219
V101	0.12786	0.09048	0	0.78166
V102	0.88384	0.06113	0.03282	0.02221
V103	0.08079	0.06614	0.14732	0.70575
V104	0.10214	0.84895	0.04892	0
V105	0.12261	0.81759	0.0598	0
V106	0.16826	0.46822	0.36351	0
V107	0.23127	0.19123	0.57223	0.00527
V108	0.19123	0.66877	0.14	0
V109	0.06355	0.1637	0.61516	0.1576
V110	0.12005	0.78435	0.0956	0
V111	0.86366	0	0.13203	0.00431
V112	0.18886	0.06361	0.46757	0.27996
V113	0.25744	0.10971	0.21748	0.41537
V114	0.32512	0.04423	0.1165	0.51414
V115	0.05765	0.66813	0.27422	0
V116	0.19004	0.29764	0.40263	0.10969
V117	0.67964	0.2352	0.0678	0.01736
V118	0.21695	0.56214	0.05996	0.16095
V119	0.20901	0.09432	0.07475	0.62191
V120	0.13579	0.07693	0.78727	0
V121	0.61179	0.12118	0.12724	0.13979
V122	0.88399	0.01028	0.07078	0.03495
V123	0.05355	0.51888	0.0809	0.34667
V124	0.68639	0.27954	0	0.03407
V125	0.41157	0.37521	0.21322	0
V126	0.11515	0.17338	0.07379	0.63768
V127	0.2356	0.04655	0.30376	0.41408
V128	0.12682	0.01633	0.1674	0.68945
V129	0.58077	0.21412	0.20511	0
V130	0.05657	0.57909	0.36433	0
V131	0.08859	0.85745	0.01112	0.04284
V132	0.87195	0.00158	0.08925	0.03722
V133	0.8546	0.01597	0.112	0.01742
V134	0.16381	0.39316	0.16198	0.28106
V135	0.16623	0.01882	0.23263	0.58233
V136	0.30409	0.40272	0.01954	0.27364
V137	0.64452	0.02807	0.28553	0.04188
V138	0.25929	0.38453	0.21613	0.14005
V139	0.39139	0.19967	0.23172	0.17722
V140	0.11253	0.11793	0.08803	0.68151
V141	0.11804	0.15941	0.56354	0.15901
V142	0.75977	0	0.24023	0
V143	0.47149	0.2579	0.0891	0.1815
V144	0.23287	0.16335	0.20601	0.39777
V145	0.02316	0.69352	0.28332	0
V146	0.18059	0.01527	0.08187	0.72226
V147	0.86234	0.02681	0.06362	0.04723
V148	0.18321	0.07858	0.59608	0.14212
V149	0.2924	0.45465	0.25295	0
V150	0.14014	0.23275	0.59551	0.0316
V151	0.25854	0.59582	0.06511	0.08052
V152	0.27596	0.41237	0.2616	0.05007
V153	0.16614	0.7115	0.05193	0.07043
V154	0.2797	0.4116	0.3087	0
V155	0.48706	0.13698	0.31852	0.05745
V156	0.0855	0.14634	0.69381	0.07435
V157	0.34461	0.15319	0.34523	0.15696
V158	0.1383	0	0.10865	0.75305
V159	0.87387	0.07478	0	0.05135
V160	0.7091	0	0.10159	0.1893
V161	0.30823	0	0.06609	0.62568
V162	0.12618	0.31793	0.1112	0.44469
V163	0.14793	0.4752	0.21049	0.16638
V164	0.38573	0.30376	0.13044	0.18008
V165	0.07571	0.29501	0	0.62927
V166	0.073	0.1289	0.11342	0.68467
V167	0.42911	0	0.03006	0.54083
V168	0.32891	0.5294	0.12244	0.01925
V169	0.28139	0.0654	0.06174	0.59148
V170	0.16665	0.0264	0.55751	0.24944
V171	0.18082	0.22951	0.58967	0
V172	0.69542	0	0.30458	0
V173	0.10127	0.17573	0.06581	0.65719
V174	0.07794	0.19188	0.11176	0.61842
V175	0.12724	0.01551	0.78284	0.07441
V176	0.05995	0.71829	0.22175	0
V177	0.08186	0.90624	0.0041	0.00781
V178	0.06425	0.73967	0.04479	0.1513
V179	0.22705	0.00954	0.4266	0.33681
V180	0.08456	0.78104	0.1344	0
V181	0.21244	0.13391	0.55307	0.10057
V182	0.33275	0.17482	0.47699	0.01543
V183	0.2265	0.7292	0.04429	0
V184	0.90861	0	0.09139	0
V185	0.57992	0.3712	0.04888	0
V186	0.16889	0.45039	0.30591	0.07481
V187	0.88034	0.00971	0.09706	0.01289
V188	0.12963	0.26064	0	0.60973
V189	0.80903	0.01575	0.05352	0.1217
V190	0.64002	0.00991	0.35007	0
V191	0.23032	0.19935	0.57033	0
V192	0.34966	0.4495	0.07501	0.12583
V193	0.60873	0.02481	0.27711	0.08935
V194	0.10705	0.8464	0.0412	0.00535
V195	0.08921	0.05352	0.85727	0
V196	0.08984	0.12367	0.02482	0.76167
V197	0.4817	0.04753	0.04441	0.42636
V198	0.11906	0.46443	0.40548	0.01104
V199	0.24623	0.02329	0.22573	0.50475
V200	0.18471	0.55985	0.03887	0.21657
V201	0.14692	0.52366	0.23524	0.09418
V202	0.0794	0.03929	0.77101	0.1103
V203	0.20483	0.38408	0.41109	0
V204	0.06665	0.54258	0.02944	0.36133
V205	0.08761	0.07797	0.83442	0
V206	0.10579	0.10313	0.79108	0
V207	0.212	0.21382	0.06824	0.50594
V208	0.28053	0.0691	0.65037	0
V209	0.34794	0.44862	0.09568	0.10777
V210	0.14347	0.6959	0.14711	0.01351
V211	0.48958	0.00595	0.06422	0.44025
V212	0.50887	0.04038	0.45075	0
V213	0.65373	0.02012	0.15165	0.17449
V214	0.37842	0.16348	0.19894	0.25916
V215	0.37169	0.11196	0.02098	0.49537
V216	0.17102	0	0.08512	0.74386
V217	0.09167	0.47485	0.27869	0.15478
V218	0.14818	0.44011	0.20774	0.20396
V219	0.16271	0.62545	0.03391	0.17793
V220	0.06556	0.78648	0.04939	0.09858
V221	0.81074	0.00182	0.03737	0.15007
V222	0.35063	0.13335	0.39406	0.12196
V223	0.05869	0.14931	0.75431	0.03769
V224	0.90042	0	0.09958	0
V225	0.11606	0.76858	0.11536	0
V226	0.3292	0.08334	0.58746	0
V227	0.76002	0	0.23758	0.0024
V228	0.75704	0.06083	0.10716	0.07497
V229	0.09167	0.04536	0.85208	0.01089
V230	0.11125	0.06637	0.07597	0.74642
V231	0.0656	0.30394	0.1456	0.48486
V232	0.10539	0.66078	0	0.23383
V233	0.5734	0.0844	0.23818	0.10402
V234	0.10291	0.80762	0.08948	0
V235	0.3964	0.0639	0.5397	0
V236	0.10585	0.08578	0.76948	0.03889
V237	0.264	0	0.07174	0.66426
V238	0.18057	0.50766	0.30838	0.00339
V239	0.12822	0.42139	0.03167	0.41872
V240	0.49668	0.03888	0.44683	0.01761
V241	0.0861	0.01874	0.85944	0.03572
V242	0.17777	0.67865	0.14358	0
V243	0.28048	0.04959	0.63296	0.03696
V244	0.25383	0	0.70014	0.04603
V245	0.60886	0.27717	0.08418	0.02978
V246	0.11274	0.15318	0.73408	0
V247	0.20104	0.03344	0.76552	0
V248	0.11928	0.06062	0.102	0.7181
V249	0.03246	0.0696	0.85993	0.03801
V250	0.73916	0	0.26084	0
V251	0.89372	0.0562	0.04145	0.00863
V252	0.06031	0.73819	0.2015	0
V253	0.41594	0.06855	0.2009	0.31461
V254	0.06933	0.81437	0.1163	0
V255	0.11536	0.86718	0	0.01746
V256	0.22122	0.209	0.52904	0.04074
V257	0.45257	0.09914	0.27058	0.17772
V258	0.22226	0.25525	0.44758	0.0749
V259	0.09096	0.27986	0.62918	0
V260	0.02812	0.26973	0.70215	0
V261	0.62249	0.02163	0.24088	0.115
V262	0.20459	0.08831	0.02121	0.68589
V263	0.09058	0.8949	0.00436	0.01017
V264	0.22145	0.0397	0.46733	0.27151
V265	0.12414	0	0.19651	0.67935
V266	0.65054	0.30784	0.04162	0
V267	0.02694	0.19991	0.33802	0.43514
V268	0.44293	0.01249	0.18318	0.36141
V269	0.05575	0.51233	0.4277	0.00422
V270	0.6391	0.01694	0.28625	0.05771
V271	0.78673	0.063	0.06575	0.08452
V272	0.11504	0.77627	0.04563	0.06305
V273	0.17053	0.03708	0.0857	0.7067
V274	0.69479	0	0.22231	0.0829
V275	0.04401	0.0615	0.88735	0.00714
V276	0.53458	0.32497	0.02784	0.11261
V277	0.09124	0.22705	0.20319	0.47852
V278	0.10421	0.06949	0.34062	0.48567
V279	0.6868	0.05024	0.15328	0.10968
V280	0.1383	0	0.10865	0.75305
