CD56NK	CD4MemoryT	CD19B	CD14
V1	0.57803	0	0.13032	0.29165
V2	0.14674	0.03882	0.03028	0.78416
V3	0.0588	0.58925	0.00397	0.34798
V4	0.90266	0.08099	0	0.01635
V5	0.1187	0.46421	0.23479	0.1823
V6	0.08023	0.88945	0.01487	0.01545
V7	0.15248	0.30212	0.0585	0.4869
V8	0.13582	0.02128	0.81325	0.02964
V9	0.24694	0.17065	0.01997	0.56244
V10	0.01737	0.02656	0.90325	0.05282
V11	0.23614	0.34423	0.41963	0
V12	0.02521	0.6103	0.35746	0.00703
V13	0.28736	0.69647	0.00126	0.01491
V14	0.07158	0.92087	0.00582	0.00174
V15	0.12714	0.59942	0.09746	0.17597
V16	0.94809	0.02064	0.00711	0.02416
V17	0.09133	0.88411	0.00886	0.0157
V18	0.63351	0.30735	0.02718	0.03196
V19	0.16876	0.81986	0.00344	0.00793
V20	0.17626	0.41285	0.00788	0.40302
V21	0.13702	0.04353	0.79108	0.02838
V22	0.02562	0.04561	0.16455	0.76422
V23	0.42339	0.03146	0.54364	0.00152
V24	0.95979	0.02217	0.01803	0
V25	0.38104	0.18061	0.09896	0.33939
V26	0.42999	0.33912	0.00721	0.22367
V27	0.09694	0.01682	0.01251	0.87374
V28	0.00919	0.0597	0.9301	0.00102
V29	0.48841	0.01574	0.47064	0.02522
V30	0.10468	0.15886	0.24707	0.48939
V31	0.21979	0.1429	0.26924	0.36807
V32	0.07961	0	0.02224	0.89815
V33	0.0461	0.50137	0.34748	0.10504
V34	0.13648	0.03036	0.80425	0.0289
V35	0.17575	0.7383	0.06234	0.02362
V36	0.01173	0.01499	0.43488	0.5384
V37	0.58021	0.03222	0.06561	0.32196
V38	0.43572	0	0.13153	0.43276
V39	0.18208	0.5624	0.1058	0.14972
V40	0.10581	0.83292	0.06127	0
V41	0.01089	0.65629	0.03055	0.30227
V42	0.22741	0.00299	0.16683	0.60277
V43	0.14591	0.32264	0.50585	0.0256
V44	0.01508	0.0522	0.7414	0.19132
V45	0.10418	0.60494	0.20055	0.09032
V46	0.8618	0.04629	0.09021	0.0017
V47	0.51688	0.14814	0.29067	0.04432
V48	0.85312	0.13159	0	0.01529
V49	0.78188	0.1414	0	0.07673
V50	0.06936	0.86393	0.0662	0.00052
V51	0.35574	0.38601	0.23478	0.02346
V52	0.02513	0.09091	0.85427	0.0297
V53	0.78803	0.09242	0.11955	0
V54	0.48657	0.15482	0.34339	0.01522
V55	0.22582	0.07967	0.20682	0.48769
V56	0.04827	0	0.06052	0.89122
V57	0.10245	0.87456	0.01518	0.00781
V58	0.65366	0	0.02155	0.32479
V59	0.49108	0.38283	0.08346	0.04263
V60	0.13898	0.10411	0.29769	0.45922
V61	0.85909	0.06383	0.00055	0.07653
V62	0.93032	0.01644	0.04429	0.00895
V63	0.01756	0.86772	0.09937	0.01535
V64	0.01146	0.85248	0	0.13606
V65	0.02662	0	0.0733	0.90008
V66	0.23519	0.69078	0.01107	0.06296
V67	0.17212	0.31173	0.50914	0.00702
V68	0.15871	0.08661	0.01041	0.74427
V69	0.0244	0.29141	0.63538	0.0488
V70	0.61317	0.10596	0.15091	0.12996
V71	0.17129	0.03746	0.34344	0.44781
V72	0.63964	0.10699	0.06779	0.18558
V73	0.16859	0.62574	0.11674	0.08892
V74	0.06127	0.21176	0.72696	0
V75	0.75939	0	0.15265	0.08796
V76	0.01098	0.11268	0.14831	0.72803
V77	0.04522	0.2241	0.00148	0.7292
V78	0.33009	0.06732	0.15246	0.45012
V79	0.00826	0.07542	0.821	0.09532
V80	0.3879	0.00919	0.51507	0.08784
V81	0.05869	0.14377	0.79569	0.00185
V82	0.00323	0.06819	0.92303	0.00555
V83	0.13655	0.11589	0.05083	0.69673
V84	0.41585	0.01489	0.12778	0.44147
V85	0.11883	0.28287	0.39773	0.20057
V86	0.04427	0.04172	0.87315	0.04086
V87	0.03542	0.8602	0.04012	0.06426
V88	0.1678	0.02456	0.23089	0.57674
V89	0.02842	0	0.16443	0.80715
V90	0.02822	0.92054	0.04328	0.00796
V91	0.03497	0.77506	0.16547	0.0245
V92	0.50279	0.00728	0.34835	0.14157
V93	0.9052	0.00317	0	0.09164
V94	0.02275	0.39118	0.01149	0.57458
V95	0.29222	0.4104	0.13393	0.16346
V96	0.07496	0.05074	0.01613	0.85816
V97	0.75532	0.07345	0.17032	0.00091
V98	0.73201	0.25978	0	0.00821
V99	0.85735	0.02716	0.11375	0.00174
V100	0.07905	0.0306	0.87004	0.02031
V101	0.03558	0.00961	0.01398	0.94082
V102	0.95841	0.03172	0	0.00986
V103	0.02517	0.01266	0.06848	0.89369
V104	0.0318	0.95903	0.00686	0.00231
V105	0.06121	0.92625	0.01096	0.00158
V106	0.1303	0.52659	0.3078	0.03531
V107	0.21075	0.16822	0.57348	0.04756
V108	0.16333	0.76141	0.07526	0
V109	0.0157	0.11998	0.58929	0.27503
V110	0.05734	0.89943	0.02777	0.01545
V111	0.94943	0	0.0469	0.00367
V112	0.13309	0.03162	0.40001	0.43529
V113	0.19582	0.0579	0.14299	0.60329
V114	0.24761	0.01187	0.05551	0.685
V115	0.00918	0.78813	0.20245	0.00024
V116	0.15859	0.28045	0.36142	0.19954
V117	0.74306	0.20625	0.01888	0.03181
V118	0.17666	0.55755	0.0217	0.2441
V119	0.11538	0.03301	0.03208	0.81953
V120	0.08053	0.05763	0.85133	0.01051
V121	0.65841	0.0805	0.06664	0.19445
V122	0.98323	0.00286	0.00369	0.01022
V123	0.01258	0.46878	0.03001	0.48862
V124	0.70663	0.2434	0	0.04997
V125	0.44164	0.3949	0.14924	0.01422
V126	0.04653	0.0905	0.033	0.82997
V127	0.16748	0.01756	0.21913	0.59582
V128	0.03857	0	0.08357	0.87786
V129	0.65587	0.18967	0.13116	0.02329
V130	0.00748	0.68648	0.30589	0.00015
V131	0.02831	0.89849	0	0.0732
V132	0.96922	0.00062	0.01347	0.01669
V133	0.95331	0.00586	0.03143	0.00939
V134	0.11853	0.34669	0.10485	0.42993
V135	0.07942	0	0.14438	0.77619
V136	0.26287	0.34927	0.0022	0.38566
V137	0.71753	0.01663	0.20438	0.06146
V138	0.23974	0.37113	0.15578	0.23335
V139	0.39817	0.15659	0.16749	0.27774
V140	0.03865	0.04522	0.03701	0.87913
V141	0.06616	0.1178	0.53857	0.27747
V142	0.82895	0.00518	0.16587	0
V143	0.48014	0.20635	0.04734	0.26618
V144	0.17303	0.10276	0.13676	0.58745
V145	0.00211	0.79517	0.20221	0.00051
V146	0.06277	0	0.02409	0.91314
V147	0.95145	0.00907	0.00707	0.03241
V148	0.13629	0.04868	0.56972	0.24532
V149	0.29357	0.5141	0.19233	0
V150	0.09183	0.21449	0.60919	0.08449
V151	0.22795	0.618	0.02268	0.13137
V152	0.26737	0.43158	0.19884	0.10221
V153	0.11217	0.75824	0.01164	0.11794
V154	0.27626	0.452	0.24808	0.02366
V155	0.54212	0.10433	0.25535	0.09821
