mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.29706	0.21473	0.21552	0.1636	0.1091
V2	0.06352	0.71501	0.07178	0.10715	0.04253
V3	0.06405	0.15785	0.34759	0.41189	0.01861
V4	0.01795	0.13608	0.21455	0.0547	0.57672
V5	0.0227	0.08955	0.06917	0.09292	0.72566
V6	0.299	0.14346	0.22674	0.24283	0.08797
V7	0.01388	0.18521	0.35746	0.08272	0.36074
V8	0.01572	0.24799	0.62923	0.10019	0.00686
V9	0.05724	0.10797	0.2175	0.60068	0.01661
V10	0.39894	0.19083	0.34665	0.04149	0.02209
V11	0.04121	0.11351	0.10571	0.06115	0.67842
V12	0.08214	0.12015	0.19462	0.30129	0.30179
V13	0.1312	0.10287	0.0466	0.42149	0.29784
V14	0.15288	0.06852	0.07207	0.62605	0.08049
V15	0.02773	0.05458	0.0111	0.87503	0.03157
V16	0.50073	0.12367	0.02341	0.33949	0.0127
V17	0.07293	0.26814	0.03217	0.06713	0.55963
V18	0.08729	0.41899	0.23248	0.2467	0.01454
V19	0.03632	0.08401	0.01595	0.10837	0.75534
V20	0.00728	0.20498	0.54045	0.23196	0.01534
V21	0.02633	0.29461	0.1324	0.17681	0.36984
V22	0.69718	0.15823	0.06547	0.05482	0.02431
V23	0.08443	0.09139	0.03581	0.13111	0.65726
V24	0.42939	0.17165	0.03261	0.0764	0.28995
V25	0.03	0.08174	0.02692	0.42546	0.43587
V26	0.44034	0.23685	0.06587	0.07882	0.17813
V27	0.12713	0.48715	0.18018	0.04487	0.16067
V28	0.03306	0.14448	0.17648	0.60928	0.0367
V29	0.01014	0.11645	0.27124	0.57937	0.0228
V30	0.64176	0.16459	0.03598	0.07294	0.08472
V31	0.3925	0.17732	0.02568	0.2551	0.1494
V32	0.78156	0.09384	0.01893	0.06244	0.04323
V33	0.02991	0.22812	0.03183	0.12071	0.58943
V34	0.13674	0.76858	0.02823	0.06091	0.00554
V35	0.09961	0.57914	0.24299	0.07353	0.00473
V36	0.03343	0.24196	0.16343	0.0999	0.46129
V37	0.65695	0.08723	0.01243	0.05867	0.18471
V38	0.11384	0.18201	0.3778	0.20848	0.11786
V39	0.29465	0.1717	0.26989	0.04494	0.21883
V40	0.23259	0.54438	0.03551	0.15355	0.03397
V41	0.05991	0.77887	0.03567	0.05095	0.0746
V42	0.73219	0.12	0.02962	0.0643	0.05389
V43	0.4167	0.23229	0.27089	0.0686	0.01152
V44	0.03778	0.37855	0.4536	0.03787	0.0922
V45	0.04416	0.61274	0.10758	0.19232	0.0432
V46	0.12624	0.6885	0.08599	0.08033	0.01894
V47	0.00715	0.26258	0.68091	0.03663	0.01273
V48	0.15798	0.20033	0.19306	0.33817	0.11045
V49	0.40838	0.21761	0.18799	0.17246	0.01355
V50	0.02588	0.26896	0.66289	0.03618	0.0061
V51	0.10588	0.31059	0.18485	0.08507	0.31362
V52	0.06572	0.83623	0.03032	0.06214	0.0056
V53	0.03263	0.1695	0.02019	0.75709	0.02058
V54	0.20782	0.0585	0.02346	0.54833	0.16189
V55	0.07638	0.04219	0.01041	0.84742	0.0236
V56	0.07514	0.03966	0.01702	0.75967	0.10852
V57	0.14421	0.26789	0.43292	0.05894	0.09604
