CD56NK	CD4MemoryT	CD19B	CD14
V1	0.5674	0	0.16424	0.26835
V2	0.15087	0.048	0.04689	0.75424
V3	0.06581	0.55478	0.01166	0.36775
V4	0.90389	0.07655	0	0.01956
V5	0.12947	0.4021	0.28791	0.18053
V6	0.09821	0.85514	0.0228	0.02385
V7	0.1625	0.28252	0.08685	0.46813
V8	0.14135	0.0014	0.82672	0.03054
V9	0.25568	0.17071	0.03435	0.53927
V10	0.01665	0.00186	0.92825	0.05323
V11	0.24183	0.28428	0.46974	0.00415
V12	0.0295	0.52897	0.42863	0.01291
V13	0.32891	0.64401	0.00521	0.02188
V14	0.08805	0.89919	0.00652	0.00625
V15	0.14395	0.536	0.13732	0.18274
V16	0.93523	0.0198	0.0179	0.02707
V17	0.11153	0.85114	0.01336	0.02398
V18	0.64194	0.27795	0.04281	0.0373
V19	0.20263	0.77762	0.00567	0.01407
V20	0.19114	0.38451	0.01855	0.4058
V21	0.14229	0.01964	0.80837	0.0297
V22	0.01797	0.04944	0.20426	0.72834
V23	0.40918	0.01279	0.57373	0.0043
V24	0.95893	0.01209	0.02898	0
V25	0.38134	0.16901	0.13407	0.31559
V26	0.44709	0.31202	0.01776	0.22313
V27	0.09499	0.02508	0.0158	0.86413
V28	0.00115	0.01329	0.98508	0.00049
V29	0.46802	0.00543	0.49971	0.02684
V30	0.10998	0.1467	0.29395	0.44938
V31	0.22459	0.12743	0.31452	0.33345
V32	0.07352	0.00769	0.0263	0.89249
V33	0.05144	0.42754	0.41157	0.10945
V34	0.14172	0.00827	0.82005	0.02996
V35	0.20274	0.6733	0.09174	0.03222
V36	0.00752	0.01129	0.48394	0.49725
V37	0.57219	0.03522	0.09444	0.29814
V38	0.43656	0	0.16548	0.39795
V39	0.20031	0.49675	0.14654	0.1564
V40	0.12535	0.78795	0.0867	0
V41	0.00879	0.62009	0.04782	0.3233
V42	0.22879	0.00835	0.20651	0.55634
V43	0.15194	0.26719	0.55113	0.02973
V44	0.01592	0.0322	0.77435	0.17753
V45	0.11993	0.52894	0.2528	0.09833
V46	0.83652	0.04003	0.11956	0.00389
V47	0.4995	0.12603	0.32851	0.04596
V48	0.85184	0.12468	0.0047	0.01877
V49	0.78124	0.13669	0	0.08207
V50	0.08522	0.81161	0.09778	0.00538
V51	0.36398	0.32784	0.27938	0.02881
V52	0.02642	0.05877	0.88319	0.03162
V53	0.77033	0.07976	0.14992	0
V54	0.47123	0.12925	0.38084	0.01868
V55	0.22963	0.07489	0.24995	0.44553
V56	0.04098	0.00239	0.07786	0.87877
V57	0.12464	0.8382	0.02297	0.01419
V58	0.64945	0	0.03883	0.31171
V59	0.50049	0.33578	0.11572	0.04801
V60	0.1426	0.09461	0.34583	0.41696
V61	0.84583	0.06376	0.0103	0.08011
V62	0.90926	0.01375	0.06614	0.01085
V63	0.02103	0.81329	0.14236	0.02331
V64	0.01025	0.82696	0	0.16279
V65	0.01193	0	0.08978	0.89829
V66	0.26528	0.63959	0.02005	0.07508
V67	0.17827	0.25743	0.55264	0.01166
V68	0.16439	0.09458	0.0199	0.72113
V69	0.02698	0.24074	0.68057	0.0517
V70	0.5946	0.09513	0.18617	0.12411
V71	0.17601	0.03342	0.38797	0.4026
V72	0.62674	0.10132	0.09631	0.17562
V73	0.18682	0.55573	0.1597	0.09775
V74	0.06512	0.1618	0.77308	0
V75	0.72655	0	0.18715	0.08629
V76	0.00152	0.11488	0.18654	0.69706
V77	0.03968	0.22298	0.00542	0.73193
V78	0.3297	0.06551	0.1912	0.41359
V79	0.00661	0.04961	0.85101	0.09277
V80	0.37606	0.00084	0.53995	0.08315
V81	0.06303	0.10424	0.82772	0.005
V82	0.00053	0.03012	0.96253	0.00682
V83	0.14151	0.11942	0.07449	0.66459
V84	0.41452	0.01871	0.16353	0.40324
V85	0.12511	0.24174	0.44647	0.18667
V86	0.04877	0.01513	0.89486	0.04124
V87	0.04309	0.81522	0.06172	0.07997
V88	0.17385	0.02692	0.27357	0.52566
V89	0.01891	0.00152	0.19864	0.78092
V90	0.03325	0.88718	0.06492	0.01465
V91	0.04192	0.70377	0.22087	0.03344
V92	0.48343	0.00348	0.38192	0.13116
V93	0.89944	0.00393	0	0.09663
V94	0.01854	0.37367	0.01962	0.58816
V95	0.30335	0.35949	0.17504	0.16212
V96	0.07248	0.06003	0.02238	0.84511
V97	0.72744	0.0624	0.20636	0.00381
V98	0.74975	0.23833	0	0.01192
V99	0.83034	0.02061	0.14517	0.00388
V100	0.08443	0.00506	0.88877	0.02173
V101	0.01526	0.01228	0.00745	0.96501
V102	0.95394	0.0289	0.00532	0.01184
V103	0.01129	0.01977	0.08835	0.88059
V104	0.03692	0.9497	0.00673	0.00665
V105	0.0747	0.90398	0.01522	0.0061
V106	0.14261	0.44715	0.36878	0.04147
V107	0.21282	0.13563	0.60274	0.04882
V108	0.18951	0.70462	0.10587	0
V109	0.01588	0.10053	0.63125	0.25235
V110	0.07219	0.86212	0.04184	0.02385
V111	0.92807	0	0.06722	0.00471
V112	0.13739	0.02734	0.44372	0.39154
V113	0.20272	0.05969	0.18038	0.55721
V114	0.25206	0.0203	0.08033	0.64731
V115	0.00963	0.71868	0.2664	0.0053
V116	0.16382	0.24028	0.40991	0.18599
V117	0.74043	0.19005	0.03324	0.03628
V118	0.19791	0.51209	0.03641	0.2536
V119	0.11548	0.04278	0.04875	0.79299
V120	0.08522	0.03062	0.87134	0.01282
V121	0.64164	0.0779	0.09565	0.18482
V122	0.97629	0.00016	0.01165	0.01189
V123	0.00902	0.44193	0.04782	0.50123
V124	0.71793	0.22582	0	0.05625
V125	0.45147	0.33952	0.18948	0.01954
V126	0.03866	0.09924	0.04953	0.81258
V127	0.172	0.02071	0.26183	0.54545
V128	0.02946	0.00231	0.10479	0.86345
V129	0.63715	0.16866	0.16718	0.02701
V130	0.00875	0.60806	0.37815	0.00504
V131	0.03268	0.87471	0	0.0926
V132	0.95573	0	0.0254	0.01887
V133	0.93547	0.00394	0.04952	0.01108
V134	0.12648	0.31692	0.14421	0.41239
V135	0.08045	0.00526	0.17819	0.7361
V136	0.27885	0.32781	0.01085	0.38249
V137	0.68402	0.01281	0.24179	0.06138
V138	0.24758	0.3299	0.19816	0.22436
V139	0.39536	0.14179	0.2067	0.25615
V140	0.02947	0.05346	0.05136	0.86571
V141	0.07016	0.09856	0.57915	0.25213
V142	0.80493	0	0.19507	0
V143	0.48242	0.19522	0.07043	0.25193
V144	0.17956	0.10124	0.17522	0.54397
V145	0.00108	0.72689	0.26655	0.00547
V146	0.05271	0.00324	0.02772	0.91633
V147	0.9388	0.00809	0.01776	0.03535
V148	0.14046	0.03491	0.60309	0.22154
V149	0.31278	0.4432	0.23983	0.00419
V150	0.09944	0.17615	0.64157	0.08284
V151	0.25195	0.56702	0.03687	0.14417
V152	0.27812	0.3733	0.2433	0.10528
V153	0.13354	0.71012	0.02058	0.13576
V154	0.28949	0.38338	0.2976	0.02954
V155	0.52229	0.09	0.29339	0.09432
V156	0.03514	0.08459	0.74412	0.13615
V157	0.33797	0.10048	0.32951	0.23204
V158	0.01512	0	0.02296	0.96192
V159	0.91698	0.03841	0	0.04461
V160	0.70608	0	0.06337	0.23054
V161	0.21355	0.00086	0.02917	0.75642
V162	0.07345	0.23256	0.08685	0.60714
V163	0.11723	0.42104	0.19293	0.2688
V164	0.38789	0.23664	0.11465	0.26081
V165	0.01099	0.20624	0.00078	0.78199
V166	0.01111	0.06099	0.07006	0.85784
V167	0.35173	0	0.00585	0.64242
V168	0.34496	0.50563	0.08753	0.06188
V169	0.19428	0.02793	0.03709	0.7407
V170	0.11332	0.00482	0.53226	0.3496
V171	0.14862	0.1776	0.63394	0.03985
V172	0.73706	0	0.25881	0.00413
V173	0.02911	0.09995	0.04036	0.83058
V174	0.01903	0.11456	0.07767	0.78874
V175	0.06876	0.00029	0.80028	0.13067
V176	0.00979	0.78665	0.19806	0.0055
V177	0.01272	0.97036	0	0.01692
V178	0.00936	0.72681	0.00466	0.25918
V179	0.16982	0.00059	0.38564	0.44395
V180	0.03588	0.87445	0.08967	0
V181	0.18317	0.07933	0.57046	0.16704
V182	0.33744	0.12116	0.48389	0.05751
V183	0.22807	0.76051	0.0059	0.00552
V184	0.99274	0	0.00726	0
V185	0.63745	0.34603	0.01213	0.00439
V186	0.14241	0.41465	0.29882	0.14411
V187	0.96774	0.00051	0.02674	0.00501
V188	0.06298	0.1776	0.00026	0.75916
V189	0.83377	0.0069	0.01666	0.14267
V190	0.68479	0.00064	0.3105	0.00407
V191	0.21267	0.14658	0.60185	0.03889
V192	0.35509	0.39395	0.05421	0.19675
V193	0.63317	0.01166	0.23619	0.11898
V194	0.04799	0.92062	0.00591	0.02549
V195	0.00886	0.0085	0.97569	0.00696
V196	0.01314	0.04352	0.01172	0.93162
V197	0.42744	0.02486	0.02498	0.52272
V198	0.07721	0.43919	0.41976	0.06385
