B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58078	0.00611	0.17342	0.2397
V2	0.229	0.10408	0.05519	0.61173
V3	0.10637	0.61696	0.01821	0.25846
V4	0.8524	0.10117	0	0.04643
V5	0.14808	0.46087	0.26367	0.12738
V6	0.1271	0.80208	0.04521	0.02561
V7	0.19719	0.36908	0.08995	0.34378
V8	0.16581	0.02283	0.77879	0.03257
V9	0.2993	0.25175	0.03079	0.41815
V10	0.05654	0.03014	0.86321	0.05011
V11	0.23751	0.34318	0.41931	0
V12	0.0683	0.55206	0.37532	0.00432
V13	0.30788	0.65535	0.01581	0.02096
V14	0.12193	0.842	0.02684	0.00923
V15	0.16331	0.57019	0.13857	0.12793
V16	0.87397	0.04022	0.0205	0.06531
V17	0.13678	0.80469	0.03284	0.02569
V18	0.58335	0.32746	0.04758	0.04162
V19	0.20684	0.75659	0.02093	0.01565
V20	0.21775	0.46592	0.01841	0.29792
V21	0.16558	0.08024	0.72563	0.02855
V22	0.07437	0.11576	0.22144	0.58842
V23	0.39868	0.05609	0.5387	0.00654
V24	0.93011	0.03285	0.03705	0
V25	0.38046	0.24179	0.13182	0.24593
V26	0.42961	0.37989	0.01383	0.17667
V27	0.19284	0.07714	0.01911	0.71092
V28	0.02054	0.08304	0.89641	0
V29	0.45413	0.04018	0.47447	0.03122
V30	0.14644	0.23525	0.28423	0.33409
V31	0.24375	0.20622	0.29717	0.25287
V32	0.17635	0.03964	0.05167	0.73234
V33	0.08409	0.48128	0.36087	0.07376
V34	0.16549	0.06046	0.74381	0.03025
V35	0.2064	0.66593	0.10425	0.02342
V36	0.04749	0.06609	0.49147	0.39495
V37	0.57345	0.07189	0.09814	0.25651
V38	0.47815	0	0.1786	0.34325
V39	0.20648	0.53701	0.14554	0.11097
V40	0.14269	0.75654	0.10077	0
V41	0.0466	0.66652	0.06564	0.22123
V42	0.28913	0.03678	0.21992	0.45417
V43	0.16731	0.33482	0.48341	0.01447
V44	0.04734	0.10373	0.71639	0.13254
V45	0.13972	0.55631	0.23506	0.06891
V46	0.79071	0.07211	0.12198	0.0152
V47	0.46304	0.19017	0.3061	0.04069
V48	0.80031	0.15886	0	0.04083
V49	0.73782	0.17224	0	0.08994
V50	0.11684	0.7705	0.11267	0
V51	0.33933	0.38339	0.26118	0.0161
V52	0.05991	0.13516	0.77308	0.03185
V53	0.73219	0.11788	0.14993	0
V54	0.44031	0.19366	0.35397	0.01207
V55	0.26456	0.14189	0.2485	0.34505
V56	0.13475	0.02044	0.11225	0.73256
V57	0.14764	0.79228	0.04561	0.01447
V58	0.67871	0.00144	0.03799	0.28187
V59	0.45485	0.38827	0.11526	0.04163
V60	0.17978	0.17154	0.33305	0.31563
V61	0.80091	0.10149	0.00066	0.09694
V62	0.85723	0.03459	0.06865	0.03953
V63	0.06264	0.76751	0.14991	0.01994
V64	0.05891	0.8326	0	0.10849
V65	0.09453	0	0.13537	0.7701
V66	0.25957	0.65058	0.03163	0.05822
V67	0.18725	0.32315	0.4896	0
V68	0.23836	0.16788	0.01359	0.58017
V69	0.06111	0.31375	0.59052	0.03462
V70	0.55188	0.15212	0.18234	0.11366
V71	0.214	0.08865	0.38138	0.31597
V72	0.5893	0.15693	0.09746	0.15631
V73	0.19436	0.57826	0.15747	0.06992
V74	0.08918	0.22683	0.68399	0
V75	0.7106	0	0.19241	0.09699
V76	0.03619	0.20276	0.20363	0.55743
V77	0.10328	0.31852	0	0.57819
V78	0.3551	0.12489	0.19337	0.32664
V79	0.03736	0.12597	0.76312	0.07355
V80	0.37785	0.03304	0.51553	0.07358
V81	0.09392	0.17732	0.72877	0
V82	0.02137	0.10127	0.85865	0.01871
V83	0.2052	0.19579	0.0811	0.51792
V84	0.4445	0.04925	0.17102	0.33523
V85	0.14588	0.3207	0.39833	0.13508
V86	0.08279	0.07804	0.79738	0.04179
V87	0.08186	0.77495	0.08377	0.05941
V88	0.22631	0.07356	0.28194	0.41819
V89	0.09056	0.03102	0.22256	0.65586
V90	0.07849	0.81665	0.08873	0.01613
V91	0.0796	0.68691	0.21095	0.02255
V92	0.47899	0.03036	0.37181	0.11883
V93	0.87702	0.00944	0	0.11354
V94	0.06801	0.47002	0.02703	0.43494
V95	0.29223	0.41863	0.16727	0.12187
V96	0.16186	0.12373	0.02742	0.68698
V97	0.68318	0.10457	0.20342	0.00882
V98	0.69985	0.27334	0	0.02682
V99	0.78828	0.04734	0.14631	0.01807
V100	0.11502	0.05462	0.80294	0.02741
V101	0.12029	0.08276	0	0.79695
V102	0.89689	0.05297	0	0.05014
V103	0.08013	0.06582	0.11395	0.74009
V104	0.08748	0.86582	0.03153	0.01518
V105	0.11223	0.84016	0.04008	0.00753
V106	0.1589	0.48991	0.32739	0.02379
V107	0.21875	0.21133	0.5351	0.03481
V108	0.192	0.69388	0.11412	0
V109	0.04744	0.1849	0.58308	0.18458
V110	0.10681	0.80101	0.06735	0.02483
V111	0.8928	0	0.0719	0.03531
V112	0.17857	0.08299	0.43282	0.30563
V113	0.25224	0.12075	0.19065	0.43635
V114	0.32171	0.05452	0.09195	0.53182
V115	0.0505	0.69901	0.24831	0.00218
V116	0.17883	0.31785	0.36731	0.13601
V117	0.67834	0.23897	0.03567	0.04703
V118	0.21128	0.56317	0.04431	0.18124
V119	0.19951	0.09576	0.05975	0.64498
V120	0.11625	0.09702	0.77493	0.0118
V121	0.61056	0.12821	0.09632	0.1649
V122	0.90708	0.00778	0.02385	0.06129
V123	0.05041	0.53082	0.059	0.35978
V124	0.67061	0.26831	0	0.06108
V125	0.41232	0.39411	0.18208	0.01149
V126	0.11318	0.17265	0.0608	0.65338
V127	0.22825	0.06255	0.2723	0.4369
V128	0.11721	0.02585	0.13241	0.72454
V129	0.58315	0.22389	0.16458	0.02838
V130	0.04777	0.61103	0.33964	0.00157
V131	0.07797	0.84837	0.00663	0.06703
V132	0.89446	0.0029	0.03867	0.06396
V133	0.88166	0.01566	0.05624	0.04643
V134	0.1589	0.40218	0.14197	0.29696
V135	0.15635	0.03278	0.20071	0.61016
V136	0.29798	0.4078	0.00458	0.28964
V137	0.64997	0.03943	0.24062	0.06998
V138	0.24986	0.39772	0.18833	0.16409
V139	0.38576	0.21231	0.20014	0.20179
V140	0.1082	0.11362	0.06934	0.70884
V141	0.10316	0.18013	0.53091	0.1858
V142	0.79626	0	0.20374	0
V143	0.46365	0.26262	0.07008	0.20365
V144	0.22734	0.17476	0.18029	0.41761
V145	0.03143	0.71243	0.25037	0.00577
V146	0.15979	0.02336	0.06682	0.75002
V147	0.88032	0.02388	0.02207	0.07373
V148	0.16951	0.09784	0.56303	0.16962
V149	0.29282	0.481	0.22618	0
V150	0.1238	0.25435	0.56154	0.06031
V151	0.25125	0.59698	0.04679	0.10498
V152	0.26669	0.42706	0.22829	0.07796
V153	0.15782	0.71267	0.0343	0.09522
V154	0.27535	0.43493	0.27473	0.01499
V155	0.48653	0.14988	0.27752	0.08607
V156	0.06744	0.16719	0.66366	0.10171
V157	0.33853	0.16932	0.30882	0.18333
V158	0.11936	0	0.08963	0.79101
V159	0.86586	0.05888	0	0.07526
V160	0.71606	9e-05	0.0682	0.21565
V161	0.30039	0.01195	0.04399	0.64367
V162	0.12487	0.32548	0.09408	0.45557
V163	0.14085	0.48555	0.18574	0.18786
V164	0.37654	0.31015	0.11168	0.20163
V165	0.07135	0.2954	0	0.63325
V166	0.07493	0.12606	0.08946	0.70955
V167	0.43548	0	0.00229	0.56223
V168	0.32045	0.5367	0.0949	0.04795
V169	0.27437	0.07162	0.04475	0.60925
V170	0.15444	0.04698	0.52303	0.27555
V171	0.16696	0.25216	0.55542	0.02546
V172	0.71047	0	0.26348	0.02605
V173	0.1015	0.17387	0.05275	0.67188
V174	0.07916	0.1955	0.09138	0.63397
V175	0.10515	0.03669	0.75683	0.10133
V176	0.05277	0.74922	0.19537	0.00265
V177	0.06726	0.89256	0.00967	0.03051
V178	0.05457	0.74845	0.02237	0.1746
V179	0.21879	0.0282	0.39077	0.36224
V180	0.07727	0.8171	0.10563	0
V181	0.19991	0.15416	0.5182	0.12772
V182	0.32477	0.19275	0.43706	0.04543
V183	0.22593	0.74277	0.02262	0.00868
V184	0.96073	0	0.03541	0.00386
V185	0.58448	0.38191	0.01769	0.01592
V186	0.15985	0.46705	0.27173	0.10138
V187	0.90919	0.00821	0.03968	0.04292
V188	0.12917	0.25844	0	0.61239
V189	0.81842	0.02061	0.01383	0.14713
V190	0.65297	0.02158	0.30282	0.02263
V191	0.21915	0.22098	0.53444	0.02543
