CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12954	0	0.73741	0	0.13194	0.00111
V2	0.46163	0.13114	0.02181	0.09045	0.22457	0.0704
V3	0.26096	0.07989	0.19983	0	0.1199	0.33941
V4	0.25959	0.38479	0	0.08955	0.20394	0.06213
V5	0.07503	0.03235	0	0.51302	0.3796	0
V6	0.2573	0.04284	0.16169	0.00907	0.27461	0.25449
V7	0.11779	0.3447	0	0.00124	0.53627	0
V8	0.54155	0.0752	0.03678	0.10483	0.12955	0.11209
V9	0.29761	0.15781	0	0.23072	0.15567	0.15819
V10	0.38912	0.04312	0.04899	0.2812	0.17444	0.06312
V11	0.18723	0.66232	0	0.04551	0.10494	0
V12	0.28453	0.06398	0.06166	0.01002	0.11245	0.46735
V13	0.16283	0.43801	0.25736	0.00599	0.1358	0
V14	0.129	0.00179	0	0.7306	0.1386	0
V15	0.40043	0.09329	0.00557	0.09876	0.31655	0.08541
V16	0.12568	0.01598	0	0.3301	0.46354	0.06469
V17	0.26524	0.06812	0.14703	0	0.11001	0.40959
V18	0.55782	0.15604	0.04322	0.03218	0.1191	0.09164
V19	0.44964	0.07497	0.18366	0	0.21389	0.07783
V20	0.4839	0.08525	0.09708	0.09527	0.135	0.1035
V21	0.28706	0.07814	0.02299	0.01293	0.14688	0.45201
V22	0.1968	0.07097	0	0.0267	0.67123	0.0343
V23	0.10002	0.01114	0.29185	0	0.59699	0
V24	0.17122	0.03112	0	0.06371	0.70188	0.03206
V25	0.39358	0.25793	0.00078	0.12824	0.16296	0.0565
V26	0.25227	0.04028	0	0	0.68176	0.02569
V27	0.24647	0.04525	0.17642	0	0.12198	0.40987
V28	0.1896	0.22431	0.1281	0.18795	0.16554	0.1045
V29	0.1792	0.50625	0.06658	0.07898	0.10952	0.05947
V30	0.25149	0.19742	0.09541	0	0.32124	0.13444
V31	0.4951	0.05343	0.19359	0.01085	0.13225	0.11478
V32	0.10263	0.00296	0.29959	0.43058	0.16105	0.0032
V33	0.26206	0.34718	0.20391	0.01553	0.12719	0.04413
V34	0.05355	0	0.44868	0	0.49776	0
V35	0.10395	0.04074	0.13707	0.44023	0.27801	0
