cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.5631	0.0136	0.17527	0.24803
V2	0.14767	0.09782	0.05584	0.69867
V3	0.05044	0.65336	0.01291	0.2833
V4	0.86404	0.11802	0	0.01794
V5	0.10359	0.48285	0.26736	0.14621
V6	0.06957	0.89338	0.01911	0.01794
V7	0.14226	0.3694	0.08663	0.40172
V8	0.12209	0.02943	0.82152	0.02697
V9	0.23951	0.23936	0.03907	0.48206
V10	0.01798	0.035	0.90386	0.04316
V11	0.2034	0.34853	0.44283	0.00524
V12	0.02292	0.59175	0.3738	0.01153
V13	0.25701	0.7206	0.00462	0.01776
V14	0.06377	0.92447	0.0063	0.00546
V15	0.11331	0.62268	0.12121	0.1428
V16	0.91283	0.04492	0.01788	0.02437
V17	0.07921	0.89096	0.01187	0.01797
V18	0.57813	0.34895	0.04103	0.03189
V19	0.15044	0.8332	0.00509	0.01126
V20	0.16275	0.48037	0.0203	0.33658
V21	0.12276	0.05285	0.79744	0.02694
V22	0.0158	0.09712	0.22786	0.65922
V23	0.37517	0.04191	0.5772	0.00572
V24	0.92556	0.04189	0.0322	0.00035
V25	0.3541	0.22765	0.13523	0.28302
V26	0.39894	0.39573	0.01799	0.18734
V27	0.09792	0.07789	0.02609	0.7981
V28	0.00377	0.07811	0.91595	0.00217
V29	0.43535	0.02787	0.51148	0.02529
V30	0.09491	0.20352	0.30466	0.39691
V31	0.20215	0.17622	0.32389	0.29774
V32	0.07907	0.05449	0.03904	0.8274
V33	0.0398	0.50015	0.37381	0.08624
V34	0.12214	0.03942	0.8115	0.02694
V35	0.15287	0.74454	0.07765	0.02494
V36	0.00671	0.04127	0.51913	0.4329
V37	0.56448	0.06319	0.09826	0.27407
V38	0.43392	0.01284	0.18267	0.37057
V39	0.1593	0.58571	0.13136	0.12363
V40	0.09275	0.83377	0.07332	0.00016
V41	0.00635	0.70668	0.04481	0.24216
V42	0.22327	0.0335	0.22834	0.51489
V43	0.12444	0.32589	0.5235	0.02618
V44	0.01356	0.06257	0.77743	0.14644
V45	0.09072	0.60696	0.22563	0.0767
V46	0.80174	0.07268	0.1206	0.00499
V47	0.45722	0.17263	0.32901	0.04115
V48	0.80524	0.17277	0.00437	0.01763
V49	0.74481	0.18545	0	0.06974
V50	0.06119	0.8548	0.07905	0.00495
V51	0.31009	0.39963	0.26493	0.02535
V52	0.02391	0.09977	0.84891	0.02741
V53	0.72608	0.12299	0.15065	0.00028
V54	0.42646	0.1771	0.37855	0.0179
V55	0.21521	0.11641	0.26458	0.4038
V56	0.04424	0.04163	0.10178	0.81236
V57	0.08953	0.87968	0.01957	0.01121
V58	0.65776	0.01433	0.0426	0.28531
V59	0.43947	0.41365	0.10641	0.04048
V60	0.12918	0.13672	0.36153	0.37257
V61	0.8221	0.09834	0.01003	0.06953
V62	0.884	0.03842	0.06657	0.01101
V63	0.01458	0.85256	0.11493	0.01792
V64	0.00795	0.88016	5e-04	0.1114
V65	0.016	0.03614	0.12187	0.82599
V66	0.20702	0.71928	0.01766	0.05604
V67	0.14734	0.3163	0.52474	0.01162
V68	0.15831	0.15484	0.02675	0.6601
V69	0.02221	0.29212	0.64349	0.04218
V70	0.56485	0.1358	0.18817	0.11118
V71	0.16169	0.06123	0.41387	0.36321
V72	0.60006	0.14528	0.09725	0.1574
V73	0.1457	0.639	0.13937	0.07592
V74	0.05559	0.21507	0.72812	0.00122
V75	0.71775	0.00949	0.19508	0.07768
V76	0.00072	0.17773	0.20282	0.61873
V77	0.03646	0.31725	0.01162	0.63467
V78	0.31511	0.10422	0.20322	0.37745
V79	0.00683	0.08529	0.83245	0.07542
V80	0.34544	0.02098	0.56012	0.07345
V81	0.05352	0.15138	0.78872	0.00638
V82	0.00186	0.07894	0.91084	0.00836
