Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0	0.05159	0.07139	0	0.17957	0.01154	0.10499	0	0.00061	0.58032
V2	0.38493	0.0491	0.23359	0	0	0.33238	0	0	0	0
V3	0	0.0305	0.11714	0	0.41022	0.05129	0.20987	0	0.18099	0
V4	0	0	0	0	0.22548	0.01432	0.28878	0	0.47142	0
V5	0	0.1653	0.13089	0	0	0.08727	0.15226	0	0	0.46428
V6	0	0.04792	0.11226	0	0.49778	0.05686	0.0757	0	0.20948	0
V7	0	0.44383	0	0	0.25437	0	0.19325	0	0.10855	0
V8	0	0.51688	0	0	0.0905	0	0.24238	0.07367	0.07656	0
V9	0	0	0.12779	0	0.08486	0.06907	0.43408	0.22214	0.06206	0
V10	0	0.01868	0	0	0.54935	0.04542	0.15386	0	0.2327	0
V11	0	0.49205	0	0	0.08461	0	0.26253	0.05332	0.10749	0
V12	0	0	0.32824	0.31842	0	0.06898	0.20504	0	0.04905	0.03027
V13	0	0	0.1656	0	0.11099	0.12595	0.54031	0	0.05715	0
V14	0	0.41704	0.18055	0	0.06463	0.0369	0.27746	0	0.02341	0
V15	0	0	0.42716	0.4521	0	0.09387	0.02686	0	0	0
V16	0	0.00152	0.34005	0.32111	0	0.06836	0.14685	0	0.12211	0
V17	0	0.15948	0.05237	0	0.06375	0.07577	0.19831	0	0	0.45032
V18	0	0.07006	0.22957	0.22192	0	0.03581	0.09708	0	0	0.34555
V19	0	0	0.09317	0.01841	0	0.10658	0.12332	0	0	0.65852
V20	0	0.03033	0.05367	0	0.16141	0.0063	0.74829	0	0	0
V21	0	0.42032	0.02328	0	0.08418	0.25863	0.21359	0	0	0
V22	0	0	0.01687	0	0.07145	0.02368	0.23834	0.14008	0.03371	0.47586
V23	0.07037	0.03468	0.74999	0	0	0.07075	0	0	0	0.07421
V24	0	0.54521	0	0	0.10839	0	0.24672	0	0.09967	0
V25	0	0.08531	0.03907	0	0.18055	0.10538	0.21536	0	0.17801	0.19632
V26	0	0	0	0	0.12216	0.0567	0.25269	0.50802	0.06042	0
V27	0	0.02129	0	0	0.41583	0.00658	0.1066	0	0.14407	0.30565
V28	0.11505	0	0.19314	0	0	0.07352	0.03547	0	0	0.58282
V29	0	0.67773	0	0	0.07194	0.02791	0.19928	0	0.02314	0
V30	0	0	0.08083	0	0.11455	0.20173	0.47037	0	0.13251	0
V31	0	0.31575	0.13777	0	0.12903	0.01404	0.21518	0.08379	0.10445	0
V32	0.16599	0.06514	0.19729	0	0.30302	0.08864	0	0	0.17992	0
V33	0	0	0.36977	0.27555	0	0.0665	0.28818	0	0	0
V34	0	0.05152	0.0011	0	0.26772	0.00045	0.13377	0	0.09685	0.4486
V35	0	0.83948	0	0	0.03361	0	0.11914	0	0.00777	0
V36	0	0	0.07727	0	0.06534	0.0469	0.8105	0	0	0
V37	0	0.40893	0	0	0.12482	0	0.46287	0	0.00338	0
V38	0	0	0.27474	0	0.01014	0.06522	0.6499	0	0	0
V39	0	0	0.23819	0	0.05482	0.05906	0.64792	0	0	0
V40	0	0.02652	0.75628	0	0.06858	0.08408	0	0	0.06454	0
V41	0.31805	0.10974	0.23832	0	0.0585	0.03422	0	0	0.24117	0
V42	0	0.56814	0	0	0.25696	0	0.06516	0	0.10974	0
V43	0	0	0.20576	0	0.22525	0.05679	0.35053	0	0.16167	0
V44	0	0	0.52452	0	0.03478	0.10628	0.12645	0.11424	0.09372	0
V45	0	0	0	0	0.16713	0	0.45843	0	0.37444	0
V46	0	0.14758	0.2903	0.14901	0	0.04935	0.05293	0	0	0.31083
V47	0	0	0.0517	0	0.039	0.04637	0.86292	0	0	0
V48	0	0.04122	0.06291	0	0	0	0.17187	0	0	0.724
V49	0	0	0.07074	0	0.14098	0.0766	0.1914	0.46824	0.05203	0
V50	0.00399	0.22917	0.19105	0	0.06365	0.44543	0.0667	0	0	0
V51	0	0.0228	0.66968	0	0.07702	0.11109	0	0	0.1194	0
V52	0	0	0.32833	0.10758	0	0.06482	0.49926	0	0	0
V53	0.20095	0.07418	0.39387	0	0	0.11548	0.03144	0	0.02694	0.15714
V54	0	0	0	0	0.22931	0.5557	0.21499	0	0	0
V55	0	0	0.30179	0.46478	0	0.0585	0.12863	0	0.04631	0
V56	0	0.03267	0.63073	0	0.06673	0.22552	0	0	0.04434	0
V57	0	0	0.61099	0.08607	0	0.10159	0.07602	0	0.12532	0
V58	0	0.15857	0.15612	0	0.04206	0.40201	0.24124	0	0	0
V59	0	0	0.06748	0	0.06314	0.03674	0.83264	0	0	0
V60	0.52134	0.054	0.22526	0	0.04708	0.00169	0	0	0.15063	0
V61	0	0	0.03686	0	0.05045	0.68555	0.22714	0	0	0
V62	0	0	0.08121	0	0.08547	0.03695	0.57162	0	0	0.22476
V63	0	0.17304	0	0	0.21626	0.36887	0.22172	0	0.0201	0
V64	0	0	0.4602	0.10524	0.00018	0.11843	0.15273	0.06799	0.09523	0
V65	0	0	0.26202	0.13515	0.03871	0.05464	0.29276	0.05752	0.1592	0
V66	0	0.02472	0	0	0.57591	0.03518	0.10703	0	0.25716	0
