cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.59928	0.01126	0.1616	0.22786
V2	0.16602	0.07782	0.05566	0.7005
V3	0.05709	0.65095	0.01399	0.27797
V4	0.86767	0.11529	0	0.01704
V5	0.11954	0.48317	0.25905	0.13824
V6	0.07481	0.88968	0.01849	0.01702
V7	0.16268	0.35699	0.08664	0.39369
V8	0.13966	0.05188	0.78299	0.02546
V9	0.26808	0.22229	0.03954	0.4701
V10	0.02134	0.06197	0.87391	0.04277
V11	0.22441	0.35832	0.41286	0.00442
V12	0.02686	0.60861	0.35411	0.01041
V13	0.27017	0.70845	0.00488	0.0165
V14	0.06644	0.92125	0.00635	0.00595
V15	0.12879	0.61824	0.11842	0.13455
V16	0.91655	0.04539	0.01576	0.02229
V17	0.0849	0.88618	0.01187	0.01706
V18	0.60036	0.33337	0.03801	0.02826
V19	0.15873	0.82515	0.0053	0.01082
V20	0.18405	0.46791	0.02133	0.32671
V21	0.14121	0.07344	0.76048	0.02488
V22	0.01892	0.0839	0.22436	0.67282
V23	0.40464	0.05724	0.53325	0.00487
V24	0.92213	0.04795	0.02801	0.00191
V25	0.39066	0.21396	0.1301	0.26528
V26	0.43163	0.37655	0.01808	0.17374
V27	0.10652	0.05365	0.02632	0.81351
V28	0.00493	0.1182	0.87531	0.00156
V29	0.46927	0.03905	0.46916	0.02251
V30	0.11139	0.19782	0.29916	0.39162
V31	0.23129	0.17058	0.31289	0.28524
V32	0.08411	0.02885	0.0391	0.84794
V33	0.0472	0.51021	0.36113	0.08146
V34	0.14037	0.06071	0.77386	0.02506
V35	0.16622	0.7377	0.07343	0.02265
V36	0.00866	0.04241	0.50953	0.4394
V37	0.60103	0.05514	0.09204	0.25179
V38	0.4704	0.00835	0.1713	0.34994
V39	0.17876	0.57897	0.12705	0.11522
V40	0.09721	0.83431	0.0677	0.00078
V41	0.00663	0.71054	0.04564	0.23719
V42	0.25062	0.02464	0.22033	0.50441
V43	0.1426	0.33863	0.49528	0.02349
V44	0.01754	0.07781	0.75928	0.14537
V45	0.10325	0.6092	0.21615	0.07141
V46	0.81402	0.07463	0.10646	0.00489
V47	0.49242	0.17004	0.30146	0.03607
V48	0.81345	0.16641	0.00392	0.01623
V49	0.76224	0.17482	0	0.06294
V50	0.06581	0.85558	0.07366	0.00495
V51	0.33747	0.39491	0.24523	0.02239
V52	0.02937	0.12435	0.8203	0.02598
V53	0.74025	0.12435	0.13434	0.00106
V54	0.45875	0.17806	0.34764	0.01554
V55	0.2447	0.10766	0.25573	0.39192
V56	0.04714	0.0181	0.09959	0.83518
V57	0.09575	0.8746	0.01891	0.01074
V58	0.68784	0.00936	0.03987	0.26293
V59	0.46706	0.39832	0.09882	0.03581
V60	0.15043	0.13211	0.3527	0.36476
V61	0.83683	0.09176	0.00929	0.06213
V62	0.88996	0.04111	0.05862	0.01031
V63	0.01618	0.85884	0.10822	0.01676
V64	0.00741	0.88349	0.00111	0.108
V65	0.01622	0.01221	0.11849	0.85309
V66	0.22409	0.70675	0.01755	0.05161
V67	0.16601	0.33038	0.49353	0.01009
V68	0.17823	0.1355	0.02739	0.65888
V69	0.02729	0.31239	0.62063	0.03968
V70	0.59932	0.12804	0.17325	0.09938
V71	0.18618	0.05938	0.40015	0.35429
V72	0.63321	0.13422	0.09058	0.142
V73	0.16281	0.63364	0.13358	0.06996
V74	0.06336	0.2425	0.6933	0.00083
V75	0.74271	0.01284	0.17493	0.06951
V76	0.00093	0.1674	0.20059	0.63108
V77	0.04004	0.30276	0.013	0.64419
V78	0.35124	0.0941	0.19437	0.36029
V79	0.0093	0.107	0.81007	0.07363
V80	0.38016	0.03133	0.52094	0.06756
V81	0.06265	0.1769	0.75493	0.00551
V82	0.00383	0.11261	0.87495	0.00861
V83	0.15342	0.16449	0.08097	0.60113
V84	0.44493	0.03553	0.16572	0.35382
V85	0.12133	0.30535	0.42332	0.15
V86	0.05093	0.07499	0.84056	0.03352
V87	0.03411	0.8641	0.04928	0.05252
V88	0.18869	0.04847	0.28976	0.47307
V89	0.02143	0.01864	0.22671	0.73322
V90	0.02565	0.91429	0.04912	0.01094
V91	0.03513	0.76703	0.17466	0.02317
V92	0.49728	0.02646	0.36927	0.10699
V93	0.90186	0.02259	0	0.07555
V94	0.01712	0.47165	0.02529	0.48594
V95	0.28817	0.43014	0.15645	0.12524
V96	0.07931	0.09778	0.03341	0.7895
V97	0.7084	0.10108	0.18598	0.00454
V98	0.69301	0.29617	0	0.01082
V99	0.81219	0.05232	0.13056	0.00493
V100	0.0854	0.06428	0.83089	0.01943
V101	0.02651	0.06365	0.0129	0.89694
V102	0.9244	0.05997	0.00421	0.01142
V103	0.01236	0.05144	0.10914	0.82706
