Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00517	0	0.10995	0	0.39391	0	0	0	0	0.49097
V2	0.65502	0	0	0	0	0.30531	0.03967	0	0	0
V3	0.11197	0.00881	0.11432	0	0.51159	0.01682	0.05217	0.18409	0	0.00023
V4	0.01351	0.09701	0.04535	0	0.05138	0.0634	0.00606	0.01192	0.61203	0.09934
V5	0	0.12199	0.09617	0.07515	0.17849	0.06518	0.00795	0	0	0.45506
V6	0.02057	0	0.21342	0	0.68132	0.01616	0	0.06852	0	0
V7	0.00748	0.39207	0.02725	0	0.44512	0.00768	0.03148	0.08893	0	0
V8	0.01393	0.44015	0.06714	0	0.142	0	0	0.33556	0	0.00123
V9	0.01493	0.02257	0.05389	0.15185	0	0.02565	0.11915	0.60691	0.00445	6e-04
V10	0.00901	0	0.02174	0	0.76138	0.04908	0	0.15878	0	0
V11	0.0204	0.44914	0.02935	0.001	0.14685	0.01986	0	0.31593	0.00592	0.01154
V12	0.00514	0.05691	0.11442	0.58429	0.02634	0.02792	0.07277	0.01478	0.00246	0.09497
V13	0.09209	0.07265	0.10439	0	0	0.20657	0.324	0.03733	0.16186	0.0011
V14	0.07728	0.40148	0.16971	0.02784	0.13432	0.0694	0.09379	0.02619	0	0
V15	0.22495	0.02081	0.01401	0.66393	0	0.03837	0.02279	0.00962	0.00553	0
V16	0.01149	0.06908	0.12114	0.62004	0	0.05651	0.00679	0	0.11495	0
V17	0.01224	0.1358	0.06863	0	0.20828	0.07981	0.03064	0.00635	0	0.45825
V18	0.05629	0.095	0.06361	0.37234	0.0817	0.00636	0	0	0	0.32472
V19	0	0.00487	0.08807	0.07037	0.13134	0.08387	0.00547	0.00486	0	0.61115
V20	0.00218	0.28747	0.01684	0	0.02865	0.1003	0.39515	0.09409	0.01248	0.06285
V21	0.09631	0.36529	0.01935	0	0.11017	0.33219	0.02979	0.04068	0	0.00623
V22	0	0.0081	0.06633	0	0.09908	0	0	0.36844	0.015	0.44306
V23	0.30411	0.00825	0.61601	0	0.00039	0.00047	0	0.00225	0	0.06852
V24	0.0318	0.5238	0.06147	0	0.16929	0.00227	0.04763	0.09817	0.06557	0
V25	0.01968	0.11279	0.07809	0.00595	0.18913	0.12177	0.02487	0	0.17105	0.27668
V26	0.01894	0	0.04247	0.03489	0	0	0	0.9037	0	0
V27	0	0.00173	0.05722	0	0.61604	0	0.00734	0	0	0.31768
V28	0.30324	0.0025	0.05181	0	0.08208	0.01366	0.01773	0.0362	0	0.49278
V29	0.01282	0.5675	0.03127	0	0.21405	0.08723	0.00745	0.02442	0	0.05525
V30	0.00875	0.0517	0.09526	0	0	0.32762	0.21615	0.01618	0.28434	0
V31	0.02601	0.25014	0.21897	0	0.14634	0	0	0.35854	0	0
V32	0.49008	0.00267	0.00092	0	0.33324	0.04631	0.02309	0	0.1037	0
V33	0.02861	0.04921	0.14702	0.55575	0	0.0495	0.14767	0.01171	0.01053	0
V34	0	0.02478	0.06953	0	0.44288	0	0.00025	0.01119	0.02297	0.42839
V35	0.01671	0.6917	0.02178	0	0.23689	0	0.00719	0.02574	0	0
V36	0.03792	0.12567	0	0	0	0.14364	0.56774	0.08438	0.04065	0
V37	0.00616	0.51063	0.0156	0	0.14846	0.04349	0.20906	0.05997	0	0.00662
V38	0.11233	0.08075	0.01391	0.1808	0	0.10945	0.42829	0.03745	0.03701	0
V39	0.07147	0.09346	0.03489	0.17411	0	0.10474	0.4179	0.06015	0.03931	0.00398
V40	0.14331	0	0.74796	0	0.10748	0	0	0.00126	0	0
V41	0.63648	0.05955	0.00075	0	0	0	0.00113	0.00195	0.30014	0
V42	0.00747	0.45371	0.02784	0	0.49504	0	0	0	0	0.01595
V43	0.12994	0.04842	0.122	0.05462	0.20107	0.07742	0.161	0.04247	0.16307	0
V44	0.04759	0	0.54668	0	0	0	0	0.40573	0	0
V45	0.01185	0.06636	0.02997	0.00253	0	0.04235	0.18416	0.00724	0.64202	0.01352
V46	0.16324	0.09643	0.06919	0.27641	0.11247	0	0	0.01288	0	0.26938
V47	0	0.11521	0	0	0	0.15717	0.61956	0.05122	0.05684	0
V48	0.00223	0.03521	0.08931	0	0.16411	0	0.00057	0	0.0965	0.61208
V49	0.15703	0	0	0.01901	0	0	0	0.82396	0	0
V50	0.3041	0.14466	0	0	0.0495	0.47348	0.02826	0	0	0
V51	0.18391	0	0.62658	0	0.06094	0	0	0.07621	0.05237	0
V52	0.00579	0.0597	0.13755	0.36397	0	0.07952	0.28983	0.03524	0.02839	0
V53	0.45904	0.00545	0.12402	0.07608	0.01408	0	0	0.18948	0	0.13185
V54	0.00022	0	0.00793	0	0.22135	0.71484	0.0498	0.00268	0	0.00318
V55	0.0032	0.04333	0.01259	0.82277	0.04305	0.0342	0.02753	0.00049	0.00652	0.00632
V56	0.16795	0	0.60085	0	0.07937	0.14581	0.00571	0	0	0.00031
V57	0.04091	0	0.62631	0.16485	0	0.01184	0.00436	0.04044	0.1072	0.0041
V58	0.01294	0.15939	0.06448	0.15808	0.04667	0.5067	0.04654	0.00367	0	0.00153
V59	0.01477	0.16283	0	0	0	0.14705	0.58068	0.04896	0.04571	0
V60	0.77611	0.00179	0	0	0.04641	0	0	0	0.17568	0
V61	8e-05	0	0.03017	0.03029	0	0.8484	0.06665	0.00859	0	0.01582
V62	0.01683	0.07467	0.0484	0	0.04455	0.07359	0.33586	0.03845	0.06021	0.30743
V63	0.00307	0.16897	0.03209	0	0.25398	0.49219	0.03728	0	0	0.01242
V64	0.07565	0	0.29824	0.26395	0	0	0	0.34035	0	0.02181
V65	0.06141	0.03488	0.03163	0.41457	0	0.00767	0.03211	0.31423	0.09534	0.00816
V66	0.00643	0.0088	0.05075	0	0.78404	0.02539	0.01182	0.02088	0	0.09188
V67	0.03819	0.15384	0.56112	0	0.04043	0.05358	0.06047	0.0229	0.05843	0.01107
