Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00221	0	0.10195	0	0.41488	0	0	0	0	0.48096
V2	0.64233	0	0	0	0.00757	0.31391	0.03497	0.00122	0	0
V3	0.0997	0	0.10719	0	0.5115	0.0187	0.05463	0.20258	0	0.0057
V4	0.01894	0.05736	0.04333	0.00024	0.10203	0.06436	0.01659	0.0202	0.587	0.08995
V5	0	0.10717	0.08997	0.06982	0.21371	0.07143	0.00729	0	0	0.4406
V6	0.01152	0	0.21054	0	0.67565	0.0167	0.001	0.08459	0	0
V7	0.0059	0.37393	0.0228	0	0.45296	0.00825	0.03338	0.10279	0	0
V8	0.01408	0.41768	0.04504	0	0.16022	0.00023	0.00075	0.36054	0	0.00146
V9	0.00725	0.01079	0.08177	0.09082	0.00399	0.03804	0.125	0.62363	0.01721	0.0015
V10	0.00431	0	0.02831	0	0.73292	0.04759	0.00755	0.17932	0	0
V11	0.02081	0.41428	0.0111	0	0.16351	0.02319	0.00354	0.33256	0.0226	0.00841
V12	0	0.0264	0.17954	0.519	0.05811	0.02342	0.0855	0.00786	0.00472	0.09545
V13	0.08791	0.02979	0.12138	0	0.01582	0.24044	0.31532	0.01726	0.16654	0.00554
V14	0.06878	0.38921	0.16439	0.02332	0.1657	0.07359	0.08831	0.0267	0	0
V15	0.19672	0.00792	0.10546	0.59799	0	0.02691	0.04218	0.00799	0.01483	0
V16	0	0.04477	0.18811	0.54653	0.02538	0.04545	0.02731	0	0.12245	0
V17	0.01115	0.1178	0.05997	0	0.24316	0.08829	0.0245	0.01105	0	0.44407
V18	0.03728	0.07619	0.10381	0.3283	0.11842	0.00595	0.00861	0	0	0.32144
V19	0	0	0.08116	0.06583	0.16542	0.09137	0.0038	0.00854	0	0.58387
V20	0	0.24174	0.02926	0	0.06945	0.13091	0.38068	0.07707	0.0061	0.06478
V21	0.08801	0.35342	0.01253	0	0.12963	0.33046	0.02723	0.04627	0.0061	0.00635
V22	0.00232	0	0.04726	0	0.12725	0	0	0.39363	0.01796	0.41157
V23	0.29093	0.00613	0.59678	0	0.02502	0.00405	0	0.0029	0	0.0742
V24	0.0309	0.49175	0.04678	0	0.20105	0.00424	0.04558	0.10926	0.07045	0
V25	0.02009	0.087	0.07065	0.00949	0.22679	0.12677	0.02409	0	0.16683	0.2683
V26	0.02107	0	0.04501	0	0	0	0.00412	0.9298	0	0
V27	0	0	0.05556	0	0.62268	0	0.01018	0	0	0.31158
V28	0.28708	0	0.03885	0	0.11538	0.02302	0.01089	0.04435	0	0.48045
V29	0.01235	0.54714	0.02081	0	0.23832	0.08612	0.00824	0.03567	0	0.05136
V30	0.00773	0.02015	0.10823	0	0	0.35456	0.20701	0.00132	0.29932	0.00168
V31	0.02016	0.2447	0.18479	0	0.15908	0	0	0.39127	0	0
V32	0.47664	0	0	0	0.35578	0.04618	0.02408	0.00076	0.09075	0.0058
V33	0.00013	0.02345	0.2363	0.51217	0	0.04924	0.16224	0	0.01648	0
V34	0	0.0063	0.06464	0	0.47227	0	0.00264	0.02141	0.01326	0.41947
V35	0.01667	0.66256	0.01046	0	0.26331	0	0.00792	0.03907	0	0
V36	0.04025	0.06724	0.02086	0	0	0.19764	0.58245	0.0544	0.03268	0.00449
V37	0.00418	0.48149	0.01654	0	0.18613	0.05438	0.19334	0.05651	0	0.00744
V38	0.1068	0.03306	0.06293	0.17657	0	0.14185	0.4388	0.00893	0.03105	0
V39	0.05865	0.03836	0.08112	0.16507	0.0249	0.13576	0.42184	0.0347	0.03069	0.0089
V40	0.13323	0	0.73842	0	0.1258	0	0	0.00095	0.00159	0
V41	0.62142	0.04413	0	0	0.03088	0	0.00535	0.01211	0.28449	0.00162
V42	0.00563	0.43895	0.02321	0	0.50241	0	0	0.01252	0	0.01728
V43	0.12326	0.0121	0.13839	0.04695	0.23867	0.08535	0.15971	0.03782	0.15776	0
V44	0.04047	0	0.50865	0	0	0	0	0.45088	0	0
V45	0.01711	0.01831	0.0408	0.01006	0.02246	0.05326	0.18498	0.00068	0.63742	0.01493
