mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.35286	0.1699	0.17589	0.19331	0.10804
V2	0.1331	0.62554	0.07463	0.14087	0.02586
V3	0.06591	0.14502	0.28316	0.50195	0.00395
V4	0.00532	0.09535	0.17338	0.13779	0.58815
V5	0.00933	0.0387	0.05094	0.19791	0.70311
V6	0.34015	0.11486	0.17823	0.28428	0.08248
V7	0.00317	0.1567	0.30526	0.15606	0.37881
V8	0.00856	0.26418	0.59351	0.13374	0
V9	0.05035	0.09574	0.16551	0.6884	0
V10	0.49951	0.16529	0.29814	0.01356	0.02351
V11	0.0341	0.06169	0.08222	0.15249	0.66949
V12	0.08273	0.08886	0.15198	0.3904	0.28603
V13	0.13597	0.0629	0.03158	0.50422	0.26533
V14	0.15629	0.0513	0.05246	0.68121	0.05874
V15	0.01187	0.04097	0.00603	0.93555	0.00558
V16	0.57415	0.0711	0.01287	0.33647	0.00541
V17	0.08727	0.17646	0.0231	0.14845	0.56472
V18	0.12475	0.34826	0.2094	0.31759	0
V19	0.0246	0.02734	0.00765	0.21522	0.72519
V20	0	0.20319	0.47687	0.31413	0.00581
V21	0.02756	0.21977	0.11184	0.26574	0.37509
V22	0.83546	0.09255	0.04474	0	0.02726
V23	0.08443	0.04034	0.024	0.22317	0.62806
V24	0.51007	0.0996	0.02069	0.08307	0.28657
V25	0.01718	0.04303	0.01717	0.52901	0.39362
V26	0.54332	0.15449	0.04984	0.07273	0.17962
V27	0.19373	0.40574	0.16811	0.0575	0.17491
V28	0.02501	0.11667	0.13626	0.70743	0.01463
V29	0	0.10697	0.21134	0.67896	0.00273
V30	0.78132	0.0858	0.02096	0.02987	0.08205
V31	0.44728	0.11219	0.0156	0.28568	0.13925
V32	0.89671	0.04469	0.00766	0.00311	0.04783
V33	0.02855	0.14592	0.02263	0.22208	0.58083
V34	0.25086	0.68599	0.02796	0.03519	0
V35	0.16888	0.51664	0.241	0.07348	0
V36	0.03237	0.17912	0.13772	0.18189	0.46889
