B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.55559	0.03222	0.16311	0.24908
V2	0.20997	0.14866	0.03179	0.60958
V3	0.09845	0.65424	0	0.24731
V4	0.81243	0.12913	0	0.05844
V5	0.14046	0.49759	0.23706	0.12489
V6	0.12178	0.84226	0.01672	0.01924
V7	0.1819	0.41239	0.06527	0.34044
V8	0.16619	0.04729	0.74759	0.03893
V9	0.27868	0.29171	0.01292	0.41669
V10	0.06452	0.05052	0.82878	0.05617
V11	0.22963	0.37339	0.39698	0
V12	0.06851	0.58393	0.34383	0.00373
V13	0.28898	0.69159	0	0.01943
V14	0.11632	0.87857	1e-04	0.00502
V15	0.15418	0.60984	0.11295	0.12303
V16	0.83505	0.06931	0.01856	0.07708
V17	0.13083	0.84409	0.00612	0.01896
V18	0.55261	0.36091	0.03776	0.04872
V19	0.19521	0.79265	0	0.01214
V20	0.20008	0.50722	0	0.2927
V21	0.16449	0.10195	0.69794	0.03562
V22	0.0656	0.15732	0.19336	0.58371
V23	0.38383	0.07656	0.52315	0.01646
V24	0.8912	0.06098	0.03733	0.01049
V25	0.36021	0.27927	0.11275	0.24777
V26	0.40484	0.41606	0.00193	0.17717
V27	0.17098	0.12039	0	0.70862
V28	0.02603	0.10079	0.87318	0
V29	0.43518	0.06209	0.46022	0.04251
V30	0.13536	0.27258	0.25839	0.33367
V31	0.23037	0.24075	0.27496	0.25393
V32	0.15563	0.08611	0.02581	0.73245
V33	0.08296	0.51466	0.33144	0.07094
V34	0.16496	0.08166	0.71631	0.03708
V35	0.19585	0.70334	0.08057	0.02024
V36	0.04655	0.09362	0.46639	0.39344
V37	0.54639	0.10346	0.08699	0.26315
V38	0.45688	0.02091	0.17003	0.35219
V39	0.19466	0.57615	0.12185	0.10734
V40	0.13495	0.79126	0.07379	0
V41	0.04396	0.7056	0.03994	0.2105
V42	0.27232	0.07003	0.2004	0.45724
V43	0.16257	0.3633	0.45666	0.01747
V44	0.05053	0.12654	0.68781	0.13512
V45	0.13318	0.59265	0.20708	0.06709
V46	0.75456	0.09857	0.11781	0.02906
V47	0.44117	0.21954	0.29055	0.04874
V48	0.76182	0.18621	0	0.05197
V49	0.70064	0.20108	0	0.09828
V50	0.11091	0.80405	0.08504	0
V51	0.32241	0.41559	0.24079	0.02121
V52	0.06429	0.15546	0.74223	0.03802
V53	0.70636	0.14673	0.14691	0
V54	0.41981	0.22129	0.33813	0.02077
V55	0.24926	0.17776	0.22605	0.34693
V56	0.11734	0.06565	0.08208	0.73493
V57	0.13985	0.83139	0.01783	0.01094
V58	0.64713	0.03083	0.03047	0.29158
V59	0.43122	0.4235	0.09904	0.04624
V60	0.16888	0.20594	0.30901	0.31618
V61	0.76199	0.12965	0	0.10836
V62	0.81837	0.06287	0.06497	0.0538
V63	0.06127	0.80366	0.12056	0.01451
V64	0.05434	0.8484	0	0.09725
V65	0.08139	0.03259	0.11072	0.7753
V66	0.2445	0.68899	0.01221	0.0543
V67	0.1818	0.35219	0.46512	0.00089
V68	0.21745	0.20684	0	0.57571
V69	0.06364	0.34093	0.55861	0.03682
V70	0.52691	0.18341	0.16924	0.12043
V71	0.20257	0.11891	0.36024	0.31828
V72	0.56188	0.18994	0.08579	0.16239
V73	0.18408	0.61511	0.13259	0.06822
V74	0.09317	0.25053	0.6563	0
V75	0.68223	0.01517	0.19279	0.10981
V76	0.03497	0.24421	0.17296	0.54786
V77	0.08816	0.3494	0	0.56244
V78	0.33589	0.1605	0.17361	0.32999
V79	0.04344	0.14793	0.73068	0.07794
V80	0.36358	0.05472	0.50004	0.08167
V81	0.09795	0.19908	0.70297	0
V82	0.02836	0.12013	0.82807	0.02343
V83	0.18791	0.23932	0.05715	0.51562
V84	0.42263	0.08086	0.15521	0.3413
V85	0.1385	0.35294	0.37291	0.13566
V86	0.08619	0.10076	0.76419	0.04886
V87	0.07756	0.81412	0.05505	0.05328
V88	0.21303	0.1081	0.25927	0.4196
V89	0.07984	0.07246	0.19556	0.65213
