Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.06726	0.07642	0.85632	0	0	0
V2	0.69033	0.19576	0	0.0791	0.0348	0
V3	0.00883	0.08715	0.1418	0	0	0.76223
V4	0.23076	0.5699	0	0.09573	0.03664	0.06696
V5	0	0.06972	0	0.76058	0.16971	0
V6	0.11596	0.05754	0.12139	0.03335	0.1052	0.56656
V7	0	0.47274	0	0.01845	0.50881	0
V8	0.83622	0.1258	0	0.03798	0	0
V9	0.21544	0.22609	0	0.27381	0	0.28465
V10	0.53365	0.11126	0	0.35509	0	0
V11	0.00765	0.98533	0.00083	0.00619	0	0
V12	0	0.02698	0	0	0	0.97302
V13	0.00313	0.6467	0.35018	0	0	0
V14	0	0.07656	0	0.92344	0	0
V15	0.60268	0.14937	0	0.11191	0.13604	0
V16	0	0.04997	0	0.531	0.29279	0.12624
V17	0	0.04103	0.06067	0	0	0.8983
V18	0.79307	0.20693	0	0	0	0
V19	0.72792	0.12533	0.13411	0	0.01265	0
V20	0.79091	0.13525	0.01143	0.06241	0	0
V21	0	0.0487	0	0	0	0.9513
V22	0.1914	0.1221	0	0.07841	0.60097	0.00712
V23	0.02741	0.07678	0.33054	0.00762	0.55765	0
V24	0.12994	0.07997	0	0.14417	0.62188	0.02404
V25	0.53531	0.35379	0	0.11091	0	0
V26	0.30068	0.09339	0	0	0.60593	0
V27	0	0.00765	0.10334	0	0	0.88901
V28	0	0.33001	0.1357	0.28636	0	0.24793
V29	0	0.74842	0.07973	0.05264	0	0.1192
V30	0.2195	0.26874	0.05965	0	0.20269	0.24942
V31	0.80355	0.09346	0.10299	0	0	0
V32	0	0.05882	0.32461	0.61381	0	0.00277
V33	0.28315	0.49257	0.22427	0	0	0
V34	0	0.03695	0.5565	0.01492	0.39163	0
V35	0	0.09772	0.14925	0.7101	0.04293	0
V36	0.05571	0.62902	0.10869	0.00352	0.20306	0
V37	0	0.04937	0.81803	0	0	0.1326
