CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.10008	0.02212	0.75732	0.04403	0.04644	0.03
V2	0.38711	0.10673	0.09108	0.14615	0.20741	0.06151
V3	0.25191	0.05432	0.28833	0.03466	0.10728	0.2635
V4	0.20756	0.33122	0.07724	0.12722	0.19334	0.06343
V5	0.0645	0.03368	0.02319	0.53051	0.33702	0.01112
V6	0.23715	0.01504	0.22384	0.08378	0.25318	0.18701
V7	0.10026	0.27177	0.03071	0.08321	0.4875	0.02655
V8	0.47635	0.0521	0.11438	0.15709	0.1128	0.08727
V9	0.24601	0.13464	0.07404	0.28298	0.14397	0.11836
V10	0.31026	0.0351	0.11915	0.34514	0.13509	0.05526
V11	0.14065	0.55152	0.08959	0.0669	0.12088	0.03047
V12	0.29311	0.02085	0.16336	0.04209	0.12688	0.3537
V13	0.12065	0.38286	0.3067	0.06823	0.09179	0.02977
V14	0.09092	0.01744	0.05222	0.701	0.12329	0.01514
V15	0.3347	0.06729	0.06987	0.16335	0.29589	0.0689
V16	0.09964	0.00711	0.03457	0.39034	0.40868	0.05966
V17	0.26427	0.03452	0.24728	0.03162	0.10695	0.31536
V18	0.49364	0.13462	0.12248	0.06798	0.10359	0.07768
V19	0.39402	0.05682	0.24522	0.05674	0.17913	0.06806
V20	0.42065	0.06442	0.17183	0.15431	0.10636	0.08244
V21	0.29271	0.03185	0.11843	0.04599	0.17022	0.3408
V22	0.15823	0.04337	0.03078	0.12432	0.60214	0.04116
V23	0.0831	0.0111	0.28725	0.07173	0.52591	0.02092
V24	0.13842	0.01184	0.01896	0.16404	0.62577	0.04096
V25	0.32111	0.22364	0.08209	0.17176	0.1468	0.0546
V26	0.20529	0.01914	0.03546	0.07121	0.63291	0.036
V27	0.24458	0.01332	0.27257	0.04189	0.11385	0.3138
V28	0.14565	0.19693	0.19541	0.24593	0.12876	0.08733
V29	0.13326	0.4382	0.15175	0.11154	0.10009	0.06516
V30	0.21446	0.16275	0.15489	0.05457	0.30646	0.10687
V31	0.44688	0.03406	0.26809	0.07081	0.08905	0.09111
V32	0.06387	0.01726	0.3203	0.48481	0.08568	0.02808
V33	0.20925	0.31285	0.26781	0.06813	0.08895	0.05302
V34	0.04689	0.00321	0.43171	0.07506	0.42048	0.02264
V35	0.06584	0.04392	0.18105	0.47857	0.20572	0.0249
V36	0.13227	0.34628	0.14729	0.06797	0.27194	0.03425
V37	0.08657	0.01652	0.72119	0.04864	0.05179	0.07529
V38	0.2697	0.00373	0.24546	0.02981	0.109	0.3423
V39	0.38229	0.04343	0.09334	0.30094	0.11377	0.06624
V40	0.12908	0.35475	0.06883	0.18183	0.21263	0.05288
V41	0.50109	0.03546	0.13667	0.05197	0.11635	0.15845
V42	0.20542	0.02507	0.53522	0.04564	0.10963	0.07903
V43	0.19271	0.29327	0.06406	0.08485	0.31001	0.0551
V44	0.14764	0.56152	0.0871	0.06067	0.1083	0.03477
V45	0.31806	0.25868	0.13273	0.06997	0.11991	0.10065
V46	0.12369	0.00573	0.05112	0.29167	0.41826	0.10953
V47	0.12168	0.293	0.05139	0.17891	0.31107	0.04395
V48	0.11065	0.43074	0.21142	0.05755	0.16448	0.02515
V49	0.13696	0.5266	0.07795	0.06143	0.16719	0.02988
V50	0.06384	0	0.23166	0.07149	0.5921	0.04092
V51	0.05012	0	0	0.08433	0.84704	0.01852
V52	0.11023	0.39226	0.26605	0.08422	0.11722	0.03002
V53	0.12892	0.00563	0.08829	0.09348	0.65817	0.02551
V54	0.10235	0.0991	0.51731	0.08971	0.1394	0.05213
V55	0.05312	0.02728	0.0946	0.09423	0.71209	0.01868
V56	0.04639	0.03735	0.66459	0.14789	0.08645	0.01732
V57	0.20026	0.27251	0.1077	0.05079	0.22881	0.13992
V58	0.05469	0.018	0.78274	0.06014	0.04622	0.03822
V59	0.07958	0.00997	0.03708	0.71383	0.14817	0.01136
V60	0.32425	0.02112	0.08125	0.41156	0.11358	0.04825
V61	0.28036	0.10866	0.08933	0.20173	0.17179	0.14813
V62	0.35432	0.04029	0.148	0.16428	0.19184	0.10127
V63	0.16941	0.37438	0.08962	0.1188	0.12181	0.12599
V64	0.06077	0.07289	0.0028	0.07596	0.7683	0.01928
V65	0.39274	0.12203	0.1261	0.0697	0.14929	0.14014
V66	0.31596	0.03664	0.16685	0.07856	0.34949	0.05249
V67	0.1213	0.11822	0.31735	0.25717	0.09341	0.09255
V68	0.54724	0.04307	0.12649	0.09552	0.10337	0.08431
V69	0.44624	0.04486	0.11435	0.04787	0.14193	0.20475
V70	0.07249	0.01047	0.21281	0.52997	0.15872	0.01555
V71	0.11724	0.18509	0.06387	0.14695	0.41155	0.07532
V72	0.3919	0.11646	0.15878	0.07245	0.16124	0.09917
V73	0.0831	0.00386	0.11344	0.64425	0.14032	0.01503
V74	0.07241	0.10529	0.04982	0.63513	0.12695	0.01041
V75	0.12979	0.55257	0.07466	0.08001	0.13426	0.02871
V76	0.05241	0.00683	0.62382	0.0765	0.21836	0.02208
V77	0.12297	0.10504	0.13316	0.48659	0.1092	0.04304
V78	0.35612	0.11024	0.1397	0.16747	0.11867	0.10779
V79	0.19239	0.40124	0.10099	0.04713	0.10793	0.15032
V80	0.1824	0.41448	0.08969	0.05647	0.12229	0.13467
V81	0.4568	0.10918	0.17224	0.0655	0.11545	0.08084
V82	0.12674	0.49405	0.07162	0.09403	0.18172	0.03183
V83	0.14641	0.11175	0.06433	0.38256	0.24303	0.05192
V84	0.23839	0.02287	0.13748	0.41971	0.13271	0.04883
V85	0.52283	0.04189	0.19068	0.06614	0.0968	0.08165
V86	0.22644	0.03362	0.1847	0.31629	0.11665	0.12229
V87	0.0638	0.01521	0.05618	0.72575	0.12532	0.01374
V88	0.14415	0.0234	0.06114	0.48701	0.17257	0.11173
V89	0.14885	0.13697	0.45957	0.04757	0.07525	0.1318
V90	0.13423	0.44323	0.16539	0.06476	0.15543	0.03696
V91	0.07271	0.00739	0.04081	0.15582	0.69841	0.02486
V92	0.06087	0.04631	0.00829	0.08179	0.77881	0.02393
V93	0.21896	0.05296	0.06772	0.14276	0.36478	0.15282
V94	0.05316	0.01018	0.24849	0.5815	0.09623	0.01045
V95	0.04698	0.00841	0.2608	0.15805	0.51046	0.0153
V96	0.1342	0.26064	0.0595	0.09965	0.36988	0.07613
V97	0.05081	0.00536	0.00508	0.12752	0.79572	0.0155
V98	0.07813	0.05497	0.03992	0.6175	0.19565	0.01384
V99	0.06063	0.01478	0.04212	0.74162	0.13228	0.00857
V100	0.06033	0.00986	0.41538	0.2753	0.20832	0.03081
V101	0.0862	0.25869	0.40853	0.13612	0.08159	0.02887
V102	0.50732	0.04834	0.20499	0.06554	0.09471	0.0791
V103	0.40897	0.04636	0.10429	0.20847	0.15737	0.07453
V104	0.06959	0.00364	0.21545	0.57923	0.11497	0.01712
V105	0.29118	0.00219	0.19569	0.02962	0.11524	0.36608
V106	0.12105	0.00709	0.61855	0.03542	0.07346	0.14443
V107	0.13829	0.43514	0.25175	0.05496	0.09048	0.02938
V108	0.21612	0.02707	0.10801	0.05359	0.33655	0.25866
V109	0.23651	0.00851	0.09274	0.04104	0.32716	0.29403
V110	0.08928	0.13112	0.63535	0.04427	0.06337	0.0366
