Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01768	0.02436	0.00053	0.01263	0.107	0.0031	0.02945	0.0012	0	0.80405
V2	0.63587	0.01504	0.01968	9e-05	0.03547	0.23191	0.05688	0.00507	0	0
V3	0.12428	0.09376	0.05943	0.01059	0.4176	0.01467	0.10549	0.10689	0.00372	0.06357
V4	0.016	0.09466	0.03744	0	0.03525	0.09031	0.02276	0.01241	0.41967	0.2715
V5	0.00751	0.09657	0.00891	0.06367	0	0.06195	0.03133	0.00077	0	0.72929
V6	0.01343	0.12208	0.13238	0.01812	0.56924	0.03335	0.01316	0.04808	0	0.05015
V7	0	0.55519	0	0.01146	0.27546	0.01224	0.07124	0.05564	0	0.01877
V8	0.00044	0.62134	0.04675	0.01682	0.01729	0.03008	0.02503	0.22427	0.00427	0.01372
V9	0.01426	0.00121	0.09045	0.11041	0.03639	0.0229	0.27023	0.41273	0.01399	0.02743
V10	0	0.13128	0	0	0.62831	0.0666	0.02586	0.10164	0	0.04631
V11	0.01163	0.61	0.00719	0.01088	0.0171	0.0558	0.02665	0.20358	0.02975	0.02743
V12	0.03175	0.02997	0.16378	0.41584	0.0175	1e-05	0.10718	0.00775	0.00916	0.21705
V13	0.10464	0.01199	0.11203	0.01226	0.05593	0.11397	0.46911	0.0082	0.07565	0.03623
V14	0.08194	0.47194	0.1271	0.06663	0.04183	0.04968	0.14417	0.01076	5e-05	0.0059
V15	0.30947	0.01437	0.12831	0.46065	0.01341	0.01942	0.02998	0.00988	0.0145	0
V16	0.03812	0.06777	0.21702	0.4815	0.02419	0.05407	0.00225	0.00049	0.093	0.0216
V17	0.01767	0.11413	0	0.0104	0	0.06887	0.05805	0.00535	0	0.72552
V18	0.08159	0.05902	0.04291	0.22763	0	0.00867	0.01349	0.00146	0	0.56523
V19	0.00201	0	0	0.05008	0	0.07095	0.03079	0.00608	0	0.84008
V20	0	0.22954	0.00453	0.02062	0.01685	0	0.55736	0.03497	0	0.13614
V21	0.10458	0.44507	0.01885	0.00469	0.01867	0.32521	0.05287	0.02323	0	0.00683
V22	0.00146	0	0	0.00152	0	0.01698	0.03456	0.18801	0.02053	0.73695
V23	0.2791	0.02636	0.45234	0.05217	0	0.01344	0.0119	0.00579	0.01175	0.14715
V24	0.02561	0.66078	0.04201	0.01978	0.03289	0.00429	0.09071	0.05921	0.05951	0.00521
V25	0.03012	0.11708	0.01147	0.01919	0.04062	0.11668	0.04887	0	0.0983	0.51768
V26	0.01139	0	0.07619	0	0.02254	0.03778	0.07046	0.76183	0	0.0198
V27	0	0.07291	0	0	0.30581	0.00282	0.03672	0	0	0.58174
V28	0.25355	0	0	0.00823	0	0.01785	0.04158	0.02005	0	0.65874
V29	0.00636	0.69755	0	0.02165	0.01685	0.10021	0.02719	0.01519	0	0.11499
V30	0.00947	0.00972	0.10706	0.00806	0.03538	0.29092	0.33384	0.00069	0.17028	0.03458
V31	0.01026	0.39031	0.19608	0.02565	0.07037	0.01544	0.02325	0.24105	0.005	0.02259
V32	0.49941	0.05704	0.01208	0.00188	0.25477	0.03878	0.04319	0.00213	0.05209	0.03864
V33	0.06146	0.01852	0.22556	0.43178	0.01654	0	0.22273	0.00174	0.01057	0.0111
V34	0	0.05759	0	0.001	0.15332	0.00386	0.02916	0.01037	0.019	0.7257
V35	0.00591	0.88463	0	0.02455	0.02976	0.01206	0.02606	0.01703	0	0
V36	0.05504	0.01464	0.01139	0.01313	0.05371	0	0.79992	0.02501	0	0.02715
V37	0	0.57559	0.00021	0.0196	0.0417	0	0.31386	0.02514	0	0.0239
V38	0.14758	0	0.05328	0.1446	0.0366	0	0.59428	0.00354	0	0.02012
V39	0.09297	0.00587	0.05746	0.1398	0.06899	0	0.58121	0.01635	0	0.03735
V40	0.12361	0.03686	0.59645	0.06551	0.09844	0.00919	0.00884	0.0045	0.01959	0.03702
V41	0.64526	0.06644	0.04997	0.00576	0.02449	0.00647	0.01654	0.00913	0.15429	0.02165
V42	0	0.63503	0	0.00851	0.27027	0.00461	0.01028	0.00316	0	0.06812
V43	0.15388	0.05072	0.09849	0.06566	0.21245	0.03479	0.24453	0.01997	0.09206	0.02746
V44	0.03	0.00342	0.54771	0.05188	0.00597	0.02007	0.02546	0.27808	0.02136	0.01604
V45	0.01677	0.00409	0.05182	0.00211	0.04305	0.00201	0.32361	0	0.45192	0.10462
V46	0.18331	0.08959	0.04435	0.17597	0	0.00285	0.01283	0.01216	0	0.47894
V47	0.00054	0	0.01338	0.015	0.03338	0	0.8876	0.00419	0	0.04591
V48	0.01004	0	0	0.00837	0	0.00282	0.03311	0.00143	0.04864	0.89559
V49	0.24057	0.00101	0.02179	0	0.02209	0.03035	0.04745	0.63673	0	0
V50	0.31694	0.17175	0.02154	0	0.03371	0.41007	0.04383	0.00216	0	0
