CD56NK	CD4MemoryT	CD19B	CD14
V1	0.60623	4e-04	0.15576	0.23761
V2	0.17349	0.0538	0.04582	0.72688
V3	0.07541	0.56729	0.01149	0.3458
V4	0.90835	0.07586	0.00015	0.01563
V5	0.14636	0.40738	0.28354	0.16271
V6	0.11047	0.84595	0.02225	0.02133
V7	0.18459	0.29354	0.08607	0.4358
V8	0.1573	0	0.81544	0.02727
V9	0.28593	0.18004	0.03297	0.50106
V10	0.01955	0.00023	0.93087	0.04936
V11	0.2616	0.28017	0.45482	0.00341
V12	0.03421	0.52659	0.42763	0.01156
V13	0.3537	0.62209	0.00523	0.01897
V14	0.09873	0.88882	0.0066	0.00586
V15	0.16102	0.54035	0.13455	0.16408
V16	0.9403	0.02185	0.01621	0.02164
V17	0.1247	0.84077	0.01291	0.02161
V18	0.66325	0.26651	0.03969	0.03055
V19	0.22185	0.75995	0.0057	0.0125
V20	0.21509	0.39173	0.01779	0.37538
V21	0.15836	0.01932	0.79627	0.02604
V22	0.02172	0.05534	0.20947	0.71347
V23	0.43462	0.01167	0.55031	0.00339
V24	0.95952	0.01334	0.02713	0
V25	0.41353	0.17475	0.12898	0.28274
V26	0.47839	0.30937	0.01642	0.19582
V27	0.11057	0.02971	0.01391	0.84581
V28	0.00135	0.00976	0.98679	0.00211
V29	0.49546	0.00565	0.4766	0.0223
V30	0.12566	0.15921	0.29497	0.42016
V31	0.25046	0.13603	0.30912	0.30439
V32	0.0858	0.0104	0.02458	0.87922
V33	0.05891	0.43485	0.40855	0.0977
V34	0.15805	0.00697	0.80838	0.0266
V35	0.2231	0.65928	0.08964	0.02798
V36	0.00903	0.0124	0.49734	0.48124
V37	0.61037	0.03793	0.08902	0.26268
V38	0.4768	0	0.16067	0.36254
V39	0.22086	0.49828	0.14282	0.13804
V40	0.13831	0.77514	0.08655	0
V41	0.00978	0.63818	0.0475	0.30454
V42	0.25957	0.01073	0.20651	0.52318
V43	0.16719	0.26865	0.53859	0.02557
V44	0.0187	0.03483	0.7805	0.16597
V45	0.13433	0.53197	0.24701	0.08669
V46	0.84768	0.03985	0.10966	0.0028
V47	0.52484	0.12857	0.30837	0.03822
V48	0.86006	0.12027	0.00469	0.01498
V49	0.79811	0.1339	0	0.06799
V50	0.09546	0.80159	0.09792	0.00503
V51	0.38889	0.32055	0.26651	0.02406
V52	0.03098	0.06194	0.87853	0.02855
V53	0.78498	0.0769	0.13812	0
V54	0.49434	0.13152	0.35885	0.01529
V55	0.25849	0.08208	0.24779	0.41164
V56	0.04907	0.00379	0.0785	0.86865
V57	0.13782	0.82696	0.02246	0.01277
V58	0.68763	0.00088	0.03691	0.27457
V59	0.52654	0.32395	0.10947	0.04003
V60	0.16394	0.10304	0.34465	0.38837
V61	0.85876	0.06582	0.00963	0.06579
V62	0.91489	0.01546	0.06119	0.00845
V63	0.02376	0.81262	0.14244	0.02117
V64	0.01151	0.83594	0	0.15255
V65	0.0146	0	0.09117	0.89424
V66	0.28838	0.62667	0.01953	0.06542
V67	0.19474	0.25726	0.53805	0.00994
V68	0.1881	0.10336	0.01869	0.68985
V69	0.03185	0.24644	0.67562	0.0461
V70	0.62382	0.0976	0.17371	0.10488
V71	0.20039	0.03752	0.38785	0.37424
V72	0.65635	0.10304	0.09034	0.15027
V73	0.20601	0.55323	0.15519	0.08557
V74	0.07259	0.16129	0.76612	0
V75	0.75318	0	0.17452	0.0723
V76	0.00164	0.12498	0.19148	0.6819
V77	0.0475	0.23362	0.00489	0.71399
V78	0.36475	0.07126	0.18671	0.37728
V79	0.00766	0.05152	0.8555	0.08531
V80	0.40643	0.00101	0.52049	0.07208
V81	0.07054	0.10793	0.81712	0.00441
V82	0.00051	0.02992	0.96245	0.00712
V83	0.16309	0.12906	0.07401	0.63384
V84	0.45445	0.02128	0.15825	0.36602
V85	0.1413	0.2483	0.44171	0.16869
V86	0.05616	0.01346	0.89271	0.03767
V87	0.04873	0.81768	0.0615	0.07209
V88	0.19931	0.0311	0.27434	0.49526
V89	0.02311	0.00229	0.2033	0.7713
V90	0.03706	0.8847	0.06487	0.01337
V91	0.04803	0.70171	0.22038	0.02988
V92	0.51736	0.00395	0.36525	0.11344
V93	0.91361	0.00561	0	0.08078
V94	0.02207	0.39111	0.01937	0.56745
V95	0.33175	0.35688	0.16887	0.1425
V96	0.08442	0.0669	0.0207	0.82799
V97	0.74377	0.06317	0.19031	0.00275
V98	0.76494	0.22539	0	0.00967
V99	0.84239	0.02225	0.13259	0.00277
V100	0.09525	0.00305	0.88188	0.01982
V101	0.01846	0.01555	0.00519	0.96079
V102	0.95547	0.03003	0.00513	0.00936
V103	0.01383	0.02322	0.09023	0.87272
V104	0.04078	0.946	0.00685	0.00638
V105	0.08402	0.89563	0.01461	0.00575
V106	0.15853	0.4451	0.36021	0.03616
V107	0.23382	0.14085	0.58345	0.04187
V108	0.20733	0.68851	0.10416	0
V109	0.01871	0.10891	0.63526	0.23712
V110	0.08014	0.85683	0.04155	0.02148
V111	0.93422	0	0.06217	0.00361
V112	0.15848	0.03008	0.44515	0.36628
V113	0.23044	0.06597	0.17997	0.52363
V114	0.28469	0.02401	0.07909	0.61221
V115	0.01073	0.71805	0.26627	0.00496
V116	0.18358	0.24571	0.40369	0.16702
V117	0.75694	0.18314	0.03053	0.02939
V118	0.22011	0.51425	0.03517	0.23047
V119	0.13441	0.04781	0.04777	0.77002
V120	0.09571	0.03129	0.86148	0.01152
V121	0.67215	0.08039	0.08927	0.15819
V122	0.97671	0.00288	0.01102	0.00939
V123	0.01024	0.46027	0.04772	0.48176
V124	0.73636	0.21709	0	0.04655
V125	0.4765	0.32886	0.17853	0.0161
V126	0.04615	0.1093	0.04868	0.79587
V127	0.19786	0.02364	0.2632	0.51529
V128	0.03603	0.00381	0.10614	0.85402
V129	0.65981	0.16448	0.15393	0.02178
V130	0.01006	0.60525	0.37989	0.0048
V131	0.03704	0.87746	0	0.0855
V132	0.96024	0.00138	0.02336	0.01501
V133	0.93991	0.00582	0.04557	0.00869
V134	0.14447	0.32905	0.14315	0.38333
V135	0.09447	0.0071	0.18123	0.7172
V136	0.30825	0.33101	0.01056	0.35019
V137	0.71061	0.01409	0.22457	0.05073
V138	0.27356	0.3338	0.19162	0.20102
V139	0.42687	0.14808	0.19805	0.227
V140	0.03607	0.05986	0.05056	0.85351
V141	0.08151	0.10589	0.57918	0.23342
V142	0.82041	0	0.17959	0
V143	0.51629	0.19504	0.06719	0.22148
V144	0.20507	0.10972	0.17435	0.51086
V145	0.00085	0.7264	0.26763	0.00513
V146	0.06164	0.00452	0.02615	0.90769
V147	0.94548	0.00967	0.01611	0.02874
V148	0.15993	0.03772	0.59909	0.20326
V149	0.33473	0.4315	0.23034	0.00342
V150	0.11203	0.18386	0.63049	0.07362
V151	0.276	0.56157	0.03527	0.12715
V152	0.30321	0.37074	0.23495	0.09111
V153	0.14963	0.70795	0.01982	0.12259
V154	0.31279	0.37566	0.28659	0.02495
V155	0.55195	0.09238	0.2762	0.07947
V156	0.04178	0.09041	0.74293	0.12488
V157	0.36968	0.10538	0.31829	0.20664
V158	0.01834	0.00079	0.02083	0.96005
V159	0.92456	0.03895	1e-04	0.03639
V160	0.74039	0.00042	0.05941	0.19978
V161	0.24258	0.00202	0.02726	0.72813
V162	0.08571	0.2456	0.0875	0.58119
V163	0.13312	0.42912	0.19011	0.24765
V164	0.41952	0.23805	0.11056	0.23188
V165	0.01303	0.21709	0	0.76988
V166	0.01365	0.06845	0.06989	0.84802
V167	0.38968	0	0.00551	0.60481
V168	0.36917	0.49388	0.08396	0.05298
V169	0.22167	0.03252	0.03555	0.71026
V170	0.13081	0.00494	0.53583	0.32842
V171	0.16514	0.18229	0.61818	0.0344
V172	0.75749	0	0.23941	0.0031
V173	0.03561	0.10966	0.03912	0.81561
V174	0.02298	0.12563	0.07792	0.77347
V175	0.07894	0	0.80036	0.12071
V176	0.01105	0.78346	0.2003	0.00519
V177	0.01384	0.96994	0	0.01622
V178	0.01075	0.73946	0.0044	0.24538
V179	0.1944	0.00149	0.38739	0.41672
V180	0.03963	0.86931	0.09104	1e-05
V181	0.20513	0.08407	0.56067	0.15012
V182	0.36197	0.1266	0.46256	0.04887
V183	0.24896	0.74009	0.00588	0.00507
V184	0.99304	0	0.00696	0
V185	0.66034	0.32491	0.01125	0.0035
V186	0.16	0.41753	0.29389	0.12857
V187	0.96857	0.00298	0.02466	0.00379
V188	0.07326	0.18669	0	0.74004
V189	0.85491	0.00907	0.01544	0.12058
V190	0.70543	0.00205	0.28949	0.00303
V191	0.23305	0.15231	0.58156	0.03308
V192	0.38517	0.38853	0.05225	0.17405
V193	0.66491	0.0136	0.22093	0.10056
V194	0.0538	0.91682	0.00601	0.02337
V195	0.01012	0.00503	0.97736	0.00748
V196	0.01572	0.04891	0.00998	0.92538
V197	0.46701	0.02936	0.02373	0.47989
V198	0.08636	0.44223	0.41512	0.05629
V199	0.1975	0.01143	0.17717	0.61391
V200	0.17338	0.5069	0.01799	0.30174
V201	0.13413	0.49792	0.21427	0.15368
V202	0.01848	0.00261	0.80337	0.17554
V203	0.21367	0.35328	0.41572	0.01733
V204	0.01087	0.48663	0.00411	0.49838
V205	0.02011	0.02524	0.94144	0.01321
V206	0.0579	0.05618	0.88074	0.00518
V207	0.16321	0.14833	0.05506	0.63339
V208	0.29811	0.03358	0.6587	0.00961
V209	0.38599	0.38885	0.07267	0.15249
V210	0.12325	0.72278	0.10474	0.04923
V211	0.47076	0.00535	0.03153	0.49235
V212	0.56853	0.01542	0.40125	0.0148
V213	0.69417	0.01358	0.10372	0.18853
V214	0.39611	0.11265	0.16718	0.32406
V215	0.33846	0.06574	0.01731	0.57849
V216	0.0404	0.00026	0.0195	0.93984
V217	0.05908	0.43637	0.26493	0.23963
V218	0.13171	0.38793	0.18766	0.2927
V219	0.14715	0.58325	0.01145	0.25815
V220	0.01089	0.80886	0.00467	0.17557
V221	0.84165	0.00127	0.00423	0.15285
V222	0.37933	0.08797	0.37006	0.16265
V223	0.00759	0.0948	0.82218	0.07543
V224	0.97993	0	0.02007	0
V225	0.08172	0.8488	0.06426	0.00523
V226	0.3611	0.04642	0.58322	0.00925
V227	0.82041	0	0.17146	0.00813
V228	0.83072	0.03688	0.05958	0.07282
V229	0.02005	0.00322	0.95464	0.02209
V230	0.01652	0.01399	0.01951	0.94997
V231	0.02129	0.22704	0.12058	0.63109
V232	0.06246	0.60558	0	0.33196
V233	0.63949	0.05112	0.18909	0.1203
V234	0.05374	0.8997	0.03279	0.01376
V235	0.43517	0.03045	0.51156	0.02282
V236	0.05569	0.03591	0.83478	0.07362
V237	0.18238	0.00283	0.02931	0.78548
V238	0.17386	0.49186	0.28888	0.04539
V239	0.08688	0.34766	0.01798	0.54748
V240	0.54865	0.01447	0.40007	0.03682
V241	0.01909	0	0.91364	0.06727
V242	0.1792	0.70482	0.10448	0.0115
V243	0.28821	0.01626	0.62849	0.06703
V244	0.24205	0	0.68201	0.07595
V245	0.68571	0.22057	0.0475	0.04623
V246	0.06892	0.10363	0.80892	0.01853
V247	0.19537	0.00373	0.80069	0.00021
V248	0.02595	0.01795	0.04387	0.91224
V249	0.00041	0.01529	0.91622	0.06807
V250	0.80059	0	0.19643	0.00299
V251	0.96422	0.02599	0.0059	0.00389
V252	0.01264	0.80778	0.17955	3e-05
V253	0.42352	0.04047	0.16086	0.37514
V254	0.01266	0.92517	0.05622	0.00595
V255	0.06574	0.89038	0	0.04388
V256	0.22104	0.16017	0.53954	0.07925
V257	0.49202	0.06058	0.23072	0.21668
V258	0.22433	0.2055	0.44955	0.12062
V259	0.04306	0.23783	0.68267	0.03644
V260	0.00038	0.23091	0.76377	0.00494
V261	0.67657	0.01354	0.18345	0.12644
V262	0.11032	0.03566	0.01396	0.84006
V263	0.02624	0.94855	0	0.0252
V264	0.1981	0.0166	0.43798	0.34733
V265	0.03531	0	0.13468	0.83001
V266	0.72573	0.26853	0.00573	0
V267	0.00068	0.13453	0.30395	0.56083
V268	0.43617	0.00987	0.13693	0.41702
V269	0.00849	0.50102	0.4426	0.04789
V270	0.69992	0.00902	0.22519	0.06587
V271	0.85298	0.03759	0.02808	0.08134
V272	0.07666	0.79548	0.01216	0.11569
V273	0.06046	0.01052	0.03481	0.89421
V274	0.74528	0	0.16641	0.08832
V275	0.00064	0.00632	0.98505	0.00799
V276	0.59127	0.26041	0.00989	0.13844
V277	0.04481	0.16304	0.16949	0.62266
V278	0.0432	0.03336	0.30278	0.62065
V279	0.74948	0.03171	0.10299	0.11582
V280	0.01834	0.00079	0.02083	0.96005
V281	0.60453	0.01351	0.13164	0.25032
V282	0.06716	0.03651	0.84125	0.05508
V283	0.27594	0.5107	0.06536	0.148
V284	0.03868	0.89018	0.06556	0.00558
V285	0.08563	0.00131	0.91194	0.00112
V286	0.31665	0.47383	0.11776	0.09176
V287	0.13772	0.82792	0.01291	0.02145
V288	0.0196	0.22102	0.47055	0.28882
V289	0.34341	0.16185	0.42714	0.0676
V290	0.87165	0.11649	0.01186	0
V291	0.54656	0.03666	0.40817	0.00861
V292	0.95462	0.00152	0.00024	0.04363
V293	0.34315	0.00215	0.62295	0.03175
V294	0.11277	0.31124	0	0.57599
V295	0.02107	0.13396	0.2029	0.64207
V296	0.21727	0.07845	0.62547	0.07881
V297	0.08387	0	0.06737	0.84876
V298	0.35244	0.06202	0.57626	0.00929
V299	0.08657	0.22334	0.01188	0.67821
V300	0.00197	0.01577	0.23607	0.74618
V301	0.1475	0.07102	0.67066	0.11082
V302	0.73217	0.25803	0	0.0098
V303	0.00053	0.54054	0.42968	0.02925
V304	0.06612	0.0068	0.76482	0.16225
V305	0.14988	0.11264	0.48491	0.25257
V306	0.86126	0.05892	0.04443	0.03538
V307	0.02612	0.94449	0.0146	0.0148
V308	0.27929	0.17281	0.30962	0.23828
V309	0.40034	0.24605	0.02378	0.32983
V310	0.10094	0.25672	0.16149	0.48084
V311	0.60896	0.38204	0.00522	0.00377
V312	0.13533	0.68436	0.16069	0.01962
V313	0.00528	0.0821	0.01586	0.89676
V314	0.02194	0.41991	0.12605	0.4321
V315	0.1618	0.56669	0.03587	0.23564
V316	0.36548	0.08803	0.39315	0.15334
V317	0.12077	0.65248	0.04675	0.18
V318	0.04674	0.50177	0.01123	0.44026
V319	0.06821	0.02944	0.87422	0.02812
V320	0.09494	0.09857	0.68366	0.12283
V321	0.71652	0.27774	0.00574	0
V322	0.24065	0.25617	0.07392	0.42926
V323	0.05988	0.00809	0.08663	0.8454
V324	0.73598	0.18497	0.06429	0.01475
V325	0.39004	0.55035	0.05571	0.0039
V326	0.00037	0.51161	0.10275	0.38527
V327	0.02286	0.10818	0.10783	0.76113
V328	0.05439	0.00682	0.76534	0.17345
V329	0.20288	0.07624	0.17225	0.54863
V330	0.43483	0.00053	0.32354	0.2411
V331	0.3908	0.05593	0.0408	0.51248
V332	0.0117	0.02842	0.18759	0.77229
V333	0.48298	0.0401	0.37817	0.09875
V334	0.39854	0.00056	0.34702	0.25388
V335	0.03197	0.27518	0.56464	0.12821
V336	0.23539	0.63783	0.01913	0.10765
V337	0.34818	0.32406	0.3034	0.02436
V338	0.00202	0.98338	0.00727	0.00733
V339	0.14526	0.00012	0.84933	0.00529
V340	0.06976	0.17281	0.566	0.19142
V341	0.02506	0.01753	0.06082	0.89659
V342	0.28222	0	0.59677	0.12102
V343	0.98322	0.00667	0.00601	0.00409
V344	0.73207	0.10212	0.16581	0
V345	0.0113	0.00785	0.9791	0.00175
V346	0.27225	0.07284	0.29075	0.36416
V347	0.04777	0.00341	0.12365	0.82517
V348	0.07579	0.60656	0.16059	0.15707
V349	0.40523	0.11225	0.38912	0.09341
V350	0.03779	0.76227	0.19993	0
V351	0.02032	0.01255	0.40837	0.55877
V352	0.05513	0.00295	0.86812	0.0738
