B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57891	0	0.18706	0.23403
V2	0.21493	0.09035	0.06323	0.63149
V3	0.09588	0.61069	0.03942	0.25402
V4	0.86071	0.10202	0.00578	0.03149
V5	0.13869	0.45358	0.29185	0.11587
V6	0.11915	0.80191	0.07507	0.00387
V7	0.18865	0.35753	0.10664	0.34719
V8	0.15464	0.011	0.81022	0.02414
V9	0.29126	0.23731	0.04603	0.4254
V10	0.0429	0.01565	0.89663	0.04482
V11	0.22486	0.32874	0.4464	0
V12	0.05189	0.54303	0.40508	0
V13	0.30491	0.64966	0.04543	0
V14	0.1098	0.83437	0.05583	0
V15	0.1556	0.56547	0.16414	0.11479
V16	0.86922	0.03321	0.04676	0.05081
V17	0.12971	0.80389	0.06265	0.00374
V18	0.5856	0.31678	0.07594	0.02169
V19	0.19908	0.75069	0.05024	0
V20	0.2109	0.45535	0.03718	0.29657
V21	0.15374	0.06951	0.75772	0.01903
V22	0.05532	0.1002	0.23541	0.60907
V23	0.39132	0.04381	0.56487	0
V24	0.90993	0.0236	0.06647	0
V25	0.37747	0.22998	0.15075	0.2418
V26	0.42947	0.3675	0.03717	0.16586
V27	0.17735	0.06326	0.02399	0.7354
V28	0	0.07288	0.92712	0
V29	0.45078	0.028	0.50412	0.0171
V30	0.13501	0.22165	0.30382	0.33952
V31	0.23628	0.19255	0.31928	0.25189
V32	0.16078	0.02444	0.05484	0.75994
V33	0.07145	0.47595	0.39307	0.05953
V34	0.15357	0.04908	0.77609	0.02126
V35	0.20012	0.66393	0.13431	0.00164
V36	0.03141	0.04882	0.51267	0.40711
V37	0.57351	0.05657	0.11722	0.2527
V38	0.47118	0	0.18562	0.34319
V39	0.20027	0.53106	0.1717	0.09698
V40	0.12836	0.74351	0.12813	0
V41	0.0337	0.66245	0.08968	0.21416
V42	0.27854	0.01858	0.23541	0.46747
V43	0.15634	0.32611	0.51755	0
V44	0.031	0.09096	0.74911	0.12894
V45	0.13065	0.55203	0.26496	0.05237
V46	0.78776	0.06092	0.15132	0
V47	0.46107	0.17928	0.3353	0.02435
V48	0.80222	0.1482	0.0267	0.02288
