CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42261	0.06062	0.20857	0.3082
V2	0.15952	0.12205	0.12407	0.59436
V3	0.09399	0.49779	0.09191	0.31631
V4	0.66573	0.13559	0.08275	0.11593
V5	0.13385	0.40315	0.25114	0.21186
V6	0.10693	0.68506	0.09867	0.10934
V7	0.15545	0.3183	0.14132	0.38493
V8	0.1586	0.07655	0.63969	0.12516
V9	0.21175	0.23049	0.11354	0.44422
V10	0.0791	0.0837	0.6969	0.1403
V11	0.20216	0.32393	0.37772	0.09619
V12	0.07725	0.48424	0.3355	0.103
V13	0.23507	0.57031	0.08633	0.10829
V14	0.10142	0.71495	0.08929	0.09435
V15	0.13897	0.48299	0.16824	0.20981
V16	0.69594	0.07258	0.10543	0.12606
V17	0.11469	0.68329	0.09318	0.10884
V18	0.43671	0.31894	0.11905	0.1253
V19	0.16549	0.64635	0.08852	0.09964
V20	0.16682	0.38807	0.09725	0.34786
V21	0.15807	0.1053	0.61254	0.12409
V22	0.07897	0.13098	0.22132	0.56873
V23	0.32144	0.08679	0.48842	0.10335
V24	0.73257	0.05517	0.11335	0.09891
V25	0.27717	0.23623	0.17517	0.31143
V26	0.30859	0.34446	0.09749	0.24947
V27	0.12873	0.09196	0.10536	0.67396
V28	0.07173	0.09208	0.73825	0.09794
V29	0.3592	0.07488	0.44183	0.12409
V30	0.12879	0.22233	0.26662	0.38225
V31	0.19496	0.20772	0.27954	0.31779
V32	0.11525	0.07321	0.11304	0.6985
V33	0.091	0.41822	0.32107	0.16971
V34	0.15792	0.09055	0.62659	0.12494
V35	0.1672	0.57459	0.14319	0.11501
V36	0.07089	0.09432	0.40129	0.4335
V37	0.41263	0.10877	0.15688	0.32173
V38	0.33914	0.0557	0.20915	0.396
V39	0.16814	0.46199	0.17423	0.19563
V40	0.1228	0.65041	0.13941	0.08738
V41	0.06162	0.53495	0.11619	0.28724
V42	0.20969	0.08318	0.22894	0.47819
V43	0.15226	0.30972	0.41885	0.11918
V44	0.07773	0.12377	0.57221	0.22628
V45	0.12591	0.48106	0.23281	0.16022
V46	0.61449	0.10287	0.18083	0.10182
V47	0.35429	0.20342	0.30598	0.1363
V48	0.61547	0.18224	0.08815	0.11414
V49	0.55506	0.19778	0.08131	0.16585
V50	0.1008	0.65931	0.14579	0.0941
