Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01078	0.03293	0.00235	0.01637	0.0948	0.00113	0.03196	0	0.01268	0.79698
V2	0.63849	0.01807	0.00794	0.00773	0.0232	0.22275	0.07349	0.00832	0	0
V3	0.11245	0.10548	0.06125	0.0108	0.40085	0.01258	0.11622	0.09727	0.01291	0.07018
V4	0.00822	0.11068	0.03571	0	0.03394	0.08543	0.02799	0.0061	0.4125	0.27942
V5	0	0.10438	0.0122	0.06782	0	0.05473	0.03664	0	0.00739	0.71684
V6	0.00327	0.13735	0.13877	0.01584	0.55528	0.0268	0.01887	0.03673	0.00946	0.05763
V7	0	0.57855	0.00032	0.0068	0.25938	0.01173	0.07829	0.04291	0.00077	0.02125
V8	0	0.63872	0.05922	0.00434	0.01705	0.02693	0.03411	0.1997	0.01116	0.00877
V9	0.01061	0.00475	0.08328	0.11892	0.03589	0.026	0.2938	0.3853	0.01543	0.02602
V10	0	0.14857	0	0	0.61408	0.057	0.03599	0.08806	0	0.05631
V11	0	0.62978	0.02602	0	0.01662	0.05005	0.03632	0.18256	0.03568	0.02296
V12	0.01646	0.03505	0.14933	0.43468	0.01505	0.00249	0.113	0.00383	0.01569	0.21442
V13	0.09546	0.0184	0.10204	0.01291	0.04975	0.11774	0.49074	0.00091	0.07393	0.03813
V14	0.06297	0.49024	0.13471	0.05831	0.0372	0.04953	0.15192	0.00314	0.0075	0.00448
V15	0.28592	0.01756	0.11099	0.49636	0.00856	0.01759	0.03624	0.00822	0.01856	0
V16	0.02105	0.07493	0.20056	0.50806	0.0233	0.04892	0.00798	0	0.09367	0.02154
V17	0.01102	0.12219	0	0.01413	0	0.06174	0.06338	0.00219	0.01182	0.71353
V18	0.06601	0.06429	0.03955	0.23923	0	0.00667	0.01712	0	0.01144	0.5557
V19	0	0	0	0.05773	0	0.06271	0.03677	0.00349	0.00699	0.83231
V20	0	0.23636	0.00596	0.01699	0.01346	0.00812	0.56514	0.02286	0	0.1311
V21	0.0886	0.4712	0.03137	0.00048	0.01381	0.29774	0.07018	0.01916	0.00253	0.00492
V22	0	0	0	0.00606	0	0.01383	0.04142	0.17371	0.03216	0.73283
V23	0.26696	0.03251	0.45125	0.04807	0	0.01276	0.01453	0.00217	0.01912	0.15264
V24	0.00967	0.67666	0.05996	0.0061	0.0303	0.00749	0.0958	0.04668	0.0641	0.00325
V25	0.0203	0.12838	0.01373	0.02201	0.03414	0.10585	0.05581	0	0.10378	0.51599
V26	0.01366	0	0.07588	0	0.0277	0.03282	0.09682	0.735	0.00057	0.01756
