Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.40504	0.12672	0.2187	0.07623	0.17332
V2	0.09269	0.73441	0.10702	0.00583	0.06004
V3	0.11239	0	0.42509	0.35527	0.10724
V4	0.01077	0	0.25827	0.01243	0.71854
V5	0.0078	0	0.06746	0.05483	0.86991
V6	0.43287	0.008	0.2325	0.15472	0.1719
V7	0.02085	0	0.46238	0.03061	0.48616
V8	0.05133	0	0.84039	0.04205	0.06624
V9	0.08539	0	0.24694	0.54087	0.1268
V10	0.5532	0.00322	0.35508	0	0.0885
V11	0.04402	0	0.1278	0.01913	0.80905
V12	0.11889	0	0.21831	0.23471	0.42809
V13	0.17796	0.06442	0.03011	0.32151	0.406
V14	0.21862	0.00355	0.06215	0.51595	0.19972
V15	0.03076	0.0512	0	0.7418	0.17624
V16	0.57426	0.12286	0	0.20167	0.10121
V17	0.08648	0.30778	0.04547	0.00755	0.55272
V18	0.14111	0.41505	0.26152	0.12093	0.06139
V19	0.03112	0.01208	0.01467	0.0692	0.87292
V20	0.01966	0	0.70673	0.1834	0.09021
V21	0.03587	0.29812	0.17063	0.08905	0.40632
V22	0.75347	0.13395	0.01393	0.00315	0.09549
V23	0.09962	0.01479	0.0316	0.0817	0.77229
V24	0.50353	0.16763	0.00326	0.01323	0.31237
V25	0.02335	0.03496	0.02281	0.3455	0.57338
V26	0.50472	0.23437	0.04287	0.00893	0.2091
V27	0.16646	0.47871	0.19157	0	0.16326
V28	0.04812	0.06597	0.21836	0.52133	0.14621
V29	0.0064	0	0.3201	0.53572	0.13779
V30	0.69378	0.15432	0	0.01269	0.1392
V31	0.45915	0.19322	0	0.13955	0.20808
V32	0.79973	0.06842	0	0.01499	0.11686
V33	0.02853	0.25523	0.04642	0.05672	0.6131
V34	0.14295	0.7507	0.07055	0	0.03581
V35	0.14519	0.5673	0.25131	0	0.0362
V36	0.04445	0.19227	0.20894	0.03424	0.52009
V37	0.70293	0.05819	0	0.01495	0.22393
V38	0.2003	0	0.4508	0.13691	0.21199
V39	0.42366	0.00793	0.2871	0	0.28131
V40	0.2511	0.59088	0.05039	0.03897	0.06865
V41	0.08086	0.76384	0.08178	0	0.07351
V42	0.77291	0.0956	0	0.01211	0.11939
V43	0.54025	0.11711	0.26112	0.00571	0.07581
V44	0.09153	0.22812	0.5474	0	0.13295
V45	0.0762	0.65444	0.13901	0.05963	0.07071
V46	0.14752	0.70037	0.10756	0	0.04455
V47	0.04494	0	0.88085	0	0.07421
V48	0.23536	0.13131	0.21632	0.22674	0.19027
V49	0.5158	0.1522	0.1703	0.0802	0.08149
V50	0.08054	0	0.85514	0	0.06432
V51	0.15498	0.27953	0.216	0.00847	0.34102
V52	0.08527	0.7987	0.08252	0	0.03352
V53	0.03759	0.229	0.02332	0.57922	0.13088
V54	0.2819	0.02043	0	0.42217	0.2755
V55	0.09844	0.02831	0	0.70839	0.16486
V56	0.09529	0.00884	0	0.64528	0.25059
