Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.07694	0.07006	0.853	0	0	0
V2	0.6963	0.20301	0	0.07394	0.02675	0
V3	0.01241	0.09642	0.13574	0	0	0.75543
V4	0.2671	0.59595	0	0.08399	0.02631	0.02665
V5	0	0.0597	0	0.76856	0.17174	0
V6	0.12213	0.06126	0.12125	0.02841	0.10335	0.56359
V7	0	0.49556	0	0.00861	0.49584	0
V8	0.84288	0.12774	0	0.02937	0	0
V9	0.23762	0.23681	0	0.26311	0	0.26246
V10	0.5412	0.1094	0	0.3494	0	0
V11	0.0018	0.9982	0	0	0	0
V12	0	0.03421	0	0	0	0.96579
V13	0.00723	0.66201	0.33076	0	0	0
V14	0	0.06211	0	0.93789	0	0
V15	0.60798	0.15483	0	0.10785	0.12935	0
V16	0	0.04261	0	0.5356	0.29614	0.12565
V17	0	0.05083	0.05373	0	0	0.89544
V18	0.78671	0.21329	0	0	0	0
V19	0.73321	0.13104	0.1327	0	0.00305	0
V20	0.79806	0.13996	0.00753	0.05445	0	0
V21	0	0.05485	0	0	0	0.94515
V22	0.20042	0.11944	0	0.07791	0.60223	0
V23	0.02801	0.06877	0.33888	0.00591	0.55843	0
V24	0.1454	0.07158	0	0.14629	0.62752	0.00921
V25	0.53512	0.36917	0	0.09571	0	0
V26	0.30546	0.08897	0	0	0.60557	0
V27	0	0.0159	0.09557	0	0	0.88853
V28	0.02587	0.34635	0.13525	0.27184	0	0.22069
V29	0	0.7882	0.07822	0.03425	0	0.09933
V30	0.24012	0.28645	0.05905	0	0.18998	0.22439
V31	0.80687	0.09731	0.09583	0	0	0
V32	0	0.05097	0.33354	0.61549	0	0
V33	0.28264	0.50865	0.20871	0	0	0
V34	0	0.02948	0.56607	0.01287	0.39158	0
V35	0	0.09216	0.15483	0.71151	0.0415	0
V36	0.05804	0.65207	0.10545	0	0.18444	0
V37	0	0.05217	0.81892	0	0	0.12892
V38	0	0.00868	0.03943	0	0	0.95189
V39	0.66166	0.11675	0	0.22159	0	0
V40	0	0.66647	0	0.20287	0.06236	0.06831
V41	0.78197	0.08791	0	0	0	0.13012
V42	0.30568	0.07519	0.55678	0	0	0.06236
V43	0.24874	0.53661	0	0.01141	0.20323	0
V44	0.00751	0.99249	0	0	0	0
V45	0.52058	0.40289	0	0	0	0.07653
V46	0	0.02735	0	0.3689	0.30046	0.30329
V47	0.01786	0.55313	0	0.19271	0.21089	0.02541
V48	0	0.76969	0.21596	0	0.01434	0
V49	0	0.97684	0	0	0.02316	0
V50	0	0.03047	0.24795	0.01283	0.66507	0.04367
V51	0	0.01406	0	0.02093	0.96502	0
V52	0	0.69948	0.30052	0	0	0
V53	0.15015	0.06136	0	0.04159	0.74689	0
V54	0.03929	0.19178	0.68425	0.02658	0	0.0581
V55	0	0.064	0.02026	0.04941	0.86633	0
V56	0	0.07166	0.85033	0.07801	0	0
V57	0.09829	0.46628	0	0	0.0756	0.35983
V58	0	0.05793	0.93616	0	0	0.00591
V59	0	0.03775	0	0.96225	0	0
V60	0.52137	0.09218	0	0.38645	0	0
V61	0.27534	0.19548	0	0.16088	0	0.36831
V62	0.67327	0.106	0.00587	0.11625	0.02767	0.07094
V63	0	0.63764	0	0.0427	0	0.31966
V64	0	0.12674	0	0	0.87326	0
V65	0.61926	0.20075	0	0	0	0.17999
V66	0.58658	0.11382	0.05618	0	0.24342	0
V67	0	0.20308	0.31336	0.25536	0	0.22821
V68	0.88503	0.11497	0	0	0	0
V69	0.55508	0.09473	0	0	0	0.35019
V70	0	0.05025	0.19214	0.75761	0	0
V71	0	0.33666	0	0.13514	0.36499	0.16321
V72	0.78191	0.20524	0.01285	0	0	0
V73	0	0.04829	0.0166	0.93511	0	0
V74	0	0.15828	0	0.84172	0	0
V75	0	0.99922	0	0.00078	0	0
V76	0	0.04644	0.83749	0.01326	0.10281	0
V77	0.05761	0.20602	0.03203	0.65371	0	0.05063
V78	0.63102	0.1978	0	0.08401	0	0.08717
V79	0	0.62254	0	0	0	0.37746
V80	0	0.67155	0	0	0	0.32845
V81	0.81078	0.18922	0	0	0	0
V82	0	0.91754	0	0.04055	0.04191	0
V83	0.10708	0.22433	0	0.52599	0.0743	0.0683
V84	0.40634	0.08713	0.01038	0.49616	0	0
V85	0.88901	0.11099	0	0	0	0
V86	0.21439	0.09019	0.05974	0.33219	0	0.30349
V87	0	0.02603	0	0.97397	0	0
V88	0	0.06197	0	0.62338	0	0.31465
V89	0	0.208	0.44593	0	0	0.34607
V90	0.04246	0.81473	0.13522	0	0.00759	0
V91	0	0.05369	0	0.15078	0.79553	0
V92	0	0.09208	0	0.01263	0.89529	0
V93	0.09597	0.12178	0	0.10853	0.21777	0.45595
V94	0	0.02425	0.20574	0.77001	0	0
V95	0	0.03037	0.29088	0.151	0.52775	0
V96	0	0.47538	0	0.04626	0.299	0.17937
V97	0	0.0221	0	0.08977	0.88812	0
V98	0	0.10535	0	0.89465	0	0
V99	0	0.02015	0	0.97985	0	0
V100	0	0.04812	0.54226	0.34311	0.06651	0
V101	0	0.43204	0.51465	0.05331	0	0
V102	0.87505	0.1183	0.00665	0	0	0
V103	0.74586	0.12108	0	0.13307	0	0
V104	0	0.03446	0.1712	0.79434	0	0
V105	0	0.00802	0	0	0	0.99198
V106	0	0.02263	0.6301	0	0	0.34726
V107	0.03357	0.74171	0.22472	0	0	0
V108	0	0.04668	0	0	0.16947	0.78386
V109	0	0.01598	0	0	0.12058	0.86344
V110	0.0191	0.21898	0.76191	0	0	0
V111	0	0.05399	0.94601	0	0	0
V112	0	0.35935	0	0.64065	0	0
V113	0	0.14657	0.75828	0.02297	0.07217	0
V114	0.1291	0.06644	0.71159	0.09288	0	0
V115	0.46731	0.14187	0	0	0.0689	0.32192
V116	0.88401	0.11599	0	0	0	0
V117	0.59632	0.10754	0	0.08307	0.21307	0
V118	0	0.83572	0.11056	0.02762	0.0261	0
V119	0	0.9869	0	0.0131	0	0
V120	0.07625	0.27817	0.06022	0.56585	0.01951	0
V121	0.23291	0.07045	0	0.24782	0	0.44882
