cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.56261	0.01069	0.16282	0.26388
V2	0.14863	0.08223	0.05215	0.71699
V3	0.0572	0.63492	0.01302	0.29486
V4	0.85579	0.12492	0	0.01929
V5	0.10973	0.48473	0.25052	0.15501
V6	0.07676	0.88522	0.01903	0.01898
V7	0.14569	0.35429	0.07882	0.4212
V8	0.12893	0.02219	0.82053	0.02835
V9	0.23812	0.22543	0.03603	0.50042
V10	0.02283	0.02601	0.90529	0.04587
V11	0.21027	0.35347	0.43097	0.00529
V12	0.02985	0.59814	0.36008	0.01193
V13	0.25853	0.71797	0.0047	0.0188
V14	0.07183	0.91344	0.0083	0.00642
V15	0.1188	0.61985	0.11142	0.14992
V16	0.90817	0.0507	0.0152	0.02593
V17	0.08633	0.8823	0.01233	0.01904
V18	0.57883	0.35121	0.03659	0.03336
V19	0.15541	0.82639	0.006	0.01219
V20	0.16501	0.46573	0.01901	0.35025
V21	0.12882	0.04801	0.79512	0.02805
V22	0.02302	0.08253	0.20893	0.68552
V23	0.38482	0.03986	0.56961	0.00572
V24	0.91544	0.05281	0.03032	0.00143
V25	0.35477	0.22424	0.12305	0.29794
V26	0.39877	0.38875	0.01597	0.1965
V27	0.103	0.05972	0.02775	0.80953
V28	0.01109	0.0777	0.90969	0.00152
V29	0.44625	0.02605	0.50108	0.02662
V30	0.09961	0.19628	0.2827	0.42141
V31	0.2068	0.17286	0.30273	0.31761
V32	0.08668	0.03517	0.04076	0.83739
V33	0.04617	0.50525	0.35712	0.09146
V34	0.12843	0.03369	0.80976	0.02812
V35	0.15843	0.74355	0.07202	0.02599
V36	0.01225	0.03183	0.49343	0.46249
V37	0.56037	0.06055	0.08931	0.28977
V38	0.43221	0.00644	0.16864	0.39271
V39	0.16445	0.58483	0.12081	0.12991
V40	0.1007	0.82821	0.07025	0.00084
V41	0.01322	0.69238	0.04186	0.25254
V42	0.22378	0.02466	0.20975	0.54182
V43	0.1313	0.33066	0.51081	0.02723
V44	0.01783	0.05743	0.7662	0.15854
V45	0.09745	0.61067	0.21139	0.08049
V46	0.80394	0.07774	0.1127	0.00562
V47	0.46642	0.177	0.31334	0.04324
V48	0.80055	0.1777	0.00294	0.0188
V49	0.73875	0.18819	0	0.07307
V50	0.06874	0.85063	0.07502	0.00561
V51	0.31737	0.40465	0.25141	0.02657
V52	0.02877	0.09654	0.84612	0.02858
V53	0.72715	0.12978	0.14217	9e-04
V54	0.43571	0.18177	0.36386	0.01866
V55	0.21742	0.10948	0.24454	0.42855
V56	0.05272	0.02316	0.09649	0.82762
V57	0.09632	0.87222	0.01937	0.01209
V58	0.64969	0.01206	0.03832	0.29993
V59	0.44337	0.41657	0.09767	0.04239
V60	0.1338	0.13066	0.33815	0.39739
V61	0.81742	0.10175	0.00789	0.07293
V62	0.8832	0.04408	0.06079	0.01194
V63	0.02238	0.85042	0.10833	0.01886
V64	0.01615	0.86621	0.00179	0.11585
V65	0.02654	0.01699	0.11798	0.83849
V66	0.21055	0.7147	0.01643	0.05832
V67	0.154	0.32072	0.51344	0.01185
V68	0.15882	0.1377	0.0265	0.67698
V69	0.02755	0.29573	0.63217	0.04455
V70	0.56894	0.13818	0.17515	0.11773
V71	0.16621	0.05472	0.38977	0.3893
V72	0.60021	0.14574	0.08791	0.16614
V73	0.15144	0.64029	0.12893	0.07934
V74	0.06229	0.21778	0.71905	0.00088
V75	0.72481	0.00918	0.18311	0.08289
V76	0.00769	0.1621	0.18656	0.64365
V77	0.04344	0.29237	0.0137	0.65048
V78	0.31566	0.09853	0.18639	0.39942
V79	0.01096	0.08085	0.82753	0.08066
V80	0.35651	0.01696	0.54762	0.07891
V81	0.05943	0.14966	0.78475	0.00616
V82	0.0077	0.07361	0.91016	0.00853
V83	0.13561	0.16525	0.07447	0.62467
V84	0.40576	0.03717	0.16117	0.39591
V85	0.11011	0.30329	0.41808	0.16852
V86	0.04758	0.04382	0.87174	0.03686
V87	0.03785	0.85665	0.04744	0.05806
V88	0.16703	0.04707	0.27692	0.50898
V89	0.02675	0.02027	0.21541	0.73757
V90	0.03186	0.90565	0.05031	0.01217
V91	0.03817	0.76094	0.17465	0.02624
V92	0.46987	0.019	0.38464	0.12649
V93	0.88578	0.0273	0	0.08691
V94	0.02272	0.4539	0.024	0.49938
V95	0.2639	0.44124	0.15189	0.14297
V96	0.07784	0.10127	0.03347	0.78742
V97	0.69351	0.1039	0.19724	0.00536
V98	0.67662	0.31112	0	0.01225
V99	0.80245	0.05279	0.13908	0.00568
V100	0.07877	0.03142	0.86859	0.02123
V101	0.04054	0.07029	0.01593	0.87325
V102	0.91694	0.06647	0.00383	0.01276
V103	0.02105	0.05352	0.10504	0.8204
V104	0.03635	0.94738	0.0095	0.00677
V105	0.06151	0.91737	0.01483	0.00629
V106	0.1197	0.52739	0.3178	0.03512
V107	0.18892	0.18389	0.58275	0.04444
V108	0.14968	0.76384	0.08565	0.00082
V109	0.01776	0.13637	0.6182	0.22767
V110	0.05798	0.8897	0.0334	0.01892
V111	0.90891	0.02082	0.06382	0.00645
V112	0.1308	0.04719	0.44716	0.37486
V113	0.19233	0.09105	0.18077	0.53586
V114	0.248	0.04239	0.08268	0.62693
V115	0.01537	0.76762	0.21127	0.00575
V116	0.14518	0.30327	0.38275	0.1688
V117	0.68541	0.25267	0.02866	0.03327
V118	0.16271	0.5971	0.03187	0.20832
V119	0.11732	0.07566	0.05472	0.7523
V120	0.0788	0.06282	0.84503	0.01334
V121	0.62179	0.11601	0.08748	0.17472
V122	0.94798	0.02799	0.01086	0.01316
V123	0.01372	0.52373	0.04518	0.41736
V124	0.65862	0.29236	0	0.04902
V125	0.39427	0.42181	0.16548	0.01845
V126	0.04477	0.14619	0.05591	0.75313
V127	0.1669	0.03942	0.26523	0.52846
V128	0.0411	0.02262	0.12442	0.81186
V129	0.59593	0.22608	0.1521	0.02588
V130	0.01477	0.66772	0.3118	0.00572
V131	0.03178	0.90138	0.00171	0.06512
V132	0.93352	0.02379	0.02333	0.01936
V133	0.9112	0.03065	0.04591	0.01223
V134	0.11102	0.39325	0.12696	0.36877
V135	0.08247	0.02313	0.18846	0.70595
V136	0.2462	0.40431	0.01176	0.33773
V137	0.67098	0.03414	0.23639	0.05849
V138	0.21785	0.40757	0.1753	0.19928
V139	0.36943	0.19215	0.19532	0.24309
V140	0.03843	0.09433	0.0618	0.80544
V141	0.06481	0.13527	0.5679	0.23201
V142	0.77878	0.02578	0.19419	0.00126
V143	0.44723	0.2545	0.06403	0.23425
V144	0.16999	0.14034	0.17097	0.5187
V145	0.00858	0.77478	0.21077	0.00587
V146	0.07049	0.02749	0.04606	0.85596
V147	0.91735	0.03413	0.01517	0.03335
V148	0.12894	0.05909	0.60604	0.20593
V149	0.26239	0.52731	0.20512	0.00518
V150	0.08647	0.22687	0.61376	0.0729
V151	0.20533	0.64871	0.03069	0.11527
V152	0.23894	0.45605	0.2136	0.09141
V153	0.10495	0.77501	0.01721	0.10283
V154	0.24565	0.46537	0.26228	0.02669
V155	0.49589	0.13142	0.28295	0.08974
V156	0.03521	0.12056	0.72329	0.12095
V157	0.3175	0.14076	0.31986	0.22188
V158	0.04043	0.01732	0.05797	0.88428
V159	0.88386	0.07535	0	0.04079
V160	0.70697	0.01207	0.06004	0.22092
V161	0.21771	0.01848	0.03865	0.72517
V162	0.06904	0.29839	0.08223	0.55033
V163	0.09873	0.50528	0.16497	0.23102
V164	0.35304	0.30467	0.10249	0.2398
V165	0.02016	0.27996	0.00952	0.69036
V166	0.01924	0.10435	0.08025	0.79616
V167	0.35643	0.01206	0.01351	0.618
V168	0.28537	0.59193	0.07159	0.05111
V169	0.19292	0.05529	0.04376	0.70804
V170	0.10635	0.02042	0.5422	0.33102
V171	0.13103	0.22983	0.60326	0.03587
V172	0.71837	0.01671	0.25899	0.00593
V173	0.03622	0.14909	0.04905	0.76564
V174	0.02502	0.16454	0.08231	0.72813
V175	0.06407	0.01904	0.80041	0.11649
V176	0.01575	0.82366	0.15476	0.00582
V177	0.02045	0.96281	0.00298	0.01376
V178	0.0143	0.78496	0.00739	0.19335
V179	0.16309	0.01335	0.39321	0.43035
V180	0.03727	0.88857	0.07325	9e-04
V181	0.16634	0.11504	0.56377	0.15485
V182	0.30985	0.16978	0.46702	0.05335
V183	0.17663	0.81073	0.00665	0.00599
V184	0.94957	0.03296	0.01575	0.00172
V185	0.55695	0.42703	0.01034	0.00568
V186	0.12094	0.49607	0.26031	0.12269
V187	0.93827	0.02921	0.0258	0.00672
V188	0.06518	0.24213	0.00835	0.68434
V189	0.8258	0.02708	0.01486	0.13226
V190	0.66052	0.02321	0.31053	0.00574
V191	0.18886	0.19549	0.58003	0.03562
V192	0.30612	0.47806	0.0467	0.16912
V193	0.62377	0.03195	0.23	0.11429
V194	0.04186	0.93128	0.00738	0.01948
V195	0.01879	0.04533	0.92703	0.00885
V196	0.02618	0.0989	0.02599	0.84893
V197	0.41929	0.04782	0.02809	0.5048
V198	0.0663	0.51635	0.36432	0.05303
V199	0.16697	0.02661	0.18217	0.62425
V200	0.12916	0.58259	0.01835	0.26989
V201	0.09778	0.57751	0.18305	0.14166
V202	0.01917	0.02444	0.79197	0.16442
V203	0.16543	0.43414	0.38144	0.019
V204	0.01516	0.55117	0.01015	0.42352
V205	0.0229	0.06169	0.90097	0.01444
V206	0.05083	0.09526	0.84729	0.00662
V207	0.13533	0.18691	0.05652	0.62124
V208	0.25169	0.06364	0.67243	0.01225
V209	0.30701	0.48008	0.06353	0.14938
V210	0.08524	0.7919	0.08077	0.04209
V211	0.42734	0.01956	0.03647	0.51663
V212	0.51592	0.04081	0.42447	0.0188
V213	0.65642	0.03039	0.10389	0.2093
V214	0.34289	0.14837	0.1646	0.34414
V215	0.29469	0.0934	0.02335	0.58856
V216	0.06123	0.01613	0.04705	0.87559
V217	0.04641	0.50484	0.22909	0.21967
V218	0.0994	0.45588	0.16665	0.27807
V219	0.10652	0.65869	0.01155	0.22324
V220	0.01483	0.84335	0.00681	0.13501
V221	0.81476	0.01609	0.00405	0.16509
V222	0.32794	0.12149	0.37438	0.17619
V223	0.01083	0.12612	0.79141	0.07164
V224	0.93878	0.03149	0.02807	0.00166
V225	0.0598	0.88308	0.05134	0.00578
V226	0.3103	0.07949	0.5982	0.01201
V227	0.79072	0.01477	0.18253	0.01197
V228	0.7943	0.06459	0.05851	0.0826
V229	0.02369	0.03651	0.91754	0.02227
V230	0.03109	0.05148	0.04468	0.87274
V231	0.02178	0.27562	0.11323	0.58937
V232	0.04859	0.67169	0.00259	0.27713
V233	0.58955	0.08038	0.1937	0.13636
V234	0.04149	0.91869	0.02748	0.01234
V235	0.38177	0.05721	0.53417	0.02684
V236	0.04524	0.06146	0.82173	0.07157
V237	0.16571	0.02014	0.04209	0.77205
V238	0.13036	0.5736	0.25249	0.04355
V239	0.06918	0.40921	0.02288	0.49873
V240	0.49989	0.03766	0.41974	0.04271
V241	0.0219	0.02434	0.89152	0.06224
V242	0.12654	0.78037	0.08153	0.01156
V243	0.24127	0.03917	0.64878	0.07078
V244	0.20369	0.01596	0.70145	0.07891
V245	0.61008	0.29606	0.04391	0.04995
V246	0.05697	0.1422	0.78062	0.02021
V247	0.16883	0.04126	0.7888	0.0011
V248	0.03508	0.04899	0.064	0.85194
V249	0.00562	0.04774	0.88434	0.0623
V250	0.76587	0.01739	0.21086	0.00588
V251	0.92518	0.06326	0.00473	0.00683
V252	0.01954	0.83907	0.14048	0.00091
V253	0.37277	0.06172	0.16284	0.40267
V254	0.01766	0.93045	0.04561	0.00627
V255	0.05006	0.91428	0.00181	0.03385
V256	0.1785	0.20256	0.53608	0.08286
V257	0.43908	0.08925	0.23404	0.23763
V258	0.18064	0.25676	0.43783	0.12477
V259	0.03685	0.28527	0.64203	0.03585
V260	0.00656	0.28752	0.69953	0.00639
V261	0.63654	0.03097	0.18985	0.14263
V262	0.10203	0.06762	0.02715	0.80319
V263	0.02689	0.9505	0.00253	0.02009
V264	0.16414	0.03176	0.44365	0.36045
V265	0.04079	0.01483	0.15284	0.79154
V266	0.62312	0.36898	0.00676	0.00114
V267	0.00635	0.16716	0.29121	0.53529
V268	0.38925	0.02336	0.14179	0.44561
V269	0.01222	0.56737	0.37696	0.04344
V270	0.66109	0.02604	0.23681	0.07606
V271	0.81672	0.06513	0.02772	0.09043
V272	0.05635	0.84022	0.01139	0.09204
V273	0.06644	0.03579	0.05156	0.84621
V274	0.7173	0.00818	0.17391	0.10062
V275	0.0082	0.05123	0.93094	0.00963
V276	0.51146	0.3376	0.00859	0.14235
V277	0.03937	0.19823	0.16405	0.59835
V278	0.03895	0.05287	0.30125	0.60693
V279	0.71272	0.05417	0.10234	0.13076
V280	0.04043	0.01732	0.05797	0.88428
V281	0.55729	0.02942	0.13545	0.27784
V282	0.05544	0.0627	0.82834	0.05352
V283	0.20872	0.59872	0.05531	0.13725
V284	0.0332	0.90845	0.05236	0.00598
V285	0.08388	0.03744	0.87724	0.00143
V286	0.24462	0.56629	0.10003	0.08907
V287	0.0959	0.87295	0.01215	0.01901
V288	0.0184	0.26466	0.43938	0.27756
V289	0.28795	0.21148	0.42785	0.07272
V290	0.80045	0.18536	0.01292	0.00127
V291	0.49415	0.06745	0.42676	0.01165
V292	0.92671	0.0251	0	0.04819
V293	0.29357	0.02165	0.64958	0.0352
V294	0.09136	0.37486	0.00537	0.5284
V295	0.02163	0.16792	0.19584	0.61461
V296	0.17597	0.10894	0.63331	0.08178
V297	0.0834	0.01367	0.08558	0.81734
V298	0.29999	0.09718	0.59088	0.01195
V299	0.07189	0.2782	0.019	0.63091
V300	0.00908	0.03945	0.24485	0.70663
V301	0.11827	0.09855	0.67154	0.11164
V302	0.63586	0.35194	0	0.0122
V303	0.00647	0.60796	0.3587	0.02687
V304	0.05389	0.02668	0.76186	0.15757
V305	0.12081	0.14371	0.47801	0.25747
V306	0.82193	0.09433	0.04299	0.04075
V307	0.02553	0.94683	0.01481	0.01282
V308	0.23233	0.21768	0.30187	0.24812
V309	0.33314	0.31136	0.02493	0.33057
V310	0.07848	0.31011	0.14965	0.46176
V311	0.50036	0.48928	0.00458	0.00579
V312	0.09641	0.75792	0.12703	0.01864
V313	0.01281	0.13221	0.03343	0.82156
V314	0.02051	0.48351	0.10748	0.3885
V315	0.11757	0.64355	0.03236	0.20652
V316	0.31516	0.12197	0.39731	0.16557
V317	0.08538	0.72075	0.03993	0.15395
V318	0.03933	0.56666	0.01455	0.37946
V319	0.05732	0.05943	0.85467	0.02858
V320	0.07466	0.12888	0.67428	0.12218
V321	0.61302	0.37902	0.00682	0.00115
V322	0.19257	0.31786	0.0692	0.42037
V323	0.05953	0.02996	0.10115	0.80936
V324	0.66473	0.25615	0.06084	0.01828
V325	0.29538	0.65127	0.04795	0.00539
V326	0.00646	0.57212	0.087	0.33442
V327	0.02448	0.14262	0.1101	0.7228
V328	0.04452	0.02686	0.76171	0.16691
V329	0.16929	0.101	0.17172	0.55799
V330	0.38826	0.01136	0.3377	0.26268
V331	0.34316	0.08175	0.04427	0.53082
V332	0.01692	0.05253	0.1936	0.73695
V333	0.43066	0.06581	0.39412	0.1094
V334	0.35207	0.01178	0.36166	0.27449
V335	0.02692	0.32637	0.52413	0.12257
V336	0.16863	0.72055	0.01656	0.09426
V337	0.28215	0.40686	0.28431	0.02668
V338	0.01163	0.96889	0.0121	0.00738
V339	0.12449	0.02762	0.84074	0.00715
V340	0.0551	0.21113	0.54537	0.1884
V341	0.03316	0.04581	0.07963	0.8414
V342	0.23808	0.01296	0.6222	0.12676
V343	0.94689	0.04047	0.0054	0.00723
V344	0.67045	0.15825	0.17046	0.00084
V345	0.02801	0.06266	0.90807	0.00126
V346	0.22938	0.09937	0.28898	0.38227
V347	0.0489	0.02078	0.13936	0.79096
V348	0.0558	0.67642	0.1301	0.13767
V349	0.3515	0.15397	0.39246	0.10207
V350	0.03539	0.80605	0.15771	0.00085
V351	0.02075	0.03117	0.40721	0.54087
V352	0.04625	0.02655	0.85626	0.07094
V353	0.88507	0.0306	0.02834	0.05599
V354	0.04688	0.71363	0.20515	0.03434
V355	0.27366	0.06518	0.47592	0.18524
V356	0.04055	0.03162	0.11309	0.81475
V357	0.11102	0.3249	0.28054	0.28353
V358	0.54689	0.09678	0.04661	0.30973
V359	0.57228	0.05314	0.03154	0.34304
V360	0.53516	0.4371	0.01613	0.01161
V361	0.0069	0.45454	0.53258	0.00598
V362	0.01112	0.96338	0.01836	0.00713
V363	0.16741	0.10246	0.48601	0.24413
V364	0.15066	0.05541	0.70348	0.09044
V365	0.26	0.03227	0.02084	0.68689
V366	0.0754	0.70496	0.07352	0.14612
V367	0.57059	0.13506	0.00452	0.28983
V368	0.08525	0.75598	0.0724	0.08636
V369	0.02151	0.40095	0.57179	0.00575
V370	0.29601	0.27052	0.40653	0.02694
V371	0.17865	0.7394	0.02348	0.05848
V372	0.15751	0.05106	0.12344	0.66799
V373	0.0758	0.12317	0.48876	0.31227
V374	0.76439	0.03104	0.2035	0.00107
V375	0.04478	0.04278	0.15295	0.75949
V376	0.03953	0.03948	0.11132	0.80967
V377	0.78675	0.01051	0.01018	0.19256
V378	0.01301	0.03229	0.41724	0.53746
V379	0.33042	0.19031	0.0135	0.46578
V380	0.14514	0.06548	0.20339	0.58598
V381	0.74251	0.01818	0.08416	0.15515
V382	0.08218	0.04438	0.86638	0.00707
V383	0.83632	0.0151	0.04266	0.10592
V384	0.56465	0.06981	0.12617	0.23937
V385	0.86254	0.02295	0.06632	0.04819
V386	0.29322	0.01789	0.14631	0.54258
V387	0.59922	0.13968	0.18297	0.07813
V388	0.37695	0.32984	0.14058	0.15263
V389	0.40344	0.52911	0.00905	0.05839
V390	0.29056	0.25305	0.4511	0.00529
V391	0.41161	0.09956	0.01999	0.46884
V392	0.43004	0.21312	0.16104	0.1958
V393	0.28067	0.21881	0.35468	0.14584
V394	0.09022	0.21944	0.11156	0.57878
V395	0.21809	0.39658	0.19675	0.18858
V396	0.01762	0.95404	0.00855	0.01979
V397	0.78799	0.08605	0.09291	0.03305
V398	0.44794	0.12627	0.09225	0.33354
V399	0.18799	0.57237	0.13979	0.09984
V400	0.00689	0.59163	0.06067	0.34081
V401	0.03565	0.14406	0.74811	0.07218
V402	0.77416	0.19101	0.03374	0.00109
V403	0.03374	0.03611	0.08972	0.84043
V404	0.08593	0.18176	0.64014	0.09217
V405	0.21323	0.03265	0.16977	0.58435
V406	0.64389	0.24831	0.01427	0.09354
V407	0.01163	0.96889	0.0121	0.00738
V408	0.08763	0.23134	0.40976	0.27126
V409	0.01474	0.0493	0.0582	0.87776
V410	0.08604	0.86938	0.02573	0.01884
V411	0.43162	0.01953	0.00514	0.54371
V412	0.15376	0.06581	0.51657	0.26386
V413	0.05678	0.49129	0.1766	0.27532
V414	0.03671	0.51667	0.32531	0.12131
V415	0.44302	0.02891	0.23122	0.29686
V416	0.02112	0.09979	0.87792	0.00117
V417	0.36318	0.62577	0.00523	0.00581
V418	0.07079	0.09792	0.14617	0.68512
V419	0.03679	0.01727	0.06647	0.87948
V420	0.00832	0.89686	0.01316	0.08166
V421	0.14976	0.03829	0.70239	0.10957
V422	0.05658	0.07949	0.02301	0.84092
V423	0.07877	0.03142	0.86859	0.02123
V424	0.00508	0.04872	0.63422	0.31197
V425	0.05508	0.2256	0.6168	0.10252
V426	0.08545	0.04441	0.80798	0.06216
V427	0.06727	0.39489	0.19	0.34784
V428	0.0852	0.79121	0.04709	0.0765
V429	0.03385	0.01759	0.07354	0.87502
V430	0.75274	0.16768	0.01407	0.0655
V431	0.17502	0.02477	0.46443	0.33578
V432	0.10592	0.09385	0.05418	0.74605
V433	0.05723	0.74574	0.00187	0.19515
V434	0.33107	0.07283	0.05296	0.54313
V435	0.50574	0.01629	0.1184	0.35958
V436	0.37493	0.01755	0.11398	0.49354
V437	0.22478	0.22609	0.00926	0.53986
V438	0.61458	0.15394	0.02931	0.20217
V439	0.04347	0.11465	0.02148	0.8204
V440	0.47736	0.03902	0.03433	0.44929
V441	0.06445	0.11585	0.62322	0.19648
V442	0.31632	0.34267	0.13245	0.20856
V443	0.74922	0.01279	0.08391	0.15409
V444	0.02801	0.06266	0.90807	0.00126
V445	0.61479	0.02421	0.33492	0.02609
V446	0.03774	0.84788	0.0475	0.06688
V447	0.64255	0.09016	0.17115	0.09614
V448	0.02377	0.06592	0.20019	0.71011
V449	0.56804	0.03998	0.29534	0.09665
V450	0.14166	0.84064	0.01667	0.00103
V451	0.91417	0.06613	0	0.0197
V452	0.0448	0.02487	0.09031	0.84002
V453	0.81675	0.07552	0.05882	0.04891
V454	0.00967	0.93307	0.04462	0.01264
V455	0.60605	0.03463	0.30021	0.05912
V456	0.32693	0.11189	0.3961	0.16508
V457	0.01475	0.07044	0.0406	0.8742
V458	0.25922	0.2246	0.00859	0.50759
V459	0.02084	0.81256	0.08162	0.08498
V460	0.937	0.02611	0.02414	0.01275
V461	0.07094	0.05204	0.02472	0.8523
V462	0.3391	0.24386	0.00243	0.41461
V463	0.2497	0.48889	0.15062	0.11079
V464	0.49995	0.09933	0.00614	0.39457
V465	0.39648	0.43551	0.02251	0.1455
V466	0.58222	0.18466	0.00376	0.22936
V467	0.30611	0.58863	0.07122	0.03404
V468	0.49524	0.40979	0.0446	0.05036
V469	0.02005	0.16535	0.29197	0.52263
V470	0.55772	0.11796	0.17604	0.14828
V471	0.26068	0.10324	0.03861	0.59747
V472	0.31518	0.33168	0.00172	0.35141
V473	0.09815	0.5594	0.32353	0.01893
V474	0.11892	0.01198	0.1142	0.75489
V475	0.18024	0.40155	0.07695	0.34125
V476	0.1617	0.02563	0.0642	0.74848
V477	0.60609	0.03795	0.20161	0.15434
V478	0.12848	0.6001	0.00621	0.26521
V479	0.01854	0.07993	0.82072	0.08081
V480	0.07999	0.30901	0.04741	0.56359
V481	0.14128	0.03057	0.81477	0.01338
V482	0.7021	0.16126	0.10327	0.03337
V483	0.12507	0.10764	0.07728	0.69001
V484	0.03343	0.08657	0.04113	0.83886
V485	0.11536	0.75258	0.01071	0.12135
V486	0.26836	0.2601	0.12517	0.34638
V487	0.07593	0.05142	0.09488	0.77777
V488	0.00895	0.02631	0.86769	0.09704
V489	0.20822	0.1004	0.67917	0.01221
V490	0.3383	0.31395	0.06557	0.28219
V491	0.43425	0.47736	0.02937	0.05902
V492	0.03214	0.84335	0.11881	0.00569
V493	0.06954	0.02114	0.01716	0.89216
V494	0.1909	0.14604	0.53944	0.12362
V495	0.2157	0.63903	0.12675	0.01852
V496	0.25989	0.69854	0	0.04157
V497	0.02133	0.03321	0.93603	0.00944
V498	0.30905	0.10081	0.05299	0.53715
V499	0.60685	0.27285	0.11505	0.00526
V500	0.09719	0.11677	0.75	0.03604
V501	0.01733	0.02481	0.0874	0.87046
V502	0.55002	0.28055	0.14352	0.02591
V503	0.19242	0.09076	0.20176	0.51507
V504	0.22052	0.71122	0.01001	0.05825
V505	0.19498	0.20595	0.25754	0.34154
V506	0.08713	0.24436	0.46663	0.20188
V507	0.62303	0.09739	0.11459	0.16499
V508	0.75314	0.17035	0.03554	0.04097
V509	0.22439	0.05745	0.5224	0.19575
V510	0.2186	0.52977	0.24639	0.00524
V511	0.04855	0.42224	0.04599	0.48323
V512	0.23717	0.05027	0.08276	0.6298
V513	0.07617	0.66433	0.19842	0.06109
V514	0.03077	0.10125	0.01511	0.85288
V515	0.77543	0.0633	0.0428	0.11848
V516	0.8845	0.1086	0	0.00691
V517	0.04113	0.03121	0.2603	0.66736
V518	0.93255	0.05995	0	0.0075
V519	0.03044	0.87258	0.00618	0.0908
V520	0.0282	0.01448	0.62811	0.32921
V521	0.56568	0.04647	0.3616	0.02626
V522	0.0102	0.11585	0.59385	0.2801
V523	0.35509	0.11886	0.26105	0.265
V524	0.0137	0.78666	0.17346	0.02618
V525	0.24926	0.2034	0.02879	0.51854
V526	0.65046	0.07852	0.06929	0.20172
V527	0.19946	0.02418	0.40639	0.36997
V528	0.09531	0.862	0.00118	0.04152
V529	0.05963	0.06089	0.22788	0.6516
V530	0.01043	0.19361	0.69505	0.10091
V531	0.02801	0.86465	0.10646	0.00088
V532	0.16769	0.32707	0.02841	0.47683
V533	0.27959	0.35544	0.13343	0.23154
V534	0.01179	0.02288	0.72	0.24533
V535	0.54134	0.00914	0.01485	0.43467
V536	0.18519	0.0088	0.37902	0.42699
V537	0.58552	0.26054	0.14268	0.01127
V538	0.45227	0.05335	0.08374	0.41064
V539	0.2639	0.44124	0.15189	0.14297
V540	0.19111	0.71193	0.06312	0.03385
V541	0.02125	0.51522	0.06157	0.40195
V542	0.1935	0.11986	0.25678	0.42985
