mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.27294	0.20136	0.24226	0.17195	0.1115
V2	0.05681	0.69263	0.09422	0.11782	0.03851
V3	0.05537	0.13523	0.38335	0.40104	0.02501
V4	0.0108	0.10847	0.23649	0.09122	0.55302
V5	0.01435	0.06887	0.0785	0.13864	0.69964
V6	0.27505	0.13096	0.2539	0.24705	0.09304
V7	0.00809	0.15229	0.38775	0.10538	0.3465
V8	0.01082	0.19964	0.67735	0.09948	0.01271
V9	0.0489	0.09528	0.24328	0.58893	0.02361
V10	0.3661	0.16852	0.39045	0.04601	0.02892
V11	0.03196	0.09208	0.11913	0.10455	0.65228
V12	0.07103	0.10218	0.2163	0.31483	0.29567
V13	0.11721	0.09644	0.05516	0.43654	0.29465
V14	0.13842	0.0657	0.08443	0.62444	0.08701
V15	0.02132	0.05597	0.01744	0.8644	0.04087
V16	0.47197	0.12884	0.03136	0.34641	0.02142
V17	0.06284	0.25302	0.04041	0.10519	0.53854
V18	0.07733	0.39947	0.26141	0.24481	0.01698
V19	0.02708	0.06593	0.01982	0.15688	0.73029
V20	0.00332	0.16598	0.58474	0.22455	0.02142
V21	0.02006	0.2753	0.15104	0.19958	0.35401
V22	0.66274	0.16127	0.08004	0.06292	0.03303
V23	0.07246	0.07605	0.04179	0.17262	0.63708
V24	0.40109	0.16895	0.04052	0.09918	0.29024
V25	0.02215	0.0723	0.03306	0.44726	0.42523
V26	0.41025	0.2353	0.08011	0.09527	0.17906
V27	0.1138	0.46686	0.20616	0.06085	0.15233
V28	0.02658	0.13369	0.19881	0.59846	0.04247
V29	0.00538	0.09896	0.3008	0.56546	0.02941
V30	0.60878	0.16894	0.04598	0.08469	0.09161
V31	0.36696	0.17824	0.03336	0.26835	0.15307
V32	0.74875	0.09765	0.02668	0.07318	0.05373
V33	0.02231	0.21221	0.03961	0.15904	0.56683
V34	0.12511	0.74941	0.04868	0.07317	0.00364
V35	0.08909	0.54953	0.27542	0.08055	0.00542
V36	0.02586	0.21871	0.18287	0.12985	0.44271
V37	0.62521	0.08917	0.01755	0.07612	0.19195
V38	0.10076	0.15474	0.41384	0.21181	0.11884
V39	0.26986	0.15095	0.30185	0.06079	0.21656
V40	0.21432	0.53898	0.05091	0.16173	0.03407
V41	0.05408	0.75533	0.05641	0.06681	0.06737
