mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.29254	0.17185	0.23399	0.1631	0.13852
V2	0.05986	0.7043	0.07037	0.10747	0.05799
V3	0.06457	0.11453	0.3786	0.42305	0.01925
V4	0.00736	0.08027	0.20758	0.0377	0.66709
V5	0.00859	0.04652	0.06242	0.06898	0.81349
V6	0.29267	0.10662	0.24609	0.24566	0.10896
V7	0.00788	0.12202	0.36717	0.06829	0.43464
V8	0.01755	0.19058	0.68862	0.09531	0.00794
V9	0.05711	0.07675	0.23271	0.61892	0.01451
V10	0.4086	0.14898	0.38189	0.03335	0.02719
V11	0.02541	0.06575	0.09788	0.04194	0.76903
V12	0.07195	0.07711	0.19952	0.2879	0.36352
V13	0.11812	0.07268	0.04297	0.40826	0.35798
V14	0.14788	0.04887	0.07243	0.63687	0.09395
V15	0.02693	0.04102	0.00628	0.89411	0.03166
V16	0.51165	0.10943	0.01828	0.35002	0.01061
V17	0.05544	0.2033	0.02563	0.04969	0.66595
V18	0.08805	0.37582	0.25873	0.26086	0.01654
V19	0.01972	0.04355	0.01163	0.08129	0.84381
V20	0.00861	0.15216	0.58698	0.23466	0.01759
V21	0.01732	0.22926	0.13195	0.16526	0.4562
V22	0.71934	0.14197	0.06463	0.04581	0.02825
V23	0.06388	0.05225	0.03073	0.10684	0.74631
V24	0.40855	0.13885	0.0276	0.06415	0.36085
V25	0.02022	0.05127	0.02264	0.39418	0.51169
V26	0.43458	0.20347	0.06413	0.07	0.22782
V27	0.12327	0.43461	0.19386	0.03495	0.21332
V28	0.03197	0.11119	0.18781	0.62885	0.04018
V29	0.01062	0.08089	0.29055	0.59508	0.02285
V30	0.65469	0.1437	0.03149	0.0639	0.10622
V31	0.38355	0.15149	0.02029	0.25696	0.1877
V32	0.79986	0.08428	0.01262	0.05168	0.05156
V33	0.01591	0.16715	0.02561	0.10033	0.691
V34	0.14438	0.7801	0.01677	0.05381	0.00495
V35	0.10195	0.54979	0.27385	0.06944	0.00497
V36	0.02211	0.17556	0.16174	0.08429	0.55629
V37	0.64766	0.07112	0.00641	0.04624	0.22856
V38	0.11046	0.12712	0.40887	0.20664	0.14692
V39	0.28137	0.12229	0.2872	0.0341	0.27504
V40	0.2434	0.52497	0.0276	0.1601	0.04394
V41	0.05444	0.7737	0.02606	0.04155	0.10424
V42	0.74638	0.10755	0.02485	0.05488	0.06634
V43	0.43206	0.19429	0.29782	0.06294	0.01289
V44	0.03568	0.3159	0.49874	0.02838	0.1213
V45	0.0397	0.58701	0.1133	0.20286	0.05713
V46	0.13034	0.6796	0.08796	0.0773	0.0248
V47	0.00876	0.20562	0.74314	0.02639	0.01609
V48	0.15354	0.15705	0.20758	0.34492	0.13691
V49	0.4193	0.18441	0.20532	0.17649	0.01449
V50	0.02801	0.21259	0.72576	0.02631	0.00733
V51	0.09507	0.24597	0.1914	0.07408	0.39347
V52	0.06344	0.85816	0.01858	0.05478	0.00504
V53	0.03099	0.14668	0.01474	0.78903	0.01856
V54	0.19711	0.04149	0.01947	0.547	0.19494
V55	0.07601	0.03049	0.00573	0.86655	0.02122
V56	0.07166	0.02537	0.013	0.76167	0.1283
V57	0.14319	0.20849	0.47295	0.05092	0.12445
V58	0.0607	0.05297	0.12813	0.18338	0.57481
V59	0.73566	0.10884	0.08273	0.05883	0.01395
V60	0.39056	0.20955	0.12191	0.15854	0.11943
V61	0.17027	0.05121	0.03518	0.20992	0.53342
