Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.35148	0.14451	0.22224	0.12277	0.159
V2	0.0711	0.79365	0.04136	0.04289	0.05099
V3	0.07975	0.02862	0.41256	0.43049	0.04858
V4	0.01666	0.00597	0.19463	0.06708	0.71567
V5	0.01876	0	0.04535	0.10829	0.82761
V6	0.3649	0.03264	0.24567	0.21737	0.13942
V7	0.01265	0.04306	0.36567	0.08006	0.49856
V8	0.00866	0.05515	0.87135	0.06255	0.00229
V9	0.07286	0.00215	0.23919	0.62459	0.06122
V10	0.50976	0.04212	0.43086	0	0.01725
V11	0.03879	0.00607	0.0814	0.07948	0.79426
V12	0.08959	0.00675	0.1873	0.29441	0.42195
V13	0.13863	0.03439	0.02887	0.39216	0.40595
V14	0.17243	0	0.06147	0.61688	0.14922
V15	0.04181	0.00908	0.00106	0.8411	0.10695
V16	0.5941	0.07247	0.00727	0.29275	0.03342
V17	0.07162	0.22308	0.00801	0.0662	0.63108
V18	0.10241	0.45292	0.22609	0.19177	0.02681
V19	0.03168	0	0	0.11878	0.84954
V20	0.00241	0.03041	0.71083	0.22756	0.02879
V21	0.03255	0.24967	0.10605	0.1546	0.45713
V22	0.84229	0.07672	0.05816	0	0.02282
V23	0.07946	0.00101	0.01476	0.13576	0.76901
V24	0.45031	0.11534	0.01149	0.03766	0.38521
V25	0.03568	0.01273	0.01045	0.38956	0.55159
V26	0.48267	0.20384	0.04808	0.02892	0.23648
V27	0.13367	0.51385	0.15378	0.00362	0.19509
V28	0.04564	0.07556	0.18119	0.60724	0.09037
V29	0.01684	0	0.30813	0.60448	0.07055
V30	0.75494	0.10452	0.02068	0.00322	0.11664
V31	0.42992	0.14331	0.0057	0.20799	0.21308
V32	0.94166	0	0.00455	0	0.05379
V33	0.03269	0.17489	0.00902	0.11747	0.66594
V34	0.13499	0.85551	0.00245	0	0.00704
V35	0.10914	0.65096	0.22381	0.01297	0.00313
V36	0.03591	0.16407	0.13597	0.09412	0.56992
V37	0.7447	0	0	0	0.2553
V38	0.1365	0.04177	0.43705	0.19716	0.18752
V39	0.34296	0.04472	0.28922	0.00827	0.31484
V40	0.23706	0.62517	0.01003	0.08179	0.04596
V41	0.06767	0.84285	0.00809	0	0.08138
V42	0.88805	0.02522	0.01678	0	0.06996
V43	0.52612	0.14425	0.32051	0.00066	0.00847
V44	0.04179	0.32801	0.50752	0	0.12268
V45	0.05488	0.68768	0.07863	0.12057	0.05824
V46	0.12953	0.77694	0.055	0.01591	0.02261
V47	0	0.04529	0.95011	0	0.0046
V48	0.18215	0.13695	0.1924	0.31616	0.17234
V49	0.50154	0.16037	0.20198	0.11613	0.01998
V50	0.02057	0.06801	0.91143	0	0
V51	0.11144	0.26649	0.16145	0.06299	0.39762
V52	0.07284	0.91395	0.00459	0	0.00863
V53	0.04735	0.16762	0.00592	0.70087	0.07824
V54	0.22388	0	0.007	0.51856	0.25056
V55	0.09096	0	0	0.8164	0.09264
V56	0.08479	0	0.00307	0.71519	0.19695
V57	0.17161	0.15827	0.51625	0.01599	0.13788
V58	0.07209	0	0.10888	0.19791	0.62112
V59	0.8964	0.01273	0.08129	0	0.00958
V60	0.4439	0.21271	0.10499	0.10552	0.13288
V61	0.19054	0	0.01887	0.21174	0.57885
V62	0.0649	0.02253	0.25314	0.13882	0.52061
V63	0.40119	0.25741	0.04829	0.02663	0.26649
V64	0.9665	0.00082	0.02122	0	0.01145
V65	0.10176	0.06897	0.03181	0.58789	0.20957
V66	0.04308	0	0.12071	0.74938	0.08684
V67	0.01399	0.01419	0.28689	0.10537	0.57957
V68	0.50535	0.01921	0.36425	0.018	0.0932
V69	0.62824	0.1244	0.17701	0	0.07035
V70	0.07831	0.72307	0.03319	0.13145	0.03398
V71	0.11152	0.7921	0.03355	0.04493	0.0179
V72	0.05149	0.37439	0.01582	0.0435	0.5148
V73	0.07136	0	0.08663	0.55131	0.2907
V74	0.03145	0.04942	0.00688	0.74868	0.16357
V75	0.50611	0.20181	0.27801	0	0.01408
V76	0.02665	0	0.01579	0.8047	0.15285
V77	0.01951	0.04461	0.91035	0.02554	0
V78	0	0.05649	0.93759	0	0.00592
