Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02283	0.03869	0.03297	0.00466	0.14399	0	0.04629	0.00311	0	0.70746
V2	0.6105	0.02363	0.04412	0.00843	0.02724	0.23758	0.04404	0.00445	0	0
V3	0.11477	0.0921	0.08315	0.02021	0.37341	0.02246	0.09597	0.10551	0.05622	0.03619
V4	8e-04	0.12778	0.04327	0	0.05268	0.06875	0.04763	0.0214	0.48639	0.15129
V5	0.00684	0.14098	0.04108	0.07494	0	0.06325	0.05653	0.00277	0	0.6136
V6	0.0215	0.12221	0.15313	0.03494	0.52395	0.02538	0	0.04272	0.04916	0.02702
V7	0	0.55375	0	0.00821	0.20822	0.01218	0.08801	0.04523	0.0844	0
V8	0	0.57967	0.03051	0.00902	0	0.0238	0.06408	0.19115	0.10177	0
V9	0.01068	0.00417	0.09152	0.11809	0.03292	0.05467	0.23996	0.36156	0.07448	0.01196
V10	0	0.13366	0	0	0.59712	0.07023	0.01609	0.10269	0.05659	0.02363
V11	0.00468	0.57376	0	0.00214	0	0.04646	0.06616	0.1753	0.13151	0
V12	0.02013	0.02826	0.20405	0.45095	0.02645	0.00285	0.08588	0.00992	0.02105	0.15045
V13	0.08403	0.01366	0.12099	0.01973	0.06886	0.1406	0.39532	0.02022	0.123	0.01358
V14	0.07076	0.4572	0.12424	0.06787	0.01433	0.04803	0.14307	0.0055	0.06898	0
V15	0.24649	0.01097	0.1768	0.49541	0.01352	0.01238	0.00805	0.00913	0.02725	0
V16	0.02352	0.06881	0.23311	0.49303	0.02693	0.03074	0	0.00084	0.11619	0.00684
V17	0.02574	0.16213	0.01035	0.00552	3e-04	0.07564	0.08949	0.00934	0.00654	0.61495
V18	0.07361	0.08394	0.09263	0.28012	0	0.00098	0.02326	0.00234	0	0.44312
V19	0.00321	0	0.01972	0.06129	0	0.07904	0.05238	0.01303	0	0.77133
V20	0	0.21362	0.02969	0.01442	0.02544	0.04858	0.49625	0.04303	0.04835	0.08062
V21	0.09013	0.45387	0.01274	0.00445	0	0.28982	0.06391	0.01872	0.06636	0
V22	0.00697	0	0.00578	0	0	0.02349	0.07478	0.22421	0.03991	0.62486
V23	0.29024	0.04396	0.45851	0.07682	0.00253	0	0.00184	0.00171	0.01054	0.11386
V24	0.01631	0.61969	0.03543	0.00885	0	0.0025	0.11406	0.04608	0.15709	0
V25	0.02563	0.14789	0.0327	0.02077	0.05696	0.11299	0.06781	0.00385	0.14748	0.38393
V26	0.0156	0.01226	0.05555	0.00869	0.00835	0.05873	0.10103	0.65429	0.07807	0.00743
V27	0.00618	0.09038	0	0	0.34587	0.00101	0.0461	0	0.00897	0.50149
V28	0.27978	0	0.02424	0.00134	0	0.01896	0.06205	0.02758	0	0.58605
V29	0.00239	0.70503	0	0.01055	0	0.08321	0.0648	0.00577	0.08652	0.04172
V30	0.00418	0.02553	0.10417	0.02211	0.05246	0.2698	0.28209	0.01393	0.22248	0.00326
V31	0.0192	0.38501	0.17137	0.02956	0.03853	0.01183	0.04724	0.21487	0.08241	0
V32	0.46036	0.06209	0.04411	0.00745	0.24319	0.03625	0.03316	0	0.09533	0.01807
V33	0.04504	0.01301	0.2457	0.44334	0.02526	0.0114	0.1731	0.00604	0.03015	0.00695
V34	0.0083	0.07963	0.00464	0	0.18772	0.00036	0.04779	0.01449	0.03398	0.62309
V35	0	0.8278	0	0.00255	0	0	0.06809	0.00188	0.09967	0
V36	0.03753	0.00167	0.04945	0.01184	0.07157	0.06769	0.66762	0.04034	0.03656	0.01574
V37	0	0.54099	0.00999	0.00723	0.01391	0.01898	0.29955	0.02206	0.08729	0
V38	0.11073	0	0.09287	0.14929	0.04786	0.0422	0.49679	0.01685	0.03227	0.01114
V39	0.06818	0	0.09507	0.14523	0.07708	0.04201	0.48655	0.02797	0.03519	0.02273
V40	0.1475	0.0475	0.56514	0.09412	0.09813	0	0	0	0.02245	0.02516
V41	0.5698	0.08466	0.07401	0.01026	0.02423	0	0.0182	0.00936	0.20912	0.00036
V42	0	0.64958	0	0.00037	0.20832	0	0.0324	0	0.09003	0.0193
V43	0.12471	0.05134	0.11751	0.07978	0.19118	0.0496	0.20958	0.02473	0.14502	0.00654
V44	0.05731	0.01929	0.47803	0.07931	0.00722	0.01416	0.02924	0.25678	0.04946	0.00919
V45	0	0.02982	0.05976	0.01085	0.06556	0.02369	0.27219	0.01629	0.48123	0.04061
V46	0.17603	0.11295	0.08996	0.21654	0.00118	0	0.01669	0.01211	0.00378	0.37076
V47	0	0	0.04924	0.01265	0.05368	0.07377	0.72271	0.0236	0.03517	0.02917
V48	0.01715	0.01783	0.01587	0.00218	0	0	0.06928	0.00914	0.0517	0.81685
V49	0.19781	0.01023	0.01993	0.00632	0.00507	0.04741	0.07435	0.57679	0.06209	0
V50	0.29335	0.20254	0.02781	0.00527	0.01783	0.393	0.03459	0.00051	0.0251	0
V51	0.18483	0.03437	0.48349	0.07915	0.07368	0	0.00623	0.04327	0.06542	0.02956
V52	0.01565	0	0.20432	0.29775	0.03563	0.02843	0.35194	0.01768	0.03699	0.01162
V53	0.42895	0.01958	0.1249	0.09995	0.00122	0.00415	0.02511	0.10407	0.00752	0.18454
V54	0	0.06437	0.0025	0.00262	0.19284	0.66349	0.04639	0.00616	0.02162	0
V55	0.0193	0.02108	0.19048	0.63241	0.06563	0.00645	0.00511	0.00282	0.03187	0.02483
V56	0.17019	0.04299	0.44911	0.09338	0.07942	0.11985	0.00254	0	0.01864	0.02388
V57	0.05422	0.02327	0.49128	0.24653	0.01751	0.00162	0.00394	0.02287	0.0997	0.03906
V58	0.01527	0.21534	0.08158	0.13467	0.01717	0.44448	0.05161	0.00155	0.03834	0
V59	0.0152	0.03825	0.04938	0.01264	0.05781	0.06748	0.68247	0.0213	0.04081	0.01466
V60	0.69764	0.03144	0.05981	0.01093	0.07381	0	0.00257	0.00337	0.12045	0
V61	0.00196	0.02481	0.03909	0.02964	0.03957	0.77849	0.06119	0.01122	0.01404	0
V62	0.02159	0	0.03732	0.01669	0.0169	0.03279	0.41988	0.02234	0.0305	0.40199
V63	0	0.27732	0.01595	0.00463	0.15049	0.45005	0.05196	0	0.0496	0
V64	0.09158	0.01282	0.29594	0.26134	0.0012	0.0182	0.01839	0.20458	0.03439	0.06156
V65	0.07114	0.03155	0.12918	0.31623	0.01475	0.01717	0.07763	0.19045	0.12592	0.02596
V66	0.00481	0.14126	0.00025	0.00157	0.54042	0.02747	0.02799	0.01211	0.0589	0.18521
V67	0.04165	0.19219	0.39977	0.10581	0.01856	0.03603	0.08801	0.00751	0.08194	0.02854
V68	0.01491	0.05499	0.04142	0	0.05791	0.02354	0.05788	0.25873	0.49063	0
V69	0.07908	0.03372	0.694	0.12762	0.02487	0	0	0	0.02226	0.01846
V70	0.67559	0.02432	0.12546	0.02124	0.01527	0.02419	0.03245	0.00856	0.07293	0
V71	0.03347	0.01119	0.01092	0.00742	0.00559	0.05981	0.09673	0.67123	0.07716	0.02647
V72	0.23573	0.04014	0.09092	0.23995	0.14586	0	0	0.00541	0.01588	0.22611
V73	0.02644	0.17292	0	0.00992	0.67729	0.01803	0	0	0.05553	0.03988
V74	0.01703	0	0.06325	0.17951	0	0.03266	0.03637	0.01186	0	0.65932
V75	0.02326	0.09619	0.23749	0.40868	0.03745	0.00146	0	0.00748	0.18799	0
V76	0	0.03458	0.00981	0.00627	0.03206	0.8205	0.06848	0.01238	0.01593	0
V77	0.00504	0	0.09869	0.27049	0.03714	0.26485	0.27909	0.01255	0.02545	0.0067
V78	0	0.45761	0.04385	0.0115	0.02483	0.02615	0.31351	0.00013	0.06819	0.05424
V79	0.00754	0.04728	0.1091	0.26152	0.03536	0.24693	0.03054	0.00764	0.2381	0.01599
V80	0.40636	0.00073	0.03803	0.01113	0	0	0.06043	0.00652	0.03105	0.44576
V81	0.00372	0.05573	0.04459	0.14584	0.1618	0.53216	0.02988	0.00455	0.02173	0
V82	0.0545	0.50484	0.07296	0.22255	0	0.0099	0.02664	0.03923	0.06937	0
V83	0.04046	0.06421	0.15632	0.43776	0.02629	0.01268	0.01121	0.20311	0.04797	0
V84	0.02129	0.02646	0.03285	0.03304	0.12925	0.50321	0.22231	0.01076	0.02083	0
V85	0.23188	0.00934	0.39236	0.07172	0	0	0.00839	0	0	0.28631
V86	0.29546	0.01389	0.31464	0.3387	0.01331	0	0	0	0.01515	0.00885
V87	0.00115	0.08593	0.06192	0.00972	0.09988	0.00422	0.03688	0.01048	0.68983	0
V88	0.01111	0.33859	0.14508	0.44391	0	0	0.00419	0	0.05712	0
V89	0	0	0.05124	0.03781	0.05463	0.0637	0.65102	0.08764	0.03772	0.01625
V90	0.03927	0.07111	0.33812	0.06308	0	0.01274	0.03036	0	0	0.44533
