CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12156	0.04379	0.67416	0.05926	0.02165	0.07959
V2	0.46211	0.12804	0.04988	0.11276	0.12223	0.12497
V3	0.25344	0.06594	0.18917	0.0299	0.04375	0.4178
V4	0.23283	0.37152	0.03963	0.09869	0.12383	0.1335
V5	0.06686	0.07299	0.00451	0.4968	0.31054	0.04829
V6	0.2539	0.0363	0.16017	0.06327	0.14914	0.33721
V7	0.09816	0.34892	0.02239	0.0719	0.3908	0.06783
V8	0.54099	0.072	0.05704	0.11502	0.05045	0.16449
V9	0.28322	0.15702	0.03095	0.2085	0.08974	0.23057
V10	0.38406	0.06097	0.07618	0.26783	0.08917	0.1218
V11	0.13975	0.61303	0.0485	0.05807	0.0737	0.06695
V12	0.26981	0.03931	0.07869	0.02974	0.04916	0.53328
V13	0.12523	0.43307	0.25883	0.0621	0.05297	0.06779
V14	0.11256	0.04942	0.01949	0.64073	0.12024	0.05755
V15	0.40413	0.09408	0.03743	0.12725	0.19368	0.14344
V16	0.11352	0.03733	0.01996	0.33669	0.34224	0.15026
V17	0.25396	0.04776	0.14705	0.02619	0.03921	0.48582
V18	0.55262	0.14519	0.06149	0.05585	0.04019	0.14465
V19	0.46142	0.07736	0.17861	0.05277	0.09702	0.13283
V20	0.48555	0.08332	0.10748	0.11574	0.04897	0.15894
V21	0.27534	0.04843	0.05034	0.03075	0.07567	0.51947
V22	0.19687	0.07926	0.0297	0.1091	0.47914	0.10593
V23	0.09202	0.04351	0.29815	0.07509	0.42445	0.06677
V24	0.17134	0.04532	0.01931	0.1455	0.511	0.10752
V25	0.37785	0.24961	0.03961	0.1309	0.08611	0.11593
V26	0.26384	0.05207	0.03506	0.06524	0.48973	0.09407
V27	0.23497	0.03093	0.16878	0.03236	0.04579	0.48717
V28	0.15893	0.23009	0.15162	0.19403	0.0863	0.17903
V29	0.13699	0.47682	0.10663	0.08909	0.05748	0.13299
V30	0.24081	0.18853	0.11711	0.04532	0.1995	0.20873
V31	0.50111	0.05454	0.18116	0.06106	0.03261	0.16952
V32	0.06941	0.04488	0.30195	0.42365	0.07796	0.08214
V33	0.23674	0.34153	0.2079	0.05971	0.04403	0.11009
V34	0.04298	0.0324	0.43793	0.08147	0.33481	0.07041
V35	0.07104	0.07734	0.16895	0.42534	0.18157	0.07576
V36	0.13882	0.41031	0.12077	0.05882	0.19269	0.07859
V37	0.09673	0.03745	0.62632	0.0585	0.02321	0.15779
V38	0.25341	0.0242	0.14125	0.02503	0.03897	0.51714
V39	0.46147	0.06713	0.04657	0.22391	0.06396	0.13697
V40	0.13095	0.41494	0.03738	0.14686	0.15144	0.11844
V41	0.52813	0.05327	0.06805	0.04271	0.04393	0.26391
V42	0.24213	0.04565	0.44367	0.05063	0.05946	0.15846
V43	0.21653	0.34381	0.03756	0.06843	0.21418	0.11949
V44	0.14522	0.61938	0.04396	0.05272	0.06282	0.07591
V45	0.35367	0.27036	0.07579	0.05463	0.05908	0.18646
V46	0.13634	0.03375	0.03328	0.23805	0.32235	0.23623
V47	0.12642	0.35876	0.0292	0.14787	0.23632	0.10142
V48	0.10881	0.49212	0.17619	0.05291	0.10972	0.06024
V49	0.13658	0.59272	0.04089	0.05341	0.11042	0.06598
V50	0.06069	0.03118	0.24389	0.07318	0.48172	0.10934
V51	0.03997	0.0369	0.01368	0.08591	0.75762	0.06593
V52	0.11221	0.44618	0.2245	0.07355	0.07447	0.06909
V53	0.15915	0.03919	0.09728	0.08924	0.53854	0.0766
V54	0.10985	0.1265	0.46744	0.08522	0.09469	0.11629
V55	0.04393	0.06804	0.1142	0.09368	0.61692	0.06323
