Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00227	0	0.10296	0	0.42303	0	0.00061	0.00105	0	0.47008
V2	0.65196	0	0	0	0.01349	0.30726	0.02449	0.0028	0	0
V3	0.10094	0	0.11181	0	0.50235	0.01307	0.057	0.2123	0	0.00252
V4	0.00881	0.05779	0.05131	0.0083	0.09516	0.063	0.01872	0.0234	0.58435	0.08915
V5	0	0.10246	0.0899	0.07441	0.22483	0.07248	0.00676	0	0	0.42915
V6	0.01881	0	0.20649	0	0.65964	0.0145	0.00607	0.09449	0	0
V7	0.00628	0.36175	0.01066	0	0.47057	0.00582	0.03863	0.10629	0	0
V8	0.01466	0.40481	0.03705	0	0.16394	0.00525	0.00783	0.36535	0	0.00112
V9	0.00186	0.0119	0.08906	0.09468	0.00471	0.03027	0.1213	0.61297	0.03089	0.00235
V10	0.0015	0	0.0244	0	0.72313	0.04661	0.01308	0.19129	0	0
V11	0.01882	0.40131	0.00353	0	0.16588	0.02794	0.00942	0.33684	0.02936	0.00691
V12	0	0.02331	0.19247	0.51338	0.0626	0.01513	0.08367	0.00859	0.01205	0.08881
V13	0.09027	0.03542	0.14126	0	0.01517	0.21379	0.30684	0.01452	0.17331	0.0094
V14	0.07737	0.38325	0.15798	0.03034	0.17298	0.06731	0.08762	0.02314	0	0
V15	0.19349	0.00872	0.12296	0.57878	0	0.02229	0.04194	0.00846	0.02336	0
V16	0	0.04098	0.19926	0.53389	0.02972	0.04282	0.02958	0	0.12374	0
V17	0.01005	0.11372	0.05911	0	0.25597	0.08879	0.02342	0.01262	0	0.43632
V18	0.03947	0.06999	0.11312	0.33066	0.12618	0.00435	0.01136	0	0	0.30486
V19	0	0	0.08449	0.0699	0.17204	0.09302	0.00137	0.01185	0	0.56733
V20	0	0.25147	0.0305	0	0.0782	0.0984	0.38694	0.07387	0.01229	0.06832
V21	0.09114	0.34638	0.00813	0	0.13435	0.33942	0.02162	0.0452	0.00887	0.00488
V22	0	0	0.05141	0	0.12574	0	0.00273	0.40473	0.02603	0.38937
V23	0.3068	0.00912	0.59049	0	0.01942	0.00154	0	0.0073	0	0.06534
V24	0.03293	0.48761	0.03669	0	0.20804	0.00192	0.0498	0.10859	0.07443	0
V25	0.01693	0.08291	0.0698	0.01678	0.22997	0.12856	0.02316	0.0018	0.17076	0.25934
V26	0.01362	0	0.05816	0	0.00126	0	0.01528	0.91023	0.00129	0.00016
V27	0	0	0.05148	0	0.63153	0	0.01338	0.00193	0	0.30168
V28	0.28977	0	0.05587	0	0.12046	0.02021	0.00937	0.04753	0	0.4568
V29	0.01542	0.54356	0.00404	0	0.25355	0.09127	0.01036	0.03239	0	0.04941
V30	0.00495	0.02544	0.12254	0.00095	0	0.34113	0.19455	0.00202	0.30297	0.00546
V31	0.02611	0.23469	0.18161	0	0.15584	0	0.00453	0.39722	0	0
V32	0.47354	0	0.0216	0	0.34272	0.04156	0.02363	0.00385	0.0909	0.00219
V33	0.00959	0.02555	0.24556	0.50592	0	0.03287	0.15436	0	0.02615	0
V34	0	0	0.06225	0	0.4819	0	0.00509	0.02613	0.01449	0.41014
V35	0.01575	0.66098	0	0	0.27664	0	0.01298	0.03365	0	0
V36	0.03784	0.07837	0.03672	0	0	0.15006	0.59338	0.05049	0.04183	0.01131
V37	0.00557	0.48949	0.00557	0	0.20133	0.03882	0.19847	0.05177	0	0.00899
V38	0.10829	0.03997	0.07991	0.19038	0	0.10029	0.43388	0.0015	0.04164	0.00414
V39	0.05859	0.0415	0.09428	0.17898	0.03075	0.0959	0.418	0.02931	0.03962	0.01307
V40	0.16081	0	0.7178	0	0.11185	0	0	0.00759	0.00195	0
V41	0.60324	0.04247	0.0286	0	0.03033	0	0.00607	0.01226	0.27538	0.00165
V42	0.00791	0.43142	0.00561	0	0.52433	0	0.00395	0.01186	0	0.01492
