CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1275	0.01002	0.68486	0.03191	0.0838	0.0619
V2	0.42528	0.09659	0.0683	0.11044	0.19487	0.10452
V3	0.26017	0.03429	0.22244	0.02638	0.10094	0.35578
V4	0.22063	0.33232	0.05337	0.09969	0.18952	0.10446
V5	0.07656	0.04179	0	0.48671	0.36417	0.03077
V6	0.25285	0.00546	0.18303	0.05698	0.22324	0.27844
V7	0.09525	0.29754	0.02798	0.05253	0.48192	0.04477
V8	0.50568	0.04075	0.08163	0.11863	0.1112	0.14212
V9	0.27122	0.12222	0.04656	0.2258	0.14652	0.18769
V10	0.35385	0.03038	0.08486	0.28329	0.1476	0.10002
V11	0.13333	0.57874	0.05938	0.05558	0.12713	0.04585
V12	0.28114	0.00748	0.11772	0.03306	0.10379	0.45681
V13	0.12325	0.39601	0.26799	0.05316	0.11059	0.049
V14	0.11773	0.02057	0.01	0.64942	0.16139	0.04089
V15	0.37	0.06249	0.05369	0.12332	0.2735	0.117
V16	0.11712	0.00998	0.02103	0.33126	0.40972	0.11089
V17	0.26473	0.0158	0.18417	0.02576	0.09448	0.41506
V18	0.51886	0.11527	0.08838	0.05051	0.10104	0.12594
V19	0.43024	0.04606	0.20119	0.03835	0.17141	0.11275
V20	0.45438	0.052	0.13026	0.11741	0.10987	0.13608
V21	0.28396	0.01685	0.08782	0.03363	0.13518	0.44256
V22	0.1803	0.04761	0.03606	0.08415	0.57561	0.07627
V23	0.09476	0.0126	0.28448	0.04007	0.52348	0.04461
V24	0.15916	0.01642	0.02427	0.12012	0.60361	0.07642
V25	0.35046	0.21609	0.05493	0.13645	0.14738	0.09469
V26	0.23545	0.02237	0.04381	0.0357	0.59417	0.06849
V27	0.24673	0	0.20448	0.03183	0.10198	0.41498
V28	0.16047	0.19196	0.15831	0.20418	0.1432	0.14188
V29	0.13619	0.44016	0.11872	0.09233	0.10958	0.10303
V30	0.23081	0.15379	0.13354	0.03321	0.28089	0.16776
V31	0.47403	0.02267	0.20952	0.052	0.0944	0.14737
V32	0.0831	0.0151	0.27999	0.43489	0.12635	0.06057
V33	0.22627	0.30846	0.22382	0.05239	0.10143	0.08763
V34	0.05473	0.00211	0.41833	0.04735	0.42916	0.04833
V35	0.0819	0.04656	0.15156	0.4293	0.23688	0.0538
V36	0.13333	0.36603	0.12763	0.04657	0.27036	0.05608
V37	0.10964	0.0037	0.63875	0.03592	0.08416	0.12783
V38	0.26095	0	0.17955	0.02468	0.09317	0.44165
V39	0.42447	0.03617	0.06211	0.2397	0.12208	0.11547
V40	0.13004	0.36944	0.04513	0.15117	0.21586	0.08836
V41	0.50462	0.02199	0.1004	0.03783	0.10427	0.2309
V42	0.23672	0.01347	0.46193	0.03143	0.12576	0.13069
V43	0.20331	0.30169	0.04955	0.05954	0.2945	0.09141
V44	0.13953	0.58631	0.05587	0.0507	0.11424	0.05336
V45	0.33595	0.23946	0.09845	0.05252	0.11742	0.15619
V46	0.14051	0.0057	0.04068	0.2346	0.39742	0.18107
V47	0.12362	0.31088	0.0356	0.14492	0.31103	0.07395
V48	0.10682	0.45236	0.1836	0.04242	0.17449	0.04031
V49	0.13025	0.55452	0.05127	0.04867	0.17038	0.04491
V50	0.06964	0.00234	0.23258	0.03874	0.58004	0.07666
V51	0.0485	0.00843	0.01613	0.04314	0.84435	0.03943
V52	0.11117	0.40684	0.2317	0.06676	0.13413	0.0494
V53	0.14767	0.01024	0.09609	0.0559	0.63811	0.052
V54	0.11683	0.09283	0.46937	0.06779	0.16295	0.09023
V55	0.05294	0.03596	0.10681	0.05551	0.70989	0.03888
V56	0.06067	0.0303	0.61795	0.12277	0.12628	0.04203
V57	0.20806	0.25911	0.08669	0.03419	0.21123	0.20071
V58	0.07555	0.00642	0.71223	0.04583	0.08517	0.07479
V59	0.10322	0.0136	0	0.66371	0.18476	0.03471
V60	0.37242	0.01748	0.0483	0.34063	0.13023	0.09094
V61	0.29861	0.09341	0.06325	0.15384	0.16182	0.22908
V62	0.38544	0.03054	0.11663	0.12264	0.18169	0.16307
V63	0.17348	0.36219	0.06231	0.09585	0.1226	0.18357
V64	0.05678	0.08693	0.01763	0.03619	0.76478	0.03768
V65	0.40546	0.10302	0.09438	0.0505	0.13661	0.21002
V66	0.3533	0.03223	0.14605	0.05071	0.32317	0.09454
V67	0.13766	0.11091	0.26879	0.21467	0.11591	0.15206
V68	0.56882	0.03219	0.09185	0.07132	0.09952	0.13629
V69	0.44247	0.02854	0.08485	0.03468	0.12034	0.28912
V70	0.09413	0.01033	0.17948	0.47994	0.19582	0.0403
V71	0.12357	0.19092	0.05624	0.11061	0.39665	0.12201
V72	0.41878	0.09981	0.12443	0.05207	0.15112	0.15378
V73	0.10838	0.00514	0.07444	0.59394	0.17706	0.04105
V74	0.08626	0.11767	0.00943	0.5932	0.16424	0.02919
V75	0.12066	0.58321	0.04519	0.06727	0.14078	0.04288
V76	0.06673	0.00059	0.58603	0.05491	0.24245	0.04928
V77	0.14755	0.10692	0.09593	0.43123	0.13848	0.07989
V78	0.38256	0.09563	0.10355	0.129	0.12022	0.16904
V79	0.19261	0.37827	0.07171	0.03738	0.10381	0.21622
V80	0.18337	0.39676	0.06237	0.04459	0.11877	0.19414
V81	0.48444	0.0916	0.13202	0.04808	0.1131	0.13076
V82	0.11861	0.52451	0.04609	0.07693	0.18652	0.04734
V83	0.16959	0.11494	0.0402	0.32901	0.25348	0.09277
V84	0.28229	0.01897	0.10168	0.35207	0.15178	0.09321
V85	0.54669	0.03041	0.14542	0.04862	0.09649	0.13236
V86	0.25513	0.02505	0.14225	0.25309	0.12874	0.19573
V87	0.08418	0.0189	0.0127	0.68012	0.16537	0.03873
V88	0.16898	0.02021	0.03097	0.41016	0.18375	0.18593
V89	0.16345	0.11999	0.38522	0.03515	0.09055	0.20564
V90	0.13536	0.45771	0.13611	0.04932	0.16152	0.05997
V91	0.07927	0.01452	0.04969	0.11341	0.69258	0.05053
V92	0.05887	0.05801	0.02356	0.04168	0.77118	0.0467
V93	0.23471	0.04661	0.05685	0.10252	0.32283	0.23647
V94	0.07239	0.00929	0.21028	0.5347	0.14027	0.03307
V95	0.05248	0.01085	0.25852	0.12149	0.52038	0.03628
V96	0.13794	0.26554	0.04997	0.06952	0.35135	0.12568
V97	0.04912	0.01511	0.02031	0.08529	0.79575	0.03443
V98	0.09661	0.06263	0.00383	0.5718	0.22897	0.03617
V99	0.08015	0.01948	0	0.69717	0.17313	0.03008
V100	0.07495	0.0067	0.38369	0.23593	0.2349	0.06383
V101	0.09032	0.26605	0.36865	0.11286	0.11099	0.05112
V102	0.53226	0.0368	0.15732	0.04835	0.09594	0.12934
V103	0.4467	0.03763	0.07626	0.16029	0.15378	0.12535
V104	0.09245	0.00267	0.17732	0.52906	0.15464	0.04386
V105	0.27367	0	0.14037	0.02501	0.09461	0.46634
V106	0.1411	0	0.51861	0.02527	0.09265	0.22237
V107	0.14187	0.44785	0.21473	0.04288	0.10499	0.04768
V108	0.22333	0.01687	0.09192	0.03268	0.2773	0.3579
V109	0.23715	7e-04	0.07776	0.02523	0.2611	0.39806
V110	0.10213	0.12377	0.57857	0.03192	0.09547	0.06814
V111	0.059	0.01463	0.72569	0.0477	0.10269	0.05028
V112	0.11025	0.23348	0.0102	0.45134	0.15707	0.03765
V113	0.07689	0.07063	0.52207	0.06207	0.2177	0.05064
V114	0.1544	0.00252	0.54098	0.14639	0.09418	0.06152
V115	0.35806	0.05485	0.08095	0.05483	0.21428	0.23704
V116	0.55959	0.03117	0.08953	0.08494	0.10084	0.13393
V117	0.37852	0.02686	0.05289	0.10938	0.33478	0.09758
V118	0.11819	0.46701	0.11989	0.06838	0.17096	0.05558
V119	0.12833	0.55588	0.05683	0.07734	0.12125	0.06038
V120	0.13837	0.15075	0.09741	0.34316	0.20882	0.0615
V121	0.31366	0.00969	0.06263	0.23537	0.11359	0.26505
V122	0.24907	0.0268	0.02593	0.46161	0.17294	0.06365
V123	0.33036	0.01053	0.06939	0.06658	0.2238	0.29934
V124	0.05566	0.0046	0.2488	0.04066	0.60791	0.04237
V125	0.09521	0.11413	0.53223	0.08229	0.09394	0.0822
V126	0.23095	0.18334	0.10892	0.03683	0.10656	0.33341
V127	0.08839	0	0.65057	0.10799	0.09979	0.05326
V128	0.27009	0.19466	0.12466	0.1571	0.17012	0.08338
V129	0.06347	0.01424	0.67805	0.09263	0.09837	0.05325
V130	0.36908	0.10637	0.05644	0.22317	0.14538	0.09955
V131	0.09822	0.00412	0.04546	0.04537	0.69424	0.1126
V132	0.10163	0.3376	0.3328	0.03809	0.14331	0.04658
V133	0.1076	0.14646	0.45553	0.09922	0.14284	0.04835
V134	0.19744	0.43914	0.05512	0.05069	0.18305	0.07457
V135	0.11868	0.00577	0.59918	0.02975	0.13206	0.11456
V136	0.15511	0.48667	0.10034	0.05793	0.14345	0.05649
V137	0.08723	0.12452	0.44818	0.04807	0.24966	0.04235
V138	0.19296	0	0.04937	0.32336	0.19874	0.23558
V139	0.13549	0.0356	0.15351	0.0356	0.4461	0.1937
V140	0.40343	0.1783	0.09763	0.09627	0.11268	0.11169
V141	0.22315	0.1983	0.12907	0.2273	0.14589	0.07629
V142	0.17709	0.48046	0.06003	0.0884	0.11272	0.0813
V143	0.10994	0.04795	0.50528	0.09229	0.17984	0.0647
V144	0.2393	0.11967	0.07612	0.12114	0.11281	0.33097
