CD19B	CD56NK	CD4MemoryT	CD14
V1	0.42206	0.06188	0.19586	0.3202
V2	0.16499	0.12016	0.10684	0.608
V3	0.09323	0.497	0.0775	0.33228
V4	0.65879	0.14617	0.06448	0.13056
V5	0.13188	0.39569	0.24575	0.22668
V6	0.10188	0.69178	0.08146	0.12488
V7	0.15675	0.31384	0.12953	0.39988
V8	0.15739	0.06607	0.63588	0.14065
V9	0.2149	0.22805	0.09841	0.45864
V10	0.07923	0.07128	0.69395	0.15554
V11	0.19848	0.31555	0.37439	0.11159
V12	0.07298	0.4778	0.33015	0.11907
V13	0.23239	0.57455	0.06966	0.12341
V14	0.09588	0.72214	0.07192	0.11006
V15	0.13695	0.48029	0.15768	0.22508
V16	0.68834	0.08626	0.08493	0.14047
V17	0.10962	0.68933	0.07676	0.1243
V18	0.43493	0.32254	0.10248	0.14005
V19	0.16089	0.65217	0.07176	0.11518
V20	0.16781	0.38613	0.08336	0.3627
V21	0.15675	0.0949	0.60921	0.13914
V22	0.0838	0.12344	0.21054	0.58222
V23	0.31808	0.08217	0.48057	0.11918
V24	0.72229	0.06946	0.09412	0.11412
V25	0.27718	0.23261	0.16509	0.32512
V26	0.30826	0.34581	0.08138	0.26455
V27	0.13468	0.09002	0.08896	0.68634
V28	0.07098	0.07924	0.73581	0.11396
V29	0.35645	0.07133	0.43304	0.13918
V30	0.13048	0.214	0.25917	0.39634
V31	0.19513	0.20044	0.27241	0.33202
V32	0.12204	0.07202	0.09484	0.7111
V33	0.08817	0.41168	0.31584	0.18431
V34	0.15674	0.08028	0.62271	0.14026
V35	0.1634	0.57627	0.13045	0.12988
V36	0.07406	0.08301	0.39616	0.44676
V37	0.4131	0.1107	0.1418	0.3344
V38	0.34067	0.05504	0.19678	0.40751
V39	0.16649	0.45955	0.16402	0.20994
V40	0.1177	0.6535	0.1254	0.10339
V41	0.05962	0.53388	0.10325	0.30325
V42	0.21317	0.07848	0.2185	0.48985
V43	0.14961	0.3007	0.41545	0.13423
V44	0.07829	0.11094	0.57025	0.24052
V45	0.12207	0.47748	0.22537	0.17508
V46	0.60833	0.11035	0.16426	0.11705
V47	0.35181	0.19959	0.29776	0.15084
V48	0.6112	0.19101	0.06869	0.12911
V49	0.55234	0.2047	0.06323	0.17972
V50	0.09544	0.66254	0.13197	0.11004
V51	0.26102	0.35119	0.25444	0.13334
V52	0.0855	0.13495	0.64013	0.13942
V53	0.55824	0.15143	0.18046	0.10986
V54	0.33624	0.20061	0.33398	0.12917
V55	0.20401	0.15256	0.23885	0.40458
V56	0.10351	0.06799	0.12857	0.69993
V57	0.11685	0.68455	0.08143	0.11717
V58	0.484	0.05763	0.10261	0.35576
V59	0.33758	0.36489	0.14952	0.148
V60	0.15448	0.16874	0.29534	0.38144
V61	0.60505	0.13951	0.07392	0.18152
V62	0.66987	0.07992	0.12469	0.12552
V63	0.0617	0.65645	0.15737	0.12448
V64	0.05625	0.66961	0.06599	0.20815
V65	0.0847	0.06162	0.1373	0.71639
V66	0.19822	0.56206	0.08076	0.15896
V67	0.16512	0.29338	0.4221	0.11939
V68	0.17014	0.15965	0.08976	0.58046
V69	0.08055	0.28113	0.48893	0.14939
V70	0.4135	0.17351	0.20447	0.20852
V71	0.17758	0.1105	0.32856	0.38336
V72	0.43463	0.17733	0.14209	0.24595
V73	0.15931	0.49641	0.17043	0.17385
V74	0.10411	0.21604	0.5711	0.10874
V75	0.54011	0.05415	0.21572	0.19002
V76	0.0681	0.18208	0.19536	0.55447
V77	0.09114	0.26182	0.07589	0.57115
V78	0.25955	0.14423	0.20382	0.39241
V79	0.06888	0.12732	0.6207	0.1831
V80	0.29801	0.06662	0.45325	0.18212
V81	0.10592	0.17168	0.60599	0.11641
V82	0.06953	0.09895	0.7115	0.12002
V83	0.15531	0.18511	0.12499	0.53458
V84	0.31746	0.08989	0.19192	0.40073
V85	0.13514	0.28481	0.34392	0.23613
V86	0.10097	0.09058	0.66095	0.1475
V87	0.07522	0.65489	0.11033	0.15956
V88	0.1789	0.10177	0.25751	0.46182
V89	0.08723	0.06864	0.20968	0.63445
V90	0.06777	0.70223	0.11167	0.11833
V91	0.0773	0.58707	0.20306	0.13256
V92	0.3654	0.07124	0.34657	0.21679
