Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.02212	0	0.05768	0	0.40846	0	0	0	0	0.51174
V2	0.68479	0	0	0	0	0.31144	0.00377	0	0	0
V3	0.16762	0.0092	0.07389	0	0.51422	0.00744	0.05901	0.15468	0	0.01394
V4	0.01949	0.11673	0	0	0	0.0546	0	0	0.68832	0.12086
V5	0	0.12963	0.05149	0.09495	0.1783	0.06506	0	0	0	0.48057
V6	0.07203	0	0.19157	0	0.71035	0	0	0.02605	0	0
V7	0.05074	0.46237	0	0	0.39907	0	0.03669	0.04882	0	0.00232
V8	0.05537	0.53688	0.03642	0	0.04388	0	0	0.316	0	0.01145
V9	0.01835	0.01683	0.00818	0.18388	0	0.01273	0.14851	0.60885	0	0.00267
V10	0.05161	0	0	0	0.7978	0.03054	0	0.12006	0	0
V11	0.05507	0.54899	0	0	0.06239	0	0	0.30712	0	0.02643
V12	0.00324	0.07069	0.06019	0.66618	0	0.02497	0.07583	0	0	0.0989
V13	0.08698	0.09025	0.06027	0	0	0.24087	0.32388	0.0198	0.17217	0.00577
V14	0.10875	0.4696	0.15364	0.03259	0.05466	0.07485	0.10559	0	0	0.00032
V15	0.22797	0.01061	0	0.71865	0	0.02619	0.01658	0	0	0
V16	0.01238	0.08216	0.06785	0.71368	0	0.04682	0.00458	0	0.07253	0
V17	0.02102	0.1459	0.0242	0	0.21702	0.08927	0.0146	0	0	0.48797
V18	0.0689	0.10587	0.00473	0.424	0.05655	0	0	0	0	0.33996
V19	0	0.00069	0.02986	0.09407	0.16246	0.08745	0	0	0	0.62547
V20	0	0.32705	0	0	0	0.12897	0.40168	0.07181	0	0.07048
V21	0.12871	0.42252	0	0	0.036	0.36785	0.01919	0.01291	0	0.01282
V22	0.0044	0.00717	0.02174	0	0.1091	0	0	0.34827	0.01654	0.49278
V23	0.33082	0.01212	0.59326	0	0	0	0	0	0	0.0638
V24	0.0657	0.63195	0.036	0	0.09848	0	0.05935	0.0725	0.02438	0.01163
V25	0.03154	0.12558	0.02896	0.00806	0.17698	0.12951	0.00858	0	0.18825	0.30254
V26	0.04442	0	0	0	0	0	0	0.95558	0	0
V27	0.03129	0	0	0	0.62302	0	0	0	0	0.34569
V28	0.32811	0.00158	0.0013	0	0.11024	0.01967	0	0.02438	0.00382	0.51088
V29	0.05085	0.66309	0	0	0.12602	0.08389	0.00295	0	0	0.0732
V30	0.00092	0.05967	0.05031	0	0	0.36719	0.21347	0.00067	0.30566	0.0021
V31	0.06274	0.31034	0.21627	0	0.07067	0	0	0.33844	0	0.00153
V32	0.54103	0.0075	0	0	0.32704	0.03626	0.00596	0	0.07215	0.01006
V33	0.02228	0.05611	0.09186	0.62448	0	0.05187	0.1534	0	0	0
V34	0.01362	0.02242	0.02378	0	0.48017	0	0	0	0	0.46001
V35	0.06049	0.81123	0	0	0.12369	0	0	0	0	0.00459
V36	0.00261	0.15685	0	0	0	0.18748	0.56432	0.06562	0.02311	0
V37	0.01799	0.59579	0	0	0.05448	0.05015	0.23105	0.0311	0	0.01945
V38	0.09237	0.10924	0	0.18589	0	0.1447	0.43197	0.01903	0.0168	0
V39	0.05715	0.11969	0	0.19014	0	0.13769	0.42064	0.0418	0.02439	0.00849
V40	0.16357	0.00397	0.75873	0	0.07374	0	0	0	0	0
V41	0.65492	0.05537	0	0	0	0	0	0	0.28972	0
V42	0.05077	0.50237	0	0	0.42398	0	0	0	0	0.02288
V43	0.15023	0.0776	0.09317	0.05493	0.16712	0.09209	0.17261	0.0258	0.1661	0.00037
V44	0.05793	0	0.56552	0	0	0	0	0.37655	0	0
V45	0	0.07255	0	0	0	0.04767	0.18302	0	0.67824	0.01852
V46	0.19194	0.1066	0.01226	0.31475	0.08784	0	0	0	0	0.28661
V47	0	0.14055	0	0	0	0.20088	0.5929	0.03321	0.03245	0
V48	0.00215	0.0286	0.0403	0	0.18848	0	0	0	0.11933	0.62115
V49	0.17898	0	0	0	0	0	0	0.82102	0	0
V50	0.3357	0.15921	0	0	0	0.50509	0	0	0	0
V51	0.21511	0.00649	0.64345	0	0.03581	0	0	0.05019	0.04896	0
V52	0	0.08489	0.08613	0.40988	0	0.10173	0.30208	0.01529	0	0
V53	0.51501	0.00808	0.07929	0.08615	0	0	0	0.16237	0	0.14909
V54	0.00079	0	0	0	0.18668	0.7895	0.01503	0	0	0.00801
V55	0	0.05121	0	0.90301	0	0.01956	0.02618	0	0	3e-05
V56	0.19198	0.00718	0.60741	0	0.04751	0.14592	0	0	0	0
V57	0.03646	0.01103	0.64016	0.18782	0	0.00453	0.0059	0.02115	0.09295	0
V58	0.02659	0.17972	0.01986	0.19105	0	0.55224	0.02836	0	0	0.00219
V59	0	0.19083	0	0	0	0.18999	0.56671	0.02977	0.0227	0
V60	0.8085	0.00341	0	0	0.02067	0	0	0	0.16742	0
V61	0.00018	0	0	0.02181	0	0.93546	0.03026	0	0	0.01229
V62	0.00364	0.10156	0.00933	0	0.01763	0.10268	0.32524	0.025	0.0948	0.32012
V63	0.02242	0.18887	0	0	0.21291	0.54146	0.01361	0	0	0.02072
V64	0.09175	0	0.27377	0.31001	0	0	0	0.30861	0	0.01586
V65	0.06366	0.04521	0	0.48462	0	0	0.04464	0.29881	0.05013	0.01293
V66	0.05216	0	0	0	0.81838	0.01107	0	0	0	0.11839
V67	0.04097	0.1973	0.57407	0	0	0.05734	0.06641	0.0027	0.05122	0.00998
V68	0.03307	0.02558	0	0	0	0	0	0.37176	0.56959	0
V69	0.06203	0	0.93797	0	0	0	0	0	0	0
V70	0.84802	0.0026	0	0	0	0.03339	0.0049	0	0.11108	0
V71	0.03677	0	0	0	0	0	0	0.96323	0	0
V72	0.26526	0.01147	0	0.3315	0.22727	0	0	0	0	0.16451
V73	0.08524	0	0	0	0.91476	0	0	0	0	0
V74	0	0.01351	0.03637	0.28011	0.1121	0.03214	0	0	0	0.52577
V75	0.01871	0.10367	0.115	0.57591	0	0.00552	0.00215	0	0.17904	0
V76	0	0	0	0	0	0.96793	0.03207	0	0	0
V77	0	0.04742	0	0.35853	0	0.3665	0.22755	0	0	0
