Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.09246	0.02967	0.87787	0	0	0
V2	0.69398	0.15904	0	0.06593	0.08105	0
V3	0	0.09185	0.15976	0	0	0.74839
V4	0.22335	0.56046	0	0.09291	0.05049	0.07279
V5	0	0.04595	0	0.77994	0.17411	0
V6	0.11664	0.04932	0.14186	0.03272	0.11789	0.54157
V7	0	0.47001	0	0.01556	0.51444	0
V8	0.84146	0.09658	0	0.06196	0	0
V9	0.21879	0.20608	0	0.31372	0	0.26141
V10	0.51525	0.08451	0.02592	0.37431	0	0
V11	0.00729	0.99271	0	0	0	0
V12	0	0.03212	0	0	0	0.96788
V13	0.01302	0.61411	0.37287	0	0	0
V14	0	0.04949	0	0.95051	0	0
V15	0.60594	0.11669	0	0.10425	0.17312	0
V16	0	0.02648	0	0.56059	0.29597	0.11696
V17	0	0.04456	0.06678	0	0	0.88866
V18	0.82526	0.17474	0	0	0	0
V19	0.69908	0.09063	0.17471	0	0.03558	0
V20	0.75564	0.10774	0.07033	0.0663	0	0
V21	0	0.05343	0	0	0	0.94657
V22	0.24368	0.07644	0	0.07567	0.60131	0.0029
V23	0.07069	0.02465	0.38675	0.00948	0.50843	0
V24	0.18414	0.03222	0	0.14982	0.61823	0.01559
V25	0.55231	0.31646	0	0.12817	0.00306	0
V26	0.35493	0.04439	0	0	0.60067	0
V27	0	0.01066	0.11395	0	0	0.87539
V28	0.00873	0.30657	0.15955	0.31407	0	0.21108
V29	0	0.75122	0.07771	0.0584	0	0.11267
V30	0.22852	0.25085	0.07954	0	0.20108	0.24001
V31	0.76539	0.06845	0.16616	0	0	0
V32	0	0.02701	0.35958	0.61341	0	0
V33	0.28178	0.45766	0.26056	0	0	0
V34	0	0.00235	0.61487	0.02747	0.35531	0
V35	0	0.06702	0.18714	0.709	0.03683	0
V36	0.0689	0.6191	0.12368	0	0.18832	0
V37	0.02154	0.02164	0.8678	0	0	0.08902
V38	0	0.00422	0.04717	0	0	0.94861
V39	0.65171	0.08526	0	0.26303	0	0
V40	0	0.62227	0	0.23197	0.06686	0.0789
V41	0.77544	0.06642	0	0	0	0.15813
V42	0.30906	0.04172	0.61117	0	0	0.03805
V43	0.22495	0.49632	0	0.01112	0.22553	0.04209
V44	0.01141	0.98859	0	0	0	0
