mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.25185	0.22977	0.24438	0.15516	0.11884
V2	0.05944	0.6778	0.10882	0.09129	0.06264
V3	0.05567	0.1537	0.38635	0.34813	0.05615
V4	0.0137	0.14835	0.24342	0.08728	0.50725
V5	0.0252	0.11104	0.08722	0.1284	0.64814
V6	0.25716	0.15683	0.25651	0.22157	0.10794
V7	0.00548	0.18594	0.39049	0.09851	0.31958
V8	0.00083	0.21272	0.67509	0.09222	0.01914
V9	0.05881	0.11136	0.2493	0.51087	0.06966
V10	0.33138	0.19083	0.39126	0.0537	0.03284
V11	0.03837	0.13492	0.12754	0.09896	0.60021
V12	0.07323	0.13285	0.22051	0.27911	0.29429
V13	0.12381	0.12628	0.0612	0.38156	0.30715
V14	0.148	0.08397	0.08876	0.54512	0.13414
V15	0.04934	0.0682	0.02193	0.7562	0.10433
V16	0.44841	0.15285	0.037	0.30903	0.0527
V17	0.06838	0.29418	0.05318	0.09517	0.4891
V18	0.07402	0.41477	0.26381	0.20265	0.04475
V19	0.04004	0.10863	0.02986	0.14378	0.67769
V20	0	0.18166	0.58477	0.19733	0.03624
V21	0.02512	0.30939	0.15931	0.17187	0.33432
V22	0.61068	0.18498	0.08621	0.07597	0.04216
V23	0.07952	0.1182	0.05048	0.15805	0.59376
V24	0.37417	0.20527	0.04893	0.09825	0.27338
V25	0.03882	0.1043	0.03998	0.39081	0.42609
V26	0.37686	0.26848	0.08808	0.09273	0.17385
V27	0.10364	0.48381	0.21159	0.05234	0.14861
V28	0.03892	0.15277	0.20467	0.51387	0.08977
V29	0.01531	0.1138	0.30774	0.49072	0.07244
V30	0.56102	0.19629	0.05352	0.09191	0.09726
V31	0.34616	0.2078	0.04103	0.2385	0.16651
V32	0.69525	0.12038	0.03273	0.09079	0.06085
V33	0.03265	0.25311	0.05146	0.14107	0.52171
V34	0.11794	0.72114	0.06857	0.05939	0.03297
V35	0.08188	0.55187	0.27359	0.06655	0.0261
V36	0.02898	0.25716	0.18978	0.11645	0.40762
V37	0.58416	0.11892	0.02368	0.08794	0.18531
V38	0.09186	0.1794	0.41372	0.1889	0.12613
V39	0.24745	0.18318	0.30485	0.06365	0.20088
V40	0.19731	0.54364	0.06607	0.13373	0.05925
V41	0.05737	0.72989	0.07595	0.0519	0.08489
V42	0.64872	0.14828	0.04515	0.08802	0.06983
V43	0.34748	0.23993	0.30972	0.07543	0.02743
V44	0.02275	0.35771	0.48638	0.04415	0.08901
V45	0.04425	0.59129	0.1414	0.15543	0.06763
V46	0.10727	0.65653	0.12175	0.07196	0.04248
V47	0	0.21703	0.72049	0.04286	0.01962
V48	0.13843	0.21461	0.22024	0.29283	0.13389
V49	0.34689	0.23638	0.21847	0.15975	0.03851
V50	0.00749	0.2295	0.70592	0.04256	0.01453
V51	0.08819	0.32422	0.21402	0.09543	0.27813
V52	0.06437	0.76967	0.07327	0.05887	0.03382
V53	0.04953	0.18826	0.03644	0.63804	0.08772
V54	0.19685	0.07922	0.03368	0.4879	0.20235
V55	0.0913	0.05587	0.02007	0.73619	0.09657
V56	0.08663	0.05479	0.02671	0.66345	0.16843
V57	0.11127	0.25804	0.47188	0.06452	0.09429
V58	0.06879	0.11093	0.15438	0.21129	0.45461
V59	0.6306	0.14674	0.10275	0.08709	0.03282
V60	0.33179	0.26819	0.1405	0.1517	0.10783
V61	0.1763	0.10823	0.05282	0.2354	0.42725
V62	0.0506	0.16139	0.29101	0.1502	0.34679
V63	0.32132	0.30651	0.09184	0.086	0.19433
V64	0.69397	0.13411	0.04677	0.08934	0.03582
V65	0.0918	0.13561	0.06199	0.53471	0.17588
V66	0.04361	0.08278	0.14312	0.63982	0.09067
V67	0.00874	0.15972	0.32499	0.11966	0.38689
V68	0.33168	0.16836	0.34285	0.08368	0.07344
V69	0.43561	0.22421	0.19703	0.07772	0.06544
V70	0.06723	0.61458	0.09585	0.16956	0.05278
V71	0.09376	0.66858	0.10003	0.09752	0.04011
V72	0.04556	0.41041	0.06901	0.07752	0.3975
V73	0.06619	0.08949	0.11674	0.50105	0.22653
V74	0.03801	0.10338	0.03112	0.68312	0.14438
V75	0.34392	0.27511	0.28365	0.06522	0.0321
V76	0.03751	0.05746	0.0373	0.7329	0.13483
V77	0.00683	0.21275	0.6941	0.06955	0.01678
V78	0	0.22034	0.71174	0.04785	0.02007
V79	0.07842	0.40361	0.08136	0.16025	0.27636
V80	0.1197	0.63752	0.05938	0.09096	0.09244
V81	0	0.22044	0.72197	0.04305	0.01454
V82	0.2088	0.19987	0.0564	0.45953	0.0754
V83	0.10097	0.13689	0.04627	0.48236	0.23352
V84	0.09341	0.23168	0.04129	0.10154	0.53209
V85	0	0.21661	0.72007	0.04837	0.01495
V86	0.02845	0.29558	0.29364	0.32557	0.05675
V87	0.36971	0.10401	0.0624	0.39182	0.07207
V88	0.2585	0.22709	0.08049	0.20802	0.22589
V89	0.0264	0.25662	0.63081	0.06863	0.01754
V90	0.02858	0.24556	0.091	0.13625	0.49861
V91	0.03274	0.06879	0.09507	0.71153	0.09187
V92	0.21078	0.14053	0.05597	0.10692	0.48581
V93	0.02281	0.16008	0.17364	0.44569	0.19778
V94	0.04882	0.22346	0.05494	0.24892	0.42386
V95	0.06719	0.27809	0.05907	0.1402	0.45545
V96	0.60016	0.12975	0.04898	0.09729	0.12382
V97	0.14755	0.13151	0.07185	0.15353	0.49556
V98	0.05046	0.39268	0.20342	0.14179	0.21165
V99	0.40913	0.19905	0.03299	0.23322	0.12561
V100	0.41728	0.23737	0.07794	0.10572	0.16168
V101	0.07112	0.75822	0.07958	0.05788	0.03321
V102	0.24849	0.29624	0.15445	0.13616	0.16467
V103	0.12504	0.09906	0.03449	0.10992	0.63149
V104	0.04914	0.42132	0.12477	0.07504	0.32973
V105	0.02677	0.11509	0.07072	0.13668	0.65074
V106	0.05277	0.6539	0.19206	0.05095	0.05033
V107	0.03358	0.31552	0.55127	0.07473	0.0249
V108	0.00769	0.3019	0.63291	0.04151	0.016
V109	0.06435	0.25979	0.08798	0.27166	0.31622
V110	0.14748	0.471	0.20617	0.13155	0.04379
V111	0.20852	0.31158	0.40801	0.05259	0.0193
V112	0.16092	0.09315	0.12137	0.41796	0.2066
V113	0.20412	0.11948	0.12396	0.1821	0.37033
V114	0.44226	0.16947	0.07233	0.19726	0.11868
V115	0.65838	0.11689	0.03066	0.09276	0.10131
V116	0.03223	0.10369	0.03167	0.12136	0.71106
V117	0.03054	0.20487	0.63155	0.09781	0.03523
V118	0.06563	0.05427	0.02052	0.74895	0.11062
V119	0.24243	0.16247	0.33867	0.21935	0.03708
V120	0.00131	0.19771	0.64169	0.1167	0.0426
V121	0.17624	0.62699	0.05902	0.06141	0.07634
V122	0.04118	0.38998	0.12128	0.23228	0.21527
V123	0.38658	0.14552	0.09439	0.20855	0.16496
V124	0.18559	0.18914	0.08803	0.23288	0.30436
V125	0.03281	0.45015	0.44449	0.04675	0.0258
